Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,Pathway ID,Name,pvalue,DEG number,DEG Density,Intersecton size,DEGs in Intersection,Result,Reciprocal pvalue,Filtered,Versus,Versus Name,Is Reciprocal,Top Genes
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,1.28e-09,68,0.6602,0,0,1.0,0.0,keep,itself,,True,"TXNDC15,EFCAB7,ARMC9,BBS9,TTC23,FUZ,IFT27,CPLANE2,B9D1,MIB1,BBS1,WDR19,INPP5E,CEP162,IFT20,IFT140,DYNLT2B,CEP44,IFT43,IFT80"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_VEGFAVEGFR2_SIGNALING,WP_VEGFAVEGFR2_SIGNALING,4.89e-08,279,0.6473,0,0,1.0,0.0,keep,itself,,True,"EGR1,CCN1,NR4A2,NR4A1,CCN2,DNAJB4,GATA2,FHOD1,VPS39,TAL1,LDB2,JUN,ETS1,NFKBIA,MYO1C,CAPZB,RAPGEF1,VCL,MAPK8,MKNK1"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_JOUBERT_SYNDROME,WP_JOUBERT_SYNDROME,1.01e-07,55,0.7237,0,0,1.0,0.0,keep,itself,,True,"ARMC9,BBS9,MTOR,SUFU,B9D1,KAT5,BBS1,CEP164,INPP5E,PCM1,RHOA,NPHP4,INVS,NPHP3,CEP104,B9D2,PCNT,CEP97,PDE6D,DVL3"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_HEPATITIS_B_INFECTION,WP_HEPATITIS_B_INFECTION,2.51e-07,77,0.5099,0,0,1.0,0.0,keep,itself,,True,"FOS,IRF3,JUN,TAB1,MAPK8,STAT2,JAK1,EGR3,MAPK12,SMAD4,STAT5A,STAT3,PIK3CA,IKBKB,CREB1,AKT2,TGFB2,NFKB1,TRAF3,GRB2"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_CILIOPATHIES,WP_CILIOPATHIES,9.89e-07,123,0.6685,46,40,0.000451,0.000576,keep,WP_JOUBERT_SYNDROME,WP_JOUBERT_SYNDROME,True,"SDCCAG8,BBS9,FLCN,ZMYND10,SUFU,IFT27,B9D1,PKD1,KATNIP,DNAL1,CCDC40,ANKS3,BBS1,CEP164,WDR19,INPP5E,ODAD1,IFT140,DYNLT2B,LCA5"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS,WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS,1.14e-06,12,1.0,0,0,1.0,0.0,keep,itself,,True,"ABCC3,SLCO1B1,ABCC2,ABCC4,ABCB1,FABP6,SLC10A2,SLC10A1,SLC51A,SLCO1B3,ABCB11,SLC51B"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_ESTROGEN_METABOLISM_WP697,WP_ESTROGEN_METABOLISM_WP697,4.26e-06,17,0.9444,0,0,1.0,0.0,keep,itself,,True,"CYP1B1,COMT,STS,ARSD,SULT1E1,NQO1,GSTM1,UGT1A6,ARSL,UGT1A1,UGT1A3,UGT1A9,CYP3A4,CYP1A2,GSTA1,UGT2B7,CYP1A1"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_SMITHMAGENIS_AND_POTOCKILUPSKI_SYNDROME_COPY_NUMBER_VARIATION,WP_SMITHMAGENIS_AND_POTOCKILUPSKI_SYNDROME_COPY_NUMBER_VARIATION,6.13e-06,92,0.5786,0,0,1.0,0.0,keep,itself,,True,"FHOD1,JUN,BIRC2,MPRIP,FLII,TOM1L2,FLCN,TOP3A,ALKBH5,GID4,MTOR,ETV5,DRC3,ROCK1,IFT27,STAT3,CREB1,PER1,NFKB1,C9orf72"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_INSULIN_SIGNALING,WP_INSULIN_SIGNALING,8.06e-06,82,0.5125,0,0,1.0,0.0,keep,itself,,True,"EGR1,FOS,RPS6KA2,JUN,MYO1C,RAPGEF1,MAPK8,INPP4A,MAP3K6,SGK1,MAPK12,TSC1,MTOR,RHOJ,MAP3K3,SOCS3,MAPK7,PIK3CA,IKBKB,SRF"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,WP_BARDETBIEDL_SYNDROME,WP_BARDETBIEDL_SYNDROME,1.55e-05,51,0.5795,47,32,0.0323,0.4229,exclude,WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,False,"SDCCAG8,BBS9,FLCN,FUZ,SUFU,IFT27,PKD1,BBS1,CEP164,WDR19,INPP5E,IFT140,DYNLT2B,LCA5,IFT43,IFT80,INVS,EVC,PKD2,TRAF3IP1"
