"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","1","3.60000000000000","5","0.000000000000000000000000000000000000009913684425549635","0.000000000000000000000000000000000001031023180257162","471.776155959514767346263","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=1.03e-36); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=3.01e-20); ChEA_2022(rank=2, adjP=2.76e-13); TRRUST_Transcription_Factors_2019(rank=5, adjP=8.34e-05); Transcription_Factor_PPIs(rank=9, adjP=0.394)","E2F4 ENCODE; E2F4 HeLa-S3 hg19; E2F4 17652178 ChIP-ChIP JURKAT Human; E2F4 human; E2F4","1","471.776155959514767346263","enrichr","1","471.776155959514767346263","0.000000000000000000000000000000000000009913684425549635","0.000000000000000000000000000000000001031023180257162","","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=1305); ARCHS4--Coexpression(rank=1318)","17","0.00609800000000000","Literature ChIP-seq,0.006098"
"FOXM1","1","14.80000000000000","5","0.000000000000000226765885412385209057181327095464064010","0.000000000000170074414059288919414660478857786934595","236.254742914620436522455","ChEA_2022(rank=1, adjP=1.7e-13); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=3.2e-11); ENCODE_TF_ChIP-seq_2015(rank=3, adjP=2.89e-10); TRRUST_Transcription_Factors_2019(rank=9, adjP=0.000974); Transcription_Factor_PPIs(rank=59, adjP=0.995)","FOXM1 23109430 ChIP-Seq U2OS Human; FOXM1 ENCODE; FOXM1 ECC-1 hg19; FOXM1 human; FOXM1","2","236.254742914620436522455","enrichr","2","236.254742914620436522455","0.000000000000000226765885412385209057181327095464064010","0.000000000000170074414059288919414660478857786934595","","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=8)","7","0.00186700000000000","GTEx Coexpression,0.001867"
"TP53","1","35.75000000000000","4","0.000000234868064740805383695359783227663008631225238787","0.000028575614543464656410343832648734974100079853088","61.895131480739955520676","Transcription_Factor_PPIs(rank=1, adjP=0.126); TRRUST_Transcription_Factors_2019(rank=3, adjP=2.86e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=6, adjP=0.0393); ChEA_2022(rank=133, adjP=0.0947)","TP53; TP53 human; TP53 CHEA; TP53 20018659 ChIP-ChIP R1E Mouse","3","61.895131480739955520676","enrichr","3","61.895131480739955520676","0.000000234868064740805383695359783227663008631225238787","0.000028575614543464656410343832648734974100079853088","","5","ARCHS4--Coexpression(rank=14); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=493)","28","0.00860000000000000","ARCHS4 Coexpression,0.0086"
"E2F1","1","42.60000000000000","5","0.000000000004712237730777234599971418699633217181017841","0.000000001719966771733691041772080534933645618034248","165.530026067860461580494","TRRUST_Transcription_Factors_2019(rank=1, adjP=1.72e-09); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=10, adjP=0.246); ChEA_2022(rank=41, adjP=0.0269); ENCODE_TF_ChIP-seq_2015(rank=76, adjP=1); Transcription_Factor_PPIs(rank=85, adjP=0.999)","E2F1 human; E2F1 CHEA; E2F1 21310950 ChIP-Seq MCF-7 Human; E2F1 HeLa-S3 hg19; E2F1","4","165.530026067860461580494","enrichr","4","165.530026067860461580494","0.000000000004712237730777234599971418699633217181017841","0.000000001719966771733691041772080534933645618034248","","6","GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=194)","13","0.00373400000000000","GTEx Coexpression,0.003734"
"MYCN","2","61.00000000000000","3","0.000000067170844465371842060006160601837166268524015322","0.000012258679114930360964192887496260198076925007626","155.948624115646339305385","TRRUST_Transcription_Factors_2019(rank=2, adjP=1.23e-05); ChEA_2022(rank=77, adjP=0.0688); Transcription_Factor_PPIs(rank=104, adjP=0.999)","MYCN human; MYCN 21190229 ChIP-Seq SHEP-21N Human; MYCN","5","155.948624115646339305385","enrichr","5","155.948624115646339305385","0.000000067170844465371842060006160601837166268524015322","0.000012258679114930360964192887496260198076925007626","","5","Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=519)","84","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"DMRT1","2","241.50000000000000","2","0.001411921599814908471690055868918989290250465273857117","0.126344467595124798631189833031385205686092376708984","252641.689913363603409379721","Transcription_Factor_PPIs(rank=2, adjP=0.126); ChEA_2022(rank=481, adjP=0.573)","DMRT1; DMRT1 23473982 ChIP-Seq TESTES Mouse","6","252641.689913363603409379721","enrichr","6","252641.689913363603409379721","0.001411921599814908471690055868918989290250465273857117","0.126344467595124798631189833031385205686092376708984","","4","Literature--ChIP-seq(rank=108); ARCHS4--Coexpression(rank=628); GTEx--Coexpression(rank=854); Enrichr--Queries(rank=1034)","1120","0.38569999999999999","ARCHS4 Coexpression,0.3857"
"USF2","3","97.25000000000000","4","0.002105741126585414409178032002500913222320377826690674","0.126344467595124798631189833031385205686092376708984","39.659923733605651818834","Transcription_Factor_PPIs(rank=3, adjP=0.126); TRRUST_Transcription_Factors_2019(rank=67, adjP=0.169); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=78, adjP=1); ENCODE_TF_ChIP-seq_2015(rank=241, adjP=1)","USF2; USF2 human; USF2 ENCODE; USF2 HeLa-S3 hg19","7","39.659923733605651818834","enrichr","7","39.659923733605651818834","0.002105741126585414409178032002500913222320377826690674","0.126344467595124798631189833031385205686092376708984","","5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=89); GTEx--Coexpression(rank=475); Enrichr--Queries(rank=1163); ARCHS4--Coexpression(rank=1284)","953","0.29559999999999992","GTEx Coexpression,0.2956"
"SIN3A","3","130.00000000000000","4","0.000002320233621696985426010543390740181735054648015648","0.000080434765552162145623750488798719970873207785189","24.369815417899538090296","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=8.04e-05); ENCODE_TF_ChIP-seq_2015(rank=8, adjP=0.0857); Transcription_Factor_PPIs(rank=177, adjP=0.999); ChEA_2022(rank=332, adjP=0.344)","SIN3A ENCODE; SIN3A HCT116 hg19; SIN3A; SIN3A 21632747 ChIP-Seq MESCs Mouse","8","24.369815417899538090296","enrichr","8","24.369815417899538090296","0.000002320233621696985426010543390740181735054648015648","0.000080434765552162145623750488798719970873207785189","","0","",NA,NA,NA
"RBL2","4","4.00000000000000","1","0.000000511134499932724160093809508825790643982145411428","0.000046641023118861076458656345078424010353046469390","560.551139758253384570708","TRRUST_Transcription_Factors_2019(rank=4, adjP=4.66e-05)","RBL2 mouse","9","560.551139758253384570708","enrichr","9","560.551139758253384570708","0.000000511134499932724160093809508825790643982145411428","0.000046641023118861076458656345078424010353046469390","","0","",NA,NA,NA
"POLE","4","4.00000000000000","1","0.003980637526643722966246397021450320607982575893402100","0.176184135485718512681430070188071113079786300659180","40.600882283691014151827","Transcription_Factor_PPIs(rank=4, adjP=0.176)","POLE","10","40.600882283691014151827","enrichr","10","40.600882283691014151827","0.003980637526643722966246397021450320607982575893402100","0.176184135485718512681430070188071113079786300659180","","0","",NA,NA,NA
