"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","ATF4","DLD1_HCT15","7.88421222444949876","0.00000001305532764252828","ATF4","1","dorothea","1","7.88421222444949876","0.00000001305532764252828",NA,"","4","ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=389); Enrichr--Queries(rank=465); ARCHS4--Coexpression(rank=800)","94","0.02357000000000000","ReMap ChIP-seq,0.02357"
"ora","NR1H3","DLD1_HCT15","4.56220848253758415","0.00002740258398425622613","NR1H3","2","dorothea","2","4.56220848253758415","0.00002740258398425622613",NA,"","5","ARCHS4--Coexpression(rank=7); Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=208)","16","0.00430000000000000","ARCHS4 Coexpression,0.0043"
"ora","HIF1A","DLD1_HCT15","3.01283443857519950","0.00097088001487565097833","HIF1A","3","dorothea","3","3.01283443857519950","0.00097088001487565097833",NA,"","5","Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=283); Enrichr--Queries(rank=796); GTEx--Coexpression(rank=1522)","563","0.15850000000000000","Literature ChIP-seq,0.1585"
"ora","EPAS1","DLD1_HCT15","2.71294395948361133","0.00193667185219780824991","EPAS1","4","dorothea","4","2.71294395948361133","0.00193667185219780824991",NA,"","4","Enrichr--Queries(rank=61); GTEx--Coexpression(rank=123); ARCHS4--Coexpression(rank=148); ReMap--ChIP-seq(rank=175)","171","0.04345000000000000","Enrichr Queries,0.04345"
"ora","NR1H2","DLD1_HCT15","2.71294395948361133","0.00193667185219780824991","NR1H2","5","dorothea","5","2.71294395948361133","0.00193667185219780824991",NA,"","4","ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=265); Enrichr--Queries(rank=516); GTEx--Coexpression(rank=1400)","184","0.04714000000000000","ReMap ChIP-seq,0.04714"
"ora","JUN","DLD1_HCT15","2.46436818589695950","0.00343266809991233127694","JUN","6","dorothea","6","2.46436818589695950","0.00343266809991233127694",NA,"","6","GTEx--Coexpression(rank=2); ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=38)","4","0.00124500000000000","GTEx Coexpression,0.001245"
"ora","JUND","DLD1_HCT15","2.38069867077298003","0.00416199284460456835066","JUND","7","dorothea","7","2.38069867077298003","0.00416199284460456835066",NA,"","6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=15); GTEx--Coexpression(rank=231); Enrichr--Queries(rank=256); ARCHS4--Coexpression(rank=287)","167","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"ora","FOXL2","DLD1_HCT15","2.21633385831228491","0.00607667684941741968740","FOXL2","8","dorothea","8","2.21633385831228491","0.00607667684941741968740",NA,"","3","GTEx--Coexpression(rank=345); Enrichr--Queries(rank=541); ARCHS4--Coexpression(rank=801)","729","0.21470000000000000","GTEx Coexpression,0.2147"
"ora","ATF2","DLD1_HCT15","2.17998379060912884","0.00660718107860877243431","ATF2","9","dorothea","9","2.17998379060912884","0.00660718107860877243431",NA,"","5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1326); ARCHS4--Coexpression(rank=1379)","1431","0.59319999999999984","ENCODE ChIP-seq,0.5932"
"ora","ESR1","DLD1_HCT15","2.07673447977024539","0.00838041489788975309250","ESR1","10","dorothea","10","2.07673447977024539","0.00838041489788975309250",NA,"","6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=90); GTEx--Coexpression(rank=190); Enrichr--Queries(rank=345); ARCHS4--Coexpression(rank=653)","98","0.02439000000000000","Literature ChIP-seq,0.02439"
"ora","TP53","DLD1_HCT15","2.05289182192047504","0.00885336110060448537584","TP53","11","dorothea","11","2.05289182192047504","0.00885336110060448537584",NA,"","5","Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=655); ARCHS4--Coexpression(rank=909); Enrichr--Queries(rank=1039)","859","0.26829999999999998","Literature ChIP-seq,0.2683"
"ora","NFKB1","DLD1_HCT15","2.00239039076451553","0.00994511041544590690400","NFKB1","12","dorothea","12","2.00239039076451553","0.00994511041544590690400",NA,"","4","ARCHS4--Coexpression(rank=100); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=818); GTEx--Coexpression(rank=1119)","234","0.06143000000000000","ARCHS4 Coexpression,0.06143"
"ora","WT1","DLD1_HCT15","1.96349356446851808","0.01087693255340563096289","WT1","13","dorothea","13","1.96349356446851808","0.01087693255340563096289",NA,"","4","Literature--ChIP-seq(rank=3); GTEx--Coexpression(rank=92); Enrichr--Queries(rank=264); ARCHS4--Coexpression(rank=720)","73","0.01829000000000000","Literature ChIP-seq,0.01829"
"ora","FOS","DLD1_HCT15","1.95938723680894777","0.01098026352340025595111","FOS","14","dorothea","14","1.95938723680894777","0.01098026352340025595111",NA,"","5","GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=16); Enrichr--Queries(rank=20); ReMap--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=456)","33","0.00809000000000000","GTEx Coexpression,0.00809"
"ora","POU2F1","DLD1_HCT15","1.88628386519549163","0.01299320033966573119388","POU2F1","15","dorothea","15","1.88628386519549163","0.01299320033966573119388",NA,"","4","ReMap--ChIP-seq(rank=182); GTEx--Coexpression(rank=992); Enrichr--Queries(rank=1126); ARCHS4--Coexpression(rank=1259)","1456","0.61280000000000001","ReMap ChIP-seq,0.6128"
"ora","FOXO3","DLD1_HCT15","1.79401705173462500","0.01606878160804648195126","FOXO3","16","dorothea","16","1.79401705173462500","0.01606878160804648195126",NA,"","4","Literature--ChIP-seq(rank=101); Enrichr--Queries(rank=279); GTEx--Coexpression(rank=845); ARCHS4--Coexpression(rank=903)","684","0.19869999999999999","Enrichr Queries,0.1987"
"ora","NR4A1","DLD1_HCT15","1.71168574738367107","0.01942290798018414532677","NR4A1","17","dorothea","17","1.71168574738367107","0.01942290798018414532677",NA,"","4","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=10); Enrichr--Queries(rank=17); ReMap--ChIP-seq(rank=55)","7","0.00186700000000000","GTEx Coexpression,0.001867"
"ora","E2F1","DLD1_HCT15","1.59856070642849279","0.02520224873655900477143","E2F1","18","dorothea","18","1.59856070642849279","0.02520224873655900477143",NA,"","6","Literature--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=101); GTEx--Coexpression(rank=136); ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=682); ARCHS4--Coexpression(rank=931)","318","0.08463000000000000","GTEx Coexpression,0.08463"
"ora","ATF3","DLD1_HCT15","1.56995834373307064","0.02691792980519445294130","ATF3","19","dorothea","19","1.56995834373307064","0.02691792980519445294130",NA,"","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=5); Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=48)","1","0.00061430000000000","ARCHS4 Coexpression,6.143E-4"
"ora","JUNB","DLD1_HCT15","1.53839653755192285","0.02894699342309959774755","JUNB","20","dorothea","20","1.53839653755192285","0.02894699342309959774755",NA,"","4","ReMap--ChIP-seq(rank=20); Enrichr--Queries(rank=25); ARCHS4--Coexpression(rank=29); GTEx--Coexpression(rank=301)","71","0.01781000000000000","Enrichr Queries,0.01781"
"ora","PAX5","DLD1_HCT15","1.49347772025355563","0.03210127482775205348675","PAX5","21","dorothea","21","1.49347772025355563","0.03210127482775205348675",NA,"","5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=635); GTEx--Coexpression(rank=832)","818","0.25119999999999998","ARCHS4 Coexpression,0.2512"
"ora","SPIB","DLD1_HCT15","1.41126566738720105","0.03879129985723092644001","SPIB","22","dorothea","22","1.41126566738720105","0.03879129985723092644001",NA,"","4","ReMap--ChIP-seq(rank=64); Enrichr--Queries(rank=390); ARCHS4--Coexpression(rank=635); GTEx--Coexpression(rank=870)","731","0.21550000000000000","ReMap ChIP-seq,0.2155"
"ora","IRF4","DLD1_HCT15","1.32606790886376391","0.04719892324543804862369","IRF4","23","dorothea","23","1.32606790886376391","0.04719892324543804862369",NA,"","5","ReMap--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=93); Enrichr--Queries(rank=228); GTEx--Coexpression(rank=240)","218","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"ora","ESRRA","DLD1_HCT15","1.31470626598954965","0.04844999471468477980629","ESRRA","24","dorothea","24","1.31470626598954965","0.04844999471468477980629",NA,"","5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=128); Enrichr--Queries(rank=690); GTEx--Coexpression(rank=866); ARCHS4--Coexpression(rank=1381)","1210","0.43099999999999999","ReMap ChIP-seq,0.431"
"ora","ARNTL","DLD1_HCT15","1.30228004870836345","0.04985628924911879311654","ARNTL","25","dorothea","25","1.30228004870836345","0.04985628924911879311654",NA,"","4","Enrichr--Queries(rank=124); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=205); GTEx--Coexpression(rank=218)","288","0.07740000000000000","ARCHS4 Coexpression,0.0774"
