Pathway,FREAC2 01,FOXO4 02,FOXO3 01,FOXO1 02,FOXO4 01,FOXO1 01,CDC5 01,CART1 01,TGATTTRY GFI1 01,HNF6 Q6,PAX4 02,AFP1 Q6,TITF1 Q3,CEBPA 01,CEBPB 02,HLF 01,TTAYRTAA E4BP4 01,E4BP4 01,SOX5 01,SRY 02,SOX9 B1,MEF2 Q6 01,YNGTTNNNATT UNKNOWN,AREB6 04,TCF1P Q6,RGAANNTTC HSF1 01,GR 01,YATTNATC UNKNOWN,GATA1 04,CIZ 01,MAF Q6,MZF1 02,MAZR 01,TCANNTGAY SREBP1 01,AREB6 02,ATF6 01,NF1 Q6 01,TGGNNNNNNKCCAR UNKNOWN,MYCMAX 01,GGAANCGGAANY UNKNOWN
FREAC2 01,1.0,0.36363636363636365,0.32575757575757575,0.36742424242424243,0.3068181818181818,0.2840909090909091,0.10984848484848485,0.10984848484848485,0.09090909090909091,0.08333333333333333,0.10984848484848485,0.07575757575757576,0.05303030303030303,0.08333333333333333,0.06439393939393939,0.05303030303030303,0.10227272727272728,0.045454545454545456,0.14393939393939395,0.1893939393939394,0.08333333333333333,0.07575757575757576,0.14015151515151514,0.07954545454545454,0.10227272727272728,0.07954545454545454,0.045454545454545456,0.13257575757575757,0.08712121212121213,0.09090909090909091,0.07575757575757576,0.09090909090909091,0.04924242424242424,0.08712121212121213,0.06060606060606061,0.01893939393939394,0.04924242424242424,0.06818181818181818,0.03409090909090909,0.007575757575757576
FOXO4 02,0.3650190114068441,1.0,0.5437262357414449,0.4600760456273764,0.3041825095057034,0.34980988593155893,0.08745247148288973,0.08745247148288973,0.07224334600760456,0.06463878326996197,0.09505703422053231,0.08745247148288973,0.06844106463878327,0.057034220532319393,0.045627376425855515,0.07224334600760456,0.07604562737642585,0.057034220532319393,0.09885931558935361,0.17870722433460076,0.06463878326996197,0.057034220532319393,0.13688212927756654,0.09505703422053231,0.060836501901140684,0.12167300380228137,0.053231939163498096,0.11026615969581749,0.06463878326996197,0.09885931558935361,0.09125475285171103,0.08365019011406843,0.045627376425855515,0.09885931558935361,0.053231939163498096,0.015209125475285171,0.060836501901140684,0.060836501901140684,0.034220532319391636,0.0
FOXO3 01,0.3426294820717131,0.5697211155378487,1.0,0.398406374501992,0.2589641434262948,0.3346613545816733,0.11155378486055777,0.099601593625498,0.07569721115537849,0.09561752988047809,0.10358565737051793,0.09163346613545817,0.0796812749003984,0.06772908366533864,0.0398406374501992,0.07171314741035857,0.09163346613545817,0.05976095617529881,0.11155378486055777,0.20318725099601595,0.05179282868525897,0.05179282868525897,0.17131474103585656,0.10756972111553785,0.07569721115537849,0.11155378486055777,0.05976095617529881,0.11553784860557768,0.05976095617529881,0.099601593625498,0.08366533864541832,0.07569721115537849,0.05179282868525897,0.11155378486055777,0.07569721115537849,0.0199203187250996,0.043824701195219126,0.06374501992031872,0.02390438247011952,0.0
FOXO1 02,0.3895582329317269,0.4859437751004016,0.40160642570281124,1.0,0.2891566265060241,0.2971887550200803,0.08032128514056225,0.09236947791164658,0.0642570281124498,0.07630522088353414,0.08433734939759036,0.10843373493975904,0.060240963855421686,0.08032128514056225,0.05622489959839357,0.07228915662650602,0.09236947791164658,0.060240963855421686,0.12449799196787148,0.1606425702811245,0.07630522088353414,0.0321285140562249,0.13654618473895583,0.0963855421686747,0.08433734939759036,0.0963855421686747,0.03614457831325301,0.10441767068273092,0.05220883534136546,0.08835341365461848,0.07228915662650602,0.10040160642570281,0.0642570281124498,0.08433734939759036,0.05622489959839357,0.028112449799196786,0.03614457831325301,0.05622489959839357,0.040160642570281124,0.0
FOXO4 01,0.32926829268292684,0.3252032520325203,0.26422764227642276,0.2926829268292683,1.0,0.4105691056910569,0.11382113821138211,0.07317073170731707,0.09349593495934959,0.09349593495934959,0.06910569105691057,0.10569105691056911,0.08943089430894309,0.10569105691056911,0.08536585365853659,0.06910569105691057,0.07317073170731707,0.052845528455284556,0.13821138211382114,0.11788617886178862,0.1016260162601626,0.056910569105691054,0.13414634146341464,0.14634146341463414,0.09349593495934959,0.0975609756097561,0.052845528455284556,0.11788617886178862,0.07723577235772358,0.10569105691056911,0.06910569105691057,0.08943089430894309,0.06097560975609756,0.08130081300813008,0.052845528455284556,0.016260162601626018,0.056910569105691054,0.06910569105691057,0.06504065040650407,0.012195121951219513
FOXO1 01,0.3024193548387097,0.3709677419354839,0.3387096774193548,0.29838709677419356,0.40725806451612906,1.0,0.0967741935483871,0.08064516129032258,0.0967741935483871,0.10080645161290322,0.08870967741935484,0.0967741935483871,0.07258064516129033,0.10483870967741936,0.07661290322580645,0.04435483870967742,0.06451612903225806,0.04435483870967742,0.1532258064516129,0.1774193548387097,0.07258064516129033,0.06048387096774194,0.125,0.10887096774193548,0.07661290322580645,0.12903225806451613,0.05241935483870968,0.11290322580645161,0.06451612903225806,0.12096774193548387,0.08064516129032258,0.08064516129032258,0.05241935483870968,0.06854838709677419,0.06451612903225806,0.036290322580645164,0.04838709677419355,0.07258064516129033,0.04838709677419355,0.008064516129032258
CDC5 01,0.10902255639097744,0.08646616541353383,0.10526315789473684,0.07518796992481203,0.10526315789473684,0.09022556390977443,1.0,0.14285714285714285,0.12406015037593984,0.12030075187969924,0.09774436090225563,0.11654135338345864,0.09774436090225563,0.09774436090225563,0.07142857142857142,0.10902255639097744,0.06390977443609022,0.06390977443609022,0.08270676691729323,0.12030075187969924,0.06015037593984962,0.09774436090225563,0.14285714285714285,0.08270676691729323,0.09774436090225563,0.08270676691729323,0.06766917293233082,0.12781954887218044,0.09022556390977443,0.09774436090225563,0.07894736842105263,0.06390977443609022,0.05639097744360902,0.09398496240601503,0.06390977443609022,0.018796992481203006,0.06390977443609022,0.07142857142857142,0.03007518796992481,0.0037593984962406013
CART1 01,0.12663755458515283,0.10043668122270742,0.1091703056768559,0.10043668122270742,0.07860262008733625,0.08733624454148471,0.16593886462882096,1.0,0.14847161572052403,0.12663755458515283,0.14410480349344978,0.1615720524017467,0.10480349344978165,0.10043668122270742,0.08296943231441048,0.10043668122270742,0.09170305676855896,0.039301310043668124,0.1222707423580786,0.13100436681222707,0.06986899563318777,0.09606986899563319,0.1572052401746725,0.13100436681222707,0.07860262008733625,0.09606986899563319,0.043668122270742356,0.15283842794759825,0.08296943231441048,0.09606986899563319,0.09170305676855896,0.08733624454148471,0.0611353711790393,0.07860262008733625,0.06550218340611354,0.008733624454148471,0.0611353711790393,0.07860262008733625,0.048034934497816595,0.0
TGATTTRY GFI1 01,0.08108108108108109,0.06418918918918919,0.06418918918918919,0.05405405405405406,0.0777027027027027,0.08108108108108109,0.11148648648648649,0.11486486486486487,1.0,0.12162162162162163,0.0945945945945946,0.10810810810810811,0.08108108108108109,0.07432432432432433,0.060810810810810814,0.037162162162162164,0.057432432432432436,0.05067567567567568,0.08108108108108109,0.07432432432432433,0.057432432432432436,0.06756756756756757,0.12162162162162163,0.08445945945945946,0.05405405405405406,0.07094594594594594,0.060810810810810814,0.09797297297297297,0.06418918918918919,0.07094594594594594,0.060810810810810814,0.0472972972972973,0.0472972972972973,0.07432432432432433,0.07094594594594594,0.02364864864864865,0.057432432432432436,0.08108108108108109,0.02027027027027027,0.0
HNF6 Q6,0.09166666666666666,0.07083333333333333,0.1,0.07916666666666666,0.09583333333333334,0.10416666666666667,0.13333333333333333,0.12083333333333333,0.15,1.0,0.15,0.15,0.1125,0.1,0.08333333333333333,0.09583333333333334,0.07083333333333333,0.058333333333333334,0.10833333333333334,0.1,0.09166666666666666,0.07083333333333333,0.14166666666666666,0.06666666666666667,0.06666666666666667,0.08333333333333333,0.04583333333333333,0.125,0.07916666666666666,0.11666666666666667,0.0875,0.07083333333333333,0.041666666666666664,0.07083333333333333,0.075,0.020833333333333332,0.07083333333333333,0.075,0.03333333333333333,0.004166666666666667
