Pathway,FREAC2 01,FOXO4 02,FOXO3 01,FOXO1 02,FOXO4 01,FOXO1 01,CDC5 01,CART1 01,TGATTTRY GFI1 01,HNF6 Q6,PAX4 02,AFP1 Q6,TITF1 Q3,CEBPA 01,CEBPB 02,HLF 01,TTAYRTAA E4BP4 01,E4BP4 01,SOX5 01,SRY 02,SOX9 B1,MEF2 Q6 01,YNGTTNNNATT UNKNOWN,AREB6 04,TCF1P Q6,RGAANNTTC HSF1 01,GR 01,YATTNATC UNKNOWN,GATA1 04,CIZ 01,MAF Q6,MZF1 02,MAZR 01,TCANNTGAY SREBP1 01,AREB6 02,ATF6 01,NF1 Q6 01,TGGNNNNNNKCCAR UNKNOWN,MYCMAX 01,GGAANCGGAANY UNKNOWN
PAX4 02,0.12033195020746888,0.1037344398340249,0.1078838174273859,0.08713692946058091,0.07053941908713693,0.0912863070539419,0.1078838174273859,0.13692946058091288,0.11618257261410789,0.14937759336099585,1.0,0.16597510373443983,0.0954356846473029,0.08713692946058091,0.07053941908713693,0.08298755186721991,0.04979253112033195,0.05394190871369295,0.0912863070539419,0.11618257261410789,0.07053941908713693,0.058091286307053944,0.14937759336099585,0.07883817427385892,0.0995850622406639,0.07053941908713693,0.05394190871369295,0.15352697095435686,0.06639004149377593,0.0954356846473029,0.0954356846473029,0.07883817427385892,0.058091286307053944,0.0912863070539419,0.058091286307053944,0.03734439834024896,0.07468879668049792,0.1078838174273859,0.024896265560165973,0.0
AFP1 Q6,0.07462686567164178,0.08582089552238806,0.08582089552238806,0.10074626865671642,0.09701492537313433,0.08955223880597014,0.11567164179104478,0.13805970149253732,0.11940298507462686,0.13432835820895522,0.14925373134328357,1.0,0.07462686567164178,0.12686567164179105,0.07835820895522388,0.09328358208955224,0.05970149253731343,0.05970149253731343,0.08582089552238806,0.07462686567164178,0.07835820895522388,0.08955223880597014,0.13432835820895522,0.07835820895522388,0.055970149253731345,0.0708955223880597,0.06716417910447761,0.12313432835820895,0.05970149253731343,0.1044776119402985,0.07462686567164178,0.055970149253731345,0.055970149253731345,0.05970149253731343,0.07835820895522388,0.018656716417910446,0.05970149253731343,0.08955223880597014,0.029850746268656716,0.0037313432835820895
TITF1 Q3,0.05737704918032787,0.07377049180327869,0.08196721311475409,0.06147540983606557,0.09016393442622951,0.07377049180327869,0.10655737704918032,0.09836065573770492,0.09836065573770492,0.11065573770491803,0.0942622950819672,0.08196721311475409,1.0,0.07377049180327869,0.08196721311475409,0.045081967213114756,0.05737704918032787,0.03278688524590164,0.09836065573770492,0.10245901639344263,0.05327868852459016,0.0778688524590164,0.14344262295081966,0.06967213114754098,0.0860655737704918,0.08196721311475409,0.04918032786885246,0.11475409836065574,0.040983606557377046,0.0778688524590164,0.07377049180327869,0.07377049180327869,0.05737704918032787,0.05737704918032787,0.02459016393442623,0.028688524590163935,0.040983606557377046,0.06557377049180328,0.036885245901639344,0.00819672131147541
CEBPA 01,0.0859375,0.05859375,0.06640625,0.078125,0.1015625,0.1015625,0.1015625,0.08984375,0.0859375,0.09375,0.08203125,0.1328125,0.0703125,1.0,0.34375,0.19140625,0.140625,0.08984375,0.09765625,0.07421875,0.0703125,0.05078125,0.1171875,0.0859375,0.06640625,0.07421875,0.0703125,0.10546875,0.0625,0.08203125,0.06640625,0.0703125,0.04296875,0.05859375,0.04296875,0.02734375,0.0703125,0.05859375,0.03515625,0.0078125
CEBPB 02,0.06390977443609022,0.045112781954887216,0.03759398496240601,0.05263157894736842,0.07894736842105263,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.06766917293233082,0.07518796992481203,0.06390977443609022,0.07894736842105263,0.07518796992481203,0.3308270676691729,1.0,0.21052631578947367,0.10902255639097744,0.06390977443609022,0.09022556390977443,0.05639097744360902,0.06015037593984962,0.06015037593984962,0.08270676691729323,0.08270676691729323,0.045112781954887216,0.07894736842105263,0.03759398496240601,0.07142857142857142,0.04887218045112782,0.10150375939849623,0.05639097744360902,0.041353383458646614,0.02631578947368421,0.06390977443609022,0.04887218045112782,0.03759398496240601,0.03383458646616541,0.05263157894736842,0.041353383458646614,0.018796992481203006
HLF 01,0.05405405405405406,0.07335907335907337,0.0694980694980695,0.0694980694980695,0.06563706563706563,0.04247104247104247,0.11196911196911197,0.0888030888030888,0.04247104247104247,0.0888030888030888,0.07722007722007722,0.09652509652509653,0.04247104247104247,0.1891891891891892,0.21621621621621623,1.0,0.416988416988417,0.44787644787644787,0.0694980694980695,0.08494208494208494,0.08108108108108109,0.05791505791505792,0.08108108108108109,0.06177606177606178,0.06177606177606178,0.08494208494208494,0.07335907335907337,0.06563706563706563,0.05405405405405406,0.06177606177606178,0.06177606177606178,0.03861003861003861,0.05019305019305019,0.0694980694980695,0.05405405405405406,0.02702702702702703,0.03474903474903475,0.05019305019305019,0.023166023166023165,0.011583011583011582
TTAYRTAA E4BP4 01,0.10074626865671642,0.07462686567164178,0.08582089552238806,0.08582089552238806,0.06716417910447761,0.05970149253731343,0.06343283582089553,0.07835820895522388,0.06343283582089553,0.06343283582089553,0.04477611940298507,0.05970149253731343,0.05223880597014925,0.13432835820895522,0.10820895522388059,0.40298507462686567,1.0,0.5708955223880597,0.08582089552238806,0.08208955223880597,0.06716417910447761,0.0708955223880597,0.09701492537313433,0.04477611940298507,0.05970149253731343,0.0708955223880597,0.06343283582089553,0.07835820895522388,0.055970149253731345,0.048507462686567165,0.055970149253731345,0.03731343283582089,0.048507462686567165,0.05970149253731343,0.05970149253731343,0.029850746268656716,0.03731343283582089,0.05223880597014925,0.026119402985074626,0.011194029850746268
E4BP4 01,0.053811659192825115,0.06726457399103139,0.06726457399103139,0.06726457399103139,0.05829596412556054,0.04932735426008968,0.07623318385650224,0.04035874439461883,0.06726457399103139,0.06278026905829596,0.05829596412556054,0.07174887892376682,0.03587443946188341,0.1031390134529148,0.07623318385650224,0.5201793721973094,0.6860986547085202,1.0,0.06278026905829596,0.07623318385650224,0.06726457399103139,0.07174887892376682,0.11210762331838565,0.03139013452914798,0.06278026905829596,0.07174887892376682,0.05829596412556054,0.07174887892376682,0.07174887892376682,0.03587443946188341,0.08071748878923767,0.026905829596412557,0.05829596412556054,0.05829596412556054,0.04932735426008968,0.026905829596412557,0.03587443946188341,0.053811659192825115,0.03139013452914798,0.004484304932735426
SOX5 01,0.1417910447761194,0.09701492537313433,0.1044776119402985,0.11567164179104478,0.12686567164179105,0.1417910447761194,0.08208955223880597,0.1044776119402985,0.08955223880597014,0.09701492537313433,0.08208955223880597,0.08582089552238806,0.08955223880597014,0.09328358208955224,0.08955223880597014,0.06716417910447761,0.08582089552238806,0.05223880597014925,1.0,0.4253731343283582,0.23507462686567165,0.06343283582089553,0.13805970149253732,0.07462686567164178,0.08955223880597014,0.10074626865671642,0.06343283582089553,0.11940298507462686,0.05970149253731343,0.07462686567164178,0.06343283582089553,0.07835820895522388,0.029850746268656716,0.09328358208955224,0.048507462686567165,0.029850746268656716,0.06716417910447761,0.08582089552238806,0.018656716417910446,0.014925373134328358
SRY 02,0.19305019305019305,0.18146718146718147,0.1969111969111969,0.15444015444015444,0.11196911196911197,0.16988416988416988,0.12355212355212356,0.11583011583011583,0.08494208494208494,0.09266409266409266,0.10810810810810811,0.07722007722007722,0.09652509652509653,0.07335907335907337,0.05791505791505792,0.08494208494208494,0.08494208494208494,0.06563706563706563,0.44015444015444016,1.0,0.23552123552123552,0.07722007722007722,0.14671814671814673,0.08494208494208494,0.10038610038610038,0.09652509652509653,0.05405405405405406,0.14671814671814673,0.06177606177606178,0.0888030888030888,0.0694980694980695,0.04633204633204633,0.02702702702702703,0.08494208494208494,0.04247104247104247,0.015444015444015444,0.05791505791505792,0.06563706563706563,0.023166023166023165,0.015444015444015444
SOX9 B1,0.09205020920502092,0.07112970711297072,0.05439330543933055,0.0794979079497908,0.10460251046025104,0.07531380753138076,0.06694560669456066,0.06694560669456066,0.07112970711297072,0.09205020920502092,0.07112970711297072,0.08786610878661087,0.05439330543933055,0.07531380753138076,0.06694560669456066,0.08786610878661087,0.07531380753138076,0.06276150627615062,0.26359832635983266,0.25523012552301255,1.0,0.04602510460251046,0.14225941422594143,0.06276150627615062,0.07531380753138076,0.03765690376569038,0.09205020920502092,0.13807531380753138,0.05439330543933055,0.06694560669456066,0.04184100418410042,0.0794979079497908,0.04184100418410042,0.08786610878661087,0.05439330543933055,0.02510460251046025,0.03347280334728033,0.06276150627615062,0.02510460251046025,0.012552301255230125
MEF2 Q6 01,0.08,0.06,0.052,0.032,0.056,0.06,0.104,0.088,0.08,0.068,0.056,0.096,0.076,0.052,0.064,0.06,0.076,0.064,0.068,0.08,0.044,1.0,0.096,0.064,0.088,0.092,0.048,0.088,0.084,0.052,0.06,0.024,0.028,0.044,0.04,0.02,0.036,0.068,0.02,0.008
YNGTTNNNATT UNKNOWN,0.09840425531914894,0.09574468085106383,0.11436170212765957,0.09042553191489362,0.08776595744680851,0.08244680851063829,0.10106382978723404,0.09574468085106383,0.09574468085106383,0.09042553191489362,0.09574468085106383,0.09574468085106383,0.09308510638297872,0.0797872340425532,0.05851063829787234,0.05585106382978723,0.06914893617021277,0.06648936170212766,0.09840425531914894,0.10106382978723404,0.09042553191489362,0.06382978723404255,1.0,0.10372340425531915,0.07712765957446809,0.0797872340425532,0.07180851063829788,0.1356382978723404,0.05319148936170213,0.07180851063829788,0.0797872340425532,0.05053191489361702,0.026595744680851064,0.09042553191489362,0.05053191489361702,0.015957446808510637,0.047872340425531915,0.09840425531914894,0.02925531914893617,0.007978723404255319
AREB6 04,0.08300395256916997,0.09881422924901186,0.1067193675889328,0.09486166007905138,0.1422924901185771,0.1067193675889328,0.08695652173913043,0.11857707509881422,0.09881422924901186,0.06324110671936758,0.07509881422924901,0.08300395256916997,0.06719367588932806,0.08695652173913043,0.08695652173913043,0.06324110671936758,0.04743083003952569,0.02766798418972332,0.07905138339920949,0.08695652173913043,0.05928853754940711,0.06324110671936758,0.1541501976284585,1.0,0.1067193675889328,0.10276679841897234,0.05138339920948617,0.09881422924901186,0.05138339920948617,0.07114624505928854,0.08300395256916997,0.1067193675889328,0.07114624505928854,0.08695652173913043,0.08300395256916997,0.007905138339920948,0.043478260869565216,0.05533596837944664,0.039525691699604744,0.003952569169960474
TCF1P Q6,0.0996309963099631,0.05904059040590406,0.07011070110701106,0.07749077490774908,0.08487084870848709,0.07011070110701106,0.0959409594095941,0.06642066420664207,0.05904059040590406,0.05904059040590406,0.08856088560885608,0.055350553505535055,0.07749077490774908,0.06273062730627306,0.04428044280442804,0.05904059040590406,0.05904059040590406,0.05166051660516605,0.08856088560885608,0.0959409594095941,0.06642066420664207,0.08118081180811808,0.1070110701107011,0.0996309963099631,1.0,0.08487084870848709,0.05904059040590406,0.0959409594095941,0.04428044280442804,0.07011070110701106,0.07380073800738007,0.06273062730627306,0.07749077490774908,0.05904059040590406,0.07011070110701106,0.04059040590405904,0.025830258302583026,0.033210332103321034,0.033210332103321034,0.01107011070110701
RGAANNTTC HSF1 01,0.04585152838427948,0.06986899563318777,0.0611353711790393,0.05240174672489083,0.05240174672489083,0.06986899563318777,0.048034934497816595,0.048034934497816595,0.04585152838427948,0.043668122270742356,0.03711790393013101,0.04148471615720524,0.043668122270742356,0.04148471615720524,0.04585152838427948,0.048034934497816595,0.04148471615720524,0.034934497816593885,0.05895196506550218,0.05458515283842795,0.019650655021834062,0.05021834061135371,0.06550218340611354,0.056768558951965066,0.05021834061135371,1.0,0.0611353711790393,0.05458515283842795,0.03711790393013101,0.03711790393013101,0.05458515283842795,0.04585152838427948,0.024017467248908297,0.0611353711790393,0.034934497816593885,0.019650655021834062,0.043668122270742356,0.056768558951965066,0.021834061135371178,0.006550218340611353
GR 01,0.059113300492610835,0.06896551724137931,0.07389162561576355,0.04433497536945813,0.06403940886699508,0.06403940886699508,0.08866995073891626,0.04926108374384237,0.08866995073891626,0.054187192118226604,0.06403940886699508,0.08866995073891626,0.059113300492610835,0.08866995073891626,0.04926108374384237,0.09359605911330049,0.08374384236453201,0.06403940886699508,0.08374384236453201,0.06896551724137931,0.10837438423645321,0.059113300492610835,0.1330049261083744,0.06403940886699508,0.07881773399014778,0.13793103448275862,1.0,0.09852216748768473,0.054187192118226604,0.07881773399014778,0.059113300492610835,0.06896551724137931,0.059113300492610835,0.06896551724137931,0.07389162561576355,0.029556650246305417,0.03940886699507389,0.06403940886699508,0.034482758620689655,0.009852216748768473
YATTNATC UNKNOWN,0.09162303664921466,0.07591623036649214,0.07591623036649214,0.06806282722513089,0.07591623036649214,0.07329842931937172,0.08900523560209424,0.09162303664921466,0.07591623036649214,0.07853403141361257,0.0968586387434555,0.08638743455497382,0.07329842931937172,0.07068062827225131,0.049738219895287955,0.04450261780104712,0.0549738219895288,0.041884816753926704,0.08376963350785341,0.09947643979057591,0.08638743455497382,0.05759162303664921,0.13350785340314136,0.06544502617801047,0.06806282722513089,0.06544502617801047,0.05235602094240838,1.0,0.10209424083769633,0.0968586387434555,0.06806282722513089,0.06806282722513089,0.04712041884816754,0.07591623036649214,0.06806282722513089,0.034031413612565446,0.04450261780104712,0.07853403141361257,0.034031413612565446,0.002617801047120419
GATA1 04,0.0931174089068826,0.06882591093117409,0.06072874493927125,0.05263157894736842,0.07692307692307693,0.06477732793522267,0.09716599190283401,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06477732793522267,0.06477732793522267,0.04048582995951417,0.06477732793522267,0.05263157894736842,0.05668016194331984,0.06072874493927125,0.06477732793522267,0.06477732793522267,0.06477732793522267,0.05263157894736842,0.08502024291497975,0.08097165991902834,0.05263157894736842,0.048582995951417005,0.06882591093117409,0.044534412955465584,0.15789473684210525,1.0,0.0931174089068826,0.06477732793522267,0.05263157894736842,0.032388663967611336,0.06072874493927125,0.05668016194331984,0.02834008097165992,0.044534412955465584,0.05668016194331984,0.020242914979757085,0.004048582995951417
CIZ 01,0.09448818897637795,0.10236220472440945,0.0984251968503937,0.08661417322834646,0.10236220472440945,0.11811023622047244,0.10236220472440945,0.08661417322834646,0.08267716535433071,0.11023622047244094,0.09055118110236221,0.11023622047244094,0.07480314960629922,0.08267716535433071,0.1062992125984252,0.06299212598425197,0.051181102362204724,0.031496062992125984,0.07874015748031496,0.09055118110236221,0.06299212598425197,0.051181102362204724,0.1062992125984252,0.07086614173228346,0.07480314960629922,0.06692913385826772,0.06299212598425197,0.14566929133858267,0.09055118110236221,1.0,0.06299212598425197,0.09055118110236221,0.04330708661417323,0.07086614173228346,0.03543307086614173,0.023622047244094488,0.06299212598425197,0.06299212598425197,0.027559055118110236,0.003937007874015748
MAF Q6,0.07575757575757576,0.09090909090909091,0.07954545454545454,0.06818181818181818,0.06439393939393939,0.07575757575757576,0.07954545454545454,0.07954545454545454,0.06818181818181818,0.07954545454545454,0.08712121212121213,0.07575757575757576,0.06818181818181818,0.06439393939393939,0.056818181818181816,0.06060606060606061,0.056818181818181816,0.06818181818181818,0.06439393939393939,0.06818181818181818,0.03787878787878788,0.056818181818181816,0.11363636363636363,0.07954545454545454,0.07575757575757576,0.0946969696969697,0.045454545454545456,0.09848484848484848,0.06060606060606061,0.06060606060606061,1.0,0.09090909090909091,0.07575757575757576,0.06818181818181818,0.056818181818181816,0.022727272727272728,0.05303030303030303,0.041666666666666664,0.03787878787878788,0.011363636363636364
MZF1 02,0.1016949152542373,0.09322033898305085,0.08050847457627118,0.1059322033898305,0.09322033898305085,0.0847457627118644,0.07203389830508475,0.0847457627118644,0.059322033898305086,0.07203389830508475,0.08050847457627118,0.0635593220338983,0.07627118644067797,0.07627118644067797,0.046610169491525424,0.0423728813559322,0.0423728813559322,0.025423728813559324,0.08898305084745763,0.05084745762711865,0.08050847457627118,0.025423728813559324,0.08050847457627118,0.11440677966101695,0.07203389830508475,0.08898305084745763,0.059322033898305086,0.11016949152542373,0.05508474576271186,0.09745762711864407,0.1016949152542373,1.0,0.24152542372881355,0.1228813559322034,0.07203389830508475,0.0423728813559322,0.0847457627118644,0.09322033898305085,0.05084745762711865,0.01694915254237288
MAZR 01,0.05803571428571429,0.05357142857142857,0.05803571428571429,0.07142857142857142,0.06696428571428571,0.05803571428571429,0.06696428571428571,0.0625,0.0625,0.044642857142857144,0.0625,0.06696428571428571,0.0625,0.049107142857142856,0.03125,0.05803571428571429,0.05803571428571429,0.05803571428571429,0.03571428571428571,0.03125,0.044642857142857144,0.03125,0.044642857142857144,0.08035714285714286,0.09375,0.049107142857142856,0.05357142857142857,0.08035714285714286,0.03571428571428571,0.049107142857142856,0.08928571428571429,0.2544642857142857,1.0,0.08035714285714286,0.05803571428571429,0.026785714285714284,0.06696428571428571,0.10714285714285714,0.05803571428571429,0.013392857142857142
TCANNTGAY SREBP1 01,0.04801670146137787,0.054279749478079335,0.05845511482254697,0.04384133611691023,0.04175365344467641,0.03549060542797495,0.05219206680584551,0.037578288100208766,0.04592901878914405,0.03549060542797495,0.04592901878914405,0.033402922755741124,0.029227557411273485,0.031315240083507306,0.03549060542797495,0.037578288100208766,0.033402922755741124,0.027139874739039668,0.05219206680584551,0.04592901878914405,0.04384133611691023,0.022964509394572025,0.0709812108559499,0.04592901878914405,0.033402922755741124,0.05845511482254697,0.029227557411273485,0.060542797494780795,0.031315240083507306,0.037578288100208766,0.037578288100208766,0.060542797494780795,0.037578288100208766,1.0,0.05636743215031315,0.016701461377870562,0.04175365344467641,0.037578288100208766,0.020876826722338204,0.014613778705636743
AREB6 02,0.06177606177606178,0.05405405405405406,0.07335907335907337,0.05405405405405406,0.05019305019305019,0.06177606177606178,0.06563706563706563,0.05791505791505792,0.08108108108108109,0.0694980694980695,0.05405405405405406,0.08108108108108109,0.023166023166023165,0.04247104247104247,0.05019305019305019,0.05405405405405406,0.06177606177606178,0.04247104247104247,0.05019305019305019,0.04247104247104247,0.05019305019305019,0.03861003861003861,0.07335907335907337,0.08108108108108109,0.07335907335907337,0.06177606177606178,0.05791505791505792,0.10038610038610038,0.05405405405405406,0.03474903474903475,0.05791505791505792,0.06563706563706563,0.05019305019305019,0.10424710424710425,1.0,0.03088803088803089,0.04247104247104247,0.06177606177606178,0.04247104247104247,0.0
ATF6 01,0.03968253968253968,0.031746031746031744,0.03968253968253968,0.05555555555555555,0.031746031746031744,0.07142857142857142,0.03968253968253968,0.015873015873015872,0.05555555555555555,0.03968253968253968,0.07142857142857142,0.03968253968253968,0.05555555555555555,0.05555555555555555,0.07936507936507936,0.05555555555555555,0.06349206349206349,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.03968253968253968,0.047619047619047616,0.015873015873015872,0.0873015873015873,0.07142857142857142,0.047619047619047616,0.10317460317460317,0.05555555555555555,0.047619047619047616,0.047619047619047616,0.07936507936507936,0.047619047619047616,0.06349206349206349,0.06349206349206349,1.0,0.03968253968253968,0.047619047619047616,0.031746031746031744,0.007936507936507936
NF1 Q6 01,0.04710144927536232,0.057971014492753624,0.03985507246376811,0.03260869565217391,0.050724637681159424,0.043478260869565216,0.06159420289855073,0.050724637681159424,0.06159420289855073,0.06159420289855073,0.06521739130434782,0.057971014492753624,0.036231884057971016,0.06521739130434782,0.03260869565217391,0.03260869565217391,0.036231884057971016,0.028985507246376812,0.06521739130434782,0.05434782608695652,0.028985507246376812,0.03260869565217391,0.06521739130434782,0.03985507246376811,0.025362318840579712,0.07246376811594203,0.028985507246376812,0.06159420289855073,0.03985507246376811,0.057971014492753624,0.050724637681159424,0.07246376811594203,0.05434782608695652,0.07246376811594203,0.03985507246376811,0.018115942028985508,1.0,0.2644927536231884,0.025362318840579712,0.014492753623188406
