"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.20000000000000","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=76); ARCHS4--Coexpression(rank=209); GTEx--Coexpression(rank=1015)","33","rank=1; score=29.935; p=1.1618e-30","rank=1; score=11.641; direction=Repressed","rank=1; score=5524.7; p=2.123e-95; adjP=2.1018e-93","rank=2; score=7.9716; p=1.0675e-08","rank=1; score=12.111; p=9.224e-34; direction=Repressed"
"2","E2F1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.40000000000000","1","6","GTEx--Coexpression(rank=2); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=15); ENCODE--ChIP-seq(rank=21)","4","rank=3; score=8.1156; p=7.6633e-09","rank=2; score=6.457; direction=Repressed","rank=4; score=229.78; p=7.0575e-21; adjP=1.0092e-18","rank=1; score=9.722; p=1.8968e-10","rank=2; score=4; p=6.334e-05; direction=Repressed"
"3","MYC","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.40000000000000","2","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=85); ARCHS4--Coexpression(rank=116); GTEx--Coexpression(rank=471)","156","rank=15; score=1.5606; p=0.027502","rank=6; score=4.3959; direction=Repressed","rank=2; score=39.407; p=5.7306e-08; adjP=3.1518e-06","rank=9; score=2.7416; p=0.0018132","rank=5; score=3.3494; p=0.00080993; direction=Repressed"
"4","E2F3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.40000000000000","3","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=28); GTEx--Coexpression(rank=1226)","56","rank=10; score=1.9356; p=0.011599","rank=8; score=4.0385; direction=Repressed","rank=6; score=725.08; p=3.9105e-07; adjP=1.9683e-05","rank=3; score=6.4077; p=3.9109e-07","rank=10; score=3.1072; p=0.0018886; direction=Repressed"
"5","TP53","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.40000000000000","4","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=84); GTEx--Coexpression(rank=96); Enrichr--Queries(rank=105); ReMap--ChIP-seq(rank=125)","45","rank=4; score=4.0473; p=8.9682e-05","rank=54; score=2.1163; direction=Activated","rank=8; score=85.44; p=1.4011e-06; adjP=5.2893e-05","rank=4; score=5.8535; p=1.4013e-06","rank=107; score=1.4968; p=0.13445; direction=Repressed"
"6","FOXM1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.00000000000000","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=5)","2","rank=2; score=11.004; p=9.9145e-12","rank=4; score=4.6652; direction=Repressed","rank=3; score=18370; p=7.7682e-103; adjP=5.5543e-100","rank=64; score=0.70608; p=0.19675","rank=112; score=1.4753; p=0.14014; direction=Repressed"
"7","ARID3A","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.80000000000000","32","5","ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=312); Enrichr--Queries(rank=621); ARCHS4--Coexpression(rank=1021)","690","rank=45; score=0.55989; p=0.27549","rank=119; score=1.243; direction=Activated","rank=98; score=40.227; p=0.074393; adjP=0.21107","rank=35; score=1.1285; p=0.074393","rank=32; score=1.9798; p=0.04773; direction=Repressed"
"8","MEF2A","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","67.40000000000001","32","6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=135); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=1164); ARCHS4--Coexpression(rank=1192); Enrichr--Queries(rank=1297)","1567","rank=57; score=0.42467; p=0.37612","rank=32; score=2.4678; direction=Activated","rank=125; score=31.614; p=0.086244; adjP=0.28023","rank=50; score=0.87891; p=0.13216","rank=73; score=1.6049; p=0.10852; direction=Activated"
"9","FOXO3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.59999999999999","6","4","Literature--ChIP-seq(rank=21); GTEx--Coexpression(rank=876); Enrichr--Queries(rank=898); ARCHS4--Coexpression(rank=1322)","461","rank=150; score=0; p=1","rank=97; score=1.507; direction=Activated","rank=70; score=37.136; p=0.010985; adjP=0.12084","rank=20; score=1.6612; p=0.021818","rank=6; score=3.3344; p=0.00085487; direction=Activated"
"10","NFYA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.20000000000000","10","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=10); GTEx--Coexpression(rank=88); Enrichr--Queries(rank=187); ARCHS4--Coexpression(rank=224)","91","rank=192; score=0; p=1","rank=42; score=2.2015; direction=Repressed","rank=10; score=337.59; p=1.2136e-29; adjP=3.0036e-28","rank=67; score=0.64353; p=0.22723","rank=45; score=1.8411; p=0.065612; direction=Repressed"
