"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"RKO","GO_BP","computed","12031","1696","996","648","10","results/ngs/GSE114012/tables/RKO/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/GO_BP/png/dotplot.png"
"SW48","GO_BP","computed","12428","1229","840","357","10","results/ngs/GSE114012/tables/SW48/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/GO_BP/png/dotplot.png"
"SW948","GO_BP","computed","12851","1273","911","333","10","results/ngs/GSE114012/tables/SW948/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/GO_BP/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/GO_BP/png/dotplot.png"
"ALL","GO_CC","computed","12964","291","93","186","10","results/ngs/GSE114012/tables/ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/GO_CC/png/dotplot.png"
"DLD1","GO_CC","computed","12901","344","136","195","10","results/ngs/GSE114012/tables/DLD1/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/GO_CC/png/dotplot.png"
"DLD1_HCT15","GO_CC","computed","13094","182","57","112","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_CC/png/dotplot.png"
"DLD1_HCT15_SW48","GO_CC","computed","12840","238","77","149","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_CC/png/dotplot.png"
"HCT15","GO_CC","computed","13150","159","90","57","10","results/ngs/GSE114012/tables/HCT15/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/GO_CC/png/dotplot.png"
"HT55","GO_CC","computed","12653","124","51","56","10","results/ngs/GSE114012/tables/HT55/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/GO_CC/png/dotplot.png"
"RKO","GO_CC","computed","12031","346","103","223","10","results/ngs/GSE114012/tables/RKO/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/GO_CC/png/dotplot.png"
"SW48","GO_CC","computed","12428","254","106","133","10","results/ngs/GSE114012/tables/SW48/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/GO_CC/png/dotplot.png"
"SW948","GO_CC","computed","12851","183","102","70","10","results/ngs/GSE114012/tables/SW948/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/GO_CC/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/GO_CC/png/dotplot.png"
"ALL","GO_MF","computed","12964","366","169","174","10","results/ngs/GSE114012/tables/ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/GO_MF/png/dotplot.png"
"DLD1","GO_MF","computed","12901","419","191","206","10","results/ngs/GSE114012/tables/DLD1/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/GO_MF/png/dotplot.png"
"DLD1_HCT15","GO_MF","computed","13094","267","94","152","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/GO_MF/png/dotplot.png"
"DLD1_HCT15_SW48","GO_MF","computed","12840","306","113","171","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/GO_MF/png/dotplot.png"
"HCT15","GO_MF","computed","13150","303","120","164","10","results/ngs/GSE114012/tables/HCT15/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/GO_MF/png/dotplot.png"
"HT55","GO_MF","computed","12653","271","139","105","10","results/ngs/GSE114012/tables/HT55/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/GO_MF/png/dotplot.png"
"RKO","GO_MF","computed","12031","399","184","172","10","results/ngs/GSE114012/tables/RKO/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/GO_MF/png/dotplot.png"
"SW48","GO_MF","computed","12428","264","144","89","10","results/ngs/GSE114012/tables/SW48/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/GO_MF/png/dotplot.png"
"SW948","GO_MF","computed","12851","287","114","145","10","results/ngs/GSE114012/tables/SW948/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/GO_MF/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/GO_MF/png/dotplot.png"
"ALL","HPO","computed","12964","630","214","407","10","results/ngs/GSE114012/tables/ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/HPO/png/dotplot.png"
"DLD1","HPO","computed","12901","824","285","526","10","results/ngs/GSE114012/tables/DLD1/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/HPO/png/dotplot.png"
"DLD1_HCT15","HPO","computed","13094","543","95","437","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/HPO/png/dotplot.png"
"DLD1_HCT15_SW48","HPO","computed","12840","605","195","398","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/HPO/png/dotplot.png"
"HCT15","HPO","computed","13150","613","99","502","10","results/ngs/GSE114012/tables/HCT15/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/HPO/png/dotplot.png"
"HT55","HPO","computed","12653","633","110","516","10","results/ngs/GSE114012/tables/HT55/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/HPO/png/dotplot.png"
"RKO","HPO","computed","12031","980","831","125","10","results/ngs/GSE114012/tables/RKO/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/HPO/png/dotplot.png"
"SW48","HPO","computed","12428","635","411","208","10","results/ngs/GSE114012/tables/SW48/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/HPO/png/dotplot.png"
"SW948","HPO","computed","12851","519","198","308","10","results/ngs/GSE114012/tables/SW948/GSEA/HPO/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/HPO/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/HPO/png/dotplot.png"
"ALL","C6","computed","12964","95","75","20","10","results/ngs/GSE114012/tables/ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/C6/png/dotplot.png"
"DLD1","C6","computed","12901","111","85","26","10","results/ngs/GSE114012/tables/DLD1/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/C6/png/dotplot.png"
"DLD1_HCT15","C6","computed","13094","61","44","17","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/C6/png/dotplot.png"
"DLD1_HCT15_SW48","C6","computed","12840","81","59","22","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/C6/png/dotplot.png"
"HCT15","C6","computed","13150","63","46","17","10","results/ngs/GSE114012/tables/HCT15/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/C6/png/dotplot.png"
"HT55","C6","computed","12653","92","82","10","10","results/ngs/GSE114012/tables/HT55/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/C6/png/dotplot.png"
"RKO","C6","computed","12031","107","86","21","10","results/ngs/GSE114012/tables/RKO/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/C6/png/dotplot.png"
"SW48","C6","computed","12428","89","74","15","10","results/ngs/GSE114012/tables/SW48/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/C6/png/dotplot.png"
"SW948","C6","computed","12851","90","71","19","10","results/ngs/GSE114012/tables/SW948/GSEA/C6/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/C6/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/C6/png/dotplot.png"
"ALL","IMMUNESIGDB","computed","12964","2446","1372","1074","10","results/ngs/GSE114012/tables/ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/ALL/IMMUNESIGDB/png/dotplot.png"
"DLD1","IMMUNESIGDB","computed","12901","2365","1172","1193","10","results/ngs/GSE114012/tables/DLD1/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1/IMMUNESIGDB/png/dotplot.png"
"DLD1_HCT15","IMMUNESIGDB","computed","13094","1832","918","914","10","results/ngs/GSE114012/tables/DLD1_HCT15/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15/IMMUNESIGDB/png/dotplot.png"
"DLD1_HCT15_SW48","IMMUNESIGDB","computed","12840","2148","1184","964","10","results/ngs/GSE114012/tables/DLD1_HCT15_SW48/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/DLD1_HCT15_SW48/IMMUNESIGDB/png/dotplot.png"
"HCT15","IMMUNESIGDB","computed","13150","1436","1056","380","10","results/ngs/GSE114012/tables/HCT15/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HCT15/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HCT15/IMMUNESIGDB/png/dotplot.png"
"HT55","IMMUNESIGDB","computed","12653","1774","1296","478","10","results/ngs/GSE114012/tables/HT55/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/HT55/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/HT55/IMMUNESIGDB/png/dotplot.png"
"RKO","IMMUNESIGDB","computed","12031","2423","1242","1181","10","results/ngs/GSE114012/tables/RKO/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/RKO/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/RKO/IMMUNESIGDB/png/dotplot.png"
"SW48","IMMUNESIGDB","computed","12428","1920","1237","683","10","results/ngs/GSE114012/tables/SW48/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW48/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW48/IMMUNESIGDB/png/dotplot.png"
"SW948","IMMUNESIGDB","computed","12851","2095","1528","567","10","results/ngs/GSE114012/tables/SW948/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE114012/plots/GSEA/SW948/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE114012/plots/GSEA/SW948/IMMUNESIGDB/png/dotplot.png"
