"Intersection_Name","Selected_Analyses","Number_Of_Analyses","Total_Intersected_Genes","Common_Up","Common_Down","Mixed_Direction","Gene_List_File","DEG_Analysis_Name","Used_In_Intersection","DEG_Output_Rows","DEG_Output_Up","DEG_Output_Down","DEG_Output_No_change","DEG_Source_File","DEG_Output_File"
"HT55_SW948","HT55;SW948",2,49,43,2,4,"results/ngs/GSE114012/intersect/HT55_SW948/gene_list.csv","HT55",TRUE,49,45,4,0,"results/ngs/GSE114012/tables/HT55/DEG/all_genes.csv","results/ngs/GSE114012/intersect/HT55_SW948/HT55/deg_results.csv"
"HT55_SW948","HT55;SW948",2,49,43,2,4,"results/ngs/GSE114012/intersect/HT55_SW948/gene_list.csv","SW948",TRUE,49,45,4,0,"results/ngs/GSE114012/tables/SW948/DEG/all_genes.csv","results/ngs/GSE114012/intersect/HT55_SW948/SW948/deg_results.csv"
