"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","MVL_TOR10","WITHOUT_CHEA3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","5","148","10","results/ngs/GSE310664/TF_summary/deg/MVL_TOR10/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv"
