"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Contrast","Status","Samples_Used","ATF3_High_N","ATF3_Low_N","ATF3_Median_Cutoff","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR"
"GSE282081","2D_J2","liver_niche_model","2D_J2","ATF3","ATF3_high_vs_ATF3_low_within_2D_J2","Skipped: too few samples for ATF3 high/low split","3",NA,NA,NA,"0","0","0","P.Value","0.05","0.5",NA
