Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	1.00e-10	55	0.9016	0	0	1	0	keep	itself		True	IGLV3-1,IGHV2-70,IGLV3-21,IGHV1-69,IGHV2-5,IGKV1D-33,IGHV1-46,IGKV1-33,IGKV1D-16,IGHV3-13,IGHV3-11,IGLV3-25,IGLV3-19,IGKV1D-12,IGHV4-39,IGHV4-34,IGHV1-2,IGHV3-23,IGKV3D-20,IGHV3-30
REACTOME_FCGR_ACTIVATION	REACTOME_FCGR_ACTIVATION	1.00e-10	54	0.7826	55	52	4.25e-09	0.0099	keep	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	True	IGLV3-27,CD3G,CD247,IGLV3-1,IGHV2-70,IGLV3-21,IGHV1-69,IGHV2-5,IGKV1D-33,IGHV1-46,IGKV1-33,IGKV1D-16,IGHV3-13,IGHV3-11,IGLV3-25,IGLV3-19,IGKV1D-12,IGHV4-39,IGHV4-34,IGHV1-2
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	1.00e-10	55	0.7746	55	52	4.64e-09	0.0099	keep	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	True	GAB2,IGLV3-27,IGLV3-1,IGHV2-70,IGLV3-21,IGHV1-69,IGHV2-5,IGKV1D-33,IGHV1-46,IGKV1-33,IGKV1D-16,IGHV3-13,SOS1,IGHV3-11,IGLV3-25,IGLV3-19,IGKV1D-12,IGHV4-39,IGHV4-34,IGHV1-2
REACTOME_SNRNP_ASSEMBLY	REACTOME_SNRNP_ASSEMBLY	1.00e-10	41	0.7593	0	0	1	0	keep	itself		True	NUP107,RAE1,NUP58,GEMIN5,NUP210,NUP153,NUP205,CLNS1A,NUP160,TGS1,SNRPE,WDR77,NUP188,NUP155,NUP35,NUP43,SNRPG,NUP93,SNRPF,NUP98
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1.00e-10	65	0.7558	61	55	3.38e-06	1	exclude	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	False	IGLV3-1,IGHV2-70,IGLV3-21,AHCYL1,IGHV1-69,IGHV2-5,ITPR1,IGKV1D-33,PLCG2,IGHV1-46,IGKV1-33,IGKV1D-16,IGHV3-13,SOS1,IGHV3-11,IGLV3-25,IGLV3-19,IGKV1D-12,NCK1,IGHV4-39
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	1.00e-10	61	0.7439	54	52	5.48e-10	9.23e-04	keep	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	True	IGLV3-27,CD3G,CD247,IGLV3-1,IGHV2-70,IGLV3-21,AHCYL1,IGHV1-69,IGHV2-5,ITPR1,IGKV1D-33,PLCG2,IGHV1-46,IGKV1-33,PRKCE,PLA2G6,IGKV1D-16,IGHV3-13,IGHV3-11,IGLV3-25
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	1.00e-10	63	0.7241	55	52	2.03e-09	0.0099	keep	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	True	IGLV3-27,PAK1,MAP2K4,FOS,IGLV3-1,IGHV2-70,IGLV3-21,IGHV1-69,IGHV2-5,IGKV1D-33,PLCG2,MAPK1,IGHV1-46,IGKV1-33,IGKV1D-16,GRAP2,IGHV3-13,SOS1,IGHV3-11,IGLV3-25
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	1.00e-10	97	0.708	30	27	0.0058	0.0082	keep	REACTOME_SNRNP_ASSEMBLY	REACTOME_SNRNP_ASSEMBLY	True	IPO5,NUP107,RAE1,POLR2D,NUP58,GTF2F2,RPL22L1,NUP210,NUP153,NUP205,NUP160,NUP188,NUP155,NUP35,RPL26L1,NUP43,NUP93,NUP98,HSP90AA1,RPS7
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	1.00e-10	43	0.7167	0	0	1	0	keep	itself		True	UTP4,PNO1,NOP58,RCL1,UTP14A,WDR43,WDR75,DCAF13,DKC1,WDR3,UTP25,HEATR1,NOL6,NAT10,RRP9,NHP2,UTP20,DDX47,TRMT112,NOP2
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	1.00e-10	61	0.7093	55	51	5.09e-09	0.102	exclude	REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION	False	TXK,IGLV3-1,IGHV2-70,IGLV3-21,AHCYL1,IGHV1-69,IGHV2-5,ITPR1,IGKV1D-33,PLCG2,PPP3CA,IGHV1-46,IGKV1-33,IGKV1D-16,GRAP2,IGHV3-13,SOS1,IGHV3-11,IGLV3-25,PPP3CB
