"Feature","AUC","Direction"
"EC_IPS","0.6142283020326140",">"
"SC_IPS","0.5471249710178532","<"
"CP_IPS","0.5458883994126285","<"
"AZ_IPS","0.5320735760105110",">"
"MHC_IPS","0.5274171110595874",">"
"IPS_IPS","0.4748048535435505","<"
