"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","ATF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.333333333333333","1","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=5); Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=48)","1","rank=1; score=0.0006143","rank=7; score=90.501; p=2.1361e-06; adjP=0.00076046","rank=5; score=3.8837; p=4.7084e-07; direction=Activated"
"2","BATF","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","31.666666666666668","23","5","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=69); GTEx--Coexpression(rank=488); Enrichr--Queries(rank=527)","41","rank=41; score=0.009828","rank=23; score=50.502; p=0.059528; adjP=0.51712","rank=31; score=2.8915; p=0.0010206; direction=Activated"
"3","ATF4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.666666666666664","1","4","ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=389); Enrichr--Queries(rank=465); ARCHS4--Coexpression(rank=800)","94","rank=94; score=0.02357","rank=1; score=755.36; p=2.1832e-08; adjP=2.8818e-06","rank=3; score=3.6216; p=1.2003e-07; direction=Activated"
"4","FOSL1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.000000000000000","19","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=49); ARCHS4--Coexpression(rank=62); GTEx--Coexpression(rank=223)","56","rank=56; score=0.01347","rank=19; score=109.89; p=0.00051499; adjP=0.025018","rank=30; score=1.7649; p=0.00092159; direction=Activated"
"5","RELA","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.333333333333336","12","6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=664); GTEx--Coexpression(rank=1134); ARCHS4--Coexpression(rank=1295)","52","rank=52; score=0.0122","rank=12; score=42.428; p=1.0863e-05; adjP=0.0025782","rank=57; score=2.2342; p=0.0052769; direction=Activated"
"6","JUN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.000000000000000","4","6","GTEx--Coexpression(rank=2); ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=38)","4","rank=4; score=0.001245","rank=16; score=48.842; p=0.0010006; adjP=0.022012","rank=127; score=2.0677; p=0.025172; direction=Activated"
"7","CEBPB","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.666666666666671","4","6","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=442); GTEx--Coexpression(rank=509)","43","rank=43; score=0.009972","rank=4; score=51.733; p=0.00085858; adjP=0.074697","rank=144; score=1.639; p=0.031617; direction=Activated"
"8","RARG","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","64.666666666666671","47","4","Literature--ChIP-seq(rank=9); GTEx--Coexpression(rank=38); Enrichr--Queries(rank=199); ARCHS4--Coexpression(rank=418)","95","rank=95; score=0.02365","rank=52; score=20.334; p=0.005708; adjP=0.082941","rank=47; score=1.5357; p=0.0034288; direction=Activated"
"9","STAT3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","67.000000000000000","18","6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=44); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=755); GTEx--Coexpression(rank=1117)","109","rank=109; score=0.02703","rank=18; score=52.961; p=0.00080622; adjP=0.022012","rank=74; score=2.5317; p=0.0083484; direction=Activated"
"10","FOS","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","67.000000000000000","33","5","GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=16); Enrichr--Queries(rank=20); ReMap--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=456)","33","rank=33; score=0.00809","rank=82; score=24.341; p=0.034276; adjP=0.13262","rank=86; score=1.8311; p=0.01267; direction=Activated"
