"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","CEBPB","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.66666666666667","4","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=40); Literature--ChIP-seq(rank=96); GTEx--Coexpression(rank=100); ARCHS4--Coexpression(rank=175)","33","rank=33; score=0.008475","rank=4; score=43.178; p=7.2563e-05; adjP=0.0033209","rank=52; score=1.6141; p=0.024315"
"2","PPARG","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.33333333333334","28","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=25); Enrichr--Queries(rank=49); GTEx--Coexpression(rank=107)","41","rank=41; score=0.0101","rank=28; score=23.666; p=1.1819e-05; adjP=0.00041421","rank=34; score=2.1399; p=0.0072466"
"3","KLF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00000000000000","9","5","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=32); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=82)","9","rank=9; score=0.002457","rank=77; score=30.633; p=0.0014007; adjP=0.012129","rank=31; score=2.2179; p=0.0060552"
"4","ESR1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.33333333333334","26","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=254); Enrichr--Queries(rank=617); GTEx--Coexpression(rank=709)","26","rank=26; score=0.006734","rank=29; score=54.417; p=8.739e-05; adjP=0.0015688","rank=63; score=1.2915; p=0.051109"
"5","VDR","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.66666666666666","10","5","ARCHS4--Coexpression(rank=20); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=51); GTEx--Coexpression(rank=133); Enrichr--Queries(rank=195)","48","rank=48; score=0.01229","rank=70; score=50.636; p=0.00098585; adjP=0.011583","rank=10; score=3.0062; p=0.00098587"
"6","STAT2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.33333333333334","17","5","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=40); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=1575)","86","rank=86; score=0.02137","rank=17; score=48.999; p=0.0015804; adjP=0.071591","rank=45; score=1.7811; p=0.016554"
"7","BCL6","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.66666666666666","20","5","Enrichr--Queries(rank=36); Literature--ChIP-seq(rank=95); GTEx--Coexpression(rank=125); ReMap--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=172)","101","rank=101; score=0.02564","rank=31; score=126.42; p=0.00027839; adjP=0.011588","rank=20; score=2.4632; p=0.0034422"
"8","NR1H3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.00000000000000","18","5","Literature--ChIP-seq(rank=18); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=132); GTEx--Coexpression(rank=156); ReMap--ChIP-seq(rank=172)","110","rank=110; score=0.02778","rank=25; score=140.08; p=0.00021969; adjP=0.0098185","rank=18; score=2.4898; p=0.0032373"
"9","ATF3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.33333333333334","4","6","ARCHS4--Coexpression(rank=2); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=106)","4","rank=4; score=0.001229","rank=99; score=25.963; p=0.0001689; adjP=0.0024862","rank=57; score=1.4684; p=0.034009"
"10","CDX2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.33333333333334","13","5","ReMap--ChIP-seq(rank=1); Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=7); GTEx--Coexpression(rank=10); Enrichr--Queries(rank=602)","13","rank=13; score=0.003367","rank=120; score=33.379; p=6.9711e-05; adjP=0.0013502","rank=48; score=1.688; p=0.020511"
