"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"COLON_GTEx_ATF3_median_high_vs_low","hallmark","computed","17770","28","15","13","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_hallmark_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_hallmark_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_hallmark_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","CP_BIOCARTA","computed","17770","50","37","13","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_CP_BIOCARTA_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_CP_BIOCARTA_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_CP_BIOCARTA_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","CP_KEGG_MEDICUS","computed","17770","133","60","73","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_MEDICUS_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_MEDICUS_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_MEDICUS_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","CP_KEGG_LEGACY","computed","17770","79","24","55","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_LEGACY_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_LEGACY_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_CP_KEGG_LEGACY_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","CP_REACTOME","computed","17770","491","263","228","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_CP_REACTOME_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_CP_REACTOME_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_CP_REACTOME_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","CP_WIKIPATHWAYS","computed","17770","320","195","125","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_CP_WIKIPATHWAYS_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_CP_WIKIPATHWAYS_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_CP_WIKIPATHWAYS_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","TFT_TFT_LEGACY","computed","17770","424","396","28","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_TFT_TFT_LEGACY_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_TFT_TFT_LEGACY_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_TFT_TFT_LEGACY_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","TFT_GTRD","computed","17770","77","23","51","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_TFT_GTRD_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_TFT_GTRD_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_TFT_GTRD_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","GO_BP","computed","17770","1971","1408","560","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_GO_BP_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_GO_BP_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_GO_BP_dotplot.png"
"COLON_GTEx_ATF3_median_high_vs_low","GO_CC","computed","17770","291","166","123","0","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/tables/GSEA/COLON_GTEx_ATF3_median_high_vs_low_GO_CC_gsea_result.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/pdf/COLON_GTEx_ATF3_median_high_vs_low_GO_CC_dotplot.pdf","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_deg/plots/GSEA/png/COLON_GTEx_ATF3_median_high_vs_low_GO_CC_dotplot.png"
