Pathway,AP2ALPHA 01,AP2GAMMA 01,AP2 Q6 01,AP2 Q6,SP1 Q6 01,SP1 Q6,SP1 Q4 01,GTGGGTGK UNKNOWN,EGR Q6,NGFIC 01,NMYC 01,USF Q6,HIF1 Q3,MYCMAX B,SOX9 B1,CATTGTYY SOX9 B1,SYATTGTG UNKNOWN,E2F Q2,SMAD Q6,STAT1 02,CMYB 01,TTCNRGNNNNTTC HSF Q6,MEIS1 01,KMCATNNWGGA UNKNOWN,GCCATNTTG YY1 Q6,CCAWNWWNNNGGC UNKNOWN,AAGWWRNYGGC UNKNOWN,HNF4 01 B,AR Q2,E2A Q2,MYOD Q6,TAL1ALPHAE47 01,E47 02,PTF1BETA Q6,GCM Q2,FREAC2 01,P53 02,ZF5 B,CCCNNGGGAR OLF1 01,ATF4 Q2
NMYC 01,0.05714285714285714,0.06428571428571428,0.03571428571428571,0.05357142857142857,0.05,0.06785714285714285,0.07857142857142857,0.06428571428571428,0.05357142857142857,0.07142857142857142,1.0,0.21071428571428572,0.15714285714285714,0.11785714285714285,0.039285714285714285,0.05714285714285714,0.02857142857142857,0.03571428571428571,0.04285714285714286,0.04285714285714286,0.039285714285714285,0.017857142857142856,0.03571428571428571,0.014285714285714285,0.07142857142857142,0.0035714285714285713,0.017857142857142856,0.007142857142857143,0.010714285714285714,0.03214285714285714,0.03571428571428571,0.039285714285714285,0.03571428571428571,0.03214285714285714,0.04285714285714286,0.025,0.02857142857142857,0.039285714285714285,0.05357142857142857,0.025
USF Q6,0.03409090909090909,0.03409090909090909,0.04924242424242424,0.056818181818181816,0.056818181818181816,0.03409090909090909,0.030303030303030304,0.04924242424242424,0.041666666666666664,0.045454545454545456,0.22348484848484848,1.0,0.07196969696969698,0.1553030303030303,0.026515151515151516,0.041666666666666664,0.03409090909090909,0.03409090909090909,0.026515151515151516,0.041666666666666664,0.06818181818181818,0.022727272727272728,0.06439393939393939,0.015151515151515152,0.06818181818181818,0.003787878787878788,0.026515151515151516,0.030303030303030304,0.022727272727272728,0.045454545454545456,0.026515151515151516,0.03409090909090909,0.026515151515151516,0.041666666666666664,0.03787878787878788,0.030303030303030304,0.026515151515151516,0.041666666666666664,0.03787878787878788,0.08333333333333333
HIF1 Q3,0.06751054852320675,0.05485232067510549,0.0970464135021097,0.06329113924050633,0.04219409282700422,0.05063291139240506,0.06329113924050633,0.05907172995780591,0.08860759493670886,0.08016877637130802,0.18565400843881857,0.08016877637130802,1.0,0.14767932489451477,0.029535864978902954,0.05907172995780591,0.05485232067510549,0.02531645569620253,0.0759493670886076,0.02531645569620253,0.06751054852320675,0.02531645569620253,0.029535864978902954,0.05063291139240506,0.0970464135021097,0.016877637130801686,0.012658227848101266,0.046413502109704644,0.012658227848101266,0.046413502109704644,0.05907172995780591,0.05907172995780591,0.05907172995780591,0.04219409282700422,0.05907172995780591,0.05485232067510549,0.03375527426160337,0.10126582278481013,0.07172995780590717,0.06751054852320675
MYCMAX B,0.07720588235294118,0.07352941176470588,0.12867647058823528,0.08455882352941177,0.058823529411764705,0.0625,0.0661764705882353,0.07352941176470588,0.11764705882352941,0.09926470588235294,0.1213235294117647,0.15073529411764705,0.12867647058823528,1.0,0.04044117647058824,0.07352941176470588,0.05514705882352941,0.04411764705882353,0.0625,0.04411764705882353,0.08455882352941177,0.03308823529411765,0.029411764705882353,0.025735294117647058,0.06985294117647059,0.014705882352941176,0.014705882352941176,0.025735294117647058,0.014705882352941176,0.058823529411764705,0.04044117647058824,0.04411764705882353,0.022058823529411766,0.051470588235294115,0.08455882352941177,0.022058823529411766,0.03308823529411765,0.09558823529411764,0.09191176470588236,0.058823529411764705
SOX9 B1,0.03347280334728033,0.0502092050209205,0.03765690376569038,0.0502092050209205,0.029288702928870293,0.04184100418410042,0.04184100418410042,0.04184100418410042,0.0502092050209205,0.05439330543933055,0.04602510460251046,0.029288702928870293,0.029288702928870293,0.04602510460251046,1.0,0.4686192468619247,0.06276150627615062,0.02510460251046025,0.04602510460251046,0.04602510460251046,0.0502092050209205,0.012552301255230125,0.05439330543933055,0.008368200836820083,0.100418410041841,0.029288702928870293,0.03347280334728033,0.04602510460251046,0.04184100418410042,0.06276150627615062,0.04602510460251046,0.0502092050209205,0.08786610878661087,0.05439330543933055,0.03765690376569038,0.09205020920502092,0.04602510460251046,0.029288702928870293,0.07531380753138076,0.03765690376569038
CATTGTYY SOX9 B1,0.05434782608695652,0.05434782608695652,0.05434782608695652,0.03260869565217391,0.03260869565217391,0.04076086956521739,0.035326086956521736,0.059782608695652176,0.06521739130434782,0.051630434782608696,0.043478260869565216,0.029891304347826088,0.03804347826086957,0.05434782608695652,0.30434782608695654,1.0,0.07608695652173914,0.02717391304347826,0.059782608695652176,0.021739130434782608,0.05434782608695652,0.01358695652173913,0.057065217391304345,0.016304347826086956,0.0625,0.016304347826086956,0.016304347826086956,0.04076086956521739,0.029891304347826088,0.035326086956521736,0.03804347826086957,0.04891304347826087,0.07065217391304347,0.04891304347826087,0.057065217391304345,0.08152173913043478,0.04076086956521739,0.03804347826086957,0.07608695652173914,0.029891304347826088
SYATTGTG UNKNOWN,0.05982905982905983,0.05982905982905983,0.07264957264957266,0.05555555555555555,0.02564102564102564,0.038461538461538464,0.02564102564102564,0.05128205128205128,0.04700854700854701,0.05982905982905983,0.03418803418803419,0.038461538461538464,0.05555555555555555,0.0641025641025641,0.0641025641025641,0.11965811965811966,1.0,0.029914529914529916,0.038461538461538464,0.05555555555555555,0.07692307692307693,0.029914529914529916,0.04700854700854701,0.02564102564102564,0.0641025641025641,0.017094017094017096,0.02564102564102564,0.021367521367521368,0.042735042735042736,0.042735042735042736,0.03418803418803419,0.02564102564102564,0.029914529914529916,0.0811965811965812,0.038461538461538464,0.06837606837606838,0.03418803418803419,0.05128205128205128,0.042735042735042736,0.0641025641025641
E2F Q2,0.07222222222222222,0.1111111111111111,0.07222222222222222,0.08333333333333333,0.06111111111111111,0.05,0.03333333333333333,0.027777777777777776,0.05,0.044444444444444446,0.05555555555555555,0.05,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.05555555555555555,0.03888888888888889,1.0,0.07222222222222222,0.05555555555555555,0.06111111111111111,0.011111111111111112,0.06111111111111111,0.022222222222222223,0.08333333333333333,0.016666666666666666,0.027777777777777776,0.022222222222222223,0.011111111111111112,0.03333333333333333,0.03333333333333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.044444444444444446,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776
SMAD Q6,0.06589147286821706,0.05426356589147287,0.06589147286821706,0.06201550387596899,0.050387596899224806,0.050387596899224806,0.046511627906976744,0.08139534883720931,0.06976744186046512,0.03488372093023256,0.046511627906976744,0.027131782945736434,0.06976744186046512,0.06589147286821706,0.04263565891472868,0.08527131782945736,0.03488372093023256,0.050387596899224806,1.0,0.06201550387596899,0.03875968992248062,0.01937984496124031,0.04263565891472868,0.023255813953488372,0.07364341085271318,0.011627906976744186,0.011627906976744186,0.050387596899224806,0.01937984496124031,0.03488372093023256,0.03875968992248062,0.050387596899224806,0.06201550387596899,0.046511627906976744,0.06201550387596899,0.05813953488372093,0.05813953488372093,0.050387596899224806,0.06976744186046512,0.03488372093023256
STAT1 02,0.03802281368821293,0.03802281368821293,0.03802281368821293,0.030418250950570342,0.030418250950570342,0.022813688212927757,0.04182509505703422,0.045627376425855515,0.04182509505703422,0.04182509505703422,0.045627376425855515,0.04182509505703422,0.022813688212927757,0.045627376425855515,0.04182509505703422,0.030418250950570342,0.049429657794676805,0.03802281368821293,0.060836501901140684,1.0,0.03802281368821293,0.026615969581749048,0.030418250950570342,0.015209125475285171,0.09125475285171103,0.0076045627376425855,0.03802281368821293,0.034220532319391636,0.019011406844106463,0.026615969581749048,0.022813688212927757,0.030418250950570342,0.034220532319391636,0.060836501901140684,0.03802281368821293,0.045627376425855515,0.034220532319391636,0.011406844106463879,0.034220532319391636,0.034220532319391636
CMYB 01,0.08235294117647059,0.09411764705882353,0.06274509803921569,0.06274509803921569,0.043137254901960784,0.0392156862745098,0.047058823529411764,0.07058823529411765,0.06274509803921569,0.07450980392156863,0.043137254901960784,0.07058823529411765,0.06274509803921569,0.09019607843137255,0.047058823529411764,0.0784313725490196,0.07058823529411765,0.043137254901960784,0.0392156862745098,0.0392156862745098,1.0,0.06274509803921569,0.07058823529411765,0.027450980392156862,0.09411764705882353,0.0196078431372549,0.01568627450980392,0.0392156862745098,0.0196078431372549,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.027450980392156862,0.023529411764705882,0.050980392156862744,0.054901960784313725,0.01568627450980392,0.0784313725490196,0.054901960784313725,0.047058823529411764
TTCNRGNNNNTTC HSF Q6,0.05806451612903226,0.06451612903225806,0.03870967741935484,0.03225806451612903,0.01935483870967742,0.03870967741935484,0.01935483870967742,0.06451612903225806,0.03870967741935484,0.01935483870967742,0.03225806451612903,0.03870967741935484,0.03870967741935484,0.05806451612903226,0.01935483870967742,0.03225806451612903,0.04516129032258064,0.012903225806451613,0.03225806451612903,0.04516129032258064,0.1032258064516129,1.0,0.05161290322580645,0.0064516129032258064,0.07096774193548387,0.012903225806451613,0.012903225806451613,0.03870967741935484,0.0064516129032258064,0.05806451612903226,0.03225806451612903,0.025806451612903226,0.01935483870967742,0.07096774193548387,0.05161290322580645,0.03870967741935484,0.025806451612903226,0.03870967741935484,0.04516129032258064,0.06451612903225806
MEIS1 01,0.04819277108433735,0.05622489959839357,0.0642570281124498,0.05220883534136546,0.024096385542168676,0.028112449799196786,0.024096385542168676,0.07228915662650602,0.07228915662650602,0.03614457831325301,0.040160642570281124,0.06827309236947791,0.028112449799196786,0.0321285140562249,0.05220883534136546,0.08433734939759036,0.04417670682730924,0.04417670682730924,0.04417670682730924,0.0321285140562249,0.07228915662650602,0.0321285140562249,1.0,0.004016064257028112,0.060240963855421686,0.01606425702811245,0.008032128514056224,0.05220883534136546,0.012048192771084338,0.05622489959839357,0.11646586345381527,0.06827309236947791,0.040160642570281124,0.0642570281124498,0.0642570281124498,0.07630522088353414,0.03614457831325301,0.04417670682730924,0.08433734939759036,0.03614457831325301
KMCATNNWGGA UNKNOWN,0.061855670103092786,0.05154639175257732,0.030927835051546393,0.041237113402061855,0.041237113402061855,0.030927835051546393,0.041237113402061855,0.030927835051546393,0.05154639175257732,0.07216494845360824,0.041237113402061855,0.041237113402061855,0.12371134020618557,0.07216494845360824,0.020618556701030927,0.061855670103092786,0.061855670103092786,0.041237113402061855,0.061855670103092786,0.041237113402061855,0.07216494845360824,0.010309278350515464,0.010309278350515464,1.0,0.4329896907216495,0.13402061855670103,0.08247422680412371,0.05154639175257732,0.030927835051546393,0.030927835051546393,0.010309278350515464,0.05154639175257732,0.041237113402061855,0.030927835051546393,0.061855670103092786,0.030927835051546393,0.041237113402061855,0.07216494845360824,0.041237113402061855,0.041237113402061855
GCCATNTTG YY1 Q6,0.034324942791762014,0.036613272311212815,0.036613272311212815,0.043478260869565216,0.02745995423340961,0.034324942791762014,0.036613272311212815,0.02745995423340961,0.043478260869565216,0.04805491990846682,0.04576659038901602,0.041189931350114416,0.05263157894736842,0.043478260869565216,0.05491990846681922,0.05263157894736842,0.034324942791762014,0.034324942791762014,0.043478260869565216,0.05491990846681922,0.05491990846681922,0.02517162471395881,0.034324942791762014,0.09610983981693363,1.0,0.08009153318077804,0.09610983981693363,0.041189931350114416,0.016018306636155607,0.034324942791762014,0.02517162471395881,0.02517162471395881,0.029748283752860413,0.036613272311212815,0.034324942791762014,0.032036613272311214,0.02745995423340961,0.041189931350114416,0.04805491990846682,0.02745995423340961
CCAWNWWNNNGGC UNKNOWN,0.04597701149425287,0.022988505747126436,0.04597701149425287,0.06896551724137931,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.034482758620689655,0.034482758620689655,0.04597701149425287,0.011494252873563218,0.011494252873563218,0.04597701149425287,0.04597701149425287,0.08045977011494253,0.06896551724137931,0.04597701149425287,0.034482758620689655,0.034482758620689655,0.022988505747126436,0.05747126436781609,0.022988505747126436,0.04597701149425287,0.14942528735632185,0.40229885057471265,1.0,0.19540229885057472,0.05747126436781609,0.05747126436781609,0.05747126436781609,0.04597701149425287,0.05747126436781609,0.034482758620689655,0.05747126436781609,0.04597701149425287,0.022988505747126436,0.034482758620689655,0.022988505747126436,0.022988505747126436,0.0
AAGWWRNYGGC UNKNOWN,0.04065040650406504,0.032520325203252036,0.04065040650406504,0.056910569105691054,0.04878048780487805,0.07317073170731707,0.056910569105691054,0.016260162601626018,0.04065040650406504,0.08130081300813008,0.04065040650406504,0.056910569105691054,0.024390243902439025,0.032520325203252036,0.06504065040650407,0.04878048780487805,0.04878048780487805,0.04065040650406504,0.024390243902439025,0.08130081300813008,0.032520325203252036,0.016260162601626018,0.016260162601626018,0.06504065040650407,0.34146341463414637,0.13821138211382114,1.0,0.032520325203252036,0.024390243902439025,0.04878048780487805,0.04065040650406504,0.0,0.032520325203252036,0.032520325203252036,0.056910569105691054,0.032520325203252036,0.016260162601626018,0.032520325203252036,0.06504065040650407,0.04878048780487805
HNF4 01 B,0.042801556420233464,0.03501945525291829,0.058365758754863814,0.03501945525291829,0.042801556420233464,0.042801556420233464,0.038910505836575876,0.027237354085603113,0.042801556420233464,0.05058365758754864,0.007782101167315175,0.0311284046692607,0.042801556420233464,0.027237354085603113,0.042801556420233464,0.058365758754863814,0.019455252918287938,0.01556420233463035,0.05058365758754864,0.03501945525291829,0.038910505836575876,0.023346303501945526,0.05058365758754864,0.019455252918287938,0.07003891050583658,0.019455252918287938,0.01556420233463035,1.0,0.038910505836575876,0.042801556420233464,0.07003891050583658,0.04669260700389105,0.042801556420233464,0.038910505836575876,0.0311284046692607,0.058365758754863814,0.042801556420233464,0.058365758754863814,0.042801556420233464,0.0311284046692607
AR Q2,0.047619047619047616,0.05555555555555555,0.015873015873015872,0.015873015873015872,0.007936507936507936,0.015873015873015872,0.015873015873015872,0.05555555555555555,0.03968253968253968,0.06349206349206349,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.031746031746031744,0.07936507936507936,0.0873015873015873,0.07936507936507936,0.015873015873015872,0.03968253968253968,0.03968253968253968,0.03968253968253968,0.007936507936507936,0.023809523809523808,0.023809523809523808,0.05555555555555555,0.03968253968253968,0.023809523809523808,0.07936507936507936,1.0,0.07936507936507936,0.05555555555555555,0.047619047619047616,0.06349206349206349,0.0873015873015873,0.047619047619047616,0.05555555555555555,0.03968253968253968,0.031746031746031744,0.05555555555555555,0.06349206349206349
E2A Q2,0.03557312252964427,0.07114624505928854,0.07905138339920949,0.05928853754940711,0.06324110671936758,0.06719367588932806,0.05928853754940711,0.03557312252964427,0.06719367588932806,0.039525691699604744,0.03557312252964427,0.04743083003952569,0.043478260869565216,0.06324110671936758,0.05928853754940711,0.05138339920948617,0.039525691699604744,0.023715415019762844,0.03557312252964427,0.02766798418972332,0.05138339920948617,0.03557312252964427,0.05533596837944664,0.011857707509881422,0.05928853754940711,0.019762845849802372,0.023715415019762844,0.043478260869565216,0.039525691699604744,1.0,0.22134387351778656,0.08300395256916997,0.06719367588932806,0.043478260869565216,0.06324110671936758,0.043478260869565216,0.04743083003952569,0.06324110671936758,0.05928853754940711,0.05533596837944664
MYOD Q6,0.0642570281124498,0.07228915662650602,0.07630522088353414,0.03614457831325301,0.040160642570281124,0.05220883534136546,0.04819277108433735,0.05220883534136546,0.05622489959839357,0.040160642570281124,0.040160642570281124,0.028112449799196786,0.05622489959839357,0.04417670682730924,0.04417670682730924,0.05622489959839357,0.0321285140562249,0.024096385542168676,0.040160642570281124,0.024096385542168676,0.05220883534136546,0.020080321285140562,0.11646586345381527,0.004016064257028112,0.04417670682730924,0.01606425702811245,0.020080321285140562,0.07228915662650602,0.028112449799196786,0.2248995983935743,1.0,0.14859437751004015,0.14457831325301204,0.03614457831325301,0.0642570281124498,0.03614457831325301,0.028112449799196786,0.07630522088353414,0.05622489959839357,0.04819277108433735
TAL1ALPHAE47 01,0.05058365758754864,0.05058365758754864,0.04669260700389105,0.03501945525291829,0.042801556420233464,0.054474708171206226,0.058365758754863814,0.042801556420233464,0.0622568093385214,0.06614785992217899,0.042801556420233464,0.03501945525291829,0.054474708171206226,0.04669260700389105,0.04669260700389105,0.07003891050583658,0.023346303501945526,0.019455252918287938,0.05058365758754864,0.0311284046692607,0.05058365758754864,0.01556420233463035,0.06614785992217899,0.019455252918287938,0.042801556420233464,0.019455252918287938,0.0,0.04669260700389105,0.023346303501945526,0.08171206225680934,0.14396887159533073,1.0,0.14007782101167315,0.05058365758754864,0.05058365758754864,0.0622568093385214,0.0622568093385214,0.038910505836575876,0.04669260700389105,0.04669260700389105
E47 02,0.051181102362204724,0.04330708661417323,0.03937007874015748,0.051181102362204724,0.03543307086614173,0.047244094488188976,0.03543307086614173,0.05511811023622047,0.03937007874015748,0.05511811023622047,0.03937007874015748,0.027559055118110236,0.05511811023622047,0.023622047244094488,0.08267716535433071,0.10236220472440945,0.027559055118110236,0.01968503937007874,0.06299212598425197,0.03543307086614173,0.027559055118110236,0.011811023622047244,0.03937007874015748,0.015748031496062992,0.051181102362204724,0.011811023622047244,0.015748031496062992,0.04330708661417323,0.031496062992125984,0.06692913385826772,0.14173228346456693,0.14173228346456693,1.0,0.051181102362204724,0.051181102362204724,0.06299212598425197,0.05511811023622047,0.04330708661417323,0.06692913385826772,0.027559055118110236
PTF1BETA Q6,0.06910569105691057,0.06504065040650407,0.07723577235772358,0.06504065040650407,0.028455284552845527,0.04065040650406504,0.032520325203252036,0.06910569105691057,0.06910569105691057,0.04065040650406504,0.036585365853658534,0.044715447154471545,0.04065040650406504,0.056910569105691054,0.052845528455284556,0.07317073170731707,0.07723577235772358,0.02032520325203252,0.04878048780487805,0.06504065040650407,0.024390243902439025,0.044715447154471545,0.06504065040650407,0.012195121951219513,0.06504065040650407,0.02032520325203252,0.016260162601626018,0.04065040650406504,0.044715447154471545,0.044715447154471545,0.036585365853658534,0.052845528455284556,0.052845528455284556,1.0,0.10569105691056911,0.09349593495934959,0.06910569105691057,0.04065040650406504,0.0975609756097561,0.06504065040650407
GCM Q2,0.07755102040816327,0.0653061224489796,0.09795918367346938,0.10204081632653061,0.044897959183673466,0.05714285714285714,0.0653061224489796,0.08571428571428572,0.08163265306122448,0.0653061224489796,0.04897959183673469,0.04081632653061224,0.05714285714285714,0.09387755102040816,0.036734693877551024,0.08571428571428572,0.036734693877551024,0.0326530612244898,0.0653061224489796,0.04081632653061224,0.053061224489795916,0.0326530612244898,0.0653061224489796,0.024489795918367346,0.061224489795918366,0.0163265306122449,0.02857142857142857,0.0326530612244898,0.024489795918367346,0.0653061224489796,0.0653061224489796,0.053061224489795916,0.053061224489795916,0.10612244897959183,1.0,0.08979591836734693,0.0653061224489796,0.07346938775510205,0.10204081632653061,0.06938775510204082
FREAC2 01,0.06060606060606061,0.06060606060606061,0.06818181818181818,0.030303030303030304,0.011363636363636364,0.030303030303030304,0.026515151515151516,0.07196969696969698,0.045454545454545456,0.05303030303030303,0.026515151515151516,0.030303030303030304,0.04924242424242424,0.022727272727272728,0.08333333333333333,0.11363636363636363,0.06060606060606061,0.03787878787878788,0.056818181818181816,0.045454545454545456,0.05303030303030303,0.022727272727272728,0.07196969696969698,0.011363636363636364,0.05303030303030303,0.007575757575757576,0.015151515151515152,0.056818181818181816,0.026515151515151516,0.041666666666666664,0.03409090909090909,0.06060606060606061,0.06060606060606061,0.08712121212121213,0.08333333333333333,1.0,0.09090909090909091,0.056818181818181816,0.06060606060606061,0.04924242424242424
