"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","NFKB1","SW948_RKO","6.2982232243146843","0.0000005032418795080843","NFKB1","1","trrust","1","6.2982232243146843","0.0000005032418795080843",NA,"","4","ARCHS4--Coexpression(rank=18); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=920)","51","0.011060000000000000","ARCHS4 Coexpression,0.01106"
"ora","RELA","SW948_RKO","5.3608102241149016","0.0000043570222312654870","RELA","2","trrust","2","5.3608102241149016","0.0000043570222312654870",NA,"","6","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=22); ENCODE--ChIP-seq(rank=26); GTEx--Coexpression(rank=427); ARCHS4--Coexpression(rank=488); Enrichr--Queries(rank=521)","197","0.043770000000000003","ReMap ChIP-seq,0.04377"
"ora","ATF4","SW948_RKO","4.8830838461508819","0.0000130892919294167123","ATF4","3","trrust","3","4.8830838461508819","0.0000130892919294167123",NA,"","4","ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=631); ARCHS4--Coexpression(rank=844); Enrichr--Queries(rank=933)","1161","0.392699999999999994","GTEx Coexpression,0.3927"
"ora","ERG","SW948_RKO","3.7267845026256210","0.0001875925113160250451","ERG","4","trrust","4","3.7267845026256210","0.0001875925113160250451",NA,"","5","GTEx--Coexpression(rank=43); Literature--ChIP-seq(rank=108); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=234); ReMap--ChIP-seq(rank=240)","121","0.026759999999999999","GTEx Coexpression,0.02676"
"ora","FOXD3","SW948_RKO","3.3290287765949942","0.0004687823193377876028","FOXD3","5","trrust","5","3.3290287765949942","0.0004687823193377876028",NA,"","3","GTEx--Coexpression(rank=84); Enrichr--Queries(rank=770); ARCHS4--Coexpression(rank=914)","231","0.052269999999999997","GTEx Coexpression,0.05227"
"ora","SMAD7","SW948_RKO","3.2210564778799204","0.0006010955628530324692","SMAD7","6","trrust","6","3.2210564778799204","0.0006010955628530324692",NA,"","0","",NA,NA,NA
"ora","USF2","SW948_RKO","3.0089509697714907","0.0009796005724200720216","USF2","7","trrust","7","3.0089509697714907","0.0009796005724200720216",NA,"","5","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=1089); ARCHS4--Coexpression(rank=1282); GTEx--Coexpression(rank=1598)","446","0.117800000000000002","ReMap ChIP-seq,0.1178"
"ora","EP300","SW948_RKO","2.7877270379644652","0.0016303203969172562135","EP300","8","trrust","8","2.7877270379644652","0.0016303203969172562135",NA,"","0","",NA,NA,NA
"ora","NFE2L2","SW948_RKO","2.7063729542413921","0.0019661970753051651387","NFE2L2","9","trrust","9","2.7063729542413921","0.0019661970753051651387",NA,"","5","ARCHS4--Coexpression(rank=13); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=174); Enrichr--Queries(rank=210); GTEx--Coexpression(rank=749)","37","0.007985000000000001","ARCHS4 Coexpression,0.007985"
"ora","FOXO3","SW948_RKO","2.6032010472213112","0.0024934401756179411756","FOXO3","10","trrust","10","2.6032010472213112","0.0024934401756179411756",NA,"","4","Literature--ChIP-seq(rank=94); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=385); GTEx--Coexpression(rank=919)","790","0.234999999999999987","Enrichr Queries,0.235"
"ora","USF1","SW948_RKO","2.6018720185967279","0.0025010822922257756537","USF1","11","trrust","11","2.6018720185967279","0.0025010822922257756537",NA,"","5","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=638); Enrichr--Queries(rank=845); GTEx--Coexpression(rank=1118)","821","0.245799999999999991","ENCODE ChIP-seq,0.2458"
"ora","PPARG","SW948_RKO","2.5829602262599325","0.0026124005934148892411","PPARG","12","trrust","12","2.5829602262599325","0.0026124005934148892411",NA,"","5","Literature--ChIP-seq(rank=23); Enrichr--Queries(rank=33); ARCHS4--Coexpression(rank=42); GTEx--Coexpression(rank=42); ReMap--ChIP-seq(rank=47)","105","0.023500000000000000","Enrichr Queries,0.0235"
"ora","NFKBIA","SW948_RKO","2.5560649694268855","0.0027792974603343383738","NFKBIA","13","trrust","13","2.5560649694268855","0.0027792974603343383738",NA,"","0","",NA,NA,NA
"ora","STAT3","SW948_RKO","2.5375621077413291","0.0029002664066940181745","STAT3","14","trrust","14","2.5375621077413291","0.0029002664066940181745",NA,"","6","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=192); Enrichr--Queries(rank=209); GTEx--Coexpression(rank=418)","208","0.047140000000000001","ReMap ChIP-seq,0.04714"
"ora","TFAP2A","SW948_RKO","2.4928466177972659","0.0032147957254925695579","TFAP2A","15","trrust","15","2.4928466177972659","0.0032147957254925695579",NA,"","6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=259); Enrichr--Queries(rank=313); GTEx--Coexpression(rank=319); ARCHS4--Coexpression(rank=651)","701","0.198500000000000010","GTEx Coexpression,0.1985"
"ora","JUN","SW948_RKO","2.4625837912175670","0.0034468009881712664659","JUN","16","trrust","16","2.4625837912175670","0.0034468009881712664659",NA,"","6","GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=74); ARCHS4--Coexpression(rank=120)","22","0.004978000000000000","GTEx Coexpression,0.004978"
"ora","REL","SW948_RKO","2.4289527535263016","0.0037243222058931288974","REL","17","trrust","17","2.4289527535263016","0.0037243222058931288974",NA,"","3","Enrichr--Queries(rank=149); ARCHS4--Coexpression(rank=307); GTEx--Coexpression(rank=318)","407","0.106100000000000000","Enrichr Queries,0.1061"
"ora","ETS1","SW948_RKO","2.3621553290521500","0.0043435484574524873755","ETS1","18","trrust","18","2.3621553290521500","0.0043435484574524873755",NA,"","6","GTEx--Coexpression(rank=12); ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=120); Literature--ChIP-seq(rank=147); Enrichr--Queries(rank=185); ARCHS4--Coexpression(rank=316)","36","0.007467000000000000","GTEx Coexpression,0.007467"
"ora","STAT1","SW948_RKO","2.2876364317911846","0.0051566014715112738417","STAT1","19","trrust","19","2.2876364317911846","0.0051566014715112738417",NA,"","6","ARCHS4--Coexpression(rank=34); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=44); Enrichr--Queries(rank=117); Literature--ChIP-seq(rank=134); GTEx--Coexpression(rank=875)","95","0.020879999999999999","ARCHS4 Coexpression,0.02088"
"ora","RARA","SW948_RKO","2.2853478794009439","0.0051838463512023386787","RARA","20","trrust","20","2.2853478794009439","0.0051838463512023386787",NA,"","5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=176); ARCHS4--Coexpression(rank=696); GTEx--Coexpression(rank=1127)","471","0.125400000000000011","Enrichr Queries,0.1254"
"ora","SREBF1","SW948_RKO","2.2530898503689114","0.0055835466583932479023","SREBF1","21","trrust","21","2.2530898503689114","0.0055835466583932479023",NA,"","6","Literature--ChIP-seq(rank=93); ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=270); Enrichr--Queries(rank=338); GTEx--Coexpression(rank=529); ARCHS4--Coexpression(rank=776)","803","0.240699999999999997","Enrichr Queries,0.2407"
"ora","CREB1","SW948_RKO","2.2044128432124466","0.0062457868185117936324","CREB1","22","trrust","22","2.2044128432124466","0.0062457868185117936324",NA,"","6","Literature--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=133); GTEx--Coexpression(rank=514); Enrichr--Queries(rank=1096); ARCHS4--Coexpression(rank=1503)","709","0.201199999999999990","Literature ChIP-seq,0.2012"
"ora","ETS2","SW948_RKO","2.1087385069710498","0.0077850515565053932804","ETS2","23","trrust","23","2.1087385069710498","0.0077850515565053932804",NA,"","4","Enrichr--Queries(rank=22); ARCHS4--Coexpression(rank=37); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=425)","72","0.015670000000000000","Enrichr Queries,0.01567"
"ora","REST","SW948_RKO","2.1087385069710498","0.0077850515565053932804","REST","24","trrust","24","2.1087385069710498","0.0077850515565053932804",NA,"","6","ENCODE--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=98); Literature--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=917); Enrichr--Queries(rank=1072)","257","0.060199999999999997","ARCHS4 Coexpression,0.0602"
"ora","PPARA","SW948_RKO","1.9425392643627000","0.0114146010107524977645","PPARA","25","trrust","25","1.9425392643627000","0.0114146010107524977645",NA,"","3","Enrichr--Queries(rank=125); GTEx--Coexpression(rank=655); ARCHS4--Coexpression(rank=1323)","350","0.089029999999999998","Enrichr Queries,0.08903"
"ora","SP3","SW948_RKO","1.9344263864568956","0.0116298366171109918144","SP3","26","trrust","26","1.9344263864568956","0.0116298366171109918144",NA,"","3","GTEx--Coexpression(rank=607); Enrichr--Queries(rank=1217); ARCHS4--Coexpression(rank=1279)","1131","0.377699999999999980","GTEx Coexpression,0.3777"
"ora","SP1","SW948_RKO","1.8629802163473077","0.0137094421610979583931","SP1","27","trrust","27","1.8629802163473077","0.0137094421610979583931",NA,"","5","ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=961); Enrichr--Queries(rank=963); GTEx--Coexpression(rank=1102)","1237","0.434300000000000019","ReMap ChIP-seq,0.4343"
"ora","MYCN","SW948_RKO","1.8236829043094471","0.0150078021494481263914","MYCN","28","trrust","28","1.8236829043094471","0.0150078021494481263914",NA,"","5","Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=469); GTEx--Coexpression(rank=702); ARCHS4--Coexpression(rank=789)","1039","0.334000000000000019","Enrichr Queries,0.334"
"ora","SIRT1","SW948_RKO","1.7704843798906138","0.0169635061317948837578","SIRT1","29","trrust","29","1.7704843798906138","0.0169635061317948837578",NA,"","0","",NA,NA,NA
"ora","DEK","SW948_RKO","1.6865434594982751","0.0205805293254134324954","DEK","30","trrust","30","1.6865434594982751","0.0205805293254134324954",NA,"","0","",NA,NA,NA
"ora","ELF4","SW948_RKO","1.6865434594982751","0.0205805293254134324954","ELF4","31","trrust","31","1.6865434594982751","0.0205805293254134324954",NA,"","3","Enrichr--Queries(rank=242); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=951)","627","0.172399999999999998","Enrichr Queries,0.1724"
"ora","IFI16","SW948_RKO","1.6865434594982751","0.0205805293254134324954","IFI16","32","trrust","32","1.6865434594982751","0.0205805293254134324954",NA,"","0","",NA,NA,NA
"ora","NR1H3","SW948_RKO","1.6865434594982751","0.0205805293254134324954","NR1H3","33","trrust","33","1.6865434594982751","0.0205805293254134324954",NA,"","5","Literature--ChIP-seq(rank=14); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=151); GTEx--Coexpression(rank=230); ARCHS4--Coexpression(rank=372)","297","0.071940000000000004","Enrichr Queries,0.07194"
"ora","NR4A2","SW948_RKO","1.6865434594982751","0.0205805293254134324954","NR4A2","34","trrust","34","1.6865434594982751","0.0205805293254134324954",NA,"","4","Enrichr--Queries(rank=57); Literature--ChIP-seq(rank=67); ARCHS4--Coexpression(rank=71); GTEx--Coexpression(rank=668)","183","0.040599999999999997","Enrichr Queries,0.0406"
"ora","RARG","SW948_RKO","1.6865434594982751","0.0205805293254134324954","RARG","35","trrust","35","1.6865434594982751","0.0205805293254134324954",NA,"","4","Literature--ChIP-seq(rank=27); Enrichr--Queries(rank=186); ARCHS4--Coexpression(rank=402); GTEx--Coexpression(rank=748)","495","0.132500000000000007","Enrichr Queries,0.1325"
"ora","RORA","SW948_RKO","1.6865434594982751","0.0205805293254134324954","RORA","36","trrust","36","1.6865434594982751","0.0205805293254134324954",NA,"","3","ARCHS4--Coexpression(rank=46); GTEx--Coexpression(rank=113); Enrichr--Queries(rank=314)","128","0.028260000000000000","ARCHS4 Coexpression,0.02826"
"ora","ZNF300","SW948_RKO","1.6865434594982751","0.0205805293254134324954","ZNF300","37","trrust","37","1.6865434594982751","0.0205805293254134324954",NA,"","3","ARCHS4--Coexpression(rank=550); Enrichr--Queries(rank=696); GTEx--Coexpression(rank=1526)","1047","0.337799999999999989","ARCHS4 Coexpression,0.3378"
"ora","FOS","SW948_RKO","1.6301669147958493","0.0234332801803277916697","FOS","38","trrust","38","1.6301669147958493","0.0234332801803277916697",NA,"","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=92); ARCHS4--Coexpression(rank=204)","14","0.003367000000000000","ReMap ChIP-seq,0.003367"
"ora","IKBKB","SW948_RKO","1.6082511500168699","0.0246461365305139512571","IKBKB","39","trrust","39","1.6082511500168699","0.0246461365305139512571",NA,"","0","",NA,NA,NA
"ora","MEF2D","SW948_RKO","1.6082511500168699","0.0246461365305139512571","MEF2D","40","trrust","40","1.6082511500168699","0.0246461365305139512571",NA,"","3","Enrichr--Queries(rank=529); GTEx--Coexpression(rank=710); ARCHS4--Coexpression(rank=1333)","1127","0.376800000000000024","Enrichr Queries,0.3768"
"ora","PAX3","SW948_RKO","1.6082511500168699","0.0246461365305139512571","PAX3","41","trrust","41","1.6082511500168699","0.0246461365305139512571",NA,"","3","ARCHS4--Coexpression(rank=65); Enrichr--Queries(rank=920); GTEx--Coexpression(rank=940)","179","0.039930000000000000","ARCHS4 Coexpression,0.03993"
"ora","SFPQ","SW948_RKO","1.6082511500168699","0.0246461365305139512571","SFPQ","42","trrust","42","1.6082511500168699","0.0246461365305139512571",NA,"","0","",NA,NA,NA
"ora","HEY1","SW948_RKO","1.5421927153552846","0.0286950697438769185277","HEY1","43","trrust","43","1.5421927153552846","0.0286950697438769185277",NA,"","3","Enrichr--Queries(rank=115); ARCHS4--Coexpression(rank=227); GTEx--Coexpression(rank=487)","331","0.081909999999999997","Enrichr Queries,0.08191"
"ora","NFATC1","SW948_RKO","1.5421927153552846","0.0286950697438769185277","NFATC1","44","trrust","44","1.5421927153552846","0.0286950697438769185277",NA,"","5","ENCODE--ChIP-seq(rank=81); ARCHS4--Coexpression(rank=87); Enrichr--Queries(rank=171); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=1033)","234","0.053440000000000001","ARCHS4 Coexpression,0.05344"
"ora","ZFP36","SW948_RKO","1.4850885416668165","0.0327273965188110693703","ZFP36","45","trrust","45","1.4850885416668165","0.0327273965188110693703",NA,"","0","",NA,NA,NA
"ora","HDAC1","SW948_RKO","1.4540015483273396","0.0351559187162911387925","HDAC1","46","trrust","46","1.4540015483273396","0.0351559187162911387925",NA,"","0","",NA,NA,NA
"ora","EWSR1","SW948_RKO","1.4348232107472618","0.0367431841383057886108","EWSR1","47","trrust","47","1.4348232107472618","0.0367431841383057886108",NA,"","0","",NA,NA,NA
"ora","FOSL1","SW948_RKO","1.4348232107472618","0.0367431841383057886108","FOSL1","48","trrust","48","1.4348232107472618","0.0367431841383057886108",NA,"","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); ARCHS4--Coexpression(rank=53); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=1366)","116","0.025420000000000002","ENCODE ChIP-seq,0.02542"
"ora","GATA6","SW948_RKO","1.4348232107472618","0.0367431841383057886108","GATA6","49","trrust","49","1.4348232107472618","0.0367431841383057886108",NA,"","5","ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=73); Enrichr--Queries(rank=127); ARCHS4--Coexpression(rank=186); GTEx--Coexpression(rank=473)","356","0.090460000000000013","Enrichr Queries,0.09046"
"ora","POU3F2","SW948_RKO","1.4348232107472618","0.0367431841383057886108","POU3F2","50","trrust","50","1.4348232107472618","0.0367431841383057886108",NA,"","4","Literature--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=430); GTEx--Coexpression(rank=477); Enrichr--Queries(rank=1053)","863","0.264100000000000001","ARCHS4 Coexpression,0.2641"
"ora","EPAS1","SW948_RKO","1.3899523298725194","0.0407424996160966682024","EPAS1","51","trrust","51","1.3899523298725194","0.0407424996160966682024",NA,"","4","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=139)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"ora","TFAP2C","SW948_RKO","1.3899523298725194","0.0407424996160966682024","TFAP2C","52","trrust","52","1.3899523298725194","0.0407424996160966682024",NA,"","6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=302); ARCHS4--Coexpression(rank=329); GTEx--Coexpression(rank=788)","712","0.202100000000000002","ARCHS4 Coexpression,0.2021"
"ora","TFDP1","SW948_RKO","1.3899523298725194","0.0407424996160966682024","TFDP1","53","trrust","53","1.3899523298725194","0.0407424996160966682024",NA,"","4","ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=868); GTEx--Coexpression(rank=1224); Enrichr--Queries(rank=1331)","1036","0.333299999999999985","ReMap ChIP-seq,0.3333"
"ora","ZNF382","SW948_RKO","1.3899523298725194","0.0407424996160966682024","ZNF382","54","trrust","54","1.3899523298725194","0.0407424996160966682024",NA,"","3","Enrichr--Queries(rank=285); GTEx--Coexpression(rank=888); ARCHS4--Coexpression(rank=1401)","716","0.203000000000000014","Enrichr Queries,0.203"
"ora","PAX6","SW948_RKO","1.3494456724788977","0.0447254096977305337646","PAX6","55","trrust","55","1.3494456724788977","0.0447254096977305337646",NA,"","5","Literature--ChIP-seq(rank=148); ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=460); ARCHS4--Coexpression(rank=648); Enrichr--Queries(rank=670)","930","0.286200000000000010","GTEx Coexpression,0.2862"
"ora","SOX10","SW948_RKO","1.3494456724788977","0.0447254096977305337646","SOX10","56","trrust","56","1.3494456724788977","0.0447254096977305337646",NA,"","4","ARCHS4--Coexpression(rank=116); GTEx--Coexpression(rank=189); ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=573)","294","0.071249999999999994","ARCHS4 Coexpression,0.07125"
"ora","EGR1","SW948_RKO","1.2858418947695367","0.0517795301408424321621","EGR1","57","trrust","57","1.2858418947695367","0.0517795301408424321621",NA,"","6","Enrichr--Queries(rank=23); GTEx--Coexpression(rank=36); Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=140)","74","0.016379999999999999","Enrichr Queries,0.01638"
