"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","FOS","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.25","3","5","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=2); ENCODE--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=41)","4","rank=5; score=3.6768; p=0.00021049","rank=4; score=0.001245","rank=9; score=252.21; p=3.5259e-05; adjP=0.0010578","rank=3; score=4.4527; p=3.5261e-05"
"2","JUN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.75","1","6","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=3); Literature--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); ARCHS4--Coexpression(rank=8); Enrichr--Queries(rank=15)","13","rank=1; score=5.5733; p=2.6715e-06","rank=13; score=0.003734","rank=7; score=163.71; p=8.8875e-06; adjP=0.00039994","rank=2; score=5.0512; p=8.8881e-06"
"3","NFKB1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.25","4","4","ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=52); Enrichr--Queries(rank=220); ReMap--ChIP-seq(rank=224)","36","rank=4; score=3.7129; p=0.00019367","rank=36; score=0.009828","rank=17; score=51.836; p=0.00044883; adjP=0.0067324","rank=8; score=3.3479; p=0.00044884"
"4","ATF3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.50","1","6","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=5); Enrichr--Queries(rank=13); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=45)","1","rank=39; score=0.82281; p=0.15038","rank=1; score=0.0006143","rank=24; score=303.36; p=5.7567e-05; adjP=0.0048212","rank=10; score=2.9165; p=0.0012119"
"5","FOSL1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.50","6","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=5); GTEx--Coexpression(rank=102); ARCHS4--Coexpression(rank=135); Enrichr--Queries(rank=143)","66","rank=7; score=3.2508; p=0.00056132","rank=66; score=0.01684","rank=6; score=714.41; p=7.6125e-06; adjP=0.0025019","rank=7; score=3.433; p=0.00036895"
"6","CEBPB","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.75","1","6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=19); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1006); ARCHS4--Coexpression(rank=1106)","90","rank=6; score=3.464; p=0.00034356","rank=90; score=0.02208","rank=2; score=404.44; p=1.4748e-06; adjP=0.00013273","rank=1; score=5.8312; p=1.475e-06"
"7","REL","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.00","12","3","GTEx--Coexpression(rank=11); ARCHS4--Coexpression(rank=20); Enrichr--Queries(rank=71)","25","rank=12; score=2.7206; p=0.0019029","rank=25; score=0.006845","rank=47; score=191.98; p=0.0023038; adjP=0.013823","rank=16; score=2.6376; p=0.0023038"
"8","EGR1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.25","8","6","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=237)","8","rank=27; score=1.2105; p=0.061592","rank=8; score=0.002457","rank=56; score=65.821; p=0.0029528; adjP=0.015633","rank=18; score=2.5298; p=0.0029529"
"9","JUND","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.00","4","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=110); ARCHS4--Coexpression(rank=133); Enrichr--Queries(rank=367)","30","rank=26; score=1.2218; p=0.060003","rank=30; score=0.008475","rank=4; score=76.205; p=3.1787e-05; adjP=0.0035496","rank=56; score=0.9794; p=0.10486"
"10","FOSL2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.25","3","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=66); GTEx--Coexpression(rank=443); ARCHS4--Coexpression(rank=799)","67","rank=20; score=1.4944; p=0.032036","rank=67; score=0.01695","rank=3; score=106.53; p=4.1911e-05; adjP=0.0033529","rank=35; score=1.3217; p=0.047673"
