"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","FHL2","MVL_ALL","2.6024508954354695","0.002497750787471831","FHL2","1","trrust","1","2.6024508954354695","0.002497750787471831",NA,"","0","",NA,NA,NA
"ora","ZNF300","MVL_ALL","2.6024508954354695","0.002497750787471831","ZNF300","2","trrust","2","2.6024508954354695","0.002497750787471831",NA,"","3","Enrichr--Queries(rank=1040); ARCHS4--Coexpression(rank=1100); GTEx--Coexpression(rank=1445)","1553","0.67569999999999997","ARCHS4 Coexpression,0.6757"
"ora","CUX1","MVL_ALL","2.3986240480481413","0.003993704723535219","CUX1","3","trrust","3","2.3986240480481413","0.003993704723535219",NA,"","6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=310); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=667)","850","0.22080000000000000","Enrichr Queries,0.2208"
"ora","IRF9","MVL_ALL","2.3986240480481413","0.003993704723535219","IRF9","4","trrust","4","2.3986240480481413","0.003993704723535219",NA,"","4","ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=302); GTEx--Coexpression(rank=1098); Enrichr--Queries(rank=1372)","741","0.18550000000000000","ARCHS4 Coexpression,0.1855"
"ora","HOXB7","MVL_ALL","2.3019094381529537","0.004989885288730567","HOXB7","5","trrust","5","2.3019094381529537","0.004989885288730567",NA,"","5","ARCHS4--Coexpression(rank=25); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=292); GTEx--Coexpression(rank=626); Enrichr--Queries(rank=638)","74","0.01536000000000000","ARCHS4 Coexpression,0.01536"
"ora","MEN1","MVL_ALL","2.2606144484287745","0.005487639223053176","MEN1","6","trrust","6","2.2606144484287745","0.005487639223053176",NA,"","0","",NA,NA,NA
"ora","PROX1","MVL_ALL","2.2606144484287745","0.005487639223053176","PROX1","7","trrust","7","2.2606144484287745","0.005487639223053176",NA,"","4","ReMap--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=156); GTEx--Coexpression(rank=464); Enrichr--Queries(rank=971)","411","0.09582000000000000","ARCHS4 Coexpression,0.09582"
"ora","KAT2B","MVL_ALL","2.1882591598990873","0.006482474843800934","KAT2B","8","trrust","8","2.1882591598990873","0.006482474843800934",NA,"","0","",NA,NA,NA
"ora","NFYC","MVL_ALL","2.1882591598990873","0.006482474843800934","NFYC","9","trrust","9","2.1882591598990873","0.006482474843800934",NA,"","3","ARCHS4--Coexpression(rank=319); Enrichr--Queries(rank=377); GTEx--Coexpression(rank=768)","774","0.19589999999999999","ARCHS4 Coexpression,0.1959"
"ora","NFYB","MVL_ALL","2.1561721597109011","0.006979556709591717","NFYB","10","trrust","10","2.1561721597109011","0.006979556709591717",NA,"","5","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=282); ARCHS4--Coexpression(rank=1146); GTEx--Coexpression(rank=1552)","598","0.14410000000000001","ENCODE ChIP-seq,0.1441"
"ora","ING4","MVL_ALL","2.1263066154313663","0.007476414731852232","ING4","11","trrust","11","2.1263066154313663","0.007476414731852232",NA,"","0","",NA,NA,NA
