"Dataset","Plot_Category","Analysis_Name","GeneSet_Name","Significant_Terms","Kept_Terms","Excluded_Terms","Excluded_Percent","Reciprocal_Terms","Skipped_Terms","GSEA_Result_File","Denester_Result_File","Kept_Terms_File","Excluded_Terms_File","Skipped_Terms_File","Dotplot_PDF_File","Dotplot_PNG_File","Heatmap_PDF_File","Heatmap_PNG_File"
"GSE50760","ATF3_correlation","Liver_metastasis","C6","78","46","32","41.0256410256410220","27","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/C6/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","CP_BIOCARTA","25","24","1","4.0000000000000000","14","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_BIOCARTA/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","CP_KEGG_LEGACY","44","33","11","25.0000000000000000","18","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_LEGACY/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","CP_KEGG_MEDICUS","83","83","0","0.0000000000000000","39","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_KEGG_MEDICUS/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","CP_REACTOME","314","251","63","20.0636942675159240","84","1","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/denester_excluded_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/denester_skipped_terms.csv","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_REACTOME/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","CP_WIKIPATHWAYS","243","167","76","31.2757201646090550","62","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/CP_WIKIPATHWAYS/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","GO_BP","1350","808","542","40.1481481481481524","296","3","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/denester_excluded_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/denester_skipped_terms.csv","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_BP/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","GO_CC","154","117","37","24.0259740259740262","43","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_CC/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","GO_MF","210","196","14","6.6666666666666670","64","4","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/denester_excluded_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/denester_skipped_terms.csv","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/GO_MF/png/denester_overlap_heatmap.png"
"GSE50760","ATF3_correlation","Liver_metastasis","hallmark","30","16","14","46.6666666666666643","6","0","results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/denester_result.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/denester_kept_terms.csv","results/ngs/GSE50760/tables/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/denester_excluded_terms.csv",NA,"results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/pdf/denester_dotplot.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/png/denester_dotplot.png","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/pdf/denester_overlap_heatmap.pdf","results/ngs/GSE50760/plots/GSEA_denester/ATF3_correlation/Liver_metastasis/hallmark/png/denester_overlap_heatmap.png"
