Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	1.00e-10	9	0.9	0	0	1	0	keep	itself		True	MT-ND6,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_CENTROCECAL_SCOTOMA	HP_CENTROCECAL_SCOTOMA	1.00e-10	10	0.7692	9	9	0.014	0.1	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	1.00e-10	14	0.7368	9	9	0.0217	0.1	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	PREPL,CYP27A1,PPM1B,MT-ND6,MT-CO1,MT-ND5,MT-ND1,SLC3A1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_REDUCED_CONTRAST_SENSITIVITY	HP_REDUCED_CONTRAST_SENSITIVITY	1.00e-10	11	0.6471	9	9	0.0023	0.1	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	ADGRV1,MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_RETINAL_NERVE_FIBER_EDEMA	HP_RETINAL_NERVE_FIBER_EDEMA	1.00e-10	10	0.6667	9	9	0.002	0.1	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	1.00e-10	21	0.4468	7	7	0.0018	0.3	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	NDUFB10,NDUFB11,NDUFS6,NDUFS4,TIMMDC1,NDUFS7,MT-ND6,MT-CO1,NDUFA6,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-ND3,MT-ND4,MT-ATP6,MT-ND2,MT-CO2
HP_PROXIMAL_TUBULOPATHY	HP_PROXIMAL_TUBULOPATHY	1.00e-10	24	0.4211	6	6	0.0037	0.4	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	HBB,NDUFA11,NDUFB10,NDUFB11,OCRL,NDUFS6,NDUFS4,TIMMDC1,ETFA,NDUFS7,MT-ND6,MT-CO1,NDUFA6,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-ND3
HP_OPTIC_NEUROPATHY	HP_OPTIC_NEUROPATHY	1.00e-10	27	0.4219	9	9	1.70e-04	0.1	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	NDUFB11,CLCN2,NDUFS6,TXN2,CYP27A1,NDUFS4,APOB,TIMMDC1,NDUFS7,MT-ND6,NDUFA13,NDUFA6,AGXT,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-CYB
HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_CONCENTRATION	HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_CONCENTRATION	1.00e-10	53	0.3897	0	0	1	0	keep	itself		True	KIF12,LYRM7,ACADSB,CPT2,COX16,DLD,ATP8B1,MMACHC,AP1B1,EHHADH,ABCD3,ABCB4,ACAT2,MCCC2,VPS50,NDUFA11,SLC52A1,MPC1,SCO2,SBDS
HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	1.00e-10	44	0.3761	7	7	7.73e-04	0.3	exclude	HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	False	NDUFA11,PET100,MDH2,SCO2,NDUFB10,GFM2,SURF1,MRPS34,GLRX5,NDUFB11,COX6B1,NFU1,NDUFS6,COX11,TPK1,TXN2,NDUFB8,NDUFS4,NDUFA8,TIMMDC1
