term_id	term_name	p_value	term_size	intersection_size	intersection
HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	1e-10	19	14	PREPL,CYP27A1,PPM1B,MT-ND6,MT-CO1,MT-ND5,MT-ND1,SLC3A1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	1e-10	38	21	NDUFB10,NDUFB11,NDUFS6,NDUFS4,TIMMDC1,NDUFS7,MT-ND6,MT-CO1,NDUFA6,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-ND3,MT-ND4,MT-ATP6,MT-ND2,MT-CO2,MT-CO3
HP_OPTIC_NEUROPATHY	HP_OPTIC_NEUROPATHY	1e-10	62	27	NDUFB11,CLCN2,NDUFS6,TXN2,CYP27A1,NDUFS4,APOB,TIMMDC1,NDUFS7,MT-ND6,NDUFA13,NDUFA6,AGXT,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-CYB,MT-ND4L,MT-ND3,TMEM53,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_PROXIMAL_TUBULOPATHY	HP_PROXIMAL_TUBULOPATHY	1e-10	49	24	HBB,NDUFA11,NDUFB10,NDUFB11,OCRL,NDUFS6,NDUFS4,TIMMDC1,ETFA,NDUFS7,MT-ND6,MT-CO1,NDUFA6,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-ND3,MT-ND4,MT-ND2,MT-CO2,MT-CO3
HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	1e-10	108	44	NDUFA11,PET100,MDH2,SCO2,NDUFB10,GFM2,SURF1,MRPS34,GLRX5,NDUFB11,COX6B1,NFU1,NDUFS6,COX11,TPK1,TXN2,NDUFB8,NDUFS4,NDUFA8,TIMMDC1,NDUFS7,NDUFA10,COX8A,PDHA1,MT-ND6,MT-CO1,NDUFA6,ATP5PO,SUCLG1,MT-ND5,NDUFB3,NDUFA12,COX14,COX4I1,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,MT-ND3,MT-ND4,MT-ATP6,MT-ND2,MT-CO2,MT-CO3
HP_REDUCED_CONTRAST_SENSITIVITY	HP_REDUCED_CONTRAST_SENSITIVITY	1e-10	16	11	ADGRV1,MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_RETINAL_NERVE_FIBER_EDEMA	HP_RETINAL_NERVE_FIBER_EDEMA	1e-10	15	10	MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_LACTIC_ACIDOSIS	HP_LACTIC_ACIDOSIS	1e-10	187	73	NAXE,COX16,HSD17B10,ISCU,DLD,SDHA,PCCA,FH,PHKB,NDUFA11,PCK2,PET100,SLC52A1,MPC1,SCO2,UQCRFS1,BOLA3,PLPBP,PC,NDUFB10,SURF1,MRPS34,COQ9,PYGL,PHKG2,NDUFB11,COX6B1,ATP5F1E,ETHE1,MLYCD,NFU1,SLC25A3,PCCB,HADHA,NDUFS6,ATP5MK,TPK1,PREPL,GATC,ATP5F1D,NDUFS4,NDUFA8,PPM1B,TIMMDC1,GFER,SQOR,NDUFS7,MICOS13,NDUFA10,TANGO2,COX8A,PDHA1,MT-ND6,NDUFB7,MT-CO1,MRPS7,NDUFA6,SUCLG1,MT-ND5,NDUFB3,NDUFA1,NDUFS3,NDUFAF8,MT-ND1,SLC3A1,MT-CYB,MT-ND3,MT-ND4,MT-ATP6,MT-ATP8,MT-ND2,MT-CO2,MT-CO3
HP_CENTROCECAL_SCOTOMA	HP_CENTROCECAL_SCOTOMA	1e-10	13	10	MT-ND6,MT-CO1,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
HP_LEBER_OPTIC_ATROPHY	HP_LEBER_OPTIC_ATROPHY	1e-10	10	9	MT-ND6,MT-ND5,MT-ND1,MT-CYB,MT-ND4L,MT-ND4,MT-ATP6,MT-ND2,MT-CO3
