"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","SMAD3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.00000000000000","4","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=4; score=4.0863; p=8.1977e-05","rank=29; score=2.3116; p=0.0048798","rank=6; score=4.6666; p=3.0624e-06; direction=Activated"
"2","SMAD4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.00000000000000","8","5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=1271); ARCHS4--Coexpression(rank=1468); GTEx--Coexpression(rank=1505)","370","rank=9; score=3.5239; p=0.00029932","rank=22; score=2.5965; p=0.0025323","rank=8; score=4.1219; p=3.7584e-05; direction=Activated"
"3","ETS1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.33333333333333","2","6","ENCODE--ChIP-seq(rank=69); Enrichr--Queries(rank=153); Literature--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=174); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=312)","376","rank=2; score=4.6133; p=2.4363e-05","rank=12; score=3.4062; p=0.00039248","rank=44; score=2.6369; p=0.0083676; direction=Activated"
"4","TP53","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.33333333333334","1","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=1; score=8.6716; p=2.1303e-09","rank=2; score=5.3392; p=4.5797e-06","rank=82; score=2.1209; p=0.033932; direction=Activated"
"5","VDR","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.66666666666666","23","5","ARCHS4--Coexpression(rank=33); Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=73); Enrichr--Queries(rank=101); GTEx--Coexpression(rank=133)","75","rank=38; score=1.7951; p=0.016029","rank=43; score=1.8442; p=0.014316","rank=23; score=3.131; p=0.0017424; direction=Activated"
"6","STAT1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.00000000000000","5","6","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=56); Literature--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=193); GTEx--Coexpression(rank=253); Enrichr--Queries(rank=876)","412","rank=5; score=3.9727; p=0.00010648","rank=63; score=1.3907; p=0.040673","rank=43; score=2.6551; p=0.0079287; direction=Activated"
"7","PAX5","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.66666666666666","14","5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=92); GTEx--Coexpression(rank=175); Enrichr--Queries(rank=685)","214","rank=81; score=0.89982; p=0.12594","rank=18; score=2.9556; p=0.0011076","rank=14; score=3.4341; p=0.00059444; direction=Activated"
"8","GATA3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.00000000000000","16","6","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=50); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=88)","116","rank=16; score=2.9039; p=0.0012476","rank=71; score=1.2744; p=0.053156","rank=45; score=2.6188; p=0.0088231; direction=Activated"
"9","TFAP2C","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.00000000000000","7","6","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=21); ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=61)","5","rank=7; score=3.5512; p=0.00028106","rank=52; score=1.6971; p=0.020085","rank=76; score=2.1749; p=0.029639; direction=Activated"
"10","ESR1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.33333333333333","3","6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=430); GTEx--Coexpression(rank=735)","229","rank=3; score=4.2797; p=5.2523e-05","rank=5; score=5.1264; p=7.4752e-06","rank=134; score=1.8188; p=0.06894; direction=Activated"
