"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Macrophages_M1_quantiseq","0.0000000000000000007636036145343179","0.39929309040136773","0.000000000000000008399639759877497","18.11713202453113070","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Other_quantiseq","0.0000000031801370037488785057813837","-0.27308533108440364","0.000000017490753520618833436158835","8.49755416973554922","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Tregs_quantiseq","0.0000128546101804274193945677381978","0.20294630689301804","0.000047133570661567199364550689866","4.89094108892047963","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"B_cells_quantiseq","0.0026430097798122165198009270170587","0.14063121446591267","0.007268276894483595429452549296911","2.57790122986464931","**","IOBR::batch_cor","0.003","0.007","**","**"
"T_cells_CD8_quantiseq","0.0416021667728638314120992447442404","0.09556261034715907","0.087279282497008364716251094250765","1.38088404934940434","*","IOBR::batch_cor","0.042","0.087","*","ns"
"T_cells_CD4_quantiseq","0.0476068813620045619416920601452148","0.09291879421702459","0.087279282497008364716251094250765","1.32233026741508919","*","IOBR::batch_cor","0.048","0.087","*","ns"
"Macrophages_M2_quantiseq","0.0628783196986486547785943912458606","-0.08727415295781341","0.098808788097876451561596411465871","1.20149907249274612","+","IOBR::batch_cor","0.063","0.099","ns","ns"
"NK_cells_quantiseq","0.1086330986660369174456874930001504","-0.07531421743107344","0.149370510665800759753096826898400","0.96403783240875573","+","IOBR::batch_cor","0.109","0.149","ns","ns"
"Monocytes_quantiseq","0.2724308297386895394431860495387809","-0.05155833861329851","0.332971014125065023492311411246192","0.56474374687758333","+","IOBR::batch_cor","0.272","0.333","ns","ns"
"Dendritic_cells_quantiseq","0.3441674248781095846183575304166880","-0.04444777655732078","0.378584167365920598591344514716184","0.46323023762604298","+","IOBR::batch_cor","0.344","0.379","ns","ns"
"Neutrophils_quantiseq","0.8105682099141955365695366708678193","0.01126762178234471","0.810568209914195536569536670867819","0.09121043307591707","","IOBR::batch_cor","0.811","0.811","ns","ns"
