"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"INTERSECT_HT55_SW948","1","KLF10","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","CSRNP1,PER1,GPX3,DDIT3,BHLHE40,NR1D1,SGK1"
"INTERSECT_HT55_SW948","2","JUN","0.000622300000000000","GTEx Coexpression,6.223E-4","CSRNP1,PER1,TNXB,DDIT3,BHLHE40,MAFF,ESAM"
"INTERSECT_HT55_SW948","3","ZNF425","0.000712300000000000","Enrichr Queries,7.123E-4","OSER1,LSMEM1,TNFAIP3,SLC2A3,SIPA1L2,NDRG1,DEPP1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,SGK1"
"INTERSECT_HT55_SW948","4","FOSB","0.001229000000000000","ARCHS4 Coexpression,0.001229","CSRNP1,PER1,RGS2,BHLHE40,NLRC5,TNFAIP3,SGK1"
"INTERSECT_HT55_SW948","5","ATF3","0.001245000000000000","GTEx Coexpression,0.001245","CSRNP1,PER1,DDIT3,BHLHE40,MAFF,TNFAIP3,NR1D1"
"INTERSECT_HT55_SW948","6","ZNF442","0.001425000000000000","Enrichr Queries,0.001425","OSER1,CSRNP1,GPX3,TNFAIP3,SLC2A3,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,GBP2,SGK1"
"INTERSECT_HT55_SW948","7","CSRNP1","0.001843000000000000","ARCHS4 Coexpression,0.001843","PER1,THEMIS2,MX2,BHLHE40,TNFAIP3,GBP2,SGK1"
"INTERSECT_HT55_SW948","8","FOS","0.001867000000000000","GTEx Coexpression,0.001867","CSRNP1,PER1,BHLHE40,MAFF,TNFAIP3,TINCR,NR1D1"
"INTERSECT_HT55_SW948","9","ZNF432","0.002137000000000000","Enrichr Queries,0.002137","OSER1,CSRNP1,TNFAIP3,PLOD2,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,SGK1"
"INTERSECT_HT55_SW948","10","ARID5A","0.002457000000000000","ARCHS4 Coexpression,0.002457","CSRNP1,PER1,THEMIS2,MX2,NLRC5,TNFAIP3,GBP2"
"INTERSECT_HT55_SW948","11","NR4A1","0.002489000000000000","GTEx Coexpression,0.002489","CSRNP1,PER1,TNXB,BHLHE40,MAFF"
"INTERSECT_HT55_SW948","12","ZNF697","0.002849000000000000","Enrichr Queries,0.002849","OSER1,CSRNP1,TNFAIP3,PLOD2,SLC2A3,SIPA1L2,AKAP12,NELL2,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,SGK1"
"INTERSECT_HT55_SW948","13","KLF6","0.003071000000000000","ARCHS4 Coexpression,0.003071","CSRNP1,PER1,THEMIS2,BHLHE40,NLRC5,TNFAIP3,SGK1"
"INTERSECT_HT55_SW948","14","MAFF","0.003111000000000000","GTEx Coexpression,0.003111","CSRNP1,PER1,BHLHE40,ESAM,DEPP1"
"INTERSECT_HT55_SW948","15","EGR3","0.003561000000000000","Enrichr Queries,0.003561","OSER1,CSRNP1,GPX3,TNFAIP3,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,BHLHE40,MAFF,HMOX1,CHAC1,GBP2,SGK1"
"INTERSECT_HT55_SW948","16","KLF2","0.003734000000000000","GTEx Coexpression,0.003734","CSRNP1,PER1,TNXB,ESAM,GBP2"
"INTERSECT_HT55_SW948","17","NFIL3","0.004274000000000000","Enrichr Queries,0.004274","OSER1,CSRNP1,TNFAIP3,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,GBP2,SGK1"
"INTERSECT_HT55_SW948","18","KLF4","0.004300000000000000","ARCHS4 Coexpression,0.0043","CSRNP1,PER1,CEACAM7,THEMIS2,BHLHE40,SGK1"
"INTERSECT_HT55_SW948","19","ZBTB21","0.004356000000000000","GTEx Coexpression,0.004356","CSRNP1,PER1,BHLHE40,MAFF,TNFAIP3"
"INTERSECT_HT55_SW948","20","NR4A3","0.004914000000000000","ARCHS4 Coexpression,0.004914","CSRNP1,PER1,THEMIS2,TNFAIP3,GBP2,SGK1"
"INTERSECT_HT55_SW948","21","JUND","0.005600000000000000","GTEx Coexpression,0.0056","CSRNP1,PER1,DDIT3,BHLHE40,MAFF"
"INTERSECT_HT55_SW948","22","HOXB9","0.005698000000000000","Enrichr Queries,0.005698","OSER1,CDKN2B,TNFAIP3,PLOD2,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,CHAC1,SGK1"
"INTERSECT_HT55_SW948","23","HIF1A","0.006098000000000000","Literature ChIP-seq,0.006098","AKAP12,P4HA1,BHLHE40,PLOD2,SLC2A3,NDRG1"
"INTERSECT_HT55_SW948","24","NR4A2","0.006143000000000000","ARCHS4 Coexpression,0.006143","CSRNP1,PER1,RGS2,BHLHE40,TNFAIP3,SGK1"
"INTERSECT_HT55_SW948","25","DDIT3","0.006223000000000000","GTEx Coexpression,0.006223","CSRNP1,SESN2,BHLHE40,MAFF,SLC2A3"
"INTERSECT_HT55_SW948","26","KLF11","0.006410000000000000","Enrichr Queries,0.00641","OSER1,CSRNP1,TNFAIP3,SLC2A3,NR1D1,NDRG1,AKAP12,RGS2,DDIT3,BHLHE40,MAFF,HMOX1,CHAC1,SGK1"
"INTERSECT_HT55_SW948","27","STAT1","0.006734000000000000","ReMap ChIP-seq,0.006734","CSRNP1,PER1,THEMIS2,GPX3,BHLHE40,MAFF,NLRC5,TNFAIP3,HMOX1,NR1D1,DEPP1"
"INTERSECT_HT55_SW948","28","JUNB","0.006845000000000000","GTEx Coexpression,0.006845","CSRNP1,PER1,BHLHE40,MAFF,TNFAIP3"
"INTERSECT_HT55_SW948","29","EGR1","0.007123000000000000","Enrichr Queries,0.007123","CSRNP1,GPX3,TNFAIP3,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,BHLHE40,MAFF,HMOX1,CHAC1,GBP2,SGK1"
"INTERSECT_HT55_SW948","30","ARNTL","0.007371000000000000","ARCHS4 Coexpression,0.007371","THEMIS2,MX2,NLRC5,TNFAIP3,GBP2"
