"Query Name","Rank","TF","Score","Library","Overlapping_Genes","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"INTERSECT_HT55_SW948","1","KLF10","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","CSRNP1,PER1,GPX3,DDIT3,BHLHE40,NR1D1,SGK1","chea3","1","0.000614300000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=137); GTEx--Coexpression(rank=1026)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"INTERSECT_HT55_SW948","2","JUN","0.000622300000000000","GTEx Coexpression,6.223E-4","CSRNP1,PER1,TNXB,DDIT3,BHLHE40,MAFF,ESAM","chea3","2","0.000622300000000000",NA,NA,"","6","GTEx--Coexpression(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=13); Enrichr--Queries(rank=61)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"INTERSECT_HT55_SW948","3","ZNF425","0.000712300000000000","Enrichr Queries,7.123E-4","OSER1,LSMEM1,TNFAIP3,SLC2A3,SIPA1L2,NDRG1,DEPP1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,SGK1","chea3","3","0.000712300000000000",NA,NA,"","3","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=926); ARCHS4--Coexpression(rank=1026)","3","0.000712300000000000","Enrichr Queries,7.123E-4"
"INTERSECT_HT55_SW948","4","FOSB","0.001229000000000000","ARCHS4 Coexpression,0.001229","CSRNP1,PER1,RGS2,BHLHE40,NLRC5,TNFAIP3,SGK1","chea3","4","0.001229000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=8); Enrichr--Queries(rank=15)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"INTERSECT_HT55_SW948","5","ATF3","0.001245000000000000","GTEx Coexpression,0.001245","CSRNP1,PER1,DDIT3,BHLHE40,MAFF,TNFAIP3,NR1D1","chea3","5","0.001245000000000000",NA,NA,"","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=50)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"INTERSECT_HT55_SW948","6","ZNF442","0.001425000000000000","Enrichr Queries,0.001425","OSER1,CSRNP1,GPX3,TNFAIP3,SLC2A3,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,GBP2,SGK1","chea3","6","0.001425000000000000",NA,NA,"","3","Enrichr--Queries(rank=2); GTEx--Coexpression(rank=1455); ARCHS4--Coexpression(rank=1480)","6","0.001425000000000000","Enrichr Queries,0.001425"
"INTERSECT_HT55_SW948","7","CSRNP1","0.001843000000000000","ARCHS4 Coexpression,0.001843","PER1,THEMIS2,MX2,BHLHE40,TNFAIP3,GBP2,SGK1","chea3","7","0.001843000000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=3); GTEx--Coexpression(rank=27)","7","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"INTERSECT_HT55_SW948","8","FOS","0.001867000000000000","GTEx Coexpression,0.001867","CSRNP1,PER1,BHLHE40,MAFF,TNFAIP3,TINCR,NR1D1","chea3","8","0.001867000000000000",NA,NA,"","5","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=3); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=40); ARCHS4--Coexpression(rank=44)","8","0.001867000000000000","GTEx Coexpression,0.001867"
"INTERSECT_HT55_SW948","9","ZNF432","0.002137000000000000","Enrichr Queries,0.002137","OSER1,CSRNP1,TNFAIP3,PLOD2,SLC2A3,NDRG1,AKAP12,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,CHAC1,SGK1","chea3","9","0.002137000000000000",NA,NA,"","3","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=542); ARCHS4--Coexpression(rank=1376)","9","0.002137000000000000","Enrichr Queries,0.002137"
"INTERSECT_HT55_SW948","10","ARID5A","0.002457000000000000","ARCHS4 Coexpression,0.002457","CSRNP1,PER1,THEMIS2,MX2,NLRC5,TNFAIP3,GBP2","chea3","10","0.002457000000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=19)","10","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"INTERSECT_HT55_SW948","11","NR4A1","0.002489000000000000","GTEx Coexpression,0.002489","CSRNP1,PER1,TNXB,BHLHE40,MAFF","chea3","11","0.002489000000000000",NA,NA,"","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=12); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=133)","11","0.002489000000000000","GTEx Coexpression,0.002489"
"INTERSECT_HT55_SW948","12","ZNF697","0.002849000000000000","Enrichr Queries,0.002849","OSER1,CSRNP1,TNFAIP3,PLOD2,SLC2A3,SIPA1L2,AKAP12,NELL2,RGS2,DDIT3,SESN2,BHLHE40,MAFF,HMOX1,SGK1","chea3","12","0.002849000000000000",NA,NA,"","3","Enrichr--Queries(rank=4); GTEx--Coexpression(rank=388); ARCHS4--Coexpression(rank=755)","12","0.002849000000000000","Enrichr Queries,0.002849"
"INTERSECT_HT55_SW948","13","KLF6","0.003071000000000000","ARCHS4 Coexpression,0.003071","CSRNP1,PER1,THEMIS2,BHLHE40,NLRC5,TNFAIP3,SGK1","chea3","13","0.003071000000000000",NA,NA,"","4","ARCHS4--Coexpression(rank=5); ReMap--ChIP-seq(rank=44); GTEx--Coexpression(rank=59); Enrichr--Queries(rank=62)","13","0.003071000000000000","ARCHS4 Coexpression,0.003071"
