"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","KLF5","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.00000000000000","3","5","Enrichr--Queries(rank=2); GTEx--Coexpression(rank=8); ARCHS4--Coexpression(rank=9); Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=83)","5","rank=49; score=1.3608; p=0.043566","rank=5; score=0.001425","rank=3; score=7.179; direction=Repressed"
"2","ELF3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.66666666666667","14","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=14); ARCHS4--Coexpression(rank=26); Enrichr--Queries(rank=42)","14","rank=20; score=2.1022; p=0.007903","rank=14; score=0.003367","rank=58; score=2.4304; direction=Repressed"
"3","GRHL2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","34.66666666666666","3","5","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=27); Literature--ChIP-seq(rank=119)","3","rank=4; score=4.0201; p=9.5483e-05","rank=3; score=0.0007123","rank=97; score=1.6215; direction=Repressed"
"4","SNAI2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","38.66666666666666","1","4","ARCHS4--Coexpression(rank=1); ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=115); GTEx--Coexpression(rank=182)","1","rank=91; score=0.69545; p=0.20163","rank=1; score=0.0006143","rank=24; score=3.5914; direction=Activated"
"5","TEAD1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","43.33333333333334","3","4","ReMap--ChIP-seq(rank=3); ARCHS4--Coexpression(rank=58); Enrichr--Queries(rank=163); GTEx--Coexpression(rank=609)","40","rank=3; score=4.3118; p=4.8778e-05","rank=40; score=0.0101","rank=87; score=1.7953; direction=Activated"
"6","KLF6","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.00000000000000","10","4","ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=236); GTEx--Coexpression(rank=801); ARCHS4--Coexpression(rank=909)","55","rank=79; score=0.93063; p=0.11732","rank=55; score=0.01347","rank=10; score=4.5367; direction=Repressed"
"7","HNF1B","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","61.33333333333334","25","3","ReMap--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=11); Enrichr--Queries(rank=464)","25","rank=108; score=0.61776; p=0.24113","rank=25; score=0.006734","rank=51; score=2.6369; direction=Activated"
"8","HIF1A","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.66666666666667","2","5","ARCHS4--Coexpression(rank=8); ReMap--ChIP-seq(rank=42); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=306); Enrichr--Queries(rank=649)","18","rank=2; score=4.3245; p=4.737e-05","rank=18; score=0.004914","rank=171; score=0.75002; direction=Repressed"
"9","TP63","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.66666666666667","28","5","ARCHS4--Coexpression(rank=12); Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=56); GTEx--Coexpression(rank=58); Enrichr--Queries(rank=72)","28","rank=62; score=1.1416; p=0.072173","rank=28; score=0.007371","rank=104; score=1.5516; direction=Repressed"
"10","ZEB1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.00000000000000","7","5","ENCODE--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=34); Enrichr--Queries(rank=71); GTEx--Coexpression(rank=125); ReMap--ChIP-seq(rank=269)","85","rank=130; score=0.5235; p=0.29957","rank=85; score=0.02088","rank=7; score=4.6296; direction=Activated"
