"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"E2F4","E2F4","27/73","0.00003256046993800357","0.008791326883260965","0","0","2.8878749128109740","29.83871220212300912067","LIN54;CEBPG;FHL2;SLC3A2;TTK;BRCA1;LIN9;DBF4B;HDAC8;NR2E3;LDHA;TRIM28;CHEK1;PBK;E2F1;RAD54L;MYBL2;SMAD3;ATAD2;HCFC1;CCNA2;RNF144A;RBL1;TFDP1;TDP1;CDK1;ID3"
"MYC","MYC","205/957","0.00014765726271652395","0.019933730466730738","0","0","1.3557635514829549","11.95867070785870467375","TONSL;HNRNPU;IKZF2;SMC3;SMC4;SMC2;LGALS1;TRIM28;SNRPD2;DHX58;LONP1;FBXO5;SKP2;TMPO;CDK5RAP2;PDK1;RUNX2;NUP93;TIAM1;PRKAR1B;CYP2U1;SCO2;PADI2;TFAM;KIF20B;TRIB1;NEIL1;PRR11;GCDH;NUP205;SET;NECAB3;SDC4;PRKDC;TXK;IQGAP3;HSPH1;PCBP1;RAD21;LCN12;ZNF703;ARSB;SEC31B;EXPH5;XRCC6;PLK1;RASSF7;CDC6;FOSL2;CCT6A;PARP10;ANLN;POLA1;HNRNPF;NDUFAF3;HBP1;MAGED2;ATM;HNRNPC;FERMT3;TP73;TOP2A;SUV39H1;NCAPG2;KIF12;CTCF;BRCA1;MED14;TUBA1B;CHAF1B;TUBA1A;DHX15;PBK;CTSD;CEP55;HELLS;TUBB;ACTL6A;TUBG1;SIRT2;KAT2B;TCP1;ANGPTL4;KANK2;MTHFD1L;BRD8;XDH;CCT5;GPR158;CENPV;CDKN2B;PTGES2;NFYB;ATAD2;MOK;SORBS1;CENPO;NCAPD3;TRIP13;NEK11;SAMD9L;RIF1;NUP188;CSE1L;RPP30;KNDC1;YEATS4;MYLK3;FBL;TUBB6;PLAU;PIM1;NEK2;KPNA2;MAP3K5;FOXP1;MSH6;FRMD6;OBSCN;MSH2;FANCD2;DENND6B;SNRPF;SQSTM1;TRABD2A;CBFB;SLC1A4;ACACB;CALD1;ZC3H18;ECT2;ATP6V1D;FANCI;NEK9;SDF2L1;SMAD3;FANCM;NUP153;IGF2R;KIF18A;DIAPH3;CDK2;NABP2;BCL2;CDK1;TPP1;TUBGCP4;DYNLRB1;MXD1;KDM5B;MAST4;MCM7;CDCA7L;FHL2;YBX1;DUSP15;CHTF18;PTBP1;SPEG;LBR;POLE;RFC5;KLF10;GPX2;RFC3;RFC4;RFC2;AXIN1;CTPS1;NAV2;SMC1A;ASPM;PKM;RBL1;ELF3;EHHADH;MCM3;MCM4;PFDN2;SHANK2;CEBPB;LEF1;CXXC1;DENND3;TTN;HSPD1;CECR2;MAPK8;TAF1B;POLD1;BUB1;HNRNPA0;RRM1;IDH3G;LIMK2;AHNAK2;NAP1L1;USP28;ASS1;MAPK10;MYO1B;WEE1;CD6;PRC1;TAF5"
"POLE","POLE","10/18","0.00022635656571864821","0.020372090914678339","0","0","6.1332397280520246","51.47872867596478130281","POLE4;POLA1;PCNA;PRIM1;POLE2;GINS4;POLE3;TIMELESS;MDM2;TOPBP1"
"CHD1","CHD1","22/65","0.00071395056981576107","0.048191663462563872","0","0","2.5139734948569536","18.21297580379361136238","RFC5;NUP188;RMI1;ODC1;MED8;ARRB1;ISG15;CDC6;SSRP1;SMC3;RPF2;CENPA;POU5F1;SAP30;CDC20;DSN1;LSM7;SRSF3;BUB3;TAF5;GBP2;MCM2"
"AIRE","AIRE","22/68","0.00140693533504055541","0.075974508092189988","0","0","2.3495930764964590","15.42823043553602957445","TOP2A;SUPT16H;PCNA;PARP1;PRKDC;PIK3R1;SSRP1;SMC3;SMC1A;LMNB1;NUP93;MSH6;TRIM28;MSH2;NASP;RAD21;SRSF3;MCM5;SNRPD3;MCM6;SNRPB;MCM2"
"BCLAF1","BCLAF1","18/54","0.00255610603914047108","0.115024771761321198","0","0","2.4549629629629628","14.65433739676719682166","BARD1;TIPIN;PAXIP1;DMRT2;EIF4A3;ARRB1;ARRB2;CDC6;LEMD3;ESR2;SFPQ;MAPK8;GRK5;MAGOH;CDK2;BCL2;CDK1;MAD2L1"
"E2F1","E2F1","34/126","0.00309707745178360158","0.119458701711653195","0","0","1.8170198169745135","10.49746199219903353139","BTG3;DNMT1;CDKN1A;PRKDC;LEF1;FHL2;TTK;BRCA1;HDAC8;TRIM28;CHEK2;CHEK1;MYBL2;TOPBP1;SKP2;CDT1;PARP1;PLK2;ATAD2;PA2G4;HCFC1;CCNA2;RNF144A;KAT2B;MAPK11;TFDP1;RBL1;SP2;SP4;CDK2;MDM2;CDK1;ATM;TRIM16"
"CDKN2AIP","CDKN2AIP","7/14","0.00454057729088464847","0.153244483567356898","0","0","4.9025398700531602","26.44773732012379952039","BARD1;MDC1;RAD21;DHX58;MDM2;GGH;BRCA1"
"SIRT6","SIRT6","7/15","0.00727821318565314429","0.218346395569594315","0","0","4.2894639692852925","21.11647301190173564578","XRCC6;FAF1;UBE2D1;VIM;CCNDBP1;SKP2;POU5F1"
"TP53","TP53","129/628","0.01002179885643591541","0.223267538467079391","0","0","1.2757942355298832","5.87247151820573964898","MDC1;CSE1L;GFI1;UBE2D1;ETS1;EFEMP2;TRIM28;PTTG1;CHEK2;CHEK1;RCC1;KAT8;KPNA2;SNRPN;S100A2;DAPK1;IGFBP3;VRK1;VRK2;CDC25C;MSH6;MSH2;HNRNPUL1;TEP1;SERPING1;S100A4;MYL9;DNMT1;BLM;PRKDC;COX17;ZBTB2;NUAK1;GRK5;ZMAT3;PCDHA4;ECT2;PPARGC1A;HEXIM1;TOE1;BARD1;PLK3;EGR1;XRCC6;SMAD3;SIVA1;PLK2;PLK1;SIAH1;DHFR;NFKBIA;COPS3;POLA1;CDK2;BHLHE40;SNAI1;MDM2;BCL2;CDK1;TADA1;MAGED2;ATM;SAE1;TP73;TOP2A;BTG2;CDKN1A;HMGB2;BRCA1;HMGB1;YBX1;BRCA2;ING4;ING2;PBK;TK1;GPX2;PARP1;ANXA3;ACTL6A;MSL2;AXIN1;SIRT2;CCNA2;KAT2B;ASPM;TFDP1;RRM2B;PAFAH1B3;DTL;CEBPB;PCNA;PRIM1;USP11;TTK;PTGS2;AURKB;AURKA;HSPD1;MUC1;MAPK8;TAF1B;TP53INP1;RNF39;E2F1;STAT6;BRD8;MSX1;TAF9B;DYNC1I1;CCT5;WWOX;CA11;NPM1;CDKN2C;RRM2;NFYB;RPA1;NAP1L1;CFLAR;MAPK12;MAPK10;MAPK11;TTLL5;RAD51;RFWD3;AGBL2;BAX;TAF5"
