"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","MVL_CRC29","ALL_6_METHODS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","136","10","results/ngs/GSE310664/TF_summary/deg/MVL_CRC29/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv"
