"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","8.67090298247495994","-8.67090298247495994","0.000000000000000004287068762709637","MVL_TOR10=-8.671","Repressed","1","collectri","1","8.67090298247495994",NA,"6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","0.01010000000000000","ReMap ChIP-seq,0.0101"
"E2F1","6.37600584495982492","-6.37600584495982492","0.000000000181765991272951044314040","MVL_TOR10=-6.376","Repressed","2","collectri","2","6.37600584495982492",NA,"6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","0.00311100000000000","GTEx Coexpression,0.003111"
"HNF1A","5.52295468459460004","5.52295468459460004","0.000000033334573253917819379256655","MVL_TOR10=5.523","Activated","3","collectri","3","5.52295468459460004",NA,"3","GTEx--Coexpression(rank=339); ARCHS4--Coexpression(rank=423); Enrichr--Queries(rank=634)","743","0.21099999999999999","GTEx Coexpression,0.211"
"SRSF2","4.61635417209107413","-4.61635417209107413","0.000003905402237503485151281709675","MVL_TOR10=-4.616","Repressed","4","collectri","4","4.61635417209107413",NA,"0","",NA,NA,NA
"OLIG2","4.27668371296412975","-4.27668371296412975","0.000018969801800743398267077091668","MVL_TOR10=-4.277","Repressed","5","collectri","5","4.27668371296412975",NA,"4","Literature--ChIP-seq(rank=98); Enrichr--Queries(rank=809); GTEx--Coexpression(rank=1061); ARCHS4--Coexpression(rank=1182)","1430","0.57620000000000005","Enrichr Queries,0.5762"
"CDX2","4.02699511249258801","4.02699511249258801","0.000056494206410494150164425947169","MVL_TOR10=4.027","Activated","6","collectri","6","4.02699511249258801",NA,"5","ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=1021)","181","0.04853000000000000","ARCHS4 Coexpression,0.04853"
"DMTF1","3.90175628875086478","-3.90175628875086478","0.000095497279980543033073292491508","MVL_TOR10=-3.902","Repressed","7","collectri","7","3.90175628875086478",NA,"3","Enrichr--Queries(rank=527); ARCHS4--Coexpression(rank=1143); GTEx--Coexpression(rank=1252)","1141","0.37540000000000001","Enrichr Queries,0.3754"
"TP53","3.77837719099327618","-3.77837719099327618","0.000157853664420056307750306334725","MVL_TOR10=-3.778","Repressed","8","collectri","8","3.77837719099327618",NA,"5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","0.01351000000000000","ARCHS4 Coexpression,0.01351"
"NFE2L1","3.57867005945042616","3.57867005945042616","0.000345347121255225016425716155766","MVL_TOR10=3.579","Activated","9","collectri","9","3.57867005945042616",NA,"4","ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=1044); GTEx--Coexpression(rank=1350); ARCHS4--Coexpression(rank=1604)","1560","0.74360000000000004","Enrichr Queries,0.7436"
"MEIS1","3.57047971927901742","3.57047971927901742","0.000356328043847101399565352464194","MVL_TOR10=3.57","Activated","10","collectri","10","3.57047971927901742",NA,"5","Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=205); Enrichr--Queries(rank=1088); GTEx--Coexpression(rank=1102); ARCHS4--Coexpression(rank=1416)","1532","0.68569999999999998","GTEx Coexpression,0.6857"
