Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.00e-10	35	0.3977	0	0	1	0	keep	itself		True	HLA-DQB1,KIR3DL1,KLRC2,CD8B,HLA-DRB1,KLRD1,CD8A,HLA-DQA1,IFNA6,HLA-A,KLRC4,KLRC1,B2M,TAP1,HLA-C,KIR2DL4,KLRC3,IFI30,HLA-F,HLA-DMB
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.00e-10	57	0.4101	0	0	1	0	keep	itself		True	HLA-DQB1,HLA-DRB1,FCGR3A,HLA-DQA1,H4C2,IFNG,H2BC9,C2,H2AC18,H2AC19,H2BC5,H2AC11,H3C12,H2AC6,H2AC20,FCGR3B,H2AC12,H2BC13,CD80,C8G
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	2.33e-10	29	0.5273	0	0	1	0	keep	itself		True	UGT1A3,UGT1A5,UGT1A7,UGT1A9,UGT1A6,UGT1A4,AKR1C3,UGT1A1,HSD17B2,AKR1D1,UGT2B15,AKR1C4,UGT1A10,UGT1A8,SRD5A1,SRD5A2,CYP11B2,HSD3B2,UGT2B28,HSD3B1
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	9.12e-10	15	0.6	18	14	0.0068	0.0096	keep	KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	True	UGT1A3,UGT1A5,UGT1A7,UGT1A9,UGT1A6,UGT1A4,UGT1A1,UGT2B15,UGT1A10,UGT1A8,UGT2B28,UGT2B4,UGT2B10,UGDH,UGT2A3
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	1.41e-09	24	0.375	23	13	0.0189	0.4196	exclude	KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	False	CYP2C19,CYP2B6,CYP2C9,CYP2C18,DHRS9,UGT1A3,UGT1A5,ADH1C,UGT1A7,UGT1A9,UGT1A6,UGT1A4,CYP2C8,UGT1A1,UGT2B15,UGT1A10,UGT1A8,UGT2B28,UGT2B4,ADH6
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	3.14e-09	23	0.4792	0	0	1	0	keep	itself		True	HLA-DQB1,IL6,HLA-DRB1,HLA-DQA1,AICDA,ICOS,CXCR4,IL4,TNFRSF13C,CD80,IL15RA,ITGB7,IL15,HLA-DMB,CCL28,HLA-DRA,ITGA4,CD86,CD28,IL10
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	3.75e-09	26	0.7027	20	15	0.3729	3.46e-04	keep	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	True	HLA-DQB1,HLA-DRB1,HLA-DQA1,IFNG,HLA-A,IL4,FASLG,HLA-C,CD80,HLA-F,HLA-DMB,HLA-DRA,GZMB,HLA-B,CD86,CD28,IL12B,IL10,HLA-G,HLA-DOB
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	3.87e-09	23	0.3194	22	13	0.0015	0.3104	exclude	KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	False	CYP2C19,CYP2B6,CYP2C9,CYP2C18,UGT1A3,UGT1A5,ADH1C,UGT1A7,UGT1A9,UGT1A6,UGT1A4,FMO4,CYP2C8,UGT1A1,UGT2B15,UGT1A10,UGT1A8,UGT2B28,UGT2B4,ADH6
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	7.19e-09	40	0.5556	0	0	1	0	keep	itself		True	FOS,JUN,HLA-DQB1,HLA-DRB1,FCGR3A,HLA-DQA1,PTGS2,IL1B,IFNG,IL4,FCGR3B,IFNGR2,STAT1,IL1A,NCF1,MAPK13,FCGR1A,TLR4,NCF4,HLA-DMB
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE	7.20e-09	24	0.5854	30	18	0.5134	1	keep	KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	False	HLA-DQB1,KIR3DL1,IL6,HLA-DRB1,KLRD1,HLA-DQA1,IL1B,IFNG,HLA-A,KLRC1,FASLG,HLA-C,CD80,IL1A,HLA-F,HLA-DMB,HLA-DRA,GZMB,HLA-B,CD86
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.76e-08	24	0.3429	28	15	0.006	0.5565	exclude	KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	False	CYP2C19,CYP2B6,CYP2C9,CYP2C18,UGT1A3,UGT1A5,ADH1C,UGT1A7,UGT1A9,UGT1A6,UGT1A4,CYP2C8,AKR1C3,UGT1A1,DHDH,UGT2B15,AKR1C4,UGT1A10,UGT1A8,UGT2B28
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	5.22e-08	41	0.2993	0	0	1	0	keep	itself		True	KIR3DL1,KLRC2,KLRK1,KLRD1,FCGR3A,IFNG,CD244,IFNA6,HLA-A,CHP1,PPP3R2,CHP2,KLRC1,ULBP3,FASLG,HLA-C,FCGR3B,KIR2DL4,SH2D1A,KLRC3
