"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F1","HVL_TOR10","9.8143720926468276389","0.0000000001533302724454015","E2F1","1","trrust","1","9.8143720926468276389","0.0000000001533302724454015",NA,"","6","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=6); GTEx--Coexpression(rank=7); ENCODE--ChIP-seq(rank=9); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=19)","12","0.004274000000000000","Enrichr Queries,0.004274"
"ora","E2F4","HVL_TOR10","8.2912616417116211665","0.0000000051137366447762328","E2F4","2","trrust","2","8.2912616417116211665","0.0000000051137366447762328",NA,"","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=81); ARCHS4--Coexpression(rank=811); GTEx--Coexpression(rank=1127)","27","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"ora","TP53","HVL_TOR10","6.9222460317370932970","0.0000001196062759013527309","TP53","3","trrust","3","6.9222460317370932970","0.0000001196062759013527309",NA,"","5","ARCHS4--Coexpression(rank=13); Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=149); GTEx--Coexpression(rank=168); Enrichr--Queries(rank=271)","26","0.007985000000000001","ARCHS4 Coexpression,0.007985"
"ora","ESR1","HVL_TOR10","5.1440308236811560505","0.0000071774334824040798207","ESR1","4","trrust","4","5.1440308236811560505","0.0000071774334824040798207",NA,"","6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=107); ARCHS4--Coexpression(rank=295); Enrichr--Queries(rank=423); GTEx--Coexpression(rank=894)","428","0.109799999999999995","Literature ChIP-seq,0.1098"
"ora","SRY","HVL_TOR10","4.9548795348188470200","0.0000110948252232237316536","SRY","5","trrust","5","4.9548795348188470200","0.0000110948252232237316536",NA,"","4","Literature--ChIP-seq(rank=10); GTEx--Coexpression(rank=702); Enrichr--Queries(rank=884); ARCHS4--Coexpression(rank=1572)","244","0.060979999999999999","Literature ChIP-seq,0.06098"
"ora","TFDP1","HVL_TOR10","3.8836870212554570614","0.0001307112532756499808251","TFDP1","6","trrust","6","3.8836870212554570614","0.0001307112532756499808251",NA,"","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=19); ReMap--ChIP-seq(rank=20)","8","0.002489000000000000","GTEx Coexpression,0.002489"
"ora","SP1","HVL_TOR10","3.6347786543325146802","0.0002318576051125785064504","SP1","7","trrust","7","3.6347786543325146802","0.0002318576051125785064504",NA,"","5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=60); GTEx--Coexpression(rank=449); Enrichr--Queries(rank=1061); ARCHS4--Coexpression(rank=1310)","338","0.084750000000000006","ENCODE ChIP-seq,0.08475"
"ora","MYC","HVL_TOR10","3.6291250527635741108","0.0002348956354094004360562","MYC","8","trrust","8","3.6291250527635741108","0.0002348956354094004360562",NA,"","6","Literature--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=106); Enrichr--Queries(rank=108); ARCHS4--Coexpression(rank=654); GTEx--Coexpression(rank=1145)","312","0.076920000000000002","Enrichr Queries,0.07692"
"ora","CDX2","HVL_TOR10","2.8316726482113776520","0.0014734226842064703996704","CDX2","9","trrust","9","2.8316726482113776520","0.0014734226842064703996704",NA,"","5","ARCHS4--Coexpression(rank=46); GTEx--Coexpression(rank=60); Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=719)","111","0.028260000000000000","ARCHS4 Coexpression,0.02826"
"ora","MYCN","HVL_TOR10","2.7939523558044334628","0.0016071175518751583399801","MYCN","10","trrust","10","2.7939523558044334628","0.0016071175518751583399801",NA,"","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=38); ReMap--ChIP-seq(rank=84); Enrichr--Queries(rank=132); GTEx--Coexpression(rank=698)","88","0.023340000000000000","ARCHS4 Coexpression,0.02334"
"ora","FOXM1","HVL_TOR10","2.7727565860807281695","0.0016874985717124897990904","FOXM1","11","trrust","11","2.7727565860807281695","0.0016874985717124897990904",NA,"","6","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=4)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"ora","RBMX","HVL_TOR10","2.5528490133982861821","0.0027999545812478496623066","RBMX","12","trrust","12","2.5528490133982861821","0.0027999545812478496623066",NA,"","0","",NA,NA,NA
"ora","YBX1","HVL_TOR10","2.5474909138894812344","0.0028347129394368964123985","YBX1","13","trrust","13","2.5474909138894812344","0.0028347129394368964123985",NA,"","3","ARCHS4--Coexpression(rank=198); Enrichr--Queries(rank=1155); GTEx--Coexpression(rank=1318)","464","0.121600000000000000","ARCHS4 Coexpression,0.1216"
"ora","AHR","HVL_TOR10","2.5418793933947552155","0.0028715779285147626301300","AHR","14","trrust","14","2.5418793933947552155","0.0028715779285147626301300",NA,"","5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=510); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=1311)","963","0.286600000000000021","Literature ChIP-seq,0.2866"
"ora","SOX2","HVL_TOR10","2.5418793933947552155","0.0028715779285147626301300","SOX2","15","trrust","15","2.5418793933947552155","0.0028715779285147626301300",NA,"","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=226); ARCHS4--Coexpression(rank=420); Enrichr--Queries(rank=539); GTEx--Coexpression(rank=677)","67","0.018290000000000001","Literature ChIP-seq,0.01829"
"ora","NR1I2","HVL_TOR10","2.5354985796380193896","0.0029140796652653640393116","NR1I2","16","trrust","16","2.5354985796380193896","0.0029140796652653640393116",NA,"","4","ARCHS4--Coexpression(rank=68); GTEx--Coexpression(rank=140); Literature--ChIP-seq(rank=148); Enrichr--Queries(rank=362)","165","0.041770000000000002","ARCHS4 Coexpression,0.04177"
"ora","REST","HVL_TOR10","2.2982879569777492357","0.0050316687565534401124778","REST","17","trrust","17","2.2982879569777492357","0.0050316687565534401124778",NA,"","6","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=54); GTEx--Coexpression(rank=109); ARCHS4--Coexpression(rank=187); Enrichr--Queries(rank=1197)","275","0.067830000000000001","GTEx Coexpression,0.06783"
"ora","SREBF2","HVL_TOR10","2.2393785199733127200","0.0057626398748471287236672","SREBF2","18","trrust","18","2.2393785199733127200","0.0057626398748471287236672",NA,"","6","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=95); Literature--ChIP-seq(rank=135); GTEx--Coexpression(rank=192); Enrichr--Queries(rank=995); ARCHS4--Coexpression(rank=1252)","459","0.119499999999999995","GTEx Coexpression,0.1195"
"ora","E2F3","HVL_TOR10","2.1321241536066994904","0.0073769331246454818845626","E2F3","19","trrust","19","2.1321241536066994904","0.0073769331246454818845626",NA,"","3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=28); GTEx--Coexpression(rank=1222)","36","0.011060000000000000","ARCHS4 Coexpression,0.01106"
"ora","TCF4","HVL_TOR10","2.1110127221205146064","0.0077443911123286400879917","TCF4","20","trrust","20","2.1110127221205146064","0.0077443911123286400879917",NA,"","5","ReMap--ChIP-seq(rank=75); Literature--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=894); Enrichr--Queries(rank=955); GTEx--Coexpression(rank=1257)","874","0.252500000000000002","ReMap ChIP-seq,0.2525"
"ora","ERG","HVL_TOR10","1.8714619791183912945","0.0134442946136477167046186","ERG","21","trrust","21","1.8714619791183912945","0.0134442946136477167046186",NA,"","5","ReMap--ChIP-seq(rank=94); Literature--ChIP-seq(rank=105); GTEx--Coexpression(rank=802); Enrichr--Queries(rank=1007); ARCHS4--Coexpression(rank=1290)","1032","0.316500000000000004","ReMap ChIP-seq,0.3165"
"ora","GLI1","HVL_TOR10","1.7966535465212394307","0.0159715274959167791157810","GLI1","22","trrust","22","1.7966535465212394307","0.0159715274959167791157810",NA,"","4","Literature--ChIP-seq(rank=115); GTEx--Coexpression(rank=358); Enrichr--Queries(rank=495); ARCHS4--Coexpression(rank=645)","786","0.222799999999999998","GTEx Coexpression,0.2228"
"ora","BRCA1","HVL_TOR10","1.7461957107547507739","0.0179392502908206873113439","BRCA1","23","trrust","23","1.7461957107547507739","0.0179392502908206873113439",NA,"","0","",NA,NA,NA
"ora","ATF5","HVL_TOR10","1.6765745545800243566","0.0210584036199949406475973","ATF5","24","trrust","24","1.6765745545800243566","0.0210584036199949406475973",NA,"","3","Enrichr--Queries(rank=169); GTEx--Coexpression(rank=371); ARCHS4--Coexpression(rank=785)","461","0.120399999999999993","Enrichr Queries,0.1204"
"ora","PPARA","HVL_TOR10","1.6152303196845261279","0.0242532353050197643784536","PPARA","25","trrust","25","1.6152303196845261279","0.0242532353050197643784536",NA,"","3","Enrichr--Queries(rank=544); GTEx--Coexpression(rank=610); ARCHS4--Coexpression(rank=969)","1154","0.379599999999999993","GTEx Coexpression,0.3796"
"ora","SRF","HVL_TOR10","1.6041537612303693461","0.0248797629850876465817944","SRF","26","trrust","26","1.6041537612303693461","0.0248797629850876465817944",NA,"","6","ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=555); GTEx--Coexpression(rank=562); ARCHS4--Coexpression(rank=1490)","1095","0.349700000000000011","GTEx Coexpression,0.3497"
"ora","CHD8","HVL_TOR10","1.5795909947501056703","0.0263274626457873778262453","CHD8","27","trrust","27","1.5795909947501056703","0.0263274626457873778262453",NA,"","0","",NA,NA,NA
"ora","RBL1","HVL_TOR10","1.5795909947501056703","0.0263274626457873778262453","RBL1","28","trrust","28","1.5795909947501056703","0.0263274626457873778262453",NA,"","0","",NA,NA,NA
"ora","USF1","HVL_TOR10","1.5629056768961524515","0.0273586285555752657672191","USF1","29","trrust","29","1.5629056768961524515","0.0273586285555752657672191",NA,"","5","ReMap--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=59); GTEx--Coexpression(rank=538); ARCHS4--Coexpression(rank=815); Enrichr--Queries(rank=964)","509","0.134699999999999986","ReMap ChIP-seq,0.1347"
"ora","FOXA1","HVL_TOR10","1.5505284141994881697","0.0281495583749197357537053","FOXA1","30","trrust","30","1.5505284141994881697","0.0281495583749197357537053",NA,"","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=37); GTEx--Coexpression(rank=156); ReMap--ChIP-seq(rank=232); ARCHS4--Coexpression(rank=325); Enrichr--Queries(rank=329)","382","0.097080000000000000","GTEx Coexpression,0.09708"
"ora","PPARG","HVL_TOR10","1.5049705991002058081","0.0312629100383860838996419","PPARG","31","trrust","31","1.5049705991002058081","0.0312629100383860838996419",NA,"","5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=132); Enrichr--Queries(rank=214); ARCHS4--Coexpression(rank=793); GTEx--Coexpression(rank=849)","576","0.152400000000000008","Enrichr Queries,0.1524"
"ora","EP300","HVL_TOR10","1.4794970723417442127","0.0331514804606029556133251","EP300","32","trrust","32","1.4794970723417442127","0.0331514804606029556133251",NA,"","0","",NA,NA,NA
"ora","RB1","HVL_TOR10","1.4781347849954376006","0.0332556327116350289307967","RB1","33","trrust","33","1.4781347849954376006","0.0332556327116350289307967",NA,"","0","",NA,NA,NA
"ora","GATA6","HVL_TOR10","1.4751596620323044196","0.0334842316632911335405609","GATA6","34","trrust","34","1.4751596620323044196","0.0334842316632911335405609",NA,"","5","Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=228); Enrichr--Queries(rank=461); GTEx--Coexpression(rank=462)","533","0.140000000000000013","ARCHS4 Coexpression,0.14"
