"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.000000000000000","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=76); ARCHS4--Coexpression(rank=209); GTEx--Coexpression(rank=1015)","33","rank=1; score=29.935; p=1.1618e-30","rank=1; score=11.641; direction=Repressed","rank=1; score=12.111; p=9.224e-34; direction=Repressed"
"2","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.333333333333333","2","6","GTEx--Coexpression(rank=2); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=15); ENCODE--ChIP-seq(rank=21)","4","rank=3; score=8.1156; p=7.6633e-09","rank=2; score=6.457; direction=Repressed","rank=2; score=4; p=6.334e-05; direction=Repressed"
"3","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.666666666666666","5","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=85); ARCHS4--Coexpression(rank=116); GTEx--Coexpression(rank=471)","156","rank=15; score=1.5606; p=0.027502","rank=6; score=4.3959; direction=Repressed","rank=5; score=3.3494; p=0.00080993; direction=Repressed"
"4","E2F3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.333333333333334","8","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=28); GTEx--Coexpression(rank=1226)","56","rank=10; score=1.9356; p=0.011599","rank=8; score=4.0385; direction=Repressed","rank=10; score=3.1072; p=0.0018886; direction=Repressed"
"5","FOXM1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.333333333333329","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=5)","2","rank=2; score=11.004; p=9.9145e-12","rank=4; score=4.6652; direction=Repressed","rank=112; score=1.4753; p=0.14014; direction=Repressed"
"6","MYBL2","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.000000000000000","5","6","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); ENCODE--ChIP-seq(rank=10); GTEx--Coexpression(rank=12)","5","rank=5; score=3.4378; p=0.00036496","rank=80; score=1.7071; direction=Repressed","rank=38; score=1.8673; p=0.061866; direction=Repressed"
"7","E2F2","DoRothEA;VIPER;CollecTRI","4","DoRothEA;ChEA3;VIPER;CollecTRI","47.666666666666671","3","3","ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=493)","12","rank=11; score=1.8723; p=0.013419","rank=3; score=5.0562; direction=Repressed","rank=129; score=1.3962; p=0.16265; direction=Repressed"
"8","MEF2A","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.000000000000000","32","6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=135); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=1164); ARCHS4--Coexpression(rank=1192); Enrichr--Queries(rank=1297)","1567","rank=57; score=0.42467; p=0.37612","rank=32; score=2.4678; direction=Activated","rank=73; score=1.6049; p=0.10852; direction=Activated"
"9","TP53","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.000000000000000","4","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=84); GTEx--Coexpression(rank=96); Enrichr--Queries(rank=105); ReMap--ChIP-seq(rank=125)","45","rank=4; score=4.0473; p=8.9682e-05","rank=54; score=2.1163; direction=Activated","rank=107; score=1.4968; p=0.13445; direction=Repressed"
"10","RUNX1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.666666666666664","35","5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=757); GTEx--Coexpression(rank=853); Enrichr--Queries(rank=1167)","1315","rank=35; score=0.62501; p=0.23713","rank=91; score=1.5688; direction=Activated","rank=44; score=1.8422; p=0.065452; direction=Activated"
