"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","E2F1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.00","1","6","GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=194)","13","rank=2; score=12.203; p=6.2715e-13","rank=13; score=0.003734","rank=4; score=165.53; p=4.7122e-12; adjP=1.72e-09","rank=1; score=11.327; p=4.7138e-12"
"2","FOXM1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.25","2","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=8)","7","rank=5; score=5.4916; p=3.2241e-06","rank=7; score=0.001867","rank=2; score=236.25; p=2.2677e-16; adjP=1.7007e-13","rank=7; score=4.6194; p=2.4021e-05"
"3","E2F4","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.75","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=1305); ARCHS4--Coexpression(rank=1318)","17","rank=1; score=17.982; p=1.0416e-18","rank=17; score=0.006098","rank=1; score=471.78; p=9.9137e-39; adjP=1.031e-36","rank=4; score=5.9422; p=1.1424e-06"
"4","TP53","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.25","3","5","ARCHS4--Coexpression(rank=14); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=493)","28","rank=3; score=8.326; p=4.7211e-09","rank=28; score=0.0086","rank=3; score=61.895; p=2.3487e-07; adjP=2.8576e-05","rank=3; score=6.6291; p=2.349e-07"
"5","TFDP1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.75","2","4","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=29); ReMap--ChIP-seq(rank=59)","2","rank=9; score=4.3268; p=4.712e-05","rank=2; score=0.0006223","rank=22; score=284.53; p=1.5966e-05; adjP=0.00072844","rank=6; score=4.7968; p=1.5967e-05"
"6","MYCN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.25","2","5","Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=519)","84","rank=6; score=5.4213; p=3.7903e-06","rank=84; score=0.02273","rank=5; score=155.95; p=6.7171e-08; adjP=1.2259e-05","rank=2; score=7.1728; p=6.718e-08"
"7","MYBL2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.75","15","6","Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=9); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=14); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=70)","16","rank=15; score=2.5218; p=0.0030073","rank=16; score=0.005528","rank=29; score=27.624; p=3.4835e-07; adjP=2.6126e-05","rank=139; score=0.57824; p=0.2641"
"8","AR","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.25","12","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=191); ARCHS4--Coexpression(rank=528); GTEx--Coexpression(rank=593)","93","rank=31; score=1.8189; p=0.015172","rank=93; score=0.02439","rank=12; score=71.492; p=6.8694e-09; adjP=8.5867e-07","rank=69; score=1.2153; p=0.060915"
"9","E2F3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.75","13","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1432)","61","rank=13; score=2.9664; p=0.0010804","rank=61; score=0.01658","rank=125; score=34.463; p=0.011418; adjP=0.099229","rank=32; score=1.9424; p=0.011418"
"10","JUN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.00","32","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=182); GTEx--Coexpression(rank=204); Enrichr--Queries(rank=300)","130","rank=32; score=1.7973; p=0.015948","rank=130; score=0.0339","rank=32; score=10.207; p=0.003032; adjP=0.075118","rank=46; score=1.5976; p=0.025256"
