"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","HIF1A","MVL_HUB098","5.43160185376186266","0.000003701673809909662","HIF1A","1","trrust","1","5.43160185376186266","0.000003701673809909662",NA,"","5","ARCHS4--Coexpression(rank=8); ReMap--ChIP-seq(rank=42); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=306); Enrichr--Queries(rank=649)","18","0.004914000000000000","ARCHS4 Coexpression,0.004914"
"ora","SFPQ","MVL_HUB098","3.61420531521540411","0.000243105444238630498","SFPQ","2","trrust","2","3.61420531521540411","0.000243105444238630498",NA,"","0","",NA,NA,NA
"ora","ZFP36","MVL_HUB098","3.18230006481399341","0.000657203602206191139","ZFP36","3","trrust","3","3.18230006481399341","0.000657203602206191139",NA,"","0","",NA,NA,NA
"ora","RELA","MVL_HUB098","3.09624729866920445","0.000801221696816868819","RELA","4","trrust","4","3.09624729866920445","0.000801221696816868819",NA,"","6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=788); GTEx--Coexpression(rank=952); ARCHS4--Coexpression(rank=1380)","102","0.024389999999999998","Literature ChIP-seq,0.02439"
"ora","NFKB1","MVL_HUB098","3.06449712198609481","0.000861991290992708439","NFKB1","5","trrust","5","3.06449712198609481","0.000861991290992708439",NA,"","4","ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=402); Enrichr--Queries(rank=608); GTEx--Coexpression(rank=1370)","806","0.246900000000000008","ARCHS4 Coexpression,0.2469"
"ora","ATF4","MVL_HUB098","2.89936616956234516","0.001260764090021455723","ATF4","6","trrust","6","2.89936616956234516","0.001260764090021455723",NA,"","4","ReMap--ChIP-seq(rank=272); GTEx--Coexpression(rank=492); Enrichr--Queries(rank=1275); ARCHS4--Coexpression(rank=1546)","942","0.306200000000000028","GTEx Coexpression,0.3062"
"ora","HDAC2","MVL_HUB098","2.46656163146209106","0.003415374790873484858","HDAC2","7","trrust","7","2.46656163146209106","0.003415374790873484858",NA,"","0","",NA,NA,NA
"ora","EGR1","MVL_HUB098","2.33475293546013551","0.004626441388448403885","EGR1","8","trrust","8","2.33475293546013551","0.004626441388448403885",NA,"","6","Literature--ChIP-seq(rank=47); ENCODE--ChIP-seq(rank=67); Enrichr--Queries(rank=95); ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=126); ARCHS4--Coexpression(rank=270)","281","0.067659999999999998","Enrichr Queries,0.06766"
"ora","ZNF300","MVL_HUB098","2.28102270108659688","0.005235730680864981654","ZNF300","9","trrust","9","2.28102270108659688","0.005235730680864981654",NA,"","3","ARCHS4--Coexpression(rank=63); Enrichr--Queries(rank=127); GTEx--Coexpression(rank=248)","165","0.038699999999999998","ARCHS4 Coexpression,0.0387"
"ora","RFX5","MVL_HUB098","2.09451557190619919","0.008044229049376823773","RFX5","10","trrust","10","2.09451557190619919","0.008044229049376823773",NA,"","5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=675); Enrichr--Queries(rank=1065); ARCHS4--Coexpression(rank=1336)","1159","0.419999999999999984","GTEx Coexpression,0.42"
"ora","SP1","MVL_HUB098","2.08064997073718594","0.008305198737364813052","SP1","11","trrust","11","2.08064997073718594","0.008305198737364813052",NA,"","5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=123); GTEx--Coexpression(rank=927); Enrichr--Queries(rank=1283); ARCHS4--Coexpression(rank=1319)","1096","0.381400000000000017","ENCODE ChIP-seq,0.3814"
"ora","XBP1","MVL_HUB098","2.02740274790325703","0.009388522514722193527","XBP1","12","trrust","12","2.02740274790325703","0.009388522514722193527",NA,"","4","ARCHS4--Coexpression(rank=106); ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=969); GTEx--Coexpression(rank=1177)","272","0.065110000000000001","ARCHS4 Coexpression,0.06511"
"ora","STAT6","MVL_HUB098","2.01250022356528513","0.009716274514044510521","STAT6","13","trrust","13","2.01250022356528513","0.009716274514044510521",NA,"","4","Literature--ChIP-seq(rank=20); Enrichr--Queries(rank=1149); GTEx--Coexpression(rank=1343); ARCHS4--Coexpression(rank=1421)","457","0.121999999999999997","Literature ChIP-seq,0.122"
"ora","VHL","MVL_HUB098","1.96433305048608831","0.010855927880843784655","VHL","14","trrust","14","1.96433305048608831","0.010855927880843784655",NA,"","0","",NA,NA,NA
"ora","RBMX","MVL_HUB098","1.85414710998051047","0.013991133160981775868","RBMX","15","trrust","15","1.85414710998051047","0.013991133160981775868",NA,"","0","",NA,NA,NA
"ora","AHR","MVL_HUB098","1.84871153235288421","0.014167344927340334848","AHR","16","trrust","16","1.84871153235288421","0.014167344927340334848",NA,"","5","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=49); Literature--ChIP-seq(rank=56); GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=162)","11","0.002849000000000000","Enrichr Queries,0.002849"
"ora","REL","MVL_HUB098","1.84871153235288421","0.014167344927340334848","REL","17","trrust","17","1.84871153235288421","0.014167344927340334848",NA,"","3","ARCHS4--Coexpression(rank=140); Enrichr--Queries(rank=401); GTEx--Coexpression(rank=913)","344","0.085999999999999993","ARCHS4 Coexpression,0.086"
"ora","VDR","MVL_HUB098","1.78126595562763157","0.016547563044195748999","VDR","18","trrust","18","1.78126595562763157","0.016547563044195748999",NA,"","5","GTEx--Coexpression(rank=41); Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=143); ARCHS4--Coexpression(rank=163)","107","0.025510000000000001","GTEx Coexpression,0.02551"
"ora","SP3","MVL_HUB098","1.76514279151625542","0.017173436495624035125","SP3","19","trrust","19","1.76514279151625542","0.017173436495624035125",NA,"","3","GTEx--Coexpression(rank=1011); Enrichr--Queries(rank=1190); ARCHS4--Coexpression(rank=1511)","1437","0.629099999999999993","GTEx Coexpression,0.6291"
"ora","POU3F2","MVL_HUB098","1.75173643329394024","0.017711835365221938188","POU3F2","20","trrust","20","1.75173643329394024","0.017711835365221938188",NA,"","4","Literature--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=509); GTEx--Coexpression(rank=556); Enrichr--Queries(rank=755)","957","0.312699999999999978","ARCHS4 Coexpression,0.3127"
"ora","SRF","MVL_HUB098","1.69692437592756984","0.020094426881329011808","SRF","21","trrust","21","1.69692437592756984","0.020094426881329011808",NA,"","6","ENCODE--ChIP-seq(rank=42); Literature--ChIP-seq(rank=155); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=396); Enrichr--Queries(rank=546); ARCHS4--Coexpression(rank=1566)","804","0.246400000000000008","GTEx Coexpression,0.2464"
"ora","YY1","MVL_HUB098","1.69556915909163908","0.020157229519212099128","YY1","22","trrust","22","1.69556915909163908","0.020157229519212099128",NA,"","6","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=133); Literature--ChIP-seq(rank=139); GTEx--Coexpression(rank=1022); ARCHS4--Coexpression(rank=1068); Enrichr--Queries(rank=1358)","1203","0.447799999999999976","ReMap ChIP-seq,0.4478"
