"TF","DLD1","HCT15","SW48"
"AHR","1.56977611742686851","0.771249622124562162","4.77599472082749443"
"AR","0.85293364732954335","0.056413144271491272","1.11169666578080228"
"ARID2","-0.82723994904323128","2.053537619510084511","2.52345585847733700"
"ARID3A","4.43661851234271953","2.736185527531838524","1.22973119336401804"
"ARNT","1.70724026021838249","-0.661199515603735133","3.73347373577021413"
"ARNTL","2.65364398036686033","3.705594575306273342","0.99089075876551824"
"ASCL1","2.59882660212234962","-1.101143710642251472","1.52560613346345875"
"ATF1","0.29033909255737211","-0.010862095100191970","1.10853659346251332"
"ATF2","-0.80766041750689455","0.716041860073517222","2.36726509002121510"
"ATF3","-1.74805428991407719","-0.575689386153159899","-0.71680796869142627"
"ATF4","3.56764078385780081","4.959822110272996909","1.07468131382891219"
"ATF6","1.59221994164729952","1.931662806015858269","-1.91917157371681468"
"ATF7","0.28890819014274660","0.511885651980227174","0.85952224374889574"
"BACH1","0.16108928438876721","0.835546537251673826","-0.80824214816388995"
"BACH2","1.52804424125398386","1.553390020839162888","3.36967284718100091"
"BATF","0.92628208137850143","0.191024110794342367","0.27575206736396779"
"BCL11A","0.39683289239071695","-1.437106801371878184","2.19847412502509076"
"BCL6","-0.75801310005644829","-0.382768118233034915","-1.18224851334540659"
"BHLHE22","-2.73933341934383190","-0.961113392286762847","-0.96993278266757466"
"BHLHE40","-2.46684614249642964","0.312287358530933146","-1.49918715153764248"
"CDX2","1.57932482494907522","-0.457367715023146437","0.37257730343549256"
"CEBPA","-1.39898264179101250","0.959288374662367049","0.30071133079830237"
"CEBPB","1.26665035230685219","1.591657965619921900","2.39214566770860326"
"CEBPD","0.19525734187948510","1.202539576342685379","-0.40479294684423966"
"CEBPG","1.80241094079697040","1.532013464448547024","0.53613784352839433"
"CLOCK","3.10139164604865369","1.651995414660613948","1.55122023328592329"
"CREB1","-0.44092936232782276","0.146593872169563627","1.20812676443603317"
"CREB3","-0.01000632049720926","0.088976594285764238","-0.50733499190742781"
"CREB3L1","1.08199828752536087","0.585867061993677329","0.11150104312787601"
"CREM","1.19770230644635145","1.593284598247522332","1.56305851157582976"
"CTCF","1.02764925105089588","-0.125145573331385374","0.97636630033110294"
"CTCFL","1.99734028058641666","-1.175826926635742176","-1.17886934360023155"
"CUX1","0.66908129293256047","0.482778173584941628","0.66670721858163229"
"DUX4","-1.12355968609627288","-0.236294595083822750","-0.99805042139143496"
"E2F1","-6.94446816082077234","2.325667910020416507","-1.57664571466513137"
"E2F2","-5.91470691975016649","0.804468931782980401","-4.79454853526426383"
"E2F3","-3.63900859024534284","0.725023802001434903","-2.50152020725467805"
"E2F4","-12.03626670307464686","1.987018440411549625","-7.03125849495026056"
"E2F5","-2.07482950686622125","-1.265675757832855242","-1.08053462988115734"
"E2F6","0.15254305306038998","0.256723968101813915","2.42971761600751002"
"E2F7","-0.72614997984539609","1.465551069361525016","-0.40558945048568812"
"EBF1","2.37533069040794143","-0.125507773143876233","3.47334808101717529"
"EGR1","1.48514528213304731","0.187434118533837457","1.41963857248425529"
"EHF","2.21594310394510963","0.399339513694166204","2.49629959296147108"
"ELF1","2.48714301265684901","2.270814987590156875","1.09868417758371484"
"ELF3","1.31956323627733974","-1.321746706573238894","1.84686195904843808"
"ELF5","-0.17335238589367971","-0.472313187829077052","1.26689684425870785"
"ELK1","2.01790542944288998","0.215246238200963447","1.77224457641137434"
"ELK4","0.33640062999320652","1.141013904343510355","1.44141415974861298"
"EOMES","0.36440365372936012","-2.555618846335354633","1.40791302437719335"
"EPAS1","1.84482594541932121","1.131735365201394394","-0.22438099629442060"
"ERG","2.31059266448214240","1.532162563996692262","1.38888415640091334"
"ESR1","2.74697651144673927","1.907512322220784151","3.55125800525131208"
"ESR2","1.87900843177336019","1.428285225712979889","1.59632010008373260"
"ESRRA","3.33226816190762198","-0.789505456397126770","0.76487249617414632"
"ETS1","1.28908232983008997","1.267926256855208988","1.89820098728142006"
"ETS2","-1.23408822715548894","0.833256074860261209","-0.58355728745852731"
"ETV1","2.26541858862429279","-0.363294497571122588","2.14949489394452042"
"ETV4","1.40505100827174090","3.724344957546381174","0.98001337966592605"
"FLI1","-0.23372437156066830","-0.009244598864234880","0.88905940691423790"
"FOS","1.88148617922413375","2.009759911954458467","-0.21352694845463088"
"FOSL1",NA,"2.578728010166063456","0.80995282271883651"
"FOSL2","1.23834352794983271","2.541921875544035814","-0.31141978931579778"
"FOXA1","-0.34357228849574822","0.500829591449130973","2.05722377389323219"
"FOXA2","-0.49362988290595494","0.663101926826186627","1.85639679695536919"
"FOXJ2","0.65498607157034761","1.072116028396645548","2.58379862536912608"
"FOXK2","0.87508181224041315","1.777895895236714985","0.30585713707746592"
"FOXL2","0.73112605425779109","3.139344352881205946","1.13522441218714176"
"FOXM1","-4.39917797743087746","1.620527273478997721","-1.85514578992354551"
"FOXO1","2.75597699666636942","1.188827766297198441","2.58257240815519795"
"FOXO3","5.20756347311518741","2.635992497570343485","3.93224725027141764"
"FOXO4","1.39087543786717149","0.607708376816248896","2.57440459728213300"
"FOXP1","-1.49291057597364563","0.867177890051292977","-5.71382148112536647"
"FOXP2","-0.47793530009419111","-0.822029740118274010","-2.05128418820267822"
"GABPA","1.40465507688949254","1.798363290902838862","2.75559532788610984"
"GATA1","0.12327077867322743",NA,NA
"GATA2","-0.67787558731123787","0.347891303254309892","0.16787744511779715"
"GATA3","1.05119239779634066","0.435069929471369021","2.99042053026435806"
"GATA4","1.49322881997085366","1.467144618002694578","0.05701317106719878"
"GATA6","3.33945051466475640","-0.502950696741214509","2.69933935806419623"
"GFI1B","2.79124073347439206","-0.175293027930062351","1.80424397597969555"
"GLI2","0.04263187791725431","-0.420042771993445307","-0.03337331662128384"
"GRHL2","2.92667389893475427","-0.907408813998972774","4.21144279513861619"
"HBP1","-1.00329721387132054","-1.889795285541058911","-2.93853290386157839"
"HHEX","-1.45191948077071298","0.391413626864313413","-0.91749883808497856"
"HIF1A","2.70918050759820472","2.382768585626033886","2.17069626966808737"
"HINFP","-0.31305697984966119","0.405135894189843915","-0.42889134153654906"
"HMBOX1","-0.47475220170168853","-1.325848971896662620","-2.08718308353256399"
"HNF1A","-0.50128063111523946","-0.239245035471240042","-0.94374069126794768"
"HNF1B","0.72433210094037914","-0.756489489297246909","1.39753303032969112"
"HNF4A","-0.07116503597344474","-2.337699699774129947","1.65786095699900282"
"HNF4G","3.39335201558553345","-1.018724264295553184","1.43750547649658267"
"HOXA9","1.61854597397380617","1.373864006755730616","0.10560532000812832"
"HOXB13","0.57312452678046577","0.246682407932348441","2.67956955881987957"
"HSF1","3.30462598783132888","0.904422837017492931","0.87090010397529183"
"IKZF1","1.22308188963421416","2.079750225600358604","2.42539614079367105"
"IRF1","1.14744544563597795","1.312225743124057376","-0.24815310403890453"
"IRF2","0.38678052593209139","1.760096214430392214","0.71393500324387216"
"IRF3","2.76173009759628618","-2.584259778268803043","-5.79053346973701100"
"IRF4","1.92790382252746983","1.790248482926084517","2.92231172608523160"
"IRF9","1.17765169429911354","2.042300200590011716","1.05433051167877623"
"JUN","1.62917822369168164","3.451864185640127758","2.60211167312150948"
"JUNB","1.41877809370658525","2.002185961829956895","1.92083082930562976"
"JUND","0.43292579840031487","0.552327454876129775","-1.67686337053498291"
"KDM5B","1.76774600940452720","0.350197658679647861","1.00479025752377438"
"KLF1","3.74621959076838973","-2.118313824627513942","1.53878590466706333"
"KLF13","-2.27491144305971327","0.585175980445374666","0.81094752315851537"
"KLF3","0.35997885322223944","0.781932033272437432","2.52254006606985692"
"KLF4","2.37568099381418785","0.728666249955261858","3.63529184798119420"
"KLF5","4.94405759019489999","-0.721326517252965038","1.84022237760354335"
"KLF6","1.89956954821220636","1.472579729382929914","0.37167710988417668"
"KLF9","5.45002364507030190","-0.403018233098599077","0.29133348816233134"
"KMT2A","0.17616095917943303","-1.111784677431609802","-0.68241016610632643"
"LEF1","-3.88113704122071601","-0.945501079766534525","-1.32698396793789963"
"LHX2","1.50403555245684917","0.029668741914356447","1.98696287417898243"
"LYL1","2.69061130147331440","-0.430119157306433519","-0.80562434545191808"
"MAF","2.83079481589929838","-0.376001977312189428","0.76344269148759525"
"MAFB","2.77338914968814532","0.319909084258435339","4.37201530129516414"
"MAFF","4.35178523838714604","1.876352652191165316","3.01532223819125855"
"MAFG","3.36451796125361868","-1.059928133101713410","3.19627128663963544"
"MAFK","3.85921519668183555","0.325151051164306648","3.61248948673444747"
"MAX","3.60782175951705986","-0.110197695751772670","1.27978536879487192"
"MAZ","1.63051633030538201","-3.411337092621974154","-3.17976587678199474"
"MBD1","-0.98770147635851469","1.224129175832511240","2.68439353859381002"
"MBD2","3.31411030256418560","-2.570406004767820107","-0.68196198116187301"
"MEF2A","2.98481323934824694","3.620890688594994078","5.18684591130361028"
"MEF2B","0.26422303804841552","0.568101578813938857","0.94695640507002787"
"MEF2C","1.29771385227293434","0.217896373570740987","2.26022715657535800"
"MEIS1","1.74952111218624817","-0.740603083586082511","1.94482833183730075"
"MEIS2","1.39873950182127338","-1.580395564025006028","1.72575407068280118"
"MITF","0.44750407146560289","1.810631076242819271","0.66113260195901080"
"MNT","-4.20857479631717091","-1.757219571153684212","-0.78163425278863086"
"MXI1","-2.15012353721386518","1.702935768598892619","0.13479383335631903"
"MYB","-2.69614963389367279","0.075161443138516679","-1.34792852972838006"
"MYBL2","-2.22244154525245330","-0.189411049240686941","1.03088084636314159"
"MYC","-6.96164586509100936","-1.652790838339303292","-5.29116689429800413"
"MYCN","-4.25169913215898543","0.467515773535302159","-1.38327948356353381"
"MYOD1","2.23208359360768327","-0.411504833133507109","1.73136434371650250"
"NANOG","1.15651530252054546","0.261331501252681953","2.09008604703162071"
"NCOA1","1.39067625448923726","1.494268836736341255","3.69328655923243510"
"NCOA2","0.74674703469158665","-0.635062734174556831","4.04263166052895428"
"NCOA3","0.25280097633422238","1.351603167894926294","3.72876424507033200"
"NEUROD1","3.74492329462422635","1.785660089981590426","0.03144076901211799"
"NFATC1","2.58263515967603174","2.123155490890110908","1.18142983696222492"
"NFE2","2.07638917331544670","-0.283067623145466130","1.63826303662117945"
"NFE2L1","0.65910697723291767","-0.337828173345809335","0.03368516205971164"
"NFE2L2","-0.17919923275866897","0.550377241352150492","-0.24220967867344195"
"NFIC","-1.27610465091339065","-0.467815629607849948","-1.10753030404612618"
"NFKB1","1.07213145676141508","4.214355302981851459","1.12522248594107244"
"NFKB2","-2.16414622844252369","-1.813243320218838051","-0.27882420768220145"
"NFYA","-0.74553676180079687","0.673134665422672529","-0.80717538905212471"
"NFYB","-1.32642440859613386","0.956389433388756260","-1.58480362671293307"
"NR1H2","2.85732797134821181","1.098326991475834014","-1.55738742940301567"
"NR1H3","1.90746772477969206","-0.296160202642887227","0.29417000993949383"
"NR2C2","-3.25267056622026729","-0.381170756058924476","-1.63749072983812449"
"NR2F1","2.91861926951821316","-3.761173807969442340","-0.49196228804074627"
"NR2F2",NA,NA,"0.34119871997234713"
"NR2F6","0.47037744707221529","1.203891667233516705","-0.95154532209435649"
"NR3C1","-0.29973592513112957","-1.132649080792346163","-1.67300129350772986"
"NR4A1","2.65559072232180871","-0.164937901338121473","1.89809285080508028"
"NR5A2","0.22098618352769653","0.877283781052087708","1.25972384341876120"
"NRF1","1.30447503780426732","1.255691629345435656","-1.05343313811815786"
"ONECUT1","0.36878778509086035","-1.366126796914000963","1.84797156048860001"
"OTX2","0.94984116347194514","1.474391045852182724","2.08888345806768472"
"PAX5","1.63439512608116377","-1.023633628637053761","0.35028363055789530"
"PAX6",NA,"1.511747266716258364","-0.30885384610956351"
"PAX8","-0.67230439196482839","0.802803564740865450",NA
"PBX2","1.87776342104524141","0.357363331898967074","1.99445911608923554"
"PBX3","4.03127299976483400","-1.051286903123621386","2.53483002890738973"
"PDX1","1.23856072260938088","0.482290527536777203","0.88594766301231265"
"PGR","-1.41999471873252436","1.215390270847634513",NA
"PKNOX1","1.15725718132214350","-1.450340243585992006","0.82587404722551405"
"POU2F1","0.99298129951045377","2.975272099916636215","1.50102971805840735"
