"Dataset","Data_Type","Analysis_Order","Analysis_Base_Name","Analysis_Duplicate_Order","Analysis_Name","Analysis_Column","Analysis_Column_Index","Contrast","Control_Group","Experiment_Group","Samples_Used","Gene_Biotype_Filter","Gene_Biotype_Column","Genes_Selected_By_Biotype","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Microarray_Log2_Transformed","Microarray_Normalized_Between_Arrays","Microarray_Final_Median_Spread","Microarray_Final_IQR_Spread","NGS_Filtered_Genes"
"GSE114012","ngs",2,"DLD1_HCT15_SW48",1,"DLD1_HCT15_SW48","analysis_DLD1+HCT15+SW48",8,"DLD1+HCT15+SW48_vs_BULK","BULK","DLD1+HCT15+SW48",24,"coding","Biotype",19861,94,8,102,"P.Value",0.05,0.5,NA,NA,NA,NA,6971
