"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"CD4_c4_Tstr","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007035911855153882","0.735088867025434967","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002195204498808011","139.15267960995649332","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c0_t_Teff","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018222028162820766","0.734359210700886500","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002842636393400039","138.73940328647933029","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c4_Tstr","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008261105238467423017814417120173964465032661530501","0.667962195247600476","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000859154944800611916400861083511726848002784133445","106.08296184531194228","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c0_Tcm","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000213310014375577600748734679035833723001226995955225031217795213610261919","0.609623057780039668","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000016638181121295052126889374544139041775994234769089338385765629975009286","83.67098875502426836","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cell_exhaustion_Peng_et_al","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000007420597330104412759843023653294808750962569402324243459419002562617855318","0.605112939370001213","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000463045273398515332805822902504604430280817261411649942292629065936437590","82.12956113424564819","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_06_PTGS2","0.00000000000000000000000000000000000000000000000000000000000000000000078734615502323199497374523066821466637854169297940183663693837868556997040164404427141","0.563851829011800643","0.00000000000000000000000000000000000000000000000000000000000000000004094200006120806322387899304794427083778895068775999864428283756818735574224471759175","69.10383428903256231","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"GPAGs","0.00000000000000000000000000000000000000000000000000000000000000000641582852625281506159536091478369438822859722032346656866536809347898476618979336513398542","0.550225336556747657","0.00000000000000000000000000000000000000000000000000000000000000028596264288441118801218133065447854401214868782470742596564757956500790388223376715640490","65.19274725181512053","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Prostanoid_Biosynthesis","0.00000000000000000000000000000000000000000000000000000000001255321645565051200014584746956582381018550887017496507829618148867044059675739472702755406609009","0.526898587143445063","0.00000000000000000000000000000000000000000000000000000000048957544177036997242740635152142277679504699969062821846494326464952325240567457108039361179668","58.90124498255221397","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"IL_iCAF","0.00000000000000000000000000000000000000000000000000000000005370953929926768516582358406743276110359170811546635203343691259988429048579219442335338880507370","0.524454048812651008","0.00000000000000000000000000000000000000000000000000000000186193069570794630116939624211485176631618844790137805952202132769262689331716469397441072606488","58.26994857282733165","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"WNT_target","0.00000000000000000000000000000000000000000000000000000000007312950911015787757990926682796729060317392784824623710299583320057058787585565206376811811641869","0.523932430373491798","0.00000000000000000000000000000000000000000000000000000000228164068423692563899818351836519872448903762874353602444892002493376812949833868914735718221906","58.13590734181526187","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_09_IFIT1","0.00000000000000000000000000000000000000000000000000000000327942283967743891359095185871895196666297991735366717917630177259164843556662548817919109468888167","0.517429278766151413","0.00000000000000000000000000000000000000000000000000000009301635690721462318285688464241322929656513370730202212899634279334377371472233617496773590099114","56.48420258299537267","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_11_CCL4","0.00000000000000000000000000000000000000000000000000000070947743430124834559361998543148026058629954674958633536314527987896788727835067778809857439854437074","0.507988318263850713","0.00000000000000000000000000000000000000000000000000001844641329183245611608892805385409949436833629026123377391878225549589886930608818868243634944902262","54.14906141319353594","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cyclooxygenase_Arachidonic_Acid_Metabolism","0.00000000000000000000000000000000000000000000000000000545497546964868736605273780548572414866190167928220489122538926652639519646848887516997823593540611342","0.504327912607952067","0.00000000000000000000000000000000000000000000000000013091941127156849678526570733165737956788564030277291738940934239663348471524373300407947766244974672","53.26320719803992176","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Pan_F_TBRs","0.00000000000000000000000000000000000000000000000000006232542154960300690921365485425913227204452216309155356365943253892125226086824822054815718045257424381","0.499897685656903734","0.00000000000000000000000000000000000000000000000000138896653739115256114048906345197072251443062538200474456939858016521494175047692256504244150078575612","52.20533477538259604","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_08_CD74","0.00000000000000000000000000000000000000000000000000126690851083791742139151770532136069304229306002556797926265338754507086582239323807849062124954691624408","0.494328128450820747","0.00000000000000000000000000000000000000000000000002635169702542868497622469835462895797042131977807003137942879470642233973604527683000986834931364459198","50.89725474634218472","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CAF_Peng_et_al","0.00000000000000000000000000000000000000000000000000251076332420354439451104222175728822348038968471245872697264025949767356798794951966198492216546185469826","0.493048856597889495","0.00000000000000000000000000000000000000000000000004895988482196911984727621209417907237741109178524920014763903726893055732316876162109980688933138824361","50.60019422390070787","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"detox_iCAF","0.00000000000000000000000000000000000000000000000000428861510570034199619477464146725547185653141621679590891027951582770944139961205566223282349416349473669","0.492043767671997867","0.00000000000000000000000000000000000000000000000007870870076344156684375267457759955734744364205446707317842625727050768127989523679785641331861769983094","50.36768292903983735","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mono_like_01_CD14","0.00000000000000000000000000000000000000000000000006676146747554419003880203102988206883785715788220440756681222862922863824802878132889144071382972081762299","0.486836944875627786","0.00000000000000000000000000000000000000000000000115719876957609924336287389379902920666556529896110490864626085026692324280700559194607440893405564599550","49.17547412571467902","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_05_ELL2","0.00000000000000000000000000000000000000000000000105263675539086092240706759867600492412441391741446105961846948322129265808322915058390562030647980188955141","0.481513968141351389","0.00000000000000000000000000000000000000000000001728540356220782191047546268356280074014959030320134004120778240465863153203422982973525937859855245701129","47.97772146959829342","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cell_accumulation_Peng_et_al","0.00000000000000000000000000000000000000000000000158497760388881841118511478327078402318167941854650095745948645855096263969394537978405568952419745541132889","0.480715996288204273","0.00000000000000000000000000000000000000000000002472565062066556624214165345322083902037419052618100234414108739071265263217607686374082593854881761942535","47.79997687008737728","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"EMT3","0.00000000000000000000000000000000000000000000000246050555976768969072306459719128283457882054435894402464016974814063341292796057436023641716010915755009995","0.479856154594971829","0.00000000000000000000000000000000000000000000003655608260226281791490476788476927649186390222935273529743005719998856622526917458303406861993995652467599","47.60897564929533132","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Retinoic_Acid_Metabolism","0.00000000000000000000000000000000000000000000004568414349907878928919990652592228980343414928052494971362478889164953669874855134053649715437192038337576002","0.474081628878982142","0.00000000000000000000000000000000000000000000064788421689602647689061107981275311075335711783083833330842683914720104278642823058459515402231446381868945","46.34023451296761920","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TGFβ_myCAF","0.00000000000000000000000000000000000000000000005161152878779475850974819955114730530800843103877384106342972911946870890330777087610468079760790871321732506","0.473838073934436943","0.00000000000000000000000000000000000000000000070012160790399843620608306408016471920400978722108758055499385274597929859653752323368595675284014783170970","46.28725327647994447","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mph_02_CCL20","0.00000000000000000000000000000000000000000000009570089566532775884172432855709015997158594787968627065037952522454696412721594139404057368690486997631368231","0.472602277592805875","0.00000000000000000000000000000000000000000000124411164364926080660164804129396857515501681824725676292131974615816866083083897446910088884804354859259515","46.01908399763915014","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Th1_cells_Bindea_et_al","0.00000000000000000000000000000000000000000000011067892423021419854873314584061407358702865252930544390331089117502771082310090577852650272886837304497188039","0.472310533453183690","0.00000000000000000000000000000000000000000000138127297439307326011834243870228070980675812136697434581584160907601716208346545201299909441011170744069730","45.95593507073773765","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neutrophils_Bindea_et_al","0.00000000000000000000000000000000000000000000163933954944816061519642812797178631016820865806968780121437075760633384884631726782410146220623875646503549553","0.466850750268825276","0.00000000000000000000000000000000000000000001967207459337792613775408196343309429320569314081140549652201534704257956593248425594945073939817684079146132","44.78533108353824588","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Retinoid_Metabolism","0.00000000000000000000000000000000000000000013220184579830827599072024714984753740447200716895755978844169481168492156600446590031115004642879729277688623419","0.457741370015088966","0.00000000000000000000000000000000000000000152766577366933993650681964418025802966230783682246019390158801181335588708397574941133759937578512933076626580","42.87876248120117850","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Eosinophils_Bindea_et_al","0.00000000000000000000000000000000000000000036715598319039899135441625215760449689326577897256027339708378162576552403635468519353070926333105625450947727753","0.455581779349634231","0.00000000000000000000000000000000000000000409116666983587458888434617635989846744498994910222916007497322330272913025408459116812086843841469419952522682","42.43514939011610920","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Release_of_cancer_cell_antigens","0.00000000000000000000000000000000000000000077964058285781248117737588272677393605345823987242196115548542242000079203553248724289570121609693909776645122378","0.453979696892374607","0.00000000000000000000000000000000000000000838785730522887963520771111318259750089416515207686157086604074635105494566863201817059701050967551904020448605","42.10810556250915937","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Hu_hypoxia_signature","0.00000000000000000000000000000000000000000168285467185043137907087759458363024882657403938697925715499873564996771449552169059264581331219712159478151501657","0.452333941606819612","0.00000000000000000000000000000000000000001750168858724448659723183276486211891241723365245847316898871568157867000257516212394958070053615581548010771140","41.77395338725566631","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytokines_Li_et_al","0.00000000000000000000000000000000000000000230686438155938887596714083346706852317038125809647841952662550069723053917291810291621566246736331960733826403065","0.451656705830692007","0.00000000000000000000000000000000000000002321747377569449342469148995118445216220795738573211969668814220035694122210079669927970758768411639036194013541","41.63697793650259626","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c11_Teff_SEMA4A","0.00000000000000000000000000000000000000000420856913934436770293043354719120040982299425160233243198719679926123645060557585723774324016549175389253524548483","0.450361473225251163","0.00000000000000000000000000000000000000004103354910860758574080849153809511480732635306020746344831699086984456982295870596253315719683680897768816853155","41.37586553373957798","****","IOBR::batch_cor","<0.001","<0.001","***","***"
