Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	45	0.7759	0	0	1	0	keep	itself		True	RPL22,RPL4,RPL13A,UBA52,RPL18A,RPLP0,RPL10A,RPL3,RPL13,RPL18,RPLP1,RPL10,RPL27A,RPL28,RPL15,RPL7,RPL37,RPL36AL,RPL11,RPL12
GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	1.00e-10	59	0.7973	0	0	1	0	keep	itself		True	RPS19,RPS12,RPS11,RPS16,RPS2,RPS4X,RACK1,RPS5,RPS23,RPS17,FAU,RPS6,RPS20,RPS8,RPS3,RPS27,RPS29,MRPS26,RPS14,RPS26
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	1.00e-10	31	0.7561	0	0	1	0	keep	itself		True	RPS19,RPS12,RPS11,RPS16,RPS2,RPS4X,RACK1,RPS5,RPS23,RPS17,FAU,RPS6,RPS20,RPS8,RPS3,RPS27,RPS29,RPS14,RPS26,RPS13
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	1.00e-10	138	0.7541	58	48	0.0806	0	keep	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	True	RPL22,RPL4,RPL13A,RPS19,RPS12,UBA52,RPS11,RPL18A,RPS16,RPLP0,RPS2,MRPL20,RPS4X,RACK1,MRPL51,RPL10A,RPS5,RPS23,RPL3,RPL13
GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	1.00e-10	65	0.7738	82	64	0.4033	0.2837	keep	GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	False	MRPL20,MRPL51,MRPL36,MRPL13,MRPL4,MRPS26,MRPS34,MRPS6,AURKAIP1,MRPL11,MRPL16,GADD45GIP1,MRPL34,MRPL21,MRPL15,MRPL35,MRPL43,MRPS15,MRPL32,MRPL39
GOCC_RESPIRATORY_CHAIN_COMPLEX	GOCC_RESPIRATORY_CHAIN_COMPLEX	1.00e-10	67	0.5877	0	0	1	0	keep	itself		True	ATP5F1A,COX5A,NDUFS6,NDUFS5,NDUFA3,UQCRFS1,CYC1,NDUFB2,NDUFS3,NDUFB11,ATP5MF,COX6B1,COX6C,ATP5MC1,ATP5PF,COX7A2,COX7C,NDUFAB1,COX7B,NDUFA11
GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	77	0.6875	58	45	0.0294	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	RPL22,RPL4,RPL13A,UBA52,RPL18A,RPLP0,MRPL20,MRPL51,RPL10A,RPL3,RPL13,MRPL36,RPL18,RPLP1,RPL10,RPL27A,RPL28,MRPL13,MRPL4,RPL15
GOCC_RIBOSOME	GOCC_RIBOSOME	1.00e-10	146	0.6186	74	57	8.00e-04	1	exclude	GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	False	RPL22,RPL4,RPL13A,RPS19,RPS12,UBA52,RPS11,RPL18A,RPS16,RPLP0,RPS2,MRPL20,RPS4X,APEX1,RACK1,MRPL51,RPL10A,RPS5,RPS23,RPL3
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	1.00e-10	116	0.6374	82	64	2.12e-04	0.2837	exclude	GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	False	PHB2,TIMM50,MRPL20,PPIF,MRPL51,TIMM21,SLC25A5,PDSS1,MRPL36,TIMM44,ECSIT,MRPL13,MRPL4,TIMM8B,MRPS26,TOMM20,TOMM40,NDUFAB1,MRPS34,MRPS6
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	1.00e-10	72	0.595	58	40	0.0319	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	RPL22,RPL4,RPL13A,RPS19,RPS12,UBA52,RPS11,RPL18A,RPS16,RPLP0,RPS2,RPS4X,RACK1,RPL10A,RPS5,RPS23,RPL3,RPL13,RPS17,FAU
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME	1.00e-10	39	0.527	20	20	1.17e-07	0.0047	keep	GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	True	RPS19,FBL,RPS12,RPS11,RPS16,RPS4X,IMP3,RPS5,RPS23,NOP56,RPS17,RPS6,RPS8,RPS27,RPS14,RPS13,RPS15A,RPS9,RPS24,RPS28
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME	1.00e-10	53	0.5	20	20	1.04e-07	3.15e-04	keep	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	True	RPS19,FBL,RPS12,RPS11,RPS16,RPS4X,IMP3,RPS5,RPS23,NOP56,RPS17,RPS6,RPS8,RPS27,NOC2L,RPS14,MRTO4,RPS13,RPS15A,RPS9
GOCC_OXIDOREDUCTASE_COMPLEX	GOCC_OXIDOREDUCTASE_COMPLEX	2.01e-10	47	0.4052	51	30	3.60e-04	0.5723	exclude	GOCC_RESPIRATORY_CHAIN_COMPLEX	GOCC_RESPIRATORY_CHAIN_COMPLEX	False	MTARC1,NDUFS6,NDUFS5,NDUFA3,NDUFB2,NDUFS3,NDUFB11,CYBB,NDUFAB1,NDUFA11,LDHA,SDHB,NDUFA9,NDUFS2,NDUFA1,NDUFB9,NDUFC1,NDUFB10,HADHA,IDH3B
GOCC_ORGANELLE_ENVELOPE_LUMEN	GOCC_ORGANELLE_ENVELOPE_LUMEN	4.11e-10	50	0.5	0	0	1	0	keep	itself		True	BCHE,COX5A,NDUFS5,NME4,PARK7,TIMM21,ARL2,THEM4,COA4,CHCHD2,COX6C,TRAP1,TIMM8B,CIAPIN1,OMA1,PLAAT1,TUBB,UQCC2,COX4I1,AIFM1
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	5.53e-10	41	0.7885	0	0	1	0	keep	itself		True	MRPL20,MRPL51,MRPL36,MRPL13,MRPL4,MRPL11,MRPL16,GADD45GIP1,MRPL34,MRPL21,MRPL15,MRPL35,MRPL43,MRPL32,MRPL39,MRPL48,MRPL14,MRPL9,MRPL30,MRPL40
GOCC_PRECATALYTIC_SPLICEOSOME	GOCC_PRECATALYTIC_SPLICEOSOME	4.93e-09	38	0.5429	0	0	1	0	keep	itself		True	TXNL4A,LSM4,SNRPC,SNRPB,SNRPD2,SNRPD3,SNRPA1,SNRPA,LSM2,SNRNP25,PRPF31,SNRPF,PDCD7,SNU13,BUD13,SF3B5,SF3B3,SF3B4,SNRNP40,SCNM1
GOCC_NADH_DEHYDROGENASE_COMPLEX	GOCC_NADH_DEHYDROGENASE_COMPLEX	8.23e-09	27	0.5745	0	0	1	0	keep	itself		True	NDUFS6,NDUFS5,NDUFA3,NDUFB2,NDUFS3,NDUFB11,NDUFAB1,NDUFA11,NDUFA9,NDUFS2,NDUFA1,NDUFB9,NDUFC1,NDUFB10,NDUFV3,NDUFA8,NDUFB7,NDUFAF2,NDUFB1,NDUFV1
GOCC_SPLICEOSOMAL_COMPLEX	GOCC_SPLICEOSOMAL_COMPLEX	2.50e-08	75	0.3425	70	38	2.19e-05	1	exclude	GOCC_PRECATALYTIC_SPLICEOSOME	GOCC_PRECATALYTIC_SPLICEOSOME	False	TXNL4A,IVNS1ABP,PTBP2,LSM4,PPIL1,SNRPC,YBX1,SNRPB,RBMX,SNRPD2,HNRNPA1,SNRPD3,SNRPA1,LUC7L,SNRPA,PABPC1,HNRNPC,LSM2,SNRNP25,PRPF31
GOCC_ENDOCYTIC_VESICLE	GOCC_ENDOCYTIC_VESICLE	4.45e-08	129	0.3573	0	0	1	0	keep	itself		True	ATP6V0D1,CACNG4,MSR1,VAMP4,VPS11,WNT7B,M6PR,RAB35,HYAL2,ARF6,HLA-DPA1,INPP5F,RIN3,RAB22A,SLC48A1,CDC42,EHD2,APOE,GRIA1,HLA-A
GOCC_CYTOCHROME_COMPLEX	GOCC_CYTOCHROME_COMPLEX	1.12e-07	15	0.375	39	15	0.625	0.9996	keep	GOCC_RESPIRATORY_CHAIN_COMPLEX	GOCC_RESPIRATORY_CHAIN_COMPLEX	False	COX5A,UQCRFS1,CYC1,COX6B1,COX6C,COX7A2,COX7C,COX7B,COX8A,UQCRH,UQCRQ,COX4I1,UQCRC2,UQCRB,COX6A1
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	3.33e-07	25	0.7812	0	0	1	0	keep	itself		True	MRPS26,MRPS34,MRPS6,AURKAIP1,MRPS15,MRPS11,MRPS25,MRPS17,MRPS33,MRPS21,MRPS18B,PTCD3,MRPS35,MRPS16,DAP3,CHCHD1,MRPL42,MRPS5,MRPS9,MRPS12
GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	3.66e-07	39	0.3451	56	34	2.88e-09	0.0312	keep	GOCC_PRECATALYTIC_SPLICEOSOME	GOCC_PRECATALYTIC_SPLICEOSOME	True	TXNL4A,LSM4,SNRPC,SNRPB,SNRPD2,SNRPD3,SNRPA1,LUC7L,SNRPA,LSM2,SNRNP25,PRPF31,SNRPF,PDCD7,SNU13,BUD13,SF3B5,SF3B3,PPIH,SF3B4
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	5.00e-07	46	0.3651	56	36	5.67e-09	8.92e-04	keep	GOCC_PRECATALYTIC_SPLICEOSOME	GOCC_PRECATALYTIC_SPLICEOSOME	True	TXNL4A,LSM4,SNRPC,SNRPB,SNRPD2,SNRPD3,SNRPA1,LUC7L,SNRPA,LSM2,SNRNP25,PRPF31,SNRPF,PDCD7,SNU13,BUD13,SF3B5,SF3B3,STRAP,CLNS1A
