"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","VIPER","CollecTRI"
"1","FOXO3","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.0","1","4","Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=208); Enrichr--Queries(rank=419)","333","rank=11; score=4.7436; direction=Activated","rank=1; score=6.357; p=2.0571e-10; direction=Activated"
"2","HIF1A","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.5","3","5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=504); GTEx--Coexpression(rank=883)","94","rank=3; score=6.2166; direction=Activated","rank=10; score=3.7569; p=0.00017205; direction=Activated"
"3","ATF4","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.0","8","4","ReMap--ChIP-seq(rank=84); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=1006); ARCHS4--Coexpression(rank=1492)","893","rank=8; score=4.9863; direction=Activated","rank=8; score=3.9121; p=9.149e-05; direction=Activated"
"4","MYC","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.0","18","6","ENCODE--ChIP-seq(rank=56); GTEx--Coexpression(rank=72); Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=297); ARCHS4--Coexpression(rank=1551)","171","rank=18; score=3.8022; direction=Repressed","rank=18; score=3.1677; p=0.0015363; direction=Repressed"
"5","STAT1","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","23.0","14","6","ReMap--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=79); Literature--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=1534)","103","rank=14; score=4.2379; direction=Activated","rank=32; score=2.8585; p=0.0042569; direction=Activated"
"6","FOXO1","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.5","9","5","ReMap--ChIP-seq(rank=70); Literature--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=187); GTEx--Coexpression(rank=604)","393","rank=9; score=4.9837; direction=Activated","rank=40; score=2.656; p=0.0079069; direction=Activated"
"7","GATA3","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.0","23","6","ENCODE--ChIP-seq(rank=12); Literature--ChIP-seq(rank=27); GTEx--Coexpression(rank=77); ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=267); ARCHS4--Coexpression(rank=278)","181","rank=23; score=3.4526; direction=Activated","rank=35; score=2.8116; p=0.004929; direction=Activated"
"8","ATF6","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.0","9","3","GTEx--Coexpression(rank=421); ARCHS4--Coexpression(rank=470); Enrichr--Queries(rank=725)","842","rank=53; score=2.5739; direction=Activated","rank=9; score=3.7938; p=0.00014834; direction=Activated"
"9","SNAI2","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.5","33","4","ARCHS4--Coexpression(rank=51); Enrichr--Queries(rank=125); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=1051)","123","rank=33; score=2.932; direction=Activated","rank=38; score=2.6899; p=0.0071479; direction=Activated"
"10","FOS","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.5","26","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=223)","11","rank=49; score=2.6551; direction=Activated","rank=26; score=2.9715; p=0.0029637; direction=Activated"
