"TF","RKO","SW948"
"AHR","3.34145131377815208","0.31318211191637380"
"AR","-0.20609100982593967","0.83672855472002239"
"ARID2","-0.09433867961257468","3.64409234121023529"
"ARID3A","3.06278970036511389","0.71270181631953244"
"ARNT","3.28237819339128611","2.37823388217269027"
"ARNTL","1.16512928806764116","4.59259453582997956"
"ASCL1","0.98293552179810550","-2.22297102068990560"
"ATF1","-0.33457971537975334","1.39838629703819106"
"ATF2","2.75505413769684138","0.52759382387304565"
"ATF3","-0.71499997004896487","-1.15521555881257409"
"ATF4","2.06859928895665179","4.98626365406856209"
"ATF6","0.07634891958783491","2.57388390736678252"
"ATF7","2.79672866561280964","0.10389517228431266"
"BACH1","1.32326671389468808","0.98622575629232512"
"BACH2","1.59136837547721388","2.65618173898891063"
"BATF","1.13685216814727230","0.41680857631182960"
"BCL11A","1.72974168447226440","-0.31212696913507537"
"BCL6","-2.16967139801736097","0.58031932061225067"
"BHLHE22","-2.25822377037896693","-1.25080982823526732"
"BHLHE40","-2.30157107754914536","0.11776340449822546"
"CDX2","1.33257951003718111","-0.72552383806949672"
"CEBPA","0.69496925417751121","1.65384191655849788"
"CEBPB","2.89545976350038181","2.69497453603847470"
"CEBPD","0.86898685006018239","-0.36705666142819926"
"CEBPG","2.67817482767525661","1.72119404842939305"
"CLOCK","3.67013625854041647","1.70330890218872266"
"CREB1","2.09794305732297337","1.86775694530778691"
"CREB3","-2.21042713201474550","-0.33341668207124825"
"CREB3L1","0.03894700408587227","0.12004611601756678"
"CREM","2.77092618453774664","2.35909611700060040"
"CTCF","2.96978524642488528","-0.21615868104441352"
"CTCFL","1.72519605760251316","-1.46606748125128750"
"CUX1","0.84412169167017914","-1.25110202090539357"
"DUX4","0.90959021819863073","0.62140802231478809"
"E2F1","-3.69788458412786225","1.38205598376635552"
"E2F2","-5.77104778642890981","-0.90035183079778913"
"E2F3","-2.92948275406959446","-0.57847578885540674"
"E2F4","-9.94553187036516917","-0.68953148849175783"
"E2F5","-1.81125462336368015","-1.11616473726767573"
"E2F6","0.42498397063049953","1.07759623697983331"
"E2F7","-1.12264037488658164","0.38679703226654361"
"EBF1","6.14076719377003410","0.06515604328211279"
"EGR1","0.70553526528610799","1.68945114990997203"
"EHF","2.30981905654013930","-0.13965430535825929"
"ELF1","1.69792429970478098","2.22408639302426714"
"ELF3","4.22382638055708703","0.44557713228287743"
"ELF5","-0.29865597813204897","-0.15318338145131424"
"ELK1","0.16351125178489612","1.95113886121785818"
"ELK4","-0.38385862631238338","1.79664653056934620"
"EOMES","2.51032732748545095","1.20529025896475472"
"EPAS1","-0.46100675975803979","3.01519002167179240"
"ERG","0.67308437912277641","0.68583744400144131"
"ESR1","2.81524613655958555","2.31887147745193989"
"ESR2","2.66655445414725234","1.54197011680766183"
"ESRRA","1.75890143157866508","-2.65321298576905118"
"ETS1","1.10052406406415515","2.57168428817246575"
"ETS2","0.75620599812547729","0.62783860554608328"
"ETV1","3.04971758165587481","-0.44187267250703666"
"ETV4","-0.84115904777219874","2.33249622446808802"
"FLI1","1.13130797429482666","-0.42560166123621684"
"FOS","1.73788462214864348","2.65513985664284391"
"FOSL1","1.82070278758319315","1.21363816936995228"
"FOSL2","-0.95891647164873384","2.16909037709685792"
"FOXA1","1.29990939858293886","-0.26173514642748952"
"FOXA2",NA,"1.44028577720566608"
"FOXJ2","2.26072278815790595","2.75901057786570325"
"FOXK2","0.70783003772390440","0.24469985347174297"
"FOXL2","0.37320592587901008","2.25839697626966673"
"FOXM1","-2.77067967053790465","-0.38507418144862265"
"FOXO1","2.86452618856993935","4.98372641252879234"
"FOXO3","3.42768669243361757","4.74357462569047872"
"FOXO4","2.63492587632017683","2.21175873331801398"
"FOXP1","-5.32329128194244205","-4.35136956155860144"
"FOXP2","-1.92648341393538947","-1.37821010273639311"
"GABPA","1.01744245181736370","2.16705684599840387"
"GATA1",NA,"0.50416922672748621"
"GATA2","0.57446704514944935","-1.07882116341430878"
"GATA3","2.25025973657942702","3.45261685970296073"
"GATA4","0.88232482925931099","0.59861564261975087"
"GATA6","2.78194157184019852","3.10637489481412965"
"GFI1B","2.68652581756457387","-0.47442399576286409"
"GLI2","0.05019603179214336","-1.53411882256607490"
"GRHL2","4.11023760344101863","0.84126630140059411"
"HBP1","-1.91835119585910485","-3.65811998032939467"
"HHEX","-1.02785470234319076","-0.37123997089257121"
"HIF1A","1.68621261774774234","6.21664522934120711"
"HINFP","-2.07026742126504537","0.95410547856904315"
"HMBOX1","-2.47263415429464217","-1.96380773621495397"
"HNF1A",NA,"-2.44895837364355806"
"HNF1B","2.84384789744952249","2.05901910052891779"
"HNF4A","0.18259558931555203","-0.51149234751036399"
"HNF4G","2.51986738390010245","-0.03478649503964158"
"HOXA9","2.31670818604689321","2.29950465528590753"
"HOXB13","2.09699576804280463","1.50502494211519910"
"HSF1","-1.33962583594867102","-0.06461996854817291"
"IKZF1","2.38032587376645077","1.03594145008038319"
"IRF1","1.04194132461950839","0.52087447387597430"
"IRF2","1.25883407263805247","2.00661698357887630"
"IRF3","-1.82253496457934383","-2.66766694596161713"
"IRF4","3.85247168130896700","1.05715646156683851"
"IRF9","3.28748012574077508","0.89649869506131175"
"JUN","1.67189574493321613","2.81463841848583707"
"JUNB","3.31366905478986951","2.16876249257050091"
"JUND","-0.08395108038829271","0.29528086942899245"
"KDM5B","2.34260766888699523","-0.28412910506143141"
"KLF1","1.71028679971110176","-1.01562445906989707"
"KLF13","1.19311905486538028","2.37269925120680369"
"KLF3","1.38083673510584304","1.36282981634277922"
"KLF4","1.55506260831136434","2.63102377839152801"
"KLF5","1.60414518141385010","-1.66981136357455684"
"KLF6","2.17067341124255897","1.56934414228469921"
"KLF9","4.59200860944812650","-0.40161942526156891"
"KMT2A","-2.83451321588002703","1.04519987335161502"
"LEF1","-0.43606143172071349","-1.72301397157344205"
"LHX2",NA,"2.72103564627182859"
"LYL1","1.29083768947739497","-3.15994039876774524"
"MAF","1.20328125511352568","0.26756458327989646"
"MAFB","6.43735310179684550","3.52607492159230285"
"MAFF","3.01800923282767641","2.94281359225162609"
"MAFG","2.77093099799646803","1.46128569807459163"
"MAFK","4.66097596853987639","1.63276619663445866"
"MAX","2.26495386493213680","-0.44367293103384248"
"MAZ","-1.14723430394437509","-7.20290505549308691"
"MBD1","2.51562875667237584","3.38310507350781320"
"MBD2","2.37933406481911547","-3.17573568544917828"
"MEF2A","4.92376697532787588","5.07863927411105642"
"MEF2B","1.46022492323379782","1.93069463150889753"
"MEF2C","2.13744851420222304","0.67621207577049458"
"MEIS1","3.05129024142624017","2.05341996778735902"
"MEIS2","3.03152648738245656","2.30142034167572662"
"MITF","1.45057803305954880","1.32185453405664011"
"MNT","-1.10754286625031062","0.75590054586988820"
"MXI1","-0.82930720269514047","0.24337472941680685"
"MYB","-1.35998889256942368","-1.17006292571085768"
"MYBL2","0.66633973746868824","-0.52187969881981655"
"MYC","-7.01354852713843613","-3.80222394739343006"
"MYCN","-2.01195438520171166","-1.05638125719104314"
"MYOD1","2.47579878619988980","-0.76701880242145160"
"NANOG","2.06349879333288344","2.47474097753839306"
"NCOA1","3.29323832080154100","2.39731350639832952"
"NCOA2","4.09180570112830022","2.03651196785638744"
"NCOA3","3.72296336916204229","2.99943228633719539"
"NEUROD1","1.01216247268369552","-1.60063612427900059"
"NFATC1","1.93792437799432515","1.85562208008486618"
"NFE2","3.29103495960961423","-1.04220293100520522"
"NFE2L1","2.89172434230260755","2.06609356312940529"
"NFE2L2","-0.05326156493896921","0.25773523769930834"
"NFIC","-2.46551711679609742","-2.81080164669781940"
"NFKB1","2.84376968989052470","2.26700858998757804"
"NFKB2","-0.67977856842879814","-0.65950786894272584"
"NFYA","-2.34045420202856169","0.99823397721224372"
"NFYB","-1.76621740400793725","1.80827712631567783"
"NR1H2","0.51510046509565832","2.08299022879168216"
"NR1H3","-0.04623456246777939","1.74718410401377700"
"NR2C2","-3.22791540842908375","-1.07860051581985705"
"NR2F1","1.35500834126384873","-3.86356539048218295"
"NR2F2",NA,"0.50359006462112599"
"NR2F6","-0.79573248232365423","1.20712998109179948"
"NR3C1","0.87148588449206321","-1.90778701432222109"
"NR4A1","0.63097454435091360","1.58614792511176717"
"NR5A2","2.17502517652547223","0.17385633547179466"
"NRF1","-0.73312625203614479","-0.10359772999600221"
"ONECUT1","2.85458627551429167","2.36819081486392324"
"OTX2","2.11787726825294520","2.73025868915184544"
"PAX5","1.16885800707180532","-2.29713839712149959"
"PAX6",NA,"1.98532093113727548"
"PBX2","3.04189466214709592","1.31702706844624462"
"PBX3","2.78818548632796182","2.87666063868515165"
"PDX1","4.43573830593788010","2.49267329544867255"
"PKNOX1","0.82198726066839856","0.91996552319119285"
"POU2F1","0.16283420028281434","-0.68268525937362989"
"POU4F2","2.75616825449838077","2.17134992956623529"
"POU5F1","4.69938778566034543","0.94405369067112588"
"PPARA","-1.10810935323363946","0.48115411393955282"
"PPARG","1.24445513630758997","3.27592150584784836"
"PRDM1","1.64268628865266031","0.74533246046858270"
"PRDM14","6.02766912346866235","-2.78445025006881730"
"PROX1","1.90733680121167160","2.16864606130315174"
"RARA","0.97955422625360666","1.70200914247407531"
"RBPJ","3.88113159152128828","2.05544761135782084"
"REL","0.62701416928413634","3.25766800303576698"
"RELA","1.74056697764386237","2.68450479287988175"
"RELB","0.94811854793716588","1.11628542892587168"
"RFX1","1.77594601743313296","0.10270617789438202"
"RFX2","1.47715692404131294","-0.95508296399603043"
"RFX5",NA,"-0.45828191266576851"
"RUNX1","3.08216647667233490","0.31912973171494091"
"RUNX2","2.91263367564217290","4.14281492670815066"
"RUNX3","0.88046747023302319","-0.20241156480612044"
"RXRA","0.22298960190136644","0.19487194289099427"
"SIX2","3.95755636035039471","1.09081773000471127"
"SIX5","-1.60276440059062075","-2.73029293912573401"
"SMAD1","2.12315508165114375","-0.07344996934858899"
"SMAD3","2.19048209664481419","2.46051975344099327"
"SMAD4","0.68123332499556644","1.81231857264117568"
"SMAD5","-1.50690810912793416","-1.39884715256833880"
"SNAI2","-1.14757169002946036","2.93200911862159819"
"SNAPC4","-1.95175449900899656","-4.16494672229888518"
"SOX11","2.57879575261251714","1.57224003480357610"
