"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","96.00000000000000","9","4","GTEx--Coexpression(rank=100); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=1350); ARCHS4--Coexpression(rank=1557)","247","rank=54; score=1.2957; p=0.050612","rank=247; score=0.06223","rank=147; score=1.0531; direction=Activated","rank=39; score=48.863; p=0.0011236; adjP=0.02901","rank=9; score=2.9494; p=0.0011237","rank=80; score=1.7748; p=0.075923; direction=Activated"
"2","EGR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","99.00000000000000","4","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=58); Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=475)","5","rank=17; score=2.6581; p=0.0021972","rank=5; score=0.001245","rank=91; score=1.6635; direction=Repressed","rank=14; score=42.634; p=0.00018161; adjP=0.0028898","rank=4; score=3.7408; p=0.00018162","rank=463; score=0.40798; p=0.68329; direction=Repressed"
"3","KLF6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","99.33333333333334","17","4","ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=184); ARCHS4--Coexpression(rank=628); GTEx--Coexpression(rank=791)","32","rank=78; score=0.9555; p=0.11079","rank=32; score=0.006734","rank=84; score=1.7938; direction=Repressed","rank=247; score=15.002; p=0.0001643; adjP=0.0011785","rank=138; score=0.43144; p=0.37031","rank=17; score=2.611; p=0.0090266; direction=Activated"
"4","RFX5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","102.00000000000000","14","5","ENCODE--ChIP-seq(rank=56); GTEx--Coexpression(rank=127); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=905); ARCHS4--Coexpression(rank=1579)","309","rank=23; score=2.2742; p=0.0053181","rank=309; score=0.07903","rank=14; score=4.0408; direction=Activated","rank=98; score=42.101; p=0.0074915; adjP=0.068632","rank=22; score=2.1254; p=0.0074916","rank=146; score=1.4369; p=0.15076; direction=Activated"
"5","ESR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","102.33333333333333","28","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=118); Enrichr--Queries(rank=365); GTEx--Coexpression(rank=437); ARCHS4--Coexpression(rank=560)","145","rank=28; score=2.009; p=0.0097955","rank=145; score=0.0339","rank=127; score=1.2818; direction=Repressed","rank=54; score=17.886; p=8.2978e-05; adjP=0.00065853","rank=119; score=0.59947; p=0.25149","rank=141; score=1.4809; p=0.13863; direction=Repressed"
"6","FOSL2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","108.33333333333333","15","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=138); GTEx--Coexpression(rank=395); ARCHS4--Coexpression(rank=866)","41","rank=99; score=0.68524; p=0.20642","rank=41; score=0.008475","rank=195; score=0.53614; direction=Repressed","rank=15; score=20.04; p=0.00021942; adjP=0.037324","rank=128; score=0.533; p=0.29309","rank=172; score=1.3102; p=0.19012; direction=Repressed"
"7","NANOG","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","118.50000000000000","15","6","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=70); Enrichr--Queries(rank=532); ARCHS4--Coexpression(rank=842); GTEx--Coexpression(rank=971)","78","rank=37; score=1.5953; p=0.025395","rank=78; score=0.01684","rank=15; score=3.9684; direction=Activated","rank=37; score=31.562; p=3.8631e-07; adjP=6.702e-06","rank=252; score=0; p=1","rank=292; score=0.91367; p=0.36089; direction=Activated"
"8","ELF3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","119.50000000000000","13","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=36); ARCHS4--Coexpression(rank=39); Enrichr--Queries(rank=159)","15","rank=13; score=2.8946; p=0.0012746","rank=15; score=0.003367","rank=234; score=0.17044; direction=Activated","rank=304; score=9.0917; p=0.0027386; adjP=0.010809","rank=97; score=0.72617; p=0.18786","rank=54; score=1.9704; p=0.048794; direction=Repressed"
"9","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","121.16666666666666","5","5","ARCHS4--Coexpression(rank=28); ReMap--ChIP-seq(rank=46); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=226); Enrichr--Queries(rank=739)","80","rank=5; score=3.8097; p=0.00015499","rank=80; score=0.0172","rank=174; score=0.79496; direction=Activated","rank=72; score=23.286; p=0.0028968; adjP=0.037107","rank=15; score=2.5381; p=0.0028968","rank=381; score=0.64231; p=0.52067; direction=Activated"
"10","EPAS1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","124.66666666666667","49","4","Enrichr--Queries(rank=34); ReMap--ChIP-seq(rank=154); ARCHS4--Coexpression(rank=160); GTEx--Coexpression(rank=185)","105","rank=49; score=1.4634; p=0.034405","rank=105; score=0.02422","rank=102; score=1.5392; direction=Activated","rank=145; score=7.5101; p=0.20642; adjP=0.33965","rank=102; score=0.68524; p=0.20642","rank=245; score=1.0617; p=0.28839; direction=Activated"
