"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.00000000000000","1","4","ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=774); ARCHS4--Coexpression(rank=1404)","895","rank=1; score=10.292; p=5.1035e-11","rank=1; score=9.0883; p=8.161e-10","rank=1; score=5.3843; p=7.2727e-08; direction=Activated"
"2","NFKB1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.66666666666667","4","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","rank=13; score=3.4183; p=0.00038167","rank=4; score=6.3531; p=4.4352e-07","rank=15; score=3.2326; p=0.0012265; direction=Activated"
"3","RELA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.00000000000000","3","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","rank=14; score=3.3943; p=0.0004034","rank=3; score=6.407; p=3.9176e-07","rank=31; score=2.8349; p=0.0045847; direction=Activated"
"4","TP53","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.00000000000000","6","5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=194); GTEx--Coexpression(rank=862); Enrichr--Queries(rank=1078); ARCHS4--Coexpression(rank=1528)","239","rank=11; score=3.528; p=0.00029649","rank=6; score=4.567; p=2.7101e-05","rank=37; score=2.7033; p=0.0068658; direction=Activated"
"5","E2F1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.66666666666667","5","6","Literature--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=367); Enrichr--Queries(rank=1028); ARCHS4--Coexpression(rank=1434)","688","rank=12; score=3.4442; p=0.00035961","rank=42; score=2.0644; p=0.0086221","rank=5; score=3.7634; p=0.00016763; direction=Activated"
"6","STAT3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.00000000000000","5","6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=64); GTEx--Coexpression(rank=543); Enrichr--Queries(rank=763)","143","rank=22; score=2.468; p=0.0034044","rank=5; score=4.6655; p=2.1603e-05","rank=36; score=2.7048; p=0.0068338; direction=Activated"
"7","JUN","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.33333333333334","2","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","rank=2; score=6.2086; p=6.1864e-07","rank=2; score=7.1528; p=7.0341e-08","rank=78; score=2.2565; p=0.024037; direction=Activated"
"8","ETV4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.66666666666667","16","4","Enrichr--Queries(rank=63); ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=373); GTEx--Coexpression(rank=614)","168","rank=25; score=2.1962; p=0.0063649","rank=16; score=2.6366; p=0.0023089","rank=42; score=2.6722; p=0.0075352; direction=Activated"
"9","ERG","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.00000000000000","16","5","Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=135); GTEx--Coexpression(rank=219); ARCHS4--Coexpression(rank=236); Enrichr--Queries(rank=751)","448","rank=53; score=1.4232; p=0.037742","rank=27; score=2.3012; p=0.0049981","rank=16; score=3.209; p=0.0013321; direction=Activated"
"10","ATF2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00000000000000","25","5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=217); ARCHS4--Coexpression(rank=1019); GTEx--Coexpression(rank=1115); Enrichr--Queries(rank=1305)","1417","rank=47; score=1.6232; p=0.023813","rank=45; score=2.0341; p=0.0092448","rank=25; score=2.9061; p=0.0036593; direction=Activated"
