"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","FOS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.16666666666666","3","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=92); ARCHS4--Coexpression(rank=204)","14","rank=20; score=2.2044; p=0.0062458","rank=14; score=0.003367","rank=87; score=2.1965; direction=Activated","rank=3; score=68.676; p=0.00015287; adjP=0.013662","rank=38; score=1.6302; p=0.023433","rank=49; score=2.4248; p=0.0027584; direction=Activated"
"2","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.16666666666666","8","6","ARCHS4--Coexpression(rank=34); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=44); Enrichr--Queries(rank=117); Literature--ChIP-seq(rank=134); GTEx--Coexpression(rank=875)","95","rank=8; score=2.8833; p=0.0013084","rank=95; score=0.02088","rank=8; score=4.7208; direction=Activated","rank=86; score=48.373; p=0.0051565; adjP=0.031871","rank=19; score=2.2876; p=0.0051566","rank=19; score=3.2845; p=0.00017041; direction=Activated"
"3","NR3C1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.00000000000000","10","6","ARCHS4--Coexpression(rank=10); ENCODE--ChIP-seq(rank=13); Enrichr--Queries(rank=43); Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=1302)","28","rank=44; score=1.39; p=0.040742","rank=28; score=0.006143","rank=164; score=1.3896; direction=Repressed","rank=18; score=29.53; p=2.7177e-05; adjP=0.0034006","rank=96; score=0.83476; p=0.1463","rank=10; score=2.8509; p=3.6534e-05; direction=Activated"
"4","JUN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.00000000000000","9","6","GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=74); ARCHS4--Coexpression(rank=120)","22","rank=9; score=2.7903; p=0.0016207","rank=22; score=0.004978","rank=80; score=2.2433; direction=Activated","rank=64; score=39.149; p=0.00072671; adjP=0.025311","rank=16; score=2.4626; p=0.0034468","rank=217; score=1.8127; p=0.062188; direction=Activated"
"5","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.50000000000000","1","5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=132); Enrichr--Queries(rank=237); GTEx--Coexpression(rank=553)","163","rank=1; score=4.4555; p=3.5034e-05","rank=163; score=0.03659","rank=14; score=3.9514; direction=Activated","rank=123; score=30.099; p=0.0037269; adjP=0.06051","rank=105; score=0.53402; p=0.2924","rank=23; score=2.6986; p=0.00022772; direction=Activated"
"6","FOSL1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","76.00000000000000","26","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); ARCHS4--Coexpression(rank=53); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=1366)","116","rank=45; score=1.3494; p=0.044725","rank=116; score=0.02542","rank=154; score=1.5172; direction=Activated","rank=26; score=100.27; p=0.00053579; adjP=0.02181","rank=48; score=1.4348; p=0.036743","rank=67; score=2.2477; p=0.0045941; direction=Activated"
"7","NFKB1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","81.33333333333334","1","4","ARCHS4--Coexpression(rank=18); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=920)","51","rank=3; score=4.2065; p=6.216e-05","rank=51; score=0.01106","rank=56; score=2.5554; direction=Activated","rank=2; score=133.06; p=5.0319e-07; adjP=8.3529e-05","rank=1; score=6.2982; p=5.0324e-07","rank=375; score=1.1071; p=0.14902; direction=Activated"
"8","EPAS1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","82.83333333333334","2","4","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=139)","2","rank=51; score=1.2787; p=0.052642","rank=2; score=0.0006223","rank=129; score=1.7381; direction=Activated","rank=48; score=86.335; p=0.040742; adjP=0.090176","rank=51; score=1.39; p=0.040742","rank=216; score=1.4199; p=0.062137; direction=Activated"
"9","EGR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","87.00000000000000","52","6","Enrichr--Queries(rank=23); GTEx--Coexpression(rank=36); Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=140)","74","rank=68; score=1.0274; p=0.093882","rank=74; score=0.01638","rank=187; score=1.1975; direction=Activated","rank=84; score=23.779; p=0.035156; adjP=0.088396","rank=57; score=1.2858; p=0.05178","rank=52; score=2.4749; p=0.0028749; direction=Activated"
"10","RELA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.50000000000000","2","6","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=22); ENCODE--ChIP-seq(rank=26); GTEx--Coexpression(rank=427); ARCHS4--Coexpression(rank=488); Enrichr--Queries(rank=521)","197","rank=14; score=2.5157; p=0.0030499","rank=197; score=0.04377","rank=84; score=2.2125; direction=Activated","rank=7; score=100.9; p=4.3567e-06; adjP=0.0003616","rank=2; score=5.3608; p=4.357e-06","rank=251; score=1.041; p=0.073652; direction=Activated"
