"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Endothelial_cells_MCPcounter","0.000000000000000000000000000000006963533019952265","0.40061338618885611","0.00000000000000000000000000000006963533019952264","32.1571703607106443","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Fibroblasts_MCPcounter","0.000000000000000000000000001265552479554696563531","0.36793554320256161","0.00000000000000000000000000632776239777348263829","26.8977198409376079","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"NK_cells_MCPcounter","0.000000000000000000000000072416333218286301401524","-0.35612682260475337","0.00000000000000000000000024138777739428767133841","25.1401634693475202","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Myeloid_dendritic_cells_MCPcounter","0.000000000000000000029050784638070264249338631991","0.31470656512777934","0.00000000000000000007262696159517565460481550377","19.5368421331744315","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"B_lineage_MCPcounter","0.000000000000962296955740949404929989086662701670","-0.24602860905692245","0.00000000000192459391148189880985997817332540334","12.0166908881090322","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_T_cells_MCPcounter","0.000000000175039920071581498860989130620031180990","-0.22071386031969048","0.00000000029173320011930252395104269331550014138","9.7568628936583579","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Monocytic_lineage_MCPcounter","0.000000000906192798024133433968578704064073328639","0.21204391368657438","0.00000000129456114003447630469866198605483065265","9.0427793937026362","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cells_MCPcounter","0.000000196709319674804398557775879027853527247771","0.18067566359815718","0.00000024588664959350551143210964963325970700225","6.7061750636319672","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytotoxic_lymphocytes_MCPcounter","0.000873480270487163312775891199635225348174571991","0.11615807060109520","0.00097053363387462595127108677672822523163631558","3.0587469000861143","***","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neutrophils_MCPcounter","0.669755320302963585987754413508810102939605712891","0.01493366273871013","0.66975532030296358598775441350881010293960571289","0.1740838278219679","","IOBR::batch_cor","0.670","0.670","ns","ns"
