"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.00000000000000","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","rank=1; score=26.145; p=7.159e-27","rank=4; score=5.6483; p=2.2476e-06","rank=1; score=9.161; p=5.1434e-20; direction=Repressed"
"2","MYC","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.00000000000000","4","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=248); GTEx--Coexpression(rank=723)","324","rank=7; score=6.2459; p=5.6767e-07","rank=22; score=2.2853; p=0.0051849","rank=4; score=4.6753; p=2.9346e-06; direction=Repressed"
"3","SREBF2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.66666666666667","10","6","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=96); Literature--ChIP-seq(rank=127); GTEx--Coexpression(rank=277); Enrichr--Queries(rank=567); ARCHS4--Coexpression(rank=1403)","676","rank=11; score=4.417; p=3.8281e-05","rank=10; score=3.5753; p=0.00026589","rank=17; score=3.4494; p=0.00056173; direction=Repressed"
"4","KLF6","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.00000000000000","12","4","ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=483); GTEx--Coexpression(rank=1090)","385","rank=38; score=2.168; p=0.0067926","rank=16; score=2.7856; p=0.0016382","rank=12; score=3.6378; p=0.00027496; direction=Activated"
"5","FOXO3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.00000000000000","2","4","ARCHS4--Coexpression(rank=43); Literature--ChIP-seq(rank=125); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=876)","100","rank=61; score=1.6459; p=0.0226","rank=12; score=3.0995; p=0.00079532","rank=2; score=5.8045; p=6.4571e-09; direction=Activated"
"6","E2F3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.33333333333333","4","3","Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=864)","76","rank=4; score=7.9443; p=1.137e-08","rank=6; score=4.1845; p=6.5384e-05","rank=102; score=2.0854; p=0.037032; direction=Repressed"
"7","IRF9","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.66666666666666","7","4","ReMap--ChIP-seq(rank=254); ARCHS4--Coexpression(rank=429); GTEx--Coexpression(rank=457); Enrichr--Queries(rank=608)","926","rank=53; score=1.6841; p=0.020695","rank=53; score=1.4917; p=0.032231","rank=7; score=4.0661; p=4.7811e-05; direction=Activated"
"8","STAT1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.66666666666666","14","6","GTEx--Coexpression(rank=21); ENCODE--ChIP-seq(rank=69); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=437)","47","rank=58; score=1.6539; p=0.022187","rank=65; score=1.3101; p=0.048969","rank=14; score=3.5298; p=0.00041581; direction=Activated"
"9","EGR1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.66666666666666","32","6","Literature--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=150); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=408)","387","rank=60; score=1.6509; p=0.022341","rank=54; score=1.464; p=0.034355","rank=32; score=2.9788; p=0.0028933; direction=Activated"
"10","TFAP2C","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.00000000000000","22","6","ReMap--ChIP-seq(rank=31); ENCODE--ChIP-seq(rank=52); Literature--ChIP-seq(rank=54); Enrichr--Queries(rank=291); ARCHS4--Coexpression(rank=805); GTEx--Coexpression(rank=1016)","431","rank=80; score=1.3417; p=0.045529","rank=69; score=1.2222; p=0.059957","rank=22; score=3.3299; p=0.00086862; direction=Activated"
