"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.666666666666666","1","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=469); Enrichr--Queries(rank=813); GTEx--Coexpression(rank=991)","18","rank=18; score=0.006734","rank=4; score=206.66; p=9.1345e-29; adjP=4.7499e-27","rank=1; score=7.8804; p=3.2645e-15; direction=Repressed"
"2","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.333333333333334","2","6","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=13); ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=61); Literature--ChIP-seq(rank=91)","6","rank=6; score=0.001867","rank=2; score=79.084; p=1.2458e-09; adjP=5.8303e-07","rank=17; score=3.9867; p=6.6989e-05; direction=Repressed"
"3","TFDP1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.666666666666671","10","4","GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=33); ReMap--ChIP-seq(rank=82)","10","rank=10; score=0.003111","rank=38; score=157.53; p=5.8738e-05; adjP=0.0022908","rank=176; score=1.833; p=0.066801; direction=Repressed"
"4","STAT1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","79.666666666666671","58","6","ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=27); ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=271)","58","rank=58; score=0.0168","rank=100; score=16.564; p=4.0002e-06; adjP=1.936e-05","rank=81; score=2.6656; p=0.0076844; direction=Activated"
"5","MYCN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","82.000000000000000","19","5","ReMap--ChIP-seq(rank=7); Literature--ChIP-seq(rank=64); Enrichr--Queries(rank=115); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=446)","84","rank=84; score=0.02357","rank=143; score=11.845; p=0.0050811; adjP=0.010898","rank=19; score=3.9094; p=9.2512e-05; direction=Activated"
"6","HIF1A","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","90.666666666666671","73","5","ARCHS4--Coexpression(rank=36); Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=456); Enrichr--Queries(rank=578)","79","rank=79; score=0.02211","rank=120; score=16.052; p=0.00028411; adjP=0.00086845","rank=73; score=2.7212; p=0.0065054; direction=Activated"
"7","SOX2","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","96.333333333333343","14","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=126); Enrichr--Queries(rank=483); ARCHS4--Coexpression(rank=542); GTEx--Coexpression(rank=625)","41","rank=41; score=0.0122","rank=14; score=204.72; p=1.1241e-36; adjP=2.1218e-34","rank=234; score=1.5554; p=0.11985; direction=Activated"
"8","FOXA2","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","108.000000000000000","26","6","Literature--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=540); GTEx--Coexpression(rank=725); ARCHS4--Coexpression(rank=732)","221","rank=221; score=0.05488","rank=77; score=43.881; p=1.761e-12; adjP=5.1137e-11","rank=26; score=3.6922; p=0.00022232; direction=Activated"
"9","HMGA1","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","109.666666666666657","20","3","GTEx--Coexpression(rank=11); ARCHS4--Coexpression(rank=87); Enrichr--Queries(rank=323)","20","rank=20; score=0.006845","rank=262; score=9.8637; p=0.050852; adjP=0.2144","rank=47; score=2.9834; p=0.0028506; direction=Activated"
"10","BACH1","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","111.000000000000000","5","6","Literature--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=128); ARCHS4--Coexpression(rank=249); Enrichr--Queries(rank=463); GTEx--Coexpression(rank=1200)","194","rank=194; score=0.04878","rank=134; score=39.763; p=3.0224e-10; adjP=4.754e-09","rank=5; score=5.1213; p=3.0342e-07; direction=Activated"
