"Feature","AUC","Direction"
"otherCells_EPIC","0.5473375067625010","<"
"CAFs_EPIC","0.5380052554293221",">"
"CD4_Tcells_EPIC","0.5300255042893577",">"
"CD8_Tcells_EPIC","0.5280933611561937","<"
"Macrophages_EPIC","0.5231084318726337",">"
"Bcells_EPIC","0.5124623232089039",">"
"NKcells_EPIC","0.5081343225906177",">"
"Endothelial_EPIC","0.4838472834067546","<"
