"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.2","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=1; score=18.752; p=1.7685e-19","rank=1; score=8.0012; direction=Repressed","rank=1; score=1160.4; p=8.2834e-73; adjP=8.6148e-71","rank=2; score=5.8804; p=1.317e-06","rank=1; score=8.6709; p=4.2871e-18; direction=Repressed"
"2","E2F1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.2","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=2; score=8.0294; p=9.3451e-09","rank=3; score=4.6343; direction=Repressed","rank=3; score=71.973; p=6.5657e-14; adjP=9.8355e-12","rank=1; score=7.4828; p=3.2903e-08","rank=2; score=6.376; p=1.8177e-10; direction=Repressed"
"3","FOXM1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.2","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=3; score=7.0724; p=8.464e-08","rank=4; score=4.4406; direction=Repressed","rank=2; score=5254.4; p=9.5523e-72; adjP=7.1547e-69","rank=46; score=1.2382; p=0.057784","rank=91; score=1.8933; p=0.05832; direction=Repressed"
"4","PPARA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.8","10","3","ARCHS4--Coexpression(rank=620); Enrichr--Queries(rank=889); GTEx--Coexpression(rank=1166)","1148","rank=14; score=2.2202; p=0.0060222","rank=10; score=3.8046; direction=Activated","rank=91; score=13.53; p=0.015854; adjP=0.19237","rank=24; score=1.7999; p=0.015854","rank=25; score=2.7365; p=0.0062106; direction=Activated"
"5","CDX2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.4","5","5","ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=1021)","181","rank=16; score=1.971; p=0.010691","rank=5; score=4.2868; direction=Activated","rank=116; score=12.225; p=0.025254; adjP=0.23083","rank=29; score=1.5977; p=0.025254","rank=6; score=4.027; p=5.6494e-05; direction=Activated"
"6","USF1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.8","6","5","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=552); Enrichr--Queries(rank=857)","411","rank=6; score=3.0101; p=0.00097701","rank=83; score=1.8429; direction=Activated","rank=15; score=27.482; p=0.00056096; adjP=0.033938","rank=6; score=3.2511; p=0.00056098","rank=89; score=1.9023; p=0.057133; direction=Activated"
"7","TP53","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.6","3","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=4; score=5.091; p=8.1094e-06","rank=182; score=0.71168; direction=Repressed","rank=6; score=32.248; p=1.8565e-05; adjP=0.0022464","rank=3; score=4.7313; p=1.8567e-05","rank=8; score=3.7784; p=0.00015785; direction=Repressed"
"8","E2F3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.4","5","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=12; score=2.4199; p=0.0038031","rank=228; score=0.35595; direction=Repressed","rank=11; score=88.677; p=0.00037124; adjP=0.026952","rank=5; score=3.4303; p=0.00037125","rank=31; score=2.508; p=0.012142; direction=Repressed"
"9","GATA6","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.4","19","5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=351); GTEx--Coexpression(rank=1393)","559","rank=21; score=1.6769; p=0.021042","rank=139; score=1.0723; direction=Activated","rank=57; score=41.491; p=0.0097755; adjP=0.11528","rank=19; score=2.0099; p=0.0097756","rank=51; score=2.2173; p=0.026603; direction=Activated"
"10","FOXA1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.2","28","6","ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=227); GTEx--Coexpression(rank=318); Enrichr--Queries(rank=327); ARCHS4--Coexpression(rank=661)","704","rank=64; score=0.64847; p=0.22466","rank=52; score=2.3748; direction=Activated","rank=28; score=27.866; p=1.4928e-08; adjP=1.1181e-06","rank=117; score=0.51371; p=0.3064","rank=55; score=2.1785; p=0.029366; direction=Activated"
