"TF","SW948"
"AHR","0.31318211191637380"
"AR","0.83672855472002239"
"ARID2","3.64409234121023529"
"ARID3A","0.71270181631953244"
"ARNT","2.37823388217269027"
"ARNTL","4.59259453582997956"
"ASCL1","-2.22297102068990560"
"ATF1","1.39838629703819106"
"ATF2","0.52759382387304565"
"ATF3","-1.15521555881257409"
"ATF4","4.98626365406856209"
"ATF6","2.57388390736678252"
"ATF7","0.10389517228431266"
"BACH1","0.98622575629232512"
"BACH2","2.65618173898891063"
"BATF","0.41680857631182960"
"BCL11A","-0.31212696913507537"
"BCL6","0.58031932061225067"
"BHLHE22","-1.25080982823526732"
"BHLHE40","0.11776340449822546"
"CDX2","-0.72552383806949672"
"CEBPA","1.65384191655849788"
"CEBPB","2.69497453603847470"
"CEBPD","-0.36705666142819926"
"CEBPG","1.72119404842939305"
"CLOCK","1.70330890218872266"
"CREB1","1.86775694530778691"
"CREB3","-0.33341668207124825"
"CREB3L1","0.12004611601756678"
"CREM","2.35909611700060040"
"CTCF","-0.21615868104441352"
"CTCFL","-1.46606748125128750"
"CUX1","-1.25110202090539357"
"DUX4","0.62140802231478809"
"E2F1","1.38205598376635552"
"E2F2","-0.90035183079778913"
"E2F3","-0.57847578885540674"
"E2F4","-0.68953148849175783"
"E2F5","-1.11616473726767573"
"E2F6","1.07759623697983331"
"E2F7","0.38679703226654361"
"EBF1","0.06515604328211279"
"EGR1","1.68945114990997203"
"EHF","-0.13965430535825929"
"ELF1","2.22408639302426714"
"ELF3","0.44557713228287743"
"ELF5","-0.15318338145131424"
"ELK1","1.95113886121785818"
"ELK4","1.79664653056934620"
"EOMES","1.20529025896475472"
"EPAS1","3.01519002167179240"
"ERG","0.68583744400144131"
"ESR1","2.31887147745193989"
"ESR2","1.54197011680766183"
"ESRRA","-2.65321298576905118"
"ETS1","2.57168428817246575"
"ETS2","0.62783860554608328"
"ETV1","-0.44187267250703666"
"ETV4","2.33249622446808802"
"FLI1","-0.42560166123621684"
"FOS","2.65513985664284391"
"FOSL1","1.21363816936995228"
"FOSL2","2.16909037709685792"
"FOXA1","-0.26173514642748952"
"FOXA2","1.44028577720566608"
"FOXJ2","2.75901057786570325"
"FOXK2","0.24469985347174297"
"FOXL2","2.25839697626966673"
"FOXM1","-0.38507418144862265"
"FOXO1","4.98372641252879234"
"FOXO3","4.74357462569047872"
"FOXO4","2.21175873331801398"
"FOXP1","-4.35136956155860144"
"FOXP2","-1.37821010273639311"
"GABPA","2.16705684599840387"
"GATA1","0.50416922672748621"
"GATA2","-1.07882116341430878"
"GATA3","3.45261685970296073"
"GATA4","0.59861564261975087"
"GATA6","3.10637489481412965"
"GFI1B","-0.47442399576286409"
"GLI2","-1.53411882256607490"
"GRHL2","0.84126630140059411"
"HBP1","-3.65811998032939467"
"HHEX","-0.37123997089257121"
"HIF1A","6.21664522934120711"
"HINFP","0.95410547856904315"
"HMBOX1","-1.96380773621495397"
"HNF1A","-2.44895837364355806"
"HNF1B","2.05901910052891779"
"HNF4A","-0.51149234751036399"
"HNF4G","-0.03478649503964158"
"HOXA9","2.29950465528590753"
"HOXB13","1.50502494211519910"
"HSF1","-0.06461996854817291"
"IKZF1","1.03594145008038319"
"IRF1","0.52087447387597430"
"IRF2","2.00661698357887630"
"IRF3","-2.66766694596161713"
"IRF4","1.05715646156683851"
"IRF9","0.89649869506131175"
"JUN","2.81463841848583707"
"JUNB","2.16876249257050091"
"JUND","0.29528086942899245"
"KDM5B","-0.28412910506143141"
"KLF1","-1.01562445906989707"
"KLF13","2.37269925120680369"
"KLF3","1.36282981634277922"
"KLF4","2.63102377839152801"
"KLF5","-1.66981136357455684"
"KLF6","1.56934414228469921"
"KLF9","-0.40161942526156891"
"KMT2A","1.04519987335161502"
"LEF1","-1.72301397157344205"
"LHX2","2.72103564627182859"
"LYL1","-3.15994039876774524"
"MAF","0.26756458327989646"
"MAFB","3.52607492159230285"
"MAFF","2.94281359225162609"
"MAFG","1.46128569807459163"
"MAFK","1.63276619663445866"
"MAX","-0.44367293103384248"
"MAZ","-7.20290505549308691"
"MBD1","3.38310507350781320"
"MBD2","-3.17573568544917828"
"MEF2A","5.07863927411105642"
"MEF2B","1.93069463150889753"
"MEF2C","0.67621207577049458"
"MEIS1","2.05341996778735902"
"MEIS2","2.30142034167572662"
"MITF","1.32185453405664011"
"MNT","0.75590054586988820"
"MXI1","0.24337472941680685"
"MYB","-1.17006292571085768"
"MYBL2","-0.52187969881981655"
"MYC","-3.80222394739343006"
"MYCN","-1.05638125719104314"
"MYOD1","-0.76701880242145160"
"NANOG","2.47474097753839306"
"NCOA1","2.39731350639832952"
"NCOA2","2.03651196785638744"
"NCOA3","2.99943228633719539"
"NEUROD1","-1.60063612427900059"
"NFATC1","1.85562208008486618"
"NFE2","-1.04220293100520522"
"NFE2L1","2.06609356312940529"
"NFE2L2","0.25773523769930834"
"NFIC","-2.81080164669781940"
"NFKB1","2.26700858998757804"
"NFKB2","-0.65950786894272584"
"NFYA","0.99823397721224372"
"NFYB","1.80827712631567783"
"NR1H2","2.08299022879168216"
"NR1H3","1.74718410401377700"
"NR2C2","-1.07860051581985705"
"NR2F1","-3.86356539048218295"
"NR2F2","0.50359006462112599"
"NR2F6","1.20712998109179948"
"NR3C1","-1.90778701432222109"
"NR4A1","1.58614792511176717"
"NR5A2","0.17385633547179466"
"NRF1","-0.10359772999600221"
"ONECUT1","2.36819081486392324"
"OTX2","2.73025868915184544"
"PAX5","-2.29713839712149959"
"PAX6","1.98532093113727548"
"PBX2","1.31702706844624462"
"PBX3","2.87666063868515165"
"PDX1","2.49267329544867255"
"PKNOX1","0.91996552319119285"
"POU2F1","-0.68268525937362989"
"POU4F2","2.17134992956623529"
"POU5F1","0.94405369067112588"
"PPARA","0.48115411393955282"
"PPARG","3.27592150584784836"
"PRDM1","0.74533246046858270"
"PRDM14","-2.78445025006881730"
"PROX1","2.16864606130315174"
"RARA","1.70200914247407531"
"RBPJ","2.05544761135782084"
"REL","3.25766800303576698"
"RELA","2.68450479287988175"
"RELB","1.11628542892587168"
"RFX1","0.10270617789438202"
"RFX2","-0.95508296399603043"
"RFX5","-0.45828191266576851"
"RUNX1","0.31912973171494091"
"RUNX2","4.14281492670815066"
"RUNX3","-0.20241156480612044"
"RXRA","0.19487194289099427"
"SIX2","1.09081773000471127"
"SIX5","-2.73029293912573401"
"SMAD1","-0.07344996934858899"
"SMAD3","2.46051975344099327"
"SMAD4","1.81231857264117568"
"SMAD5","-1.39884715256833880"
"SNAI2","2.93200911862159819"
"SNAPC4","-4.16494672229888518"
"SOX11","1.57224003480357610"
"SOX13","0.69547004885223485"
"SOX6","0.91990459345339726"
"SOX9","0.88037150699294653"
"SP1","2.61983094494230073"
"SP2","1.27505757595135139"
"SP3","2.25023569172096760"
"SP4","0.56189530452196224"
"SPI1","0.81013159180467076"
"SPIB","0.28658098073881605"
"SREBF1","0.16898965494718271"
"SREBF2","-0.94442162532854179"
"SRF","0.92476383291935005"
"STAT1","4.23787650195043319"
"STAT2","1.62621802179128361"
"STAT3","2.77682677399152444"
"STAT4","0.37246530414605783"
"STAT5A","2.56707912086989554"
"STAT5B","2.65637326890099512"
"STAT6","1.00709356466002831"
"TAL1","0.54754101997177484"
"TBP","1.69647051031963203"
"TBX21","-0.35417982036219348"
"TCF12","2.66541450160200677"
"TCF3","-1.15663609929061728"
"TCF4","1.79461636803302915"
"TCF7","1.76864345550516888"
"TCF7L2","-0.39352061085350404"
"TEAD1","5.45038854449199128"
"TEAD2","0.48013491494640004"
"TEAD4","1.49531027628640611"
"TFAP2A","2.21070011249212728"
"TFAP2C","0.86712766777854799"
"TFAP4","-1.36079424650234349"
"TFDP1","0.54359200769800742"
"TGIF2","1.24736743092339375"
"THAP1","-5.57644329729014387"
"THAP11","-0.73153811345751363"
"TP53","1.80511975477812037"
"TP63","-0.68922139977793251"
"TP73","0.11154867627206899"
"TWIST1","-0.31236844875450576"
"USF1","-0.72418059077616359"
"USF2","1.40632489604741506"
"VDR","0.83270968901080200"
"WT1","2.53248405139069721"
"XBP1","-0.05020303282113692"
"YY1","-1.92411497464490266"
"ZBED1","0.26515018382625294"
"ZBTB11","5.54335813493120444"
"ZBTB33","2.29063444051055587"
"ZBTB7A","4.80619611190260354"
"ZEB1","2.12808260573024555"
"ZEB2","-2.13207046547201395"
"ZFX","1.11319504365719957"
"ZKSCAN1","-1.49125621037591993"
"ZNF143","0.28958491233818368"
"ZNF217","2.47688497252913953"
"ZNF24","0.30993472207443334"
"ZNF263","6.27985664048405301"
"ZNF274","-2.40587406934976977"
"ZNF384","1.71668053834953471"
"ZNF592","0.06914481471011086"
"ZNF639","-3.74430785576590175"
"ZNF740","-1.78830105564255981"
