"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"REST","104.666666666666671","52","144","118","144","52","0.36873551362982398549306140012050","0.0164782426949508994939996853190677938982844","0.43328503263876200","0.03686000000000000","2.39814717905604002","6","13"
"ATF3","107.000000000000000","35","244","42","244","35","0.03905687531493060027365515907150","0.0057694683970751503565566054021473973989487","1.40830250471856000","0.05912000000000000","2.76060344187520013","6","14"
"KLF6","108.333333333333329","35","191","99","35","191","0.30052556278852499138665166356077","0.1135169260402830032630205892019148450344801","0.52211858087979401","0.01010000000000000","1.58258131071758990","4","15"
"E2F5","110.000000000000000","14","211","211","105","14","1.00000000000000000000000000000000","0.0004154567605900630193095646180978519623750","0.00000000000000000","0.02707000000000000","3.53006552431399001","4","16"
"IRF4","112.333333333333329","84","167","167","86","84","0.73057752224056304868327060830779","0.0363547460529599006373580039053194923326373","0.13633369390491401","0.02302000000000000","2.09293736667859998","5","17"
"AR","115.000000000000000","31","221","31","93","221","0.01517233881015770009803578233232","0.1516562003900809862955156859243288636207581","1.81894746772650007","0.02439000000000000","1.43370592599368996","5","18"
"EGR1","118.333333333333343","22","276","22","276","57","0.00711530147941609025091791451700","0.0191924827037660006290309411269845440983772","2.14780669388286016","0.06734000000000000","2.34177108046911986","6","19"
"E2F6","121.000000000000000","29","169","169","165","29","0.73795978168122100537829055610928","0.0037589064932164301634232028703763717203401","0.13196730629330999","0.04237000000000000","2.89771612539469992","5","20"
"PPARG","124.333333333333343","26","265","82","265","26","0.19923937905170899242968118869612","0.0025827117132608701927098948658567678648978","0.70062482045720398","0.06481000000000001","3.01347869894172993","5","21"
"MYB","126.000000000000000","58","228","92","58","228","0.24168494547482699541518513797200","0.1717697484534199958705613653364707715809345","0.61675040089907096","0.01567000000000000","1.36653931911969995","6","22"
"RUNX2","136.000000000000000","12","337","59","337","12","0.09725490747705320404570272785350","0.0002278959146988770111640076887482564416132","1.01208847497468990","0.08081000000000001","3.68589990573159998","5","23"
"RXRA","153.000000000000000","97","249","249","97","113","1.00000000000000000000000000000000","0.0574108745213931029316434262455004500225186","0.00000000000000000","0.02542000000000000","1.90016953758631990","6","24"
"CTCF","164.000000000000000","29","331","132","29","331","0.45032888604427201428848093200941","0.3099148557774160095412696591665735468268394","0.34647019461540202","0.00921400000000000","1.01540070785681991","6","25"
"TEAD4","164.000000000000000","98","263","98","131","263","0.29456382424981297774024824320804","0.2369157734200690035297753865961567498743534","0.53082059046482399","0.03419000000000000","1.18273100193805991","6","26"
"MYC","165.333333333333314","6","480","10","480","6","0.00015110521299528499464606690061","0.0000177713716533839983537351042697238767687","3.82072055262965016","0.12320000000000000","4.29119556540527025","6","27"
"GATA6","166.666666666666657","17","386","17","386","97","0.00353587778485351007795589595162","0.0444189634632973992522941841798456152901053","2.45150275448503985","0.09402000000000001","2.01011552336981003","5","28"
"PAX6","167.000000000000000","24","239","239","238","24","1.00000000000000000000000000000000","0.0022562012794308397914400110551014222437516","0.00000000000000000","0.05787000000000000","3.05425511610134004","5","29"
"SOX10","182.000000000000000","51","433","62","433","51","0.11976350149814500578582254775029","0.0164161231055992007377142272162018343806267","0.92167551511079004","0.11119999999999999","2.39953025598904013","4","30"
"KLF13","182.000000000000000","135","249","162","249","135","0.69547065967253096641087495299871","0.0723549753406187989845932406751671805977821","0.15772118718321901","0.06061000000000000","1.79687809194703996","4","31"
"TFAP4","182.333333333333343","131","256","131","160","256","0.44689548498150299948861174925696","0.2207943339660579928906969371382729150354862","0.34979403302709700","0.04131000000000000","1.22441865900455005","4","32"
"TP53","190.333333333333314","3","540","3","28","540","0.00000000472111011132098005806740","0.7089464746198830269463542208541184663772583","8.32595587032039930","0.00860000000000000","0.37327138063188597","5","33"
"ERG","190.666666666666686","23","484","23","484","65","0.00903255074368814955820816692267","0.0216011714920848994780921970004783361218870","2.04418958994352007","0.12509999999999999","2.29730860103473011","5","34"
"OTX2","191.000000000000000","85","400","88","400","85","0.22762464675970900396251295205730","0.0366471518030470969073952858252596342936158","0.64278071515826796","0.09894000000000000","2.08967335822043010","4","35"
"FOS","193.000000000000000","35","279","35","279","265","0.01994263457684750107112847672397","0.2382442552299260107862011182078276760876179","1.70021746856167000","0.06780000000000000","1.17938663329990989","5","36"
"SMAD4","193.333333333333314","10","536","34","536","10","0.01748338037893260032973330453387","0.0001252412786180309928543707975734378123889","1.75737459355615000","0.14019999999999999","3.83563305900100016","5","37"
"RELA","200.333333333333343","79","354","79","354","168","0.17565936035998100384070141899429","0.0985750128561456023801312653631612192839384","0.75532870300616295","0.08537000000000000","1.65180154886395991","6","38"
"MYBL2","204.333333333333314","15","582","15","16","582","0.00300727705825040020348737357381","0.8201094208847370392589937182492576539516449","2.52182655882119011","0.00552800000000000","0.22740424350060701","6","39"
"WT1","206.666666666666657","40","330","40","330","250","0.02787184761074830083305009509331","0.2055867299390810032377885363530367612838745","1.55483424116984992","0.07926999999999999","1.26579431788054997","4","40"
"GLI2","212.000000000000000","36","482","36","482","118","0.02056380320507929931883595031650","0.0589593823739434017006111332648288225755095","1.68689656096903007","0.12410000000000000","1.88849608969822991","3","41"
"E2F7","214.000000000000000","6","531","105","6","531","0.31209847616458802344041600917990","0.6731885834997479722829893944435752928256989","0.50570835179261797","0.00184300000000000","0.42177592003628500","5","42"
"MYCN","214.333333333333314","6","553","6","84","553","0.00000379026585291352985729123291","0.7442738378285710387771700879966374486684799","5.42133032712848006","0.02273000000000000","0.32619894727039500","5","43"
"PDX1","217.666666666666657","102","362","102","189","362","0.31090147516628202639665801143565","0.3481683127241609887470019657484954223036766","0.50737721731011698","0.04791000000000000","0.93814808651706405","5","44"
"VDR","219.333333333333343","89","391","89","391","178","0.22762464675970900396251295205730","0.1063189586585600032719867158448323607444763","0.64278071515826796","0.09687000000000000","1.61496184121669994","5","45"
"STAT3","219.666666666666686","64","492","103","492","64","0.31161730397213199816874862335681","0.0209194385566752009963931158154082368128002","0.50637843414788297","0.12800000000000000","2.30943529147398019","6","46"
"NFYA","221.666666666666657","109","352","109","352","204","0.31841824848966199246191877136880","0.1261031957143350090699840393426711671054363","0.49700205088643401","0.08475000000000001","1.52965076866039995","5","47"
"NR2F6","222.000000000000000","58","443","165","443","58","0.70693873839085696886286314111203","0.0194417435235799997139682915303637855686247","0.15061821948677501","0.11450000000000000","2.33695077962710007","4","48"
"SNAI2","222.000000000000000","90","409","90","167","409","0.23613265107333800130184897625440","0.4354029726075410167140944395214319229125977","0.62684395701040296","0.04300000000000000","0.77997944761746296","4","49"
"STAT2","223.333333333333343","62","432","176","432","62","0.77600439805465304399234582888312","0.0201902442028852012467776688708909205161035","0.11013581734303000","0.11110000000000000","2.32279357875435988","5","50"
"NFYB","226.666666666666686","38","536","38","106","536","0.02401672863159609941363648033530","0.6989319445195359969957848988997284322977066","1.61948614905645005","0.02764000000000000","0.38676263096843999","5","51"
"TCF3","229.333333333333343","120","309","259","120","309","1.00000000000000000000000000000000","0.3015213468925739825898801882431143894791603","0.00000000000000000","0.03174000000000000","1.03317641735681010","6","52"
"SMAD3","230.666666666666686","13","615","64","615","13","0.12602725414692300676122727054462","0.0002384460641476570080376368165886447059165","0.89953552594841002","0.16460000000000000","3.67436029777939988","5","53"
"ESR2","232.333333333333343","137","376","137","376","184","0.47888928848564699114476184149680","0.1096481954412009962585017319725011475384235","0.31976487689266497","0.09146000000000000","1.59977640283413991","5","54"
"SREBF1","234.000000000000000","49","490","49","490","163","0.05361638855661619851300514483228","0.0966439848894176944948952723279944621026516","1.27070244217624007","0.12759999999999999","1.66134595767810000","6","55"
"EHF","235.000000000000000","76","512","76","512","117","0.17225661056638699730747532612440","0.0585137619261644967294522245992993703112006","0.76382410249775001","0.13330000000000000","1.89182904612238989","4","56"
"FOSL2","237.000000000000000","46","471","46","471","194","0.05200654458832949800228817593961","0.1183639538801650042953994557137775700539351","1.28394200060074004","0.12120000000000000","1.56167761884202005","5","57"
"NFE2","237.666666666666686","94","517","94","517","102","0.26953984921462098567346288291446","0.0504313057497099009873764430267328862100840","0.56937701892006498","0.13460000000000000","1.95628741605182999","5","58"
"ESR1","239.666666666666686","54","523","54","142","523","0.07035527349417880493831489729928","0.6556695754532150255400324567744974046945572","1.15270334437583011","0.03659000000000000","0.44589987098878398","6","59"
"SP1","240.000000000000000","7","521","7","521","192","0.00003434098083024480233199984824","0.1166972614227060056624196704433416016399860","4.46418730489205995","0.13560000000000000","1.56878836051214998","5","60"
"STAT5A","241.333333333333343","119","456","149","456","119","0.55301842802001999199745796431671","0.0594169134965882028698302974589751102030277","0.25726039662647399","0.11820000000000000","1.88509573700447008","6","61"
"SOX9","242.000000000000000","42","430","254","430","42","1.00000000000000000000000000000000","0.0086404746911906901707389749844878679141402","0.00000000000000000","0.11040000000000000","2.62596088111301018","5","62"
"TWIST1","242.000000000000000","89","375","262","89","375","1.00000000000000000000000000000000","0.3816766268968350139800804754486307501792908","0.00000000000000000","0.02357000000000000","0.87481122804256595","4","63"
"PAX5","242.333333333333314","68","547","68","112","547","0.15171625841083799524078301601548","0.7286394901998509698870520878699608147144318","0.81896787630119905","0.02925000000000000","0.34693588035417000","5","64"
"IRF3","242.333333333333343","67","458","202","458","67","0.94165303550643797425578895854414","0.0224780559971577004185760984000808093696833","0.02610908926917890","0.11860000000000000","2.28219117326946019","5","65"
"CEBPG","243.333333333333343","136","411","183","411","136","0.82210592486794498157109956082422","0.0724865256181381062416946292614738922566175","0.08507222184936809","0.10260000000000000","1.79605025007114993","4","66"
"IRF9","243.666666666666657","33","478","220","478","33","1.00000000000000000000000000000000","0.0053296719944171998609161455817684327485040","0.00000000000000000","0.12290000000000000","2.78640206587134021","4","67"
"ATF1","246.000000000000000","146","366","146","226","366","0.53553714332431801015133032706217","0.3606967610173850147248231223784387111663818","0.27121040236457600","0.05528000000000000","0.91403822402749102","5","68"
"SOX2","246.666666666666657","194","294","252","194","294","1.00000000000000000000000000000000","0.2810458984451290054273897567327367141842842","0.00000000000000000","0.04878000000000000","1.07797279189685002","5","69"
"MYOD1","247.666666666666657","186","316","186","316","241","0.83526141507261197904909977296484","0.1899983397696480003080665710513130761682987","0.07817758037804430","0.07627000000000000","1.31058402357157000","5","70"
"MAF","247.666666666666686","80","552","80","552","111","0.18002664112470601054383223527111","0.0564311092434770025794144032715848879888654","0.74466322135606600","0.14440000000000000","1.90769143608082992","4","71"
"HNF1B","257.666666666666686","33","659","33","659","81","0.01643210612398019951352345913165","0.0322040293693929002838416408849298022687435","1.78430676892023010","0.17810000000000001","2.14186894639161007","3","72"
"FOSL1","258.333333333333314","51","574","51","150","574","0.06201530845175610290320733497538","0.8000348706979300006381095045071560889482498","1.20750109186494003","0.03917000000000000","0.25330197414329397","5","73"
"BHLHE40","260.000000000000000","155","374","155","374","251","0.64671030530527995328071710900986","0.2059206996212540052848538607577211223542690","0.18929021853091299","0.09091000000000000","1.26486228378031007","4","74"
"NR1H2","261.000000000000000","28","461","28","294","461","0.01141820623384529921617858150285","0.5156046446538280481064475679886527359485626","1.94240211709985999","0.07071000000000000","0.65013558562321705","4","75"
"GFI1B","262.000000000000000","157","404","157","404","225","0.67117256677955394739143457627506","0.1685994357169139923335876574128633365035057","0.17316580298350301","0.10040000000000000","1.37671805076568998","5","76"
"CEBPB","262.333333333333314","75","532","180","532","75","0.80037987580881198024229661314166","0.0292108900382812008977850837254663929343224","0.09670383949492010","0.13890000000000000","2.18062870722750990","6","77"
"LYL1","262.333333333333314","120","371","120","371","296","0.38892357676449601511237119666475","0.2818615441468079740872099137050099670886993","0.41013572888041200","0.09029000000000000","1.07614694286469992","5","78"
"ELF5","263.333333333333314","77","382","77","331","382","0.17225661056638699730747532612440","0.3918030371534499955998853693017736077308655","0.76382410249775001","0.07965000000000000","0.85635212533719995","5","79"
"HBP1","264.333333333333314","174","332","174","287","332","0.77600439805465304399234582888312","0.3104800796664770046184855800674995407462120","0.11013581734303000","0.06941000000000000","1.01421519487440004","4","80"
"SOX11","265.333333333333314","37","381","37","381","378","0.02230930070383809957212939423243","0.3871199038993500263217129031545482575893402","1.65151404268004010","0.09259000000000001","0.86485222228365699","5","81"
"BATF","265.666666666666686","16","593","188","593","16","0.84744523796804904769430777378147","0.0005260101662706549458664584406619724177290","0.07188835638942680","0.15659999999999999","3.46714902974999983","5","82"
"ASCL1","265.666666666666686","185","417","195","185","417","0.87411124424105102193038874247577","0.4486016094537649823159597417543409392237663","0.05843329312574960","0.04714000000000000","0.75774841453851605","4","83"
"BACH1","267.666666666666686","68","631","104","68","631","0.31209847616458802344041600917990","0.9289523670261200516407029681431595236063004","0.50570835179261797","0.01829000000000000","0.08916300367008639","6","84"
"TP63","269.666666666666686","72","613","72","613","124","0.15877858164823099862417166150408","0.0645892480262069967889004828975885175168514","0.79920808187959103","0.16450000000000001","1.84809052651750005","5","85"
"NFKB1","271.000000000000000","14","582","14","582","217","0.00135983932262682006425480452094","0.1393565089366650133761993402004009112715721","2.86651240443789002","0.15310000000000001","1.47819157266347001","4","86"
"JUND","274.666666666666686","71","403","71","350","403","0.15877858164823099862417166150408","0.4252264357716790121877181718446081504225731","0.79920808187959103","0.08418000000000000","0.79738677813244196","6","87"
"NR4A1","277.333333333333314","86","559","86","187","559","0.20902280078079299441284888416703","0.7680242750904789916788217851717490702867508","0.67980633727086204","0.04730000000000000","0.29496021107053899","4","88"
"POU5F1","278.333333333333314","66","593","66","176","593","0.13406229136405800606013372089365","0.8492029444914529490162635738670360296964645","0.87269336201030501","0.04484000000000000","0.19013551019392300","5","89"
"HSF1","279.000000000000000","28","753","56","753","28","0.07261185999336980390062024071085","0.0036978587482859801016665812767314491793513","1.13899243840448006","0.20730000000000001","2.90284816137405022","5","90"
"NFE2L2","279.333333333333314","116","493","116","229","493","0.34405854249345202422460943125770","0.5719890013871570255687970529834274202585220","0.46336765475782699","0.05590000000000000","0.56512462331946900","5","91"
"NR1H3","280.333333333333314","12","604","12","225","604","0.00077077658057135903495876716462","0.8674570920438959831244574161246418952941895","3.11307148950587020","0.05488000000000000","0.16688937675534701","5","92"
"NEUROD1","282.666666666666686","69","547","232","547","69","1.00000000000000000000000000000000","0.0235650427868808985676363221273277304135263","0.00000000000000000","0.14310000000000000","2.26414752506709016","4","93"
"IRF2","283.000000000000000","70","612","70","612","167","0.15750249450186099009485474198300","0.0984219719025728051464696477523830253630877","0.80271256352635301","0.16400000000000001","1.65255250055872005","4","94"
"RUNX1","285.333333333333314","43","665","43","665","148","0.04253564154929719703934765107078","0.0806418170004377932169603582224226556718349","1.37124701250717007","0.18049999999999999","1.74697418001884008","5","95"
"TCF12","287.666666666666686","179","382","179","382","302","0.79100050294335000344858599419240","0.2885435929591890213963267797225853428244591","0.10182324036395200","0.09322000000000000","1.06132199567773000","5","96"
"SREBF2","288.000000000000000","49","752","63","752","49","0.11976350149814500578582254775029","0.0153893613465279008312158737226127414032817","0.92167551511079004","0.20720000000000000","2.42308415123476983","6","97"
"MEIS2","288.666666666666686","124","617","124","617","125","0.41400329983995298732679657405242","0.0656847511247679038959290664934087544679642","0.38299619729318002","0.16500000000000001","1.84056895199790005","4","98"
"MAFK","290.000000000000000","26","519","26","519","325","0.01077522823978070004580231966429","0.3044290467998360116830269817000953480601311","1.96757352188857992","0.13500000000000001","1.02698177312588990","5","99"
"CDX2","295.000000000000000","208","381","208","296","381","1.00000000000000000000000000000000","0.3912269486655490235982313151907874271273613","0.00000000000000000","0.07124999999999999","0.85739440808441802","5","100"
"ELF3","296.000000000000000","192","501","192","501","195","0.86917931695109396095233478263253","0.1187675983180609962097662446467438712716103","0.06089061672896670","0.13020000000000001","1.55996734466581000","4","101"
"SPI1","300.000000000000000","38","748","114","748","38","0.33825498740223902682799916874501","0.0064438923995402096200901809197603142820299","0.47075579122611699","0.20599999999999999","2.72429498209135978","6","102"
"LEF1","301.333333333333314","84","571","84","571","249","0.19971080578127600735349744809355","0.2035289146132820137236052460139035247266293","0.69959843605959704","0.14990000000000001","1.27156163678668999","4","103"
"TCF7L2","305.333333333333314","78","423","78","423","415","0.17225661056638699730747532612440","0.4477012006171909863638802562491036951541901","0.76382410249775001","0.10770000000000000","0.75925304407831096","6","104"
"ZBTB7A","306.000000000000000","156","591","156","171","591","0.66291276770501694759474275997491","0.8461407303444470340281213793787173926830292","0.17854361638684901","0.04377000000000000","0.19404489303542000","5","105"
"MEF2B","306.000000000000000","228","450","228","240","450","1.00000000000000000000000000000000","0.4920520919833409889676545390102546662092209","0.00000000000000000","0.05840000000000000","0.68704861746170598","4","106"
"CUX1","306.333333333333314","134","516","134","269","516","0.45959579810610801109405088027415","0.6305020665404640345386155786400195211172104","0.33762395054004601","0.06596000000000000","0.48102030642408100","6","107"
"HNF4A","306.333333333333314","185","472","185","262","472","0.82940320215580198848215331963729","0.5369749188848810250718202041753102093935013","0.08123429224676509","0.06408999999999999","0.61739393890180405","6","108"
"GATA2","310.666666666666686","53","636","53","243","636","0.06232091846595590178825574412258","0.9425173182807330407584345266513992100954056","1.20536615479381992","0.05912000000000000","0.07210629286669860","6","109"
"IKZF1","312.000000000000000","130","634","130","634","172","0.44689548498150299948861174925696","0.1025847330608579965893767393936286680400372","0.34979403302709700","0.16950000000000001","1.63244995401639992","6","110"
"KLF1","313.666666666666686","222","383","222","336","383","1.00000000000000000000000000000000","0.3928728571772199806844128033844754099845886","0.00000000000000000","0.08048000000000000","0.85441902700608396","5","111"
"CREB3L1","314.333333333333314","148","597","148","198","597","0.55301842802001999199745796431671","0.8567858397637300171822971606161445379257202","0.25726039662647399","0.04975000000000000","0.18046715216793199","4","112"
"ELK1","314.666666666666686","61","446","61","437","446","0.10954616616070199375254645701716","0.4878526503680549741837069177563535049557686","0.96040281704792996","0.11260000000000001","0.69372824338015004","5","113"
"PRDM1","314.666666666666686","135","548","135","261","548","0.47212444797237401727940664386551","0.7307419664756620303336376309744082391262054","0.32594350995937099","0.06397000000000000","0.34413871793589301","5","114"
"GRHL2","315.333333333333314","181","562","181","203","562","0.80268888057579801387220186370541","0.7736744434940879822093506845703814178705215","0.09545275314135480","0.05051000000000000","0.28757191788948500","5","115"
"ZNF217","318.666666666666686","31","657","268","657","31","1.00000000000000000000000000000000","0.0046099801077183304165441057875796104781330","0.00000000000000000","0.17799999999999999","2.83309418341249986","6","116"
"USF1","321.333333333333314","21","764","21","764","179","0.00645039301387888026201311575392","0.1065500930124889944483612680414807982742786","2.19041382357263004","0.21410000000000001","1.61389550878038990","5","117"
"NR2F2","321.333333333333314","145","584","235","145","584","1.00000000000000000000000000000000","0.8251430236849930377474038323271088302135468","0.00000000000000000","0.03704000000000000","0.22093502694974501","5","118"
"PKNOX1","322.000000000000000","69","630","69","630","267","0.15225925800094999851275190394517","0.2401402124109880131808125725001445971429348","0.81741629096775903","0.16839999999999999","1.17463640410869008","4","119"
"NRF1","325.000000000000000","155","638","182","638","155","0.80268888057579801387220186370541","0.0894799758884206042353071097750216722488403","0.09545275314135480","0.17080000000000001","1.69814723776183008","5","120"
"NFIC","326.333333333333314","95","550","95","550","334","0.28399286050777899914621116295166","0.3205910055965129901167642856307793408632278","0.54669257784398195","0.14410000000000001","0.99324411291096204","5","121"
"KLF5","328.333333333333314","81","577","81","327","577","0.19548202764354000171564962329285","0.8129855877859080148795101194991730153560638","0.70889316488719700","0.07862000000000000","0.23657619738871599","5","122"
"TBP","328.666666666666686","239","489","258","489","239","1.00000000000000000000000000000000","0.1869579767689160121335589792579412460327148","0.00000000000000000","0.12709999999999999","1.31963181057276002","5","123"
"NR2F1","329.666666666666686","168","500","168","321","500","0.73057752224056304868327060830779","0.5900651902307459950591805863950867205858231","0.13633369390491401","0.07743999999999999","0.53874156355314895","4","124"
"FOXP2","330.000000000000000","171","601","171","218","601","0.74865688358192394868950714226230","0.8652406595588759685711011115927249193191528","0.12571717790661899","0.05387000000000000","0.16970688450928301","6","125"
"TFAP2A","331.000000000000000","85","738","85","738","170","0.20411322969155901163595956404606","0.1005047573804249971818336462092702277004719","0.69012884537782504","0.20340000000000000","1.64241148008600990","6","126"
"KLF4","337.666666666666686","24","515","24","474","515","0.00903255074368814955820816692267","0.6289035913641469743851075691054575145244598","2.04418958994352007","0.12200000000000000","0.48327062951252397","5","127"
"LHX2","340.333333333333314","47","695","47","695","279","0.05200654458832949800228817593961","0.2568661624950169808379030200740089640021324","1.28394200060074004","0.19040000000000001","1.13382928936084992","4","128"
"ETS1","350.000000000000000","58","840","58","840","152","0.09677724948614779831856935743417","0.0869054359665373948873323683983471710234880","1.01422672516977008","0.24079999999999999","1.71195242654119006","6","129"
"TAL1","351.000000000000000","141","510","141","402","510","0.49849972010546400591479709873965","0.6178982136967070548649871852830983698368073","0.30233508119723301","0.09956000000000000","0.49883133058071599","6","130"
"HOXA9","352.000000000000000","83","726","83","726","247","0.19971080578127600735349744809355","0.1999865351745770125635459635304869152605534","0.69959843605959704","0.20019999999999999","1.28158992817822992","4","131"
"CREB3","356.333333333333371","91","872","91","872","106","0.24168494547482699541518513797200","0.0532241275169519981180776824203348951414227","0.61675040089907096","0.25250000000000000","1.93309799114793002","4","132"
"POU4F2","356.666666666666686","57","541","57","472","541","0.08656372570858329729137636832093","0.7094773400921200456892279362364206463098526","1.06266405977150002","0.12160000000000000","0.37255813011165501","4","133"
"RARA","357.666666666666629","41","906","126","906","41","0.42100345445714798531255951274943","0.0081618837100513805249413223918963922187686","0.37571434063577502","0.26840000000000003","2.64529868499060994","5","134"
"FOXA1","357.666666666666686","20","655","20","655","398","0.00559317053060643960132880536662","0.4143576715694429757341765707678860053420067","2.25234193923202985","0.17680000000000001","0.81624911417935098","6","135"
"CEBPA","359.000000000000000","45","868","45","868","164","0.05105455328828709810062846941037","0.0971750923165034946604734500397171359509230","1.29196551939890991","0.25180000000000002","1.65870578895478005","5","136"
"STAT6","368.333333333333371","34","960","111","960","34","0.31841824848966199246191877136880","0.0055198137680542297411889762770442757755518","0.49700205088643401","0.29849999999999999","2.77502103429233005","4","137"
"NR3C1","369.000000000000000","43","828","236","828","43","1.00000000000000000000000000000000","0.0117767423357059003441449362981074955314398","0.00000000000000000","0.23730000000000001","2.51876441313177990","6","138"
"KDM5B","370.000000000000000","79","810","221","810","79","1.00000000000000000000000000000000","0.0317329810928521013901892899866652442142367","0.00000000000000000","0.23169999999999999","2.14775805077943005","5","139"
"IRF1","371.333333333333314","219","671","219","671","224","1.00000000000000000000000000000000","0.1612883027310439976176326126733329147100449","0.00000000000000000","0.18240000000000001","1.40075181329088005","6","140"
"MEF2C","372.000000000000000","97","715","97","715","304","0.29456382424981297774024824320804","0.2914676937199879858120254993991693481802940","0.53082059046482399","0.19600000000000001","1.05490736460088996","5","141"
"RUNX3","372.333333333333314","248","609","248","609","260","1.00000000000000000000000000000000","0.2355171063692030053449144588739727623760700","0.00000000000000000","0.16280000000000000","1.18626641242350006","5","142"
"ZNF143","372.333333333333371","47","970","100","970","47","0.30052556278852499138665166356077","0.0143781246430318004891901750852412078529596","0.52211858087979401","0.30340000000000000","2.44767509180435017","5","143"
"JUNB","373.333333333333314","101","733","101","733","286","0.31090147516628202639665801143565","0.2639407443115199813910010107065318152308464","0.50737721731011698","0.20200000000000001","1.11712532345970006","4","144"
"NFATC1","376.666666666666686","181","716","233","716","181","1.00000000000000000000000000000000","0.1075450840410590025442161277169361710548401","0.00000000000000000","0.19660000000000000","1.60932596674132999","5","145"
"SOX6","376.666666666666686","189","688","253","688","189","1.00000000000000000000000000000000","0.1125922733553890026092503262589161749929190","0.00000000000000000","0.18859999999999999","1.58664851328425005","4","146"
"TCF7","382.000000000000000","159","551","159","551","436","0.67384720668366604456878121709451","0.4707150673133789764435164215683471411466599","0.17143856758451601","0.14430000000000001","0.72131607756384297","5","147"
"EBF1","384.333333333333314","212","477","212","477","464","1.00000000000000000000000000000000","0.5237868552754100237578427368134725838899612","0.00000000000000000","0.12260000000000000","0.63751897334956997","5","148"
"RELB","385.333333333333314","122","592","122","592","442","0.39248530819408100622780466437689","0.4774118884579269805890078259835718199610710","0.40617659545289297","0.15600000000000000","0.71047135452677401","4","149"
"GATA4","387.000000000000000","108","837","108","837","216","0.31841824848966199246191877136880","0.1372010427175240077080076162019395269453526","0.49700205088643401","0.24020000000000000","1.48629524946854996","5","150"
"HHEX","390.333333333333314","115","781","115","781","275","0.34405854249345202422460943125770","0.2497050844475169895098076722206315025687218","0.46336765475782699","0.22080000000000000","1.15106599950036004","4","151"
"NANOG","391.000000000000000","25","769","25","769","379","0.00978513496084799060115155810990","0.3882790693727389830236518264428013935685158","2.00943317998580984","0.21550000000000000","0.86274248240548301","6","152"
"ARID3A","395.000000000000000","200","779","206","779","200","1.00000000000000000000000000000000","0.1221085692431539970748133328015683218836784","0.00000000000000000","0.22030000000000000","1.54598343178116004","5","153"
"PROX1","395.333333333333314","243","690","243","690","253","1.00000000000000000000000000000000","0.2129845590715160053019161523479851894080639","0.00000000000000000","0.18870000000000001","1.24540052867961992","4","154"
"AHR","396.666666666666686","203","783","204","783","203","1.00000000000000000000000000000000","0.1250748028555760116287132177603780291974545","0.00000000000000000","0.22150000000000000","1.53381649892573990","5","155"
