term_id	term_name	p_value	term_size	intersection_size	intersection
STK33_NOMO_UP	STK33_NOMO_UP	1e-10	276	110	PPP1R15A,FOS,CNIH3,JUNB,IER3,ZFP36,DUSP1,ARRDC3,SPRED1,CCL20,HINT3,SDC4,RGS2,EMP1,JUN,MAFF,COQ10B,CREBRF,OTUD1,MMP1,ACVR1,BTG3,BTG2,SGK1,FAM234B,FBXL13,RHOB,USP53,SLC24A3,IFT70B,FBXO32,MIDN,YES1,PELI1,CSRNP1,OSTM1,CAMK2D,BBS12,RND3,MMP10,SCG2,RNF19A,IL1B,TUBB2A,PHLDA1,EPAS1,WBP2,EGR3,NKIRAS1,CAB39L,FAM13A,FABP4,AKTIP,MORN2,FAM114A1,RNASEL,TGIF1,GALNT4,GAN,IL1A,APPL2,UPP1,HBP1,SEPTIN10,ARNT2,KLF6,ZFP36L1,EFNB2,NAMPT,LAMB3,GJA1,RIT1,DUSP5,WNT5A,IFI16,ADAMDEC1,PSD3,FAM199X,HACD4,GPATCH2,IL10,NUAK1,CCDC71L,NR1D2,VWA5A,CRK,CREBL2,LDAF1,GLIPR1,ICAM1,CPEB4,FOXQ1,MAP4K3,H2BC4,IL1R2,BCL3,MTMR9,ADAM28,GDF15,ARL4C,RIN2,KIAA0232,GCNT2,CGRRF1,TWF1,KCNJ2,RETREG2,DPY19L4,CAPRIN2,C3AR1
STK33_UP	STK33_UP	1e-10	270	97	CDKN1A,PPP1R15A,ADM,FOS,CNIH3,JUNB,HBEGF,ZFP36,SULF2,DUSP1,ARRDC3,SPRED1,TRIB1,HINT3,RGS2,EMP1,JUN,MAFF,EGR1,COQ10B,CREBRF,OTUD1,MMP1,ACVR1,BTG3,BTG2,SGK1,CCN3,RHOB,USP53,LPAR6,IFT70B,MIDN,PELI1,CSRNP1,PKIB,OSTM1,TMEM71,BBS12,NME7,AMN1,RND3,SCG2,RNF19A,RGS1,IL1B,PHLDA1,SOCS6,WBP2,EGR3,NKIRAS1,RNF141,FABP4,AKTIP,MORN2,TGIF1,GALNT4,GAN,IL1A,APPL2,UPP1,HBP1,MFAP3,SEPTIN10,KLF6,ZFP36L1,DNAJC15,NAMPT,RHOC,GJA1,DYNC2LI1,NBEAL1,RIT1,DUSP5,WNT5A,CMTM3,ANXA1,IFI16,ADAMDEC1,H2BC21,TTLL7,VSIG4,GPATCH2,NUAK1,CCDC71L,RNF121,ITGB8,CREB5,VWA5A,CRK,GLIPR1,ICAM1,CPEB4,FOXQ1,MAP4K3,H2BC4,BCL3
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN	1e-10	184	71	WIZ,GALK1,TOP3B,INKA2,TRPM4,EXOSC2,DDX31,TAF1C,RAD54L2,RAPGEF1,VAC14,PLXNB1,MAP3K6,HP1BP3,USP20,KIF4A,RASSF1,TUT1,MCM2,LIPE,TSC2,SLC35H1,CORO1A,RAD54L,NUP188,ASF1B,HS6ST1,PLK1,ITPKB,TUBGCP2,FASN,ABCB8,ATP13A2,CAD,THRAP3,CLPB,TEDC2,AP1G2,TACC3,CDC45,LRRC20,SYMPK,POLA2,CDCA8,IDH2,AMDHD2,BUB1B,DUSP7,KIF23,RTL10,ZDHHC6,XRCC3,RECQL4,NYNRIN,ORC1,INCENP,ZWILCH,SLC26A1,ARRB2,DLK2,POLD1,CEP131,MCM5,HELLS,TCIRG1,CLSPN,MCM10,DCLRE1B,MYBL2,TRMT2A,MICALL2
EGFR_UP.V1_UP	EGFR_UP.V1_UP	5.5859439e-09	183	73	ATF3,MPZL2,ADM,JUNB,IL4R,HBEGF,DUSP6,AKAP12,KCNS3,SAT1,MMP1,CCN1,EDN1,LPAR6,PGM3,CXADR,SOCS2,SLC9A6,MAP3K5,CADPS2,MMP10,RNF19A,MGLL,SMCO4,NFIL3,EGLN3,DUSP4,TUBB2A,PHLDA1,EPAS1,MAP2K4,EXT1,HIVEP2,TCIM,TNFRSF11B,GAL,PMAIP1,SEPTIN10,SQOR,SDCBP,ARNT2,GJA1,CSGALNACT1,DUSP5,WNT5A,F2RL1,CCN2,TNFAIP8,SLCO2A1,SOWAHC,KLF4,ETHE1,MBNL2,ICAM1,LPP,RCAN1,BCL3,WIPI1,SEC23A,ITGB6,FNDC3B,ARFGAP3,ERO1A,SUSD6,RAB27A,SPAG1,CCDC68,SLC7A11,PDE4B,TNFRSF21,GCNT1,CRISPLD2,KRT7
MYC_UP.V1_UP	MYC_UP.V1_UP	1.06316771e-08	157	80	RPUSD4,NOP14,MMP25,HP,P2RX5,TSFM,QTRT1,WDR43,CCDC124,SLC25A15,JPH1,RPP40,ESF1,CD320,WDR4,NR2C2AP,NOC4L,ADISSP,MMP16,TDRD10,NEFH,LRRC61,SORD,KLRG2,METTL1,HLF,NOL6,MBLAC2,SLC19A1,AHSA1,PES1,POLR1G,PIM2,TRNAU1AP,DENND2D,TMEM97,MTFP1,HS6ST2,DIS3L,TGFBRAP1,SMYD5,TRMT1,RRP9,TAF4B,PIGW,PLD6,SLC27A2,DPP7,QSOX2,IPO4,PUS7L,ZNF549,HSPBAP1,PUS1,VPS9D1,PUS7,REPIN1,TAF5,DGKD,DCAF4,CFAP70,PRR7,DGAT2,RRP12,ZNF593,CCDC78,COQ8A,FAM216A,SCFD2,GLS2,UBIAD1,SAC3D1,AMPD2,CGREF1,MON1A,TWNK,PPRC1,MRTO4,TMEM201,SLC25A22
P53_DN.V1_UP	P53_DN.V1_UP	9.65202802e-08	179	65	ADM,INPP1,TPBG,SDC4,SERPINB5,CPE,MAFF,HDAC9,MMP1,CCN1,F3,TGFBI,CXADR,DSP,KLK10,IGFBP6,YES1,COL13A1,EDIL3,MAP3K5,BIRC2,BMP4,PPARD,LSR,SCG2,SCRN1,KRT19,YAP1,MYOF,MEIS2,PPARG,ADORA2B,DSC2,IL18,APBB2,EFNB2,MARCKS,LTBP1,SCNN1A,ZNF165,KRT15,ANXA1,VASP,CNN3,RNF11,CD24,TACSTD2,FYN,RAMP1,COL17A1,ARL4A,SPRY2,PTPRH,REEP2,ENPP4,PTN,BCL10,ZNF799,FHL2,SOX9,MISP,CDC50B,ANKRD1,RBP1,PPL
RPS14_DN.V1_DN	RPS14_DN.V1_DN	1.441003796e-07	176	81	GPATCH4,SHMT1,ZNHIT2,ERCC2,IL15RA,GTF2H4,POLR1F,CD320,FBXO5,MDM4,GINS2,AGFG2,DBH,NEFH,THEM6,ART4,ECT2,ATAD2,GCDH,HGH1,PCK1,KIF20A,PES1,COBLL1,MRPS2,CBS,PYCR1,RRS1,COLEC11,AOC2,PSAT1,MTPAP,ZNF74,PRC1,NOC3L,IPO4,KIF15,TK1,MSH2,NDC1,PBK,E2F8,TRIP13,PLK1,TUBG1,SLC43A1,ERCC6L,NCAPH,SUV39H2,CAD,CDC6,CDCA3,CCNB2,DEPDC1,RAP1GAP,CDC20,DLGAP5,EYA3,EXO1,CENPE,LRRC20,TBRG4,EPB41,KIF23,KIF2C,DDN,ARHGAP11A,ORC1,INCENP,ZWILCH,PKLR,TWNK,POLD1,MYO19,SRM,MCM5,MKI67,MRTO4,MCM10,MYBL2,ESPL1
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	5.50583616e-08	160	71	KCND1,CD320,MST1R,OXNAD1,CACNA2D2,TTK,MED18,PRIM1,EPHX2,ECT2,LRRC61,MTCL2,DSCC1,SKP2,FUT7,KLHL11,TRPM4,PSPH,PILRB,CDT1,GNB1L,NGF,IQCC,FOXN3,PITX1,TFAM,DEPDC5,HJURP,AURKB,HP1BP3,BCCIP,ZNF219,KIF4A,CDC25A,OIP5,MCM2,FCN3,KIF15,GTPBP4,CORO1A,RFC4,RAD54L,CENPF,IL17RB,OLFML2B,LBR,PUS7,NCAPH,CASC3,GUCY1A2,DEPDC1,TACC3,BUB1,DLGAP5,CDC45,LRRC20,NFIB,PSRC1,KNTC1,WDR76,EZH2,XRCC3,DNA2,DDHD2,MIS18BP1,PAN2,LMNB1,POLR3G,HELLS,MCM10,MYBL2
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	2.4067553809e-06	125	42	PCNA,TCFL5,KIF4A,PML,MCM2,PRC1,CDK2,LIG1,ORC6,E2F8,ASF1B,RRM2,DNAJC9,MCM7,WDHD1,TUBG1,NCAPH,H2AZ2,SAMD10,NRM,FEN1,CDC45,CDC25B,CCNE2,PIDD1,GINS4,DNA2,HMGN2,RHEBL1,DCLRE1A,INCENP,TCF19,STMN1,POLD1,SYCE2,CCNF,MCM5,FANCA,GTSE1,E2F1,HEXD,POLE
STK33_SKM_UP	STK33_SKM_UP	6.8129497e-09	253	79	CDKN1A,ADM,FOS,JUNB,HBEGF,ZFP36,SULF2,DUSP1,ARRDC3,TRIB1,HINT3,RGS2,EGR1,CREBRF,BTG2,SGK1,CCN3,RHOB,PLK2,LPAR6,TP53INP2,IFT70B,MIDN,PKIB,TMEM71,FAM131A,BBS12,AMN1,RGCC,RND3,ETV1,RNF19A,MXD1,RGS1,IL1B,ARHGAP42,PHLDA1,NFKBIA,SKIL,RNF141,CDKN1C,FABP4,TGFB1I1,MORN2,IL1A,APPL2,TNFRSF11B,UPP1,MFAP3,DNAJB4,KLF6,DNAJC15,NAMPT,CTSK,RHOC,GPR183,DYNC2LI1,NBEAL1,RIT1,DUSP5,CMTM3,ANXA1,IFI16,ZNF407,H2BC21,TTLL7,VSIG4,NFKBIZ,SOWAHC,ITGB8,CREB5,CD58,CRK,GLIPR1,CPEB4,MYEF2,H2BC4,BCL3,SYNJ2BP
