"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.333333333333333","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=101); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=715)","20","rank=1; score=1790.7; p=3.7756e-95; adjP=3.9266e-93","rank=2; score=6.6502; p=2.2379e-07","rank=1; score=7.244; p=4.3559e-13; direction=Repressed"
"2","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.333333333333333","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=10); Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12)","12","rank=3; score=120.53; p=1.0285e-24; adjP=1.5428e-22","rank=1; score=8.0024; p=9.9439e-09","rank=3; score=4.8012; p=1.5771e-06; direction=Repressed"
"3","TP53","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.666666666666667","3","5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=142); Enrichr--Queries(rank=201)","33","rank=5; score=46.151; p=7.5764e-07; adjP=9.5463e-05","rank=3; score=6.1205; p=7.5772e-07","rank=6; score=3.5624; p=0.00036747; direction=Repressed"
"4","E2F3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.000000000000000","8","3","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=666)","47","rank=19; score=76.976; p=0.00055022; adjP=0.025998","rank=8; score=3.2594; p=0.00055024","rank=51; score=2.3431; p=0.019122; direction=Repressed"
"5","GATA6","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.333333333333336","10","5","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=208); ARCHS4--Coexpression(rank=372); GTEx--Coexpression(rank=1186)","482","rank=25; score=89.424; p=0.0001044; adjP=0.0037287","rank=10; score=2.9603; p=0.0010956","rank=77; score=1.9571; p=0.050335; direction=Activated"
"6","NFYA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.000000000000000","5","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=13); GTEx--Coexpression(rank=112); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=524)","126","rank=6; score=91.497; p=1.2139e-19; adjP=4.2083e-18","rank=115; score=0.49224; p=0.32193","rank=5; score=3.7874; p=0.00015224; direction=Repressed"
"7","CDX2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.333333333333336","14","5","ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=66); GTEx--Coexpression(rank=99); Enrichr--Queries(rank=1115)","154","rank=97; score=10.198; p=0.023753; adjP=0.14051","rank=28; score=1.4588; p=0.034769","rank=14; score=2.7927; p=0.0052278; direction=Activated"
"8","HNF1A","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.000000000000000","2","3","ARCHS4--Coexpression(rank=272); GTEx--Coexpression(rank=406); Enrichr--Queries(rank=638)","602","rank=101; score=10.339; p=0.00037426; adjP=0.0082556","rank=44; score=1.2237; p=0.05974","rank=2; score=5.0259; p=5.0103e-07; direction=Activated"
"9","IRF1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.000000000000000","24","6","ReMap--ChIP-seq(rank=42); ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=122); Enrichr--Queries(rank=224); GTEx--Coexpression(rank=278); ARCHS4--Coexpression(rank=591)","528","rank=84; score=9.983; p=0.015104; adjP=0.10998","rank=24; score=1.5817; p=0.026197","rank=75; score=1.9938; p=0.046173; direction=Activated"
"10","PPARG","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.000000000000000","43","5","Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=113); ARCHS4--Coexpression(rank=466); GTEx--Coexpression(rank=515)","301","rank=43; score=6.3359; p=0.03534; adjP=0.31208","rank=54; score=1.0713; p=0.084864","rank=92; score=1.8718; p=0.061234; direction=Activated"
