Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	1.00e-10	138	0.69	0	0	1	0	keep	itself		True	UTP4,SLC7A5,TMEM97,ATAD2,CMSS1,URB1,WDR43,E2F3,NANP,EXOSC2,HAUS6,DKC1,SYNCRIP,UBFD1,UMPS,RGS16,MEMO1,WDR74,CDC6,NAT10
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	1.00e-10	135	0.675	0	0	1	0	keep	itself		True	FGL1,TMEM97,SLC27A5,PSAT1,DSCC1,UHRF1,CLPB,TCF7,PALS2,ASAP1,XRCC2,MEMO1,CDC6,TRIP13,CENPN,HYAL2,MCM10,CKS1B,EXO1,PAQR4
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	1.00e-10	134	0.67	0	0	1	0	keep	itself		True	RCL1,CMSS1,SHMT2,IPO5,PSAT1,PPA1,DSCC1,NIFK,RAN,GCSH,DKC1,CTPS1,UMPS,OLA1,RAD54B,TRIP13,HPRT1,ECT2,E2F6,TCP1
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	1.00e-10	130	0.65	0	0	1	0	keep	itself		True	E2F7,DSCC1,UHRF1,PRDX4,PPIL1,CDC6,RAD54B,TPX2,POLA1,CENPN,ACADL,MCM10,CKAP2,CKS1B,SKA3,MYBL2,UBE2C,MCM2,SPDL1,CIP2A
GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN	GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN	1.00e-10	125	0.6281	0	0	1	0	keep	itself		True	SLC7A5,EIF2S2,AEN,SHMT2,MYC,WDR43,SLC39A10,SMYD2,MTAP,LRP8,E2F3,BRIX1,XPOT,MRPL17,DIS3,ODC1,DNAJC2,PALS2,XPO5,ZC3HAV1L
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	1.00e-10	126	0.63	0	0	1	0	keep	itself		True	BYSL,CSE1L,HSPD1,SLCO4A1,TMEM97,IPO7,SHMT2,PAK1IP1,CDK4,XPOT,MRPL17,NUP107,RAN,PRMT3,EXOSC2,IPO4,POLD2,CCT6A,DHCR7,DKC1
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	1.00e-10	125	0.625	93	71	1.26e-04	0.0013	keep	GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	True	PFDN4,ANLN,PSAT1,E2F7,UHRF1,CCT2,CDC6,CKAP5,TPX2,ECT2,POLA1,CENPN,ACADL,NUP205,MCM10,CKAP2,CKS1B,MCM6,EXO1,SKA3
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	1.00e-10	116	0.617	0	0	1	0	keep	itself		True	NUDCD1,TMEM97,RCL1,ACSL1,PSAT1,SMYD2,NMD3,UHRF1,NIFK,MRPL17,DNAJC2,FPGS,PALS2,INSIG1,GCSH,GTF2F2,PDCD2L,INTS7,RBM28,TRIP13
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	1.00e-10	121	0.608	0	0	1	0	keep	itself		True	SERPINC1,CSE1L,CDK2,RFC3,GMPS,UMPS,XRCC2,CDC6,TRIP13,TPX2,HPRT1,SLC29A1,POLA1,NUP205,CKS1B,EXO1,TIMELESS,PAICS,PRIM1,STK3
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	1.00e-10	110	0.5946	0	0	1	0	keep	itself		True	AHCY,ATAD2,CDK2,DDX21,PPA1,DSCC1,UHRF1,FPR1,RFC3,PALS2,GATM,TRIP13,TPX2,PSMD14,PA2G4,TOMM6,CYRIB,MCM6,NOP2,JPT2
