"Package","Version","Library_Path","Data_Root","Temporary_Root","Result_Root"
"TCGAplot","8.0.0","/opt/homebrew/lib/R/4.6/site-library/TCGAplot","/Users/solomon/Projects/CRLM_dormancy/data/tcgaplot","/Users/solomon/Projects/CRLM_dormancy/temporary/tcgaplot","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/tcga"
