"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TRAF5",-0.121615882975687,4.34755997210912,-1.66105416954467,0.0973665080406722,0.358213781880939,-5.02888189428675
"MKRN2",-0.0484326206890605,3.59407678486025,-1.66101067334522,0.0973752483027662,0.358213781880939,-5.0289517845663
"APPL2",0.0698933520755115,5.1454755530128,1.66089411615391,0.0973986727705762,0.358213781880939,-5.02913906131715
"OR5B12",-0.00512756410343636,0.00972551613782746,-1.66081479256925,0.0974146169941534,0.358213781880939,-5.02926650602938
"ACYP2",-0.0759432625754106,2.47342045510416,-1.66050636430172,0.0974766316785357,0.358213781880939,-5.02976198311013
"COG4",-0.0656995575569791,5.56699723772958,-1.66044467323064,0.0974890395029051,0.358213781880939,-5.02986107631745
"ARHGDIG",-0.192578850088123,1.3758869212306,-1.66044460085084,0.0974890540612799,0.358213781880939,-5.02986119257761
"OR52K1",-0.0193175965030929,0.0378887627442129,-1.66032897526256,0.0975123130608683,0.358213781880939,-5.0300469099796
"GRAMD2A",-0.141044293024798,2.37044652235517,-1.66031646984165,0.0975148288915803,0.358213781880939,-5.03006699537572
"IRX5",-0.124602526263014,1.0240021186346,-1.66029099273169,0.0975199545174822,0.358213781880939,-5.03010791459507
"MOB1A",0.0933923390287118,6.30562497485798,1.66015116559734,0.0975480895600918,0.358249889431518,-5.03033248228627
"FXN",-0.0798951853194127,2.32809722923716,-1.65991348311796,0.0975959293073117,0.358358336298949,-5.03071416649896
"U2AF1L4",-0.0903778011399828,1.51067157141005,-1.65955192625958,0.0976687380454512,0.358471853635034,-5.03129467177998
"CYP4A22",-0.0217888572865359,0.0375291088772578,-1.65947914001856,0.0976834006843392,0.358471853635034,-5.03141152016404
"CCDC195",-0.0946423685118093,0.165488559820139,-1.65946949710693,0.0976853433614728,0.358471853635034,-5.03142700016374
"MAST1",-0.0826835519391635,0.71051193631581,-1.65932453754618,0.0977145508900664,0.358471853635034,-5.03165969654924
"LAP3",0.0952553839160473,6.49856927354076,1.65930530158197,0.0977184272210366,0.358471853635034,-5.03169057357803
"FABP4",0.243821003426237,1.50657024793388,1.65900930369955,0.0977780907114305,0.358546241876811,-5.03216565646133
"SOST",0.0198551996240073,0.0526576125580501,1.65898678432537,0.0977826310756621,0.358546241876811,-5.03220179710681
"LRIT3",-0.0398572160033044,0.283186868935185,-1.65869743081739,0.0978409856710915,0.358546241876811,-5.0326661284535
"LRRC46",-0.0663613423518347,0.886077799480622,-1.65869526808314,0.0978414219398191,0.358546241876811,-5.03266959873501
"NCR3",0.0882435756329904,0.809818910378181,1.65867049188518,0.097846419928328,0.358546241876811,-5.03270935382335
"ADRB2",0.0861862163418307,0.987230242838435,1.65865955152963,0.0978486269410888,0.358546241876811,-5.03272690817833
"MROH7-TTC4",-0.00608576629368279,0.0194224932842859,-1.65848940889581,0.0978829551812086,0.358573158804217,-5.03299989593315
"UBE2A",0.0767508363750058,5.73896524366532,1.65825810122041,0.0979296396557831,0.358573158804217,-5.03337097642476
"CHKB-CPT1B",-0.0242340516096334,0.158968394799065,-1.65823168485747,0.097934972365161,0.358573158804217,-5.0334133522098
"ILK",-0.0767435901477464,0.742706198123623,-1.65810207182057,0.0979611409089198,0.358573158804217,-5.03362126118194
"RPUSD2",-0.100694298603907,4.36784985406451,-1.65809590196879,0.0979623867260807,0.358573158804217,-5.0336311576837
"TEDC2",-0.126049981750718,3.35974596498442,-1.65807849001882,0.0979659026174517,0.358573158804217,-5.0336590864231
"ZNF528",-0.104810024336407,1.06093327194955,-1.65798020612668,0.0979857503951241,0.3585787436393,-5.03381672819161
"HNRNPH3",-0.0694722608652392,6.06332983207363,-1.65754764179771,0.0980731421889689,0.358717634867698,-5.03451042700835
"PDCL3",0.0738323797441132,5.6028019613014,1.65753963040413,0.0980747613349896,0.358717634867698,-5.03452327310811
"TBC1D7",-0.0811857733393869,3.06360391366341,-1.65748519386383,0.0980857638218585,0.358717634867698,-5.03461055932217
"PRSS3",-0.149041407536695,7.21309088227275,-1.65742950635224,0.0980970201733136,0.358717634867698,-5.03469984847382
"EAF1",0.0578781048536885,4.23345945317773,1.65723973086795,0.0981353880670913,0.358790898535596,-5.03500411152527
"NDUFB6",0.098083727159481,6.41294514792451,1.65694491543074,0.0981950162830766,0.358891239975416,-5.03547671464879
"HDX",0.072142778251271,0.71154280401736,1.65688322400899,0.0982074974208301,0.358891239975416,-5.03557559841125
"UBA6",0.102843669729431,3.88043186176133,1.65683207374836,0.098217846881014,0.358891239975416,-5.03565758323021
"DYNC1LI1",0.0535148499937781,4.18650143700638,1.65669105622967,0.0982463841099146,0.358928501664204,-5.035883596414
"SEC11C",0.0976022946317024,5.01204669488533,1.65648520758396,0.0982880529171401,0.359013714752025,-5.03621348234495
"NECTIN3",0.139293765466341,3.37206718842886,1.65637305946694,0.0983107604005374,0.359025654020616,-5.03639318999978
"LRRC56",-0.125169755739338,2.47460981812818,-1.65628787520275,0.0983280111159625,0.359025654020616,-5.03652968237926
"BOLL",-0.037139929541444,0.0568264730991511,-1.6559838674553,0.0983895956764571,0.359183506245839,-5.03701674327138
"SHLD2",0.0792628809764315,4.39629580876864,1.65567635379444,0.0984519218837603,0.359271617929117,-5.03750933122511
"TICAM2",-0.0124726425201607,0.0548632497351706,-1.65564246729937,0.09845879185995,0.359271617929117,-5.03756360646891
"KRTAP8-1",0.0119738493616304,0.00991053908970228,1.65559308645539,0.0984688037694437,0.359271617929117,-5.03764269670076
"NAT9",-0.0927058043072234,4.83146491961257,-1.65535415412195,0.0985172585466118,0.359365585856036,-5.03802534685956
"CCL17",0.13763127859577,1.31963075864104,1.6552842191799,0.0985314447608395,0.359365585856036,-5.03813733735305
"PI4KA",-0.0710642855890093,4.35739906315229,-1.65506416822821,0.0985760924920958,0.359365585856036,-5.03848968599288
"KAZN",-0.0692232674106384,1.59293533694783,-1.65506189866939,0.0985765530637394,0.359365585856036,-5.03849331980085
"EFCAB12",-0.0229163861992491,0.155848571262554,-1.65501353000577,0.0985863691411301,0.359365585856036,-5.03857076206648
"VSIG10L2",0.00627922209678044,0.0142577180428107,1.65459876890754,0.0986705741116195,0.359605550454098,-5.03923473737621
"CD2BP2",0.0748264339482601,6.01811671709971,1.65441384571844,0.0987081358568547,0.35961353565899,-5.03953072089156
"IFRD1",0.115449216951601,2.33518225174207,1.65437646846181,0.0987157293460801,0.35961353565899,-5.03959054203927
"LRRC14",-0.0923951157695408,3.82003756777173,-1.65431661718784,0.0987278895864164,0.35961353565899,-5.03968632937794
"HNRNPA1L2",-0.104569209417536,3.16512676050043,-1.65403418284013,0.0987852891749019,0.359703956941666,-5.04013829751843
"EMC6",-0.150783944419673,2.05151129267999,-1.65401360338269,0.098789472615679,0.359703956941666,-5.04017122700232
"NUBP2",-0.121257796767412,5.15376918057114,-1.65375930227177,0.0988411792568008,0.359825282595768,-5.04057810443241
"RNF112",0.0655413206371553,0.532662350432889,1.65356086267516,0.0988815427174924,0.359905276645721,-5.04089556145293
"RILPL1",-0.0762586510212714,1.59921197073245,-1.65324335524184,0.0989461525384588,0.359976779127016,-5.04140342091072
"SLC52A3",-0.137830906949982,4.09027151151616,-1.65318913055018,0.0989571901396292,0.359976779127016,-5.04149014474954
"SLC27A6",0.0391042895034577,0.132266894323043,1.65313306942315,0.0989686025893468,0.359976779127016,-5.04157980272165
"FAM180B",0.0286212732041429,0.100486481412781,1.65308702514563,0.0989779766818534,0.359976779127016,-5.04165343860447
"ZNF184",0.0789387402083984,3.41427745173849,1.65298974407199,0.0989977843425391,0.359976779127016,-5.04180900779265
"CD320",-0.143597565391621,6.81512039118755,-1.65289880696817,0.0990163031605712,0.359976779127016,-5.04195442369964
"SLC22A11",-0.16050746742609,1.09238406733146,-1.65283184585421,0.0990299411792885,0.359976779127016,-5.04206149497352
"AP5M1",0.0854803529928137,3.50526259447814,1.65254311024042,0.0990887653972261,0.360066814899831,-5.04252313608223
"ZNF736",-0.136656176920661,1.91248081384175,-1.65252966119852,0.0990915060574568,0.360066814899831,-5.042544636962
"GZMM",0.146060490585139,1.82159771419888,1.65240672927318,0.0991165600702749,0.360090996312484,-5.04274115927147
"NUP54",0.0776069376526217,5.03569233313517,1.6521580791808,0.0991672514461555,0.360208292140444,-5.043138613889
"CNTD1",-0.107511270859102,1.46304269897957,-1.65197866327356,0.0992038411938323,0.360261122607548,-5.04342536444722
"QARS1",-0.0796728574368247,7.6280982572666,-1.65190625156157,0.0992186117650956,0.360261122607548,-5.04354108738013
"NFX1",-0.0534472320209417,4.60227026894144,-1.65146528901699,0.0993085974973669,0.360440297681101,-5.04424569223094
"SCN5A",-0.0597318151276715,0.289387383843847,-1.65140809389497,0.0993202738967999,0.360440297681101,-5.04433706950413
"C14orf132",0.107898994762441,1.42145486280277,1.65133713703798,0.099334761285437,0.360440297681101,-5.04445042874317
"CCSAP",0.0925860630524015,2.79541724586442,1.6513035168705,0.0993416261658505,0.360440297681101,-5.04450413796193
"RHOT2",-0.112596158367477,5.66373856317241,-1.65078363474837,0.0994478289082611,0.360723769485825,-5.04533452758722
"MORN1",-0.0671400476628293,1.24592115908085,-1.65074063310976,0.0994566174516126,0.360723769485825,-5.04540320103845
"SEMA6C",-0.0811614097169332,1.61243142373139,-1.6505949725948,0.0994863917211716,0.360764901310923,-5.04563580718409
"ACVR1",0.0578660876564243,4.34607194418247,1.64983040291372,0.0996427933948356,0.361259279418333,-5.04685642041041
"KLHDC9",-0.123475612526475,2.98464921847414,-1.64974809680937,0.0996596417954924,0.361259279418333,-5.04698778639003
"TSG101",0.055130346665287,6.0709219859741,1.6493058220692,0.099750216309065,0.361520645071243,-5.0476935751885
"LCE3C",-0.00888010796559214,0.00635433940168687,-1.64865986531083,0.0998826216931229,0.361933491789689,-5.04872406684628
"CD48",0.148938578996331,2.07718858529739,1.64834272665593,0.0999476788272946,0.362102188509623,-5.04922985058714
"HOXD11",-0.15945094931039,1.02757718042811,-1.64821027869549,0.0999748589470108,0.362112596876137,-5.04944105472934
"HCN3",-0.106916639111309,2.77634689736243,-1.64809496892294,0.0999985268924156,0.362112596876137,-5.04962491632086
"H4C4",-0.27840006303335,1.26762230198142,-1.64805827586927,0.100006059277274,0.362112596876137,-5.04968342077941
"VPS51",-0.125243550421162,6.29593123823912,-1.64781083917603,0.100056865167058,0.362115881421618,-5.05007790734171
"MYLK3",-0.010328472326484,0.0902024771039963,-1.64778360762133,0.100062457851592,0.362115881421618,-5.05012131884044
"POC1B-GALNT4",-0.0204267623597303,0.151322738670445,-1.64778352698551,0.100062474412555,0.362115881421618,-5.0501214473859
"PPM1K",0.0929967970016136,1.81974355135007,1.64763394839046,0.100093198601623,0.36216010165139,-5.05035988718373
"SH3D21",-0.14103343833096,2.59982125696713,-1.64750003794621,0.10012071087577,0.362192686238391,-5.05057333259559
"SEL1L",0.0979588889196311,5.09971067675626,1.64693862275701,0.100236121036508,0.362515870407221,-5.05146800894446
"LRRIQ1",-0.0211410047673412,0.0707878281313553,-1.64688526799045,0.100247094713805,0.362515870407221,-5.05155301990532
"ZNF416",-0.0813505012655804,2.66582986559632,-1.64645763120683,0.100335083109916,0.36273706516681,-5.05223428176706
"CISH",-0.105481326124035,3.94387301154522,-1.64640784497064,0.100345330888208,0.36273706516681,-5.05231358412399
"NFKB2",0.101743613961018,5.1202698353812,1.64601312360952,0.100426608212299,0.36296383182325,-5.05294223494738
"RFXAP",-0.0983957471614199,3.40442524214563,-1.64550747431309,0.10053080368049,0.363273330655626,-5.05374733689914
"POFUT1",-0.134555175840975,6.21198691273818,-1.64500820441917,0.100633769382713,0.363578272215077,-5.05454204162336
"NABP1",-0.108362313139528,2.15566216270577,-1.64475478095294,0.100686065800388,0.363585626384002,-5.05494533310942
"LNX1",-0.100373013160498,3.21935149220709,-1.64475200338501,0.100686639099117,0.363585626384002,-5.05494975291826
"ATP11B",0.0942375574523517,4.68237870369956,1.64472826808723,0.100691538245429,0.363585626384002,-5.05498752144339
"TXNDC16",0.100978497145204,3.2462761197699,1.64446930693543,0.100745002183301,0.363679452644644,-5.05539955545994
"MCMDC2",-0.098426931018169,0.994481582628984,-1.6443743241592,0.10076461758123,0.363679452644644,-5.05555066682367
"AJAP1",0.0247921241271679,0.173511994421823,1.64433243051259,0.100773270231051,0.363679452644644,-5.05561731412483
"BPIFB1",-0.0803884243159049,0.169935100054083,-1.64415353879975,0.100810224935717,0.363738790784494,-5.05590188851209
"GBE1",0.0805471116089466,4.15519469983775,1.64407291379253,0.100826883654687,0.363738790784494,-5.05603013381889
"TMEM204",-0.129388111190287,4.26195207147934,-1.64393991362391,0.100854368925374,0.363770890939641,-5.05624167553384
"ARMC4",0.0354471758140622,0.171623414935033,1.64375811909154,0.100891947527018,0.3638393781189,-5.05653079914019
"SYCP3",-0.0846103630972006,0.361461612039566,-1.64341293046456,0.100963331990593,0.364029729253481,-5.0570796955756
"GZMK",0.109930519678153,0.866633516441766,1.64298387230769,0.10105211680539,0.364234727507125,-5.05776179705022
"TSSK4",-0.0991515174572442,1.42996755002704,-1.64292318396764,0.101064680052276,0.364234727507125,-5.05785826301626
"TSPAN6",-0.152208634609014,6.56540866405339,-1.64286840574338,0.101076020902928,0.364234727507125,-5.05794533164916
"SLC26A9",0.131831475860373,0.415499398826259,1.6427075464682,0.101109329814433,0.364237222530167,-5.05820099690603
"TPGS2",0.0762708944446129,3.96111487558609,1.64265689885199,0.101119819163058,0.364237222530167,-5.05828148969686
"CAB39L",-0.189285139203312,3.56596657116422,-1.64259545086959,0.101132546483518,0.364237222530167,-5.058379143904
"MOV10L1",-0.0278430150534648,0.266361446213946,-1.64225787690751,0.10120248881518,0.364364337285997,-5.05891555794426
"HRH3",0.0473675730753697,0.0592731384845057,1.64209008834225,0.101237267495745,0.364364337285997,-5.0591821379161
"AKR7A2",-0.0873999596913126,6.44782433211608,-1.64201840831522,0.10125212801503,0.364364337285997,-5.05929601386825
"DHDH",-0.156049153200072,2.00941337511007,-1.64198116284099,0.101259850339286,0.364364337285997,-5.05935518271886
"IDI2",-0.015262570421135,0.0469509987529556,-1.64197596324363,0.101260928439964,0.364364337285997,-5.05936344279007
"ATP1A1",-0.111257715499899,7.65173766029437,-1.6416417912376,0.101330235940805,0.36454669992601,-5.05989425363083
"ADGB",-0.0356616199918988,0.171614252063881,-1.64137222256862,0.101386172280008,0.364680900145566,-5.0603223683963
"VPS33B",-0.0723629812718825,1.83409611628354,-1.6412256637977,0.101416594032459,0.364695878363337,-5.06055509616124
"SMYD5",-0.0741260911203109,5.32749247974111,-1.64113373399087,0.101435679968003,0.364695878363337,-5.06070106546833
"OSBPL5",-0.0939604577228248,4.26146375749232,-1.64104971779144,0.10145312543562,0.364695878363337,-5.06083446221025
"UBE3D",-0.0844444998827478,2.06338364718029,-1.640928684483,0.101478261500957,0.364695878363337,-5.06102662101095
"SMG5",-0.0752506331684245,6.23579951637919,-1.64083253256963,0.101498233771251,0.364695878363337,-5.06117926682544
"COL4A6",0.0582766936565526,0.415262281599613,1.64078543612719,0.101508017591491,0.364695878363337,-5.06125403148086
"CEP128",0.0724722599958659,1.35395748874755,1.64072401693499,0.101520777953271,0.364695878363337,-5.06135153002711
"SCGN",0.122506289538535,0.802407130948602,1.64059771473563,0.101547022340866,0.364723210540114,-5.06155201434076
"GPR151",-0.024528506867067,0.032807838948013,-1.64034993670495,0.101598523987828,0.36482584568212,-5.06194527757429
"GPR19",-0.0780080145643476,1.20626101220673,-1.64028088426705,0.101612880527987,0.36482584568212,-5.06205486434098
"SLC27A5",-0.147294964143261,2.09536179931971,-1.64016036769118,0.101637940745645,0.364848888175535,-5.06224611418001
"STK32B",0.0449419630889758,0.527056572907401,1.63970392477612,0.101732898246661,0.365122785913333,-5.06297032542747
"IGSF10",-0.0543404978772923,0.336552950221027,-1.63951796420948,0.101771605431841,0.365141907016205,-5.06326532105384
"GNPNAT1",0.102656500629956,4.8082701616688,1.63949906224824,0.101775540482009,0.365141907016205,-5.06329530403194
"MTRNR2L7",-0.0224698197025412,0.0320107585516406,-1.63902137875795,0.101875025983541,0.365370003926721,-5.06405290953681
"ANP32D",-0.0422807238070268,0.17517782674575,-1.63890810072954,0.101898629397881,0.365370003926721,-5.06423253636196
"TTC9C",0.0586840287337732,4.64861562425971,1.63887615913143,0.101905285765326,0.365370003926721,-5.06428318445948
"ERMN",0.0779070147320233,0.567357919625976,1.63876559006463,0.10192833013465,0.365370003926721,-5.06445850042875
"PMIS2",-0.00571023875412591,0.0069130063603735,-1.63874576522151,0.101932462390266,0.365370003926721,-5.06448993304392
"PRDX1",0.0824919983628565,8.62357273755303,1.63863956711798,0.101954600414896,0.365382436315682,-5.0646583054867
"PDE9A",0.169553335604287,3.40718675272316,1.63819976476266,0.102046322357317,0.365644191661488,-5.06535547804854
"CLK2",-0.0747918646381084,4.96071427932901,-1.63779897076802,0.102129966370951,0.365826245228981,-5.06599065366123
"TGM1",-0.0800493705812205,0.803260484782929,-1.63777718012183,0.102134515555217,0.365826245228981,-5.06602518292715
"PAPSS1",0.0661937413355599,5.69494012845899,1.63767030255994,0.102156830486524,0.365839218563907,-5.06619453359459
