"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.33333333333334","1","6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=137); Enrichr--Queries(rank=292); GTEx--Coexpression(rank=1405)","369","rank=62; score=0; p=1","rank=1; score=5.4811; direction=Repressed","rank=1; score=5.3654; p=8.0754e-08; direction=Repressed"
"2","FOXM1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.00000000000000","6","6","ENCODE--ChIP-seq(rank=20); Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=240); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=759)","563","rank=6; score=1.7728; p=0.016874","rank=10; score=2.774; direction=Repressed","rank=56; score=1.7516; p=0.079838; direction=Repressed"
"3","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.00000000000000","6","6","Literature--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=506); GTEx--Coexpression(rank=550); ARCHS4--Coexpression(rank=564)","965","rank=59; score=0; p=1","rank=6; score=3.2071; direction=Repressed","rank=16; score=2.1736; p=0.029732; direction=Repressed"
"4","HOXB13","DoRothEA;VIPER;CollecTRI","4","DoRothEA;ChEA3;VIPER;CollecTRI","38.66666666666666","11","4","ReMap--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=139); Enrichr--Queries(rank=1263); GTEx--Coexpression(rank=1575)","374","rank=11; score=1.6427; p=0.022768","rank=86; score=1.0538; direction=Repressed","rank=19; score=2.1555; p=0.031123; direction=Repressed"
"5","ETS1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.33333333333334","20","6","ENCODE--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=85); Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=641); GTEx--Coexpression(rank=859)","183","rank=20; score=1.1537; p=0.070195","rank=75; score=1.1608; direction=Repressed","rank=32; score=1.9417; p=0.05217; direction=Repressed"
"6","ATF3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.33333333333334","33","6","Literature--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=124); Enrichr--Queries(rank=847); ARCHS4--Coexpression(rank=906); GTEx--Coexpression(rank=958)","1288","rank=34; score=0; p=1","rank=33; score=1.7533; direction=Activated","rank=81; score=1.5763; p=0.11495; direction=Repressed"
"7","ZNF143","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","56.00000000000000","14","5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=694); Enrichr--Queries(rank=1033); ARCHS4--Coexpression(rank=1425)","1160","rank=14; score=1.5983; p=0.025215","rank=16; score=2.5231; direction=Repressed","rank=138; score=1.3317; p=0.18294; direction=Repressed"
"8","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.66666666666667","5","6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=68); GTEx--Coexpression(rank=76); ReMap--ChIP-seq(rank=131); ARCHS4--Coexpression(rank=776); Enrichr--Queries(rank=936)","221","rank=146; score=0; p=1","rank=25; score=1.9884; direction=Repressed","rank=5; score=2.9492; p=0.0031864; direction=Repressed"
"9","EPAS1","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","61.00000000000000","14","4","ReMap--ChIP-seq(rank=8); GTEx--Coexpression(rank=84); Enrichr--Queries(rank=989); ARCHS4--Coexpression(rank=1186)","133","rank=73; score=0; p=1","rank=14; score=2.693; direction=Activated","rank=96; score=1.4888; p=0.13653; direction=Activated"
"10","E2F3","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","63.00000000000000","40","3","Enrichr--Queries(rank=59); ARCHS4--Coexpression(rank=243); GTEx--Coexpression(rank=373)","200","rank=61; score=0; p=1","rank=88; score=1.0442; direction=Repressed","rank=40; score=1.9015; p=0.057233; direction=Repressed"
