Pathway,SGCGSSAAA E2F1DP2 01,E2F 02,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F4DP1 01,E2F1 Q6,E2F Q6,E2F Q4,E2F1DP1RB 01,E2F1 Q3,E2F1 Q6 01,E2F1 Q4 01,E2F Q3 01,E2F Q4 01,E2F Q3,E2F Q6 01,E2F 03,E2F 01,KTGGYRSGAA UNKNOWN,E2F1 Q4,MYCMAX 01,USF C,MAX 01,ARNT 01,MYCMAX 02,HIF1 Q3,TCCCRNNRTGC UNKNOWN,ACTAYRNNNCCCR UNKNOWN,RRCCGTTA UNKNOWN,NRF1 Q6,TTCNRGNNNNTTC HSF Q6,S8 01,GATA C,HTF 01,COREBINDINGFACTOR Q6,TGACCTTG SF1 Q6,SF1 Q6,TGTYNNNNNRGCARM UNKNOWN,ELF1 Q6
E2F Q4 01,0.33613445378151263,0.4117647058823529,0.40756302521008403,0.40756302521008403,0.40756302521008403,0.40336134453781514,0.453781512605042,0.5126050420168067,0.5126050420168067,0.47058823529411764,0.49159663865546216,0.49159663865546216,0.7983193277310925,0.8109243697478992,1.0,0.6092436974789915,0.7857142857142857,0.6974789915966386,0.10504201680672269,0.12605042016806722,0.4117647058823529,0.09243697478991597,0.06302521008403361,0.06302521008403361,0.06302521008403361,0.06722689075630252,0.06722689075630252,0.0546218487394958,0.07142857142857142,0.03361344537815126,0.04201680672268908,0.029411764705882353,0.02100840336134454,0.025210084033613446,0.03361344537815126,0.02100840336134454,0.037815126050420166,0.025210084033613446,0.004201680672268907,0.03361344537815126
E2F Q3,0.2982456140350877,0.3991228070175439,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.4692982456140351,0.47368421052631576,0.5701754385964912,0.5701754385964912,0.6052631578947368,0.6578947368421053,0.47368421052631576,0.6491228070175439,0.6710526315789473,0.6359649122807017,1.0,0.5877192982456141,0.5921052631578947,0.09649122807017543,0.10087719298245613,0.3508771929824561,0.06578947368421052,0.043859649122807015,0.05701754385964912,0.05701754385964912,0.05263157894736842,0.07456140350877193,0.06140350877192982,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.03070175438596491,0.02631578947368421,0.039473684210526314,0.02631578947368421,0.008771929824561403,0.039473684210526314,0.03070175438596491,0.0,0.013157894736842105
E2F Q6 01,0.30165289256198347,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.3884297520661157,0.4214876033057851,0.4628099173553719,0.4628099173553719,0.4380165289256198,0.44214876033057854,0.44214876033057854,0.6363636363636364,0.6528925619834711,0.7727272727272727,0.5537190082644629,1.0,0.7231404958677686,0.10330578512396695,0.1446280991735537,0.359504132231405,0.0743801652892562,0.05371900826446281,0.05371900826446281,0.05785123966942149,0.06198347107438017,0.06611570247933884,0.05371900826446281,0.06611570247933884,0.03305785123966942,0.0371900826446281,0.03305785123966942,0.01652892561983471,0.0371900826446281,0.028925619834710745,0.03305785123966942,0.03305785123966942,0.02066115702479339,0.004132231404958678,0.02066115702479339
E2F 03,0.3333333333333333,0.41365461847389556,0.40963855421686746,0.40963855421686746,0.40963855421686746,0.41365461847389556,0.42168674698795183,0.4738955823293173,0.4738955823293173,0.4497991967871486,0.44176706827309237,0.41365461847389556,0.5823293172690763,0.5943775100401606,0.6666666666666666,0.5421686746987951,0.7028112449799196,1.0,0.10843373493975904,0.14859437751004015,0.3815261044176707,0.08433734939759036,0.03614457831325301,0.060240963855421686,0.0642570281124498,0.0642570281124498,0.060240963855421686,0.05622489959839357,0.07630522088353414,0.028112449799196786,0.04819277108433735,0.03614457831325301,0.012048192771084338,0.04417670682730924,0.024096385542168676,0.024096385542168676,0.0321285140562249,0.024096385542168676,0.004016064257028112,0.020080321285140562
E2F 01,0.4411764705882353,0.5,0.5,0.5,0.5,0.5,0.5147058823529411,0.4852941176470588,0.4852941176470588,0.39705882352941174,0.38235294117647056,0.4852941176470588,0.38235294117647056,0.39705882352941174,0.36764705882352944,0.3235294117647059,0.36764705882352944,0.39705882352941174,1.0,0.11764705882352941,0.2647058823529412,0.08823529411764706,0.04411764705882353,0.07352941176470588,0.07352941176470588,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.029411764705882353,0.08823529411764706,0.07352941176470588,0.029411764705882353,0.058823529411764705,0.014705882352941176,0.029411764705882353,0.04411764705882353,0.029411764705882353,0.0,0.058823529411764705
KTGGYRSGAA UNKNOWN,0.23376623376623376,0.24675324675324675,0.24675324675324675,0.24675324675324675,0.24675324675324675,0.2727272727272727,0.2987012987012987,0.2597402597402597,0.2597402597402597,0.23376623376623376,0.22077922077922077,0.2597402597402597,0.2857142857142857,0.2857142857142857,0.38961038961038963,0.2987012987012987,0.45454545454545453,0.4805194805194805,0.1038961038961039,1.0,0.2727272727272727,0.12987012987012986,0.03896103896103896,0.09090909090909091,0.03896103896103896,0.03896103896103896,0.05194805194805195,0.05194805194805195,0.06493506493506493,0.1038961038961039,0.06493506493506493,0.012987012987012988,0.012987012987012988,0.0,0.025974025974025976,0.025974025974025976,0.06493506493506493,0.012987012987012988,0.0,0.0
E2F1 Q4,0.12048192771084337,0.17269076305220885,0.1686746987951807,0.1686746987951807,0.1686746987951807,0.17269076305220885,0.20080321285140562,0.3333333333333333,0.3373493975903614,0.24899598393574296,0.14056224899598393,0.24899598393574296,0.37751004016064255,0.3895582329317269,0.39357429718875503,0.321285140562249,0.3493975903614458,0.3815261044176707,0.07228915662650602,0.08433734939759036,1.0,0.060240963855421686,0.04417670682730924,0.040160642570281124,0.05622489959839357,0.040160642570281124,0.04417670682730924,0.03614457831325301,0.0963855421686747,0.024096385542168676,0.040160642570281124,0.028112449799196786,0.0321285140562249,0.040160642570281124,0.028112449799196786,0.028112449799196786,0.03614457831325301,0.028112449799196786,0.008032128514056224,0.03614457831325301
MYCMAX 01,0.06614785992217899,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.08171206225680934,0.07782101167315175,0.07782101167315175,0.07392996108949416,0.07392996108949416,0.058365758754863814,0.0622568093385214,0.08560311284046693,0.08171206225680934,0.07782101167315175,0.08560311284046693,0.058365758754863814,0.07003891050583658,0.08171206225680934,0.023346303501945526,0.038910505836575876,0.058365758754863814,1.0,0.3852140077821012,0.490272373540856,0.3463035019455253,0.3424124513618677,0.13229571984435798,0.038910505836575876,0.06614785992217899,0.03501945525291829,0.007782101167315175,0.027237354085603113,0.027237354085603113,0.027237354085603113,0.0038910505836575876,0.03501945525291829,0.038910505836575876,0.027237354085603113,0.0038910505836575876,0.011673151750972763
USF C,0.02464788732394366,0.03873239436619718,0.03873239436619718,0.03873239436619718,0.03873239436619718,0.03873239436619718,0.03873239436619718,0.04225352112676056,0.04225352112676056,0.03873239436619718,0.045774647887323945,0.056338028169014086,0.04929577464788732,0.045774647887323945,0.0528169014084507,0.035211267605633804,0.045774647887323945,0.03169014084507042,0.01056338028169014,0.01056338028169014,0.03873239436619718,0.3485915492957746,1.0,0.21830985915492956,0.24647887323943662,0.2640845070422535,0.1619718309859155,0.02464788732394366,0.05985915492957746,0.02464788732394366,0.02464788732394366,0.03169014084507042,0.035211267605633804,0.035211267605633804,0.01056338028169014,0.03873239436619718,0.02464788732394366,0.017605633802816902,0.014084507042253521,0.02112676056338028
MAX 01,0.04887218045112782,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05639097744360902,0.05263157894736842,0.04887218045112782,0.05263157894736842,0.05263157894736842,0.06015037593984962,0.06766917293233082,0.05263157894736842,0.04887218045112782,0.05639097744360902,0.04887218045112782,0.04887218045112782,0.05639097744360902,0.018796992481203006,0.02631578947368421,0.03759398496240601,0.47368421052631576,0.23308270676691728,1.0,0.5375939849624061,0.3609022556390977,0.09774436090225563,0.02631578947368421,0.07894736842105263,0.015037593984962405,0.015037593984962405,0.018796992481203006,0.02631578947368421,0.03007518796992481,0.0037593984962406013,0.03007518796992481,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.018796992481203006
ARNT 01,0.03690036900369004,0.055350553505535055,0.055350553505535055,0.055350553505535055,0.055350553505535055,0.05166051660516605,0.055350553505535055,0.06273062730627306,0.06642066420664207,0.05166051660516605,0.06642066420664207,0.07380073800738007,0.04797047970479705,0.04797047970479705,0.055350553505535055,0.04797047970479705,0.05166051660516605,0.05904059040590406,0.01845018450184502,0.01107011070110701,0.05166051660516605,0.3284132841328413,0.25830258302583026,0.5276752767527675,1.0,0.2915129151291513,0.11439114391143912,0.02214022140221402,0.04797047970479705,0.02952029520295203,0.014760147601476014,0.01107011070110701,0.03690036900369004,0.03690036900369004,0.01107011070110701,0.02214022140221402,0.04059040590405904,0.03690036900369004,0.01107011070110701,0.01845018450184502
MYCMAX 02,0.03676470588235294,0.04044117647058824,0.04044117647058824,0.04044117647058824,0.04044117647058824,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.03676470588235294,0.04779411764705882,0.04779411764705882,0.058823529411764705,0.058823529411764705,0.05514705882352941,0.058823529411764705,0.04411764705882353,0.05514705882352941,0.058823529411764705,0.011029411764705883,0.011029411764705883,0.03676470588235294,0.3235294117647059,0.2757352941176471,0.35294117647058826,0.29044117647058826,1.0,0.08823529411764706,0.025735294117647058,0.0625,0.022058823529411766,0.01838235294117647,0.029411764705882353,0.051470588235294115,0.051470588235294115,0.025735294117647058,0.04411764705882353,0.011029411764705883,0.022058823529411766,0.03308823529411765,0.022058823529411766
HIF1 Q3,0.05063291139240506,0.05485232067510549,0.05485232067510549,0.05485232067510549,0.05485232067510549,0.07172995780590717,0.05485232067510549,0.06329113924050633,0.06751054852320675,0.05907172995780591,0.06329113924050633,0.06329113924050633,0.06329113924050633,0.06751054852320675,0.06751054852320675,0.07172995780590717,0.06751054852320675,0.06329113924050633,0.012658227848101266,0.016877637130801686,0.046413502109704644,0.14345991561181434,0.1940928270042194,0.10970464135021098,0.1308016877637131,0.10126582278481013,1.0,0.02531645569620253,0.07172995780590717,0.016877637130801686,0.05063291139240506,0.02531645569620253,0.04219409282700422,0.046413502109704644,0.029535864978902954,0.02109704641350211,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.04219409282700422
TCCCRNNRTGC UNKNOWN,0.041666666666666664,0.06481481481481481,0.06481481481481481,0.06481481481481481,0.06481481481481481,0.07407407407407407,0.06944444444444445,0.07407407407407407,0.0787037037037037,0.08333333333333333,0.08333333333333333,0.07407407407407407,0.06018518518518518,0.06018518518518518,0.06018518518518518,0.06481481481481481,0.06018518518518518,0.06481481481481481,0.013888888888888888,0.018518518518518517,0.041666666666666664,0.046296296296296294,0.032407407407407406,0.032407407407407406,0.027777777777777776,0.032407407407407406,0.027777777777777776,1.0,0.3148148148148148,0.032407407407407406,0.05555555555555555,0.018518518518518517,0.009259259259259259,0.013888888888888888,0.013888888888888888,0.023148148148148147,0.032407407407407406,0.05092592592592592,0.0,0.009259259259259259
ACTAYRNNNCCCR UNKNOWN,0.02159827213822894,0.032397408207343416,0.032397408207343416,0.032397408207343416,0.032397408207343416,0.0367170626349892,0.03455723542116631,0.04319654427645788,0.04319654427645788,0.04103671706263499,0.032397408207343416,0.04535637149028078,0.04967602591792657,0.04967602591792657,0.0367170626349892,0.038876889848812095,0.03455723542116631,0.04103671706263499,0.0064794816414686825,0.01079913606911447,0.05183585313174946,0.0367170626349892,0.0367170626349892,0.04535637149028078,0.028077753779697623,0.0367170626349892,0.0367170626349892,0.1468682505399568,1.0,0.017278617710583154,0.032397408207343416,0.012958963282937365,0.012958963282937365,0.017278617710583154,0.01511879049676026,0.01079913606911447,0.008639308855291577,0.017278617710583154,0.008639308855291577,0.017278617710583154
RRCCGTTA UNKNOWN,0.14772727272727273,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.17045454545454544,0.1590909090909091,0.11363636363636363,0.11363636363636363,0.125,0.10227272727272728,0.1590909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06818181818181818,0.09090909090909091,0.07954545454545454,0.022727272727272728,0.09090909090909091,0.06818181818181818,0.10227272727272728,0.07954545454545454,0.045454545454545456,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.07954545454545454,0.09090909090909091,1.0,0.06818181818181818,0.011363636363636364,0.03409090909090909,0.0,0.022727272727272728,0.03409090909090909,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.056818181818181816
NRF1 Q6,0.05343511450381679,0.05725190839694656,0.05725190839694656,0.05725190839694656,0.05725190839694656,0.04961832061068702,0.04580152671755725,0.04198473282442748,0.04961832061068702,0.04198473282442748,0.061068702290076333,0.08015267175572519,0.026717557251908396,0.030534351145038167,0.03816793893129771,0.04580152671755725,0.03435114503816794,0.04580152671755725,0.022900763358778626,0.019083969465648856,0.03816793893129771,0.007633587786259542,0.026717557251908396,0.015267175572519083,0.015267175572519083,0.019083969465648856,0.04580152671755725,0.04580152671755725,0.05725190839694656,0.022900763358778626,1.0,0.019083969465648856,0.015267175572519083,0.019083969465648856,0.011450381679389313,0.015267175572519083,0.015267175572519083,0.019083969465648856,0.015267175572519083,0.015267175572519083
TTCNRGNNNNTTC HSF Q6,0.012903225806451613,0.03225806451612903,0.025806451612903226,0.025806451612903226,0.025806451612903226,0.03870967741935484,0.03870967741935484,0.025806451612903226,0.025806451612903226,0.03225806451612903,0.025806451612903226,0.01935483870967742,0.04516129032258064,0.03225806451612903,0.04516129032258064,0.04516129032258064,0.05161290322580645,0.05806451612903226,0.03225806451612903,0.0064516129032258064,0.04516129032258064,0.04516129032258064,0.05806451612903226,0.03225806451612903,0.01935483870967742,0.05161290322580645,0.03870967741935484,0.025806451612903226,0.03870967741935484,0.0064516129032258064,0.03225806451612903,1.0,0.04516129032258064,0.03870967741935484,0.012903225806451613,0.05161290322580645,0.03225806451612903,0.012903225806451613,0.012903225806451613,0.03225806451612903
S8 01,0.016194331983805668,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.02834008097165992,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.016194331983805668,0.032388663967611336,0.032388663967611336,0.020242914979757085,0.024291497975708502,0.016194331983805668,0.012145748987854251,0.008097165991902834,0.004048582995951417,0.032388663967611336,0.02834008097165992,0.04048582995951417,0.02834008097165992,0.04048582995951417,0.05668016194331984,0.04048582995951417,0.008097165991902834,0.024291497975708502,0.012145748987854251,0.016194331983805668,0.02834008097165992,1.0,0.08906882591093117,0.020242914979757085,0.07692307692307693,0.02834008097165992,0.020242914979757085,0.02834008097165992,0.024291497975708502
GATA C,0.014925373134328358,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.022388059701492536,0.03731343283582089,0.03731343283582089,0.03731343283582089,0.018656716417910446,0.022388059701492536,0.029850746268656716,0.033582089552238806,0.022388059701492536,0.033582089552238806,0.033582089552238806,0.041044776119402986,0.014925373134328358,0.0,0.03731343283582089,0.026119402985074626,0.03731343283582089,0.029850746268656716,0.03731343283582089,0.05223880597014925,0.041044776119402986,0.011194029850746268,0.029850746268656716,0.0,0.018656716417910446,0.022388059701492536,0.08208955223880597,1.0,0.018656716417910446,0.041044776119402986,0.029850746268656716,0.022388059701492536,0.011194029850746268,0.041044776119402986
HTF 01,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.09722222222222222,0.09722222222222222,0.09722222222222222,0.06944444444444445,0.09722222222222222,0.09722222222222222,0.09722222222222222,0.1111111111111111,0.08333333333333333,0.09722222222222222,0.08333333333333333,0.013888888888888888,0.027777777777777776,0.09722222222222222,0.013888888888888888,0.041666666666666664,0.013888888888888888,0.041666666666666664,0.09722222222222222,0.09722222222222222,0.041666666666666664,0.09722222222222222,0.027777777777777776,0.041666666666666664,0.027777777777777776,0.06944444444444445,0.06944444444444445,1.0,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.041666666666666664,0.027777777777777776
COREBINDINGFACTOR Q6,0.0,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.010869565217391304,0.010869565217391304,0.014492753623188406,0.007246376811594203,0.007246376811594203,0.018115942028985508,0.007246376811594203,0.028985507246376812,0.021739130434782608,0.007246376811594203,0.007246376811594203,0.025362318840579712,0.03260869565217391,0.03985507246376811,0.028985507246376812,0.021739130434782608,0.043478260869565216,0.018115942028985508,0.018115942028985508,0.018115942028985508,0.010869565217391304,0.014492753623188406,0.028985507246376812,0.06884057971014493,0.03985507246376811,0.021739130434782608,1.0,0.036231884057971016,0.043478260869565216,0.0,0.04710144927536232
