Pathway,SGCGSSAAA E2F1DP2 01,E2F 02,E2F1DP1 01,E2F1DP2 01,E2F4DP2 01,E2F4DP1 01,E2F1 Q6,E2F Q6,E2F Q4,E2F1DP1RB 01,E2F1 Q3,E2F1 Q6 01,E2F1 Q4 01,E2F Q3 01,E2F Q4 01,E2F Q3,E2F Q6 01,E2F 03,E2F 01,KTGGYRSGAA UNKNOWN,E2F1 Q4,MYCMAX 01,USF C,MAX 01,ARNT 01,MYCMAX 02,HIF1 Q3,TCCCRNNRTGC UNKNOWN,ACTAYRNNNCCCR UNKNOWN,RRCCGTTA UNKNOWN,NRF1 Q6,TTCNRGNNNNTTC HSF Q6,S8 01,GATA C,HTF 01,COREBINDINGFACTOR Q6,TGACCTTG SF1 Q6,SF1 Q6,TGTYNNNNNRGCARM UNKNOWN,ELF1 Q6
SGCGSSAAA E2F1DP2 01,1.0,1.0,0.9941176470588236,0.9941176470588236,0.9941176470588236,0.9529411764705882,0.9411764705882353,0.8470588235294118,0.8294117647058824,0.7352941176470589,0.7470588235294118,0.6705882352941176,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.4,0.4294117647058823,0.48823529411764705,0.17647058823529413,0.10588235294117647,0.17647058823529413,0.1,0.041176470588235294,0.07647058823529412,0.058823529411764705,0.058823529411764705,0.07058823529411765,0.052941176470588235,0.058823529411764705,0.07647058823529412,0.08235294117647059,0.011764705882352941,0.023529411764705882,0.023529411764705882,0.023529411764705882,0.0,0.058823529411764705,0.041176470588235294,0.0058823529411764705,0.03529411764705882
E2F 02,0.7142857142857143,1.0,0.9957983193277311,0.9957983193277311,0.9957983193277311,0.9453781512605042,0.8991596638655462,0.8067226890756303,0.7899159663865546,0.7394957983193278,0.7142857142857143,0.5882352941176471,0.46218487394957986,0.47058823529411764,0.4117647058823529,0.38235294117647056,0.3949579831932773,0.4327731092436975,0.14285714285714285,0.07983193277310924,0.18067226890756302,0.08823529411764706,0.046218487394957986,0.06302521008403361,0.06302521008403361,0.046218487394957986,0.0546218487394958,0.058823529411764705,0.06302521008403361,0.058823529411764705,0.06302521008403361,0.02100840336134454,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.008403361344537815,0.058823529411764705,0.04201680672268908,0.004201680672268907,0.03361344537815126
E2F1DP1 01,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8949579831932774,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.4579831932773109,0.46638655462184875,0.40756302521008403,0.37815126050420167,0.3949579831932773,0.42857142857142855,0.14285714285714285,0.07983193277310924,0.17647058823529413,0.08823529411764706,0.046218487394957986,0.06302521008403361,0.06302521008403361,0.046218487394957986,0.0546218487394958,0.058823529411764705,0.06302521008403361,0.058823529411764705,0.06302521008403361,0.01680672268907563,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.008403361344537815,0.058823529411764705,0.04201680672268908,0.004201680672268907,0.03361344537815126
E2F1DP2 01,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8949579831932774,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.4579831932773109,0.46638655462184875,0.40756302521008403,0.37815126050420167,0.3949579831932773,0.42857142857142855,0.14285714285714285,0.07983193277310924,0.17647058823529413,0.08823529411764706,0.046218487394957986,0.06302521008403361,0.06302521008403361,0.046218487394957986,0.0546218487394958,0.058823529411764705,0.06302521008403361,0.058823529411764705,0.06302521008403361,0.01680672268907563,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.008403361344537815,0.058823529411764705,0.04201680672268908,0.004201680672268907,0.03361344537815126
E2F4DP2 01,0.7100840336134454,0.9957983193277311,1.0,1.0,1.0,0.9411764705882353,0.8949579831932774,0.8025210084033614,0.7857142857142857,0.7352941176470589,0.7100840336134454,0.5840336134453782,0.4579831932773109,0.46638655462184875,0.40756302521008403,0.37815126050420167,0.3949579831932773,0.42857142857142855,0.14285714285714285,0.07983193277310924,0.17647058823529413,0.08823529411764706,0.046218487394957986,0.06302521008403361,0.06302521008403361,0.046218487394957986,0.0546218487394958,0.058823529411764705,0.06302521008403361,0.058823529411764705,0.06302521008403361,0.01680672268907563,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.008403361344537815,0.058823529411764705,0.04201680672268908,0.004201680672268907,0.03361344537815126
E2F4DP1 01,0.6694214876033058,0.9297520661157025,0.9256198347107438,0.9256198347107438,0.9256198347107438,1.0,0.8842975206611571,0.7933884297520661,0.7768595041322314,0.7892561983471075,0.6942148760330579,0.5702479338842975,0.4462809917355372,0.45041322314049587,0.39669421487603307,0.44214876033057854,0.3884297520661157,0.4256198347107438,0.14049586776859505,0.08677685950413223,0.17768595041322313,0.08264462809917356,0.045454545454545456,0.06198347107438017,0.05785123966942149,0.04132231404958678,0.07024793388429752,0.06611570247933884,0.07024793388429752,0.06198347107438017,0.05371900826446281,0.024793388429752067,0.028925619834710745,0.024793388429752067,0.01652892561983471,0.008264462809917356,0.05785123966942149,0.04132231404958678,0.004132231404958678,0.03305785123966942
E2F1 Q6,0.6779661016949152,0.9067796610169492,0.902542372881356,0.902542372881356,0.902542372881356,0.9067796610169492,1.0,0.847457627118644,0.8305084745762712,0.711864406779661,0.7627118644067796,0.6228813559322034,0.5042372881355932,0.5127118644067796,0.4576271186440678,0.4576271186440678,0.4322033898305085,0.4449152542372881,0.1483050847457627,0.09745762711864407,0.211864406779661,0.0847457627118644,0.046610169491525424,0.059322033898305086,0.0635593220338983,0.0423728813559322,0.05508474576271186,0.0635593220338983,0.06779661016949153,0.059322033898305086,0.05084745762711865,0.025423728813559324,0.025423728813559324,0.025423728813559324,0.01694915254237288,0.00847457627118644,0.059322033898305086,0.038135593220338986,0.00423728813559322,0.038135593220338986
E2F Q6,0.6101694915254238,0.8135593220338984,0.809322033898305,0.809322033898305,0.809322033898305,0.8135593220338984,0.847457627118644,1.0,0.9830508474576272,0.8135593220338984,0.7076271186440678,0.6440677966101694,0.6016949152542372,0.6101694915254238,0.5169491525423728,0.5508474576271186,0.4745762711864407,0.5,0.13983050847457626,0.0847457627118644,0.3516949152542373,0.08050847457627118,0.05084745762711865,0.05508474576271186,0.07203389830508475,0.0423728813559322,0.0635593220338983,0.06779661016949153,0.0847457627118644,0.0423728813559322,0.046610169491525424,0.01694915254237288,0.025423728813559324,0.0423728813559322,0.029661016949152543,0.00847457627118644,0.0635593220338983,0.05084745762711865,0.00423728813559322,0.03389830508474576
E2F Q4,0.592436974789916,0.7899159663865546,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7899159663865546,0.8235294117647058,0.9747899159663865,1.0,0.8067226890756303,0.7016806722689075,0.6386554621848739,0.5966386554621849,0.6050420168067226,0.5126050420168067,0.5462184873949579,0.47058823529411764,0.4957983193277311,0.13865546218487396,0.08403361344537816,0.35294117647058826,0.07983193277310924,0.05042016806722689,0.058823529411764705,0.07563025210084033,0.04201680672268908,0.06722689075630252,0.07142857142857142,0.08403361344537816,0.04201680672268908,0.0546218487394958,0.01680672268907563,0.025210084033613446,0.04201680672268908,0.029411764705882353,0.008403361344537815,0.06722689075630252,0.0546218487394958,0.004201680672268907,0.03361344537815126
E2F1DP1RB 01,0.5364806866952789,0.7553648068669528,0.7510729613733905,0.7510729613733905,0.7510729613733905,0.8197424892703863,0.721030042918455,0.8240343347639485,0.8240343347639485,1.0,0.7167381974248928,0.5493562231759657,0.5536480686695279,0.5407725321888412,0.48068669527896996,0.592274678111588,0.45493562231759654,0.48068669527896996,0.11587982832618025,0.07725321888412018,0.26609442060085836,0.06437768240343347,0.04721030042918455,0.060085836909871244,0.060085836909871244,0.055793991416309016,0.060085836909871244,0.07725321888412018,0.0815450643776824,0.04721030042918455,0.04721030042918455,0.02145922746781116,0.02575107296137339,0.04291845493562232,0.030042918454935622,0.012875536480686695,0.03862660944206009,0.060085836909871244,0.004291845493562232,0.030042918454935622
E2F1 Q3,0.5141700404858299,0.6882591093117408,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.680161943319838,0.728744939271255,0.6761133603238867,0.6761133603238867,0.6761133603238867,1.0,0.5020242914979757,0.44534412955465585,0.48582995951417,0.47368421052631576,0.6072874493927125,0.4331983805668016,0.44534412955465585,0.10526315789473684,0.06882591093117409,0.1417004048582996,0.06477732793522267,0.05263157894736842,0.06477732793522267,0.0728744939271255,0.05263157894736842,0.06072874493927125,0.0728744939271255,0.06072874493927125,0.03643724696356275,0.06477732793522267,0.016194331983805668,0.024291497975708502,0.020242914979757085,0.020242914979757085,0.012145748987854251,0.03643724696356275,0.03643724696356275,0.004048582995951417,0.02834008097165992
E2F1 Q6 01,0.4691358024691358,0.5761316872427984,0.5720164609053497,0.5720164609053497,0.5720164609053497,0.5679012345679012,0.6049382716049383,0.6255144032921811,0.6255144032921811,0.5267489711934157,0.5102880658436214,1.0,0.5308641975308642,0.5308641975308642,0.48148148148148145,0.4444444444444444,0.4403292181069959,0.42386831275720166,0.13580246913580246,0.0823045267489712,0.2551440329218107,0.09053497942386832,0.06584362139917696,0.07407407407407407,0.0823045267489712,0.06584362139917696,0.06172839506172839,0.06584362139917696,0.08641975308641975,0.05761316872427984,0.08641975308641975,0.012345679012345678,0.01646090534979424,0.024691358024691357,0.02880658436213992,0.01646090534979424,0.053497942386831275,0.0411522633744856,0.012345679012345678,0.037037037037037035
E2F1 Q4 01,0.3930131004366812,0.48034934497816595,0.4759825327510917,0.4759825327510917,0.4759825327510917,0.47161572052401746,0.519650655021834,0.6200873362445415,0.6200873362445415,0.5633187772925764,0.48034934497816595,0.5633187772925764,1.0,0.9737991266375546,0.8296943231441049,0.6462882096069869,0.6724890829694323,0.6331877729257642,0.11353711790393013,0.09606986899563319,0.4104803493449782,0.09170305676855896,0.0611353711790393,0.0611353711790393,0.056768558951965066,0.06986899563318777,0.06550218340611354,0.056768558951965066,0.10043668122270742,0.034934497816593885,0.03056768558951965,0.03056768558951965,0.034934497816593885,0.034934497816593885,0.03056768558951965,0.008733624454148471,0.048034934497816595,0.039301310043668124,0.0,0.03056768558951965
E2F Q3 01,0.3813559322033898,0.4745762711864407,0.4703389830508475,0.4703389830508475,0.4703389830508475,0.461864406779661,0.5127118644067796,0.6101694915254238,0.6101694915254238,0.5338983050847458,0.5084745762711864,0.5466101694915254,0.9449152542372882,1.0,0.8177966101694916,0.6483050847457628,0.6694915254237288,0.6271186440677966,0.11440677966101695,0.09322033898305085,0.4110169491525424,0.0847457627118644,0.05508474576271186,0.05508474576271186,0.05508474576271186,0.0635593220338983,0.06779661016949153,0.05508474576271186,0.09745762711864407,0.03389830508474576,0.03389830508474576,0.0211864406779661,0.03389830508474576,0.038135593220338986,0.029661016949152543,0.00847457627118644,0.046610169491525424,0.038135593220338986,0.0,0.029661016949152543
