"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.166666666666666","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=1305); ARCHS4--Coexpression(rank=1318)","17","rank=1; score=17.982; p=1.0416e-18","rank=17; score=0.006098","rank=1; score=12.036; direction=Repressed","rank=1; score=471.78; p=9.9137e-39; adjP=1.031e-36","rank=4; score=5.9422; p=1.1424e-06","rank=1; score=10.914; p=9.8658e-28; direction=Repressed"
"2","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.500000000000000","1","6","GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=194)","13","rank=2; score=12.203; p=6.2715e-13","rank=13; score=0.003734","rank=4; score=6.9445; direction=Repressed","rank=4; score=165.53; p=4.7122e-12; adjP=1.72e-09","rank=1; score=11.327; p=4.7138e-12","rank=21; score=3.2171; p=0.0012949; direction=Repressed"
"3","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.500000000000000","2","4","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=29); ReMap--ChIP-seq(rank=59)","2","rank=9; score=4.3268; p=4.712e-05","rank=2; score=0.0006223","rank=10; score=5.1445; direction=Repressed","rank=22; score=284.53; p=1.5966e-05; adjP=0.00072844","rank=6; score=4.7968; p=1.5967e-05","rank=8; score=3.9171; p=8.9622e-05; direction=Repressed"
"4","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.500000000000000","2","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=8)","7","rank=5; score=5.4916; p=3.2241e-06","rank=7; score=0.001867","rank=14; score=4.3992; direction=Repressed","rank=2; score=236.25; p=2.2677e-16; adjP=1.7007e-13","rank=7; score=4.6194; p=2.4021e-05","rank=46; score=2.4596; p=0.01391; direction=Repressed"
"5","E2F3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.333333333333329","13","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=1432)","61","rank=13; score=2.9664; p=0.0010804","rank=61; score=0.01658","rank=24; score=3.639; direction=Repressed","rank=125; score=34.463; p=0.011418; adjP=0.099229","rank=32; score=1.9424; p=0.011418","rank=23; score=3.0679; p=0.0021558; direction=Repressed"
"6","JUN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","76.833333333333329","32","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=182); GTEx--Coexpression(rank=204); Enrichr--Queries(rank=300)","130","rank=32; score=1.7973; p=0.015948","rank=130; score=0.0339","rank=116; score=1.6292; direction=Activated","rank=32; score=10.207; p=0.003032; adjP=0.075118","rank=46; score=1.5976; p=0.025256","rank=105; score=1.9342; p=0.053091; direction=Activated"
"7","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.500000000000000","9","6","GTEx--Coexpression(rank=19); ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=67); Literature--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=454); Enrichr--Queries(rank=711)","43","rank=144; score=0.27452; p=0.53147","rank=43; score=0.01182","rank=67; score=2.4191; direction=Activated","rank=119; score=4.9797; p=0.045006; adjP=0.18632","rank=119; score=0.68028; p=0.2088","rank=9; score=3.846; p=0.00012007; direction=Activated"
"8","MYC","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","90.666666666666657","3","6","Literature--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=65); Enrichr--Queries(rank=173); ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=220); GTEx--Coexpression(rank=1000)","480","rank=10; score=3.8207; p=0.00015111","rank=480; score=0.1232","rank=3; score=6.9616; direction=Repressed","rank=36; score=27.891; p=0.00037094; adjP=0.011283","rank=9; score=3.4307; p=0.00037095","rank=6; score=4.2912; p=1.7771e-05; direction=Repressed"
"9","EGR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","93.500000000000000","22","6","ReMap--ChIP-seq(rank=20); Literature--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=98); Enrichr--Queries(rank=153); ARCHS4--Coexpression(rank=413); GTEx--Coexpression(rank=467)","276","rank=22; score=2.1478; p=0.0071153","rank=276; score=0.06734","rank=129; score=1.4851; direction=Activated","rank=37; score=11.455; p=0.016127; adjP=0.092333","rank=40; score=1.7535; p=0.017639","rank=57; score=2.3418; p=0.019192; direction=Activated"
"10","ATF3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","99.666666666666657","35","6","Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=83); ENCODE--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=121); GTEx--Coexpression(rank=613)","244","rank=42; score=1.4083; p=0.039057","rank=244; score=0.05912","rank=105; score=1.7481; direction=Repressed","rank=129; score=23.019; p=0.0018292; adjP=0.03118","rank=43; score=1.6869; p=0.020564","rank=35; score=2.7606; p=0.0057695; direction=Activated"
