"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"FOS","FOS","6/199","0.0001797581219776653","0.01366161727030256","0","0","7.9633941188345334","68.675501621041433964","SCHIP1;APLP1;IDS;MITF;CLU;ETS1"
"SMAD2","SMAD2","6/384","0.0052539337073987382","0.19964948088115209","0","0","4.0278293135435996","21.141182715786079882","TSPYL2;CAV1;IL1RAP;RHEBL1;PRKACB;ATF3"
"JUND","JUND","2/44","0.0143789770727295284","0.23205976102870357","0","0","11.6843033509700156","49.564675358385727577","ETS1;ATF3"
"TFEB","TFEB","1/4","0.0164980440743972695","0.23205976102870357","0","0","80.9512195121951237","332.265368961768274403","MITF"
"NR3C1","NR3C1","4/239","0.0175221875810276824","0.23205976102870357","0","0","4.2406679235119853","17.150479593394972966","TSPYL2;ZNF483;CLU;ETS1"
"SMAD3","SMAD3","5/375","0.0199133141413749964","0.23205976102870357","0","0","3.3865211365211367","13.262858671032191182","PLK2;PROX1;ETS1;PRKACB;ATF3"
"NFKB1","NFKB1","4/254","0.0213739253579069075","0.23205976102870357","0","0","3.9831898734177216","15.317689418198391138","PLK2;CLU;ETS1;ATF3"
"CTNNB1","CTNNB1","5/398","0.0249677982534124605","0.23719408340741840","0","0","3.1845762380113527","11.751622455213871277","CAV1;CA9;MITF;PRKACB;NDRG1"
"SPI1","SPI1","2/66","0.0307502008400858361","0.25966836264961374","0","0","7.6593364197530862","26.668727558092545138","MITF;ETS1"
"IRF3","IRF3","2/75","0.0388452208872775845","0.29522367874330963","0","0","6.7119905293421276","21.801687782654877168","TICAM2;HMOX1"
"PAX5","PAX5","1/16","0.0643959297803682051","0.35856401853987252","0","0","16.1804878048780481","44.378302378409479445","ETS1"
"RFX5","RFX5","1/17","0.0682817873305455458","0.35856401853987252","0","0","15.1684451219512209","40.713808681356574937","CD74"
"EPAS1","EPAS1","2/106","0.0718019112290265576","0.35856401853987252","0","0","4.7039411206077872","12.389447964712948291","MITF;ETS1"
"HSF1","HSF1","2/109","0.0753501743473599106","0.35856401853987252","0","0","4.5713626398984655","11.819756567199657837","ENO2;ATF3"
"PPARG","PPARG","2/116","0.0838405202338038530","0.35856401853987252","0","0","4.2891487979207277","10.632108688084871417","CAV1;CLU"
"BHLHE40","BHLHE40","1/26","0.1025446667410963575","0.35856401853987252","0","0","9.7034146341463394","22.099107663504575783","BHLHE41"
"GATA3","GATA3","1/26","0.1025446667410963575","0.35856401853987252","0","0","9.7034146341463394","22.099107663504575783","ETS1"
"CREB1","CREB1","2/134","0.1068894268388016350","0.35856401853987252","0","0","3.7008978675645343","8.275060975912913008","CD74;MITF"
"IRF4","IRF4","1/29","0.1136866415597871938","0.35856401853987252","0","0","8.6624564459930316","18.834860248996136534","PROX1"
"CEBPB","CEBPB","2/142","0.1176237730168725182","0.35856401853987252","0","0","3.4880070546737212","7.465256323067759325","BHLHE41;ATF3"
"TP53","TP53","5/628","0.1198513649403335629","0.35856401853987252","0","0","1.9852245133144009","4.211659620568562801","PLK2;TNFAIP3;ETS1;PRKACB;ATF3"
"XRCC4","XRCC4","1/33","0.1283302789245712450","0.35856401853987252","0","0","7.5781250000000000","15.559012446925420292","PRKACB"
"ETS2","ETS2","1/34","0.1319536813373629325","0.35856401853987252","0","0","7.3481152993348111","14.882169637075852719","ETS1"
"CBFB","CBFB","1/34","0.1319536813373629325","0.35856401853987252","0","0","7.3481152993348111","14.882169637075852719","PRKACB"
"EGR1","EGR1","1/35","0.1355622025567820577","0.35856401853987252","0","0","7.1316355810616932","14.251323422767175231","PRKACB"
"NCOR1","NCOR1","2/155","0.1356074936019885935","0.35856401853987252","0","0","3.1895424836601309","6.372676036053571913","NR1D1;ETS1"
"TCF12","TCF12","1/36","0.1391559029689243276","0.35856401853987252","0","0","6.9275261324041812","13.662192502450983156","BMF"
"MEIS1","MEIS1","1/36","0.1391559029689243276","0.35856401853987252","0","0","6.9275261324041812","13.662192502450983156","ETS1"
"PPARD","PPARD","1/40","0.1533836954844717826","0.35856401853987252","0","0","6.2157598499061910","11.653385402844348206","PROX1"
"GLI1","GLI1","1/41","0.1569041889786317867","0.35856401853987252","0","0","6.0600609756097565","11.223959656623463843","PRKACB"
"CIITA","CIITA","1/41","0.1569041889786317867","0.35856401853987252","0","0","6.0600609756097565","11.223959656623463843","PRKACB"
"PAX3","PAX3","1/41","0.1569041889786317867","0.35856401853987252","0","0","6.0600609756097565","11.223959656623463843","MITF"
"MITF","MITF","1/42","0.1604102188204692692","0.35856401853987252","0","0","5.9119571683521714","10.819005043326576754","PRKACB"
"NFYA","NFYA","1/42","0.1604102188204692692","0.35856401853987252","0","0","5.9119571683521714","10.819005043326576754","CD74"
"JUNB","JUNB","1/48","0.1811459323697566792","0.39334545314575731","0","0","5.1556824078879089","8.808237552274336579","ATF3"
"ESRRA","ESRRA","1/51","0.1913232321100920008","0.40390460112130538","0","0","4.8456097560975611","8.013625642177077069","PROX1"
"HDAC2","HDAC2","3/387","0.2169697407673011891","0.44566757563013215","0","0","1.9075195312500000","2.914684843442164386","BCL2L11;PLK2;ATF3"
"CHD1","CHD1","1/65","0.2371890231895292800","0.47437804637905856","0","0","3.7829649390243905","5.443300266940927834","GBP2"
"HNF4A","HNF4A","1/71","0.2560500094727527487","0.48205902509904758","0","0","3.4576655052264806","4.710662989274104540","PROX1"
"ATF2","ATF2","2/237","0.2581261931847749769","0.48205902509904758","0","0","2.0679800367743630","2.800679204318106574","ETS1;ATF3"
"SMAD4","SMAD4","2/245","0.2704386018586137919","0.48205902509904758","0","0","1.9990855052583447","2.614224479209640517","PLK2;RHEBL1"
"STAT3","STAT3","2/246","0.2719778018264466524","0.48205902509904758","0","0","1.9907913377858732","2.592079654984949855","IL1RAP;IL6R"
"JUN","JUN","2/248","0.2750560119612908139","0.48205902509904758","0","0","1.9744052996085515","2.548523903655774969","ETS1;ATF3"
"GFI1B","GFI1B","1/80","0.2834808467864319836","0.48205902509904758","0","0","3.0623649274467426","3.860450049760919100","TSPYL2"
"STAT5B","STAT5B","1/81","0.2864663387003844042","0.48205902509904758","0","0","3.0239329268292683","3.780322094852391235","ETS1"
"STAT6","STAT6","1/83","0.2924005016065054918","0.48205902509904758","0","0","2.9498810232004757","3.627264667559587874","ETS1"
"SP1","SP1","2/263","0.2981154497323058039","0.48205902509904758","0","0","1.8595146871008941","2.250523119462843002","BHLHE41;ETS1"
"AR","AR","2/271","0.3103761207918331877","0.48566592639392314","0","0","1.8034788195878655","2.110016879356377384","CAV1;ENO2"
"EP300","EP300","3/473","0.3131267157013452040","0.48566592639392314","0","0","1.5516223404255318","1.801662134452048702","MITF;PROX1;ETS1"
"SIRT3","SIRT3","1/95","0.3269952141378804633","0.49016998430916958","0","0","2.5717436429683445","2.874720102809638966","SIRT4"
