"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000184389","ENSG00000184389","A3GALT2","ENSG00000184389","127550","protein_coding","0.07854415245365105325","0.05953286246572857959","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000109576","ENSG00000109576","AADAT","ENSG00000109576","51166","protein_coding","3.21734465162930582949","0.05915016474305627436","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000129673","ENSG00000129673","AANAT","ENSG00000129673","15","protein_coding","1.30033680949175756147","0.23427287461481272057","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000131043","ENSG00000131043","AAR2","ENSG00000131043","25980","protein_coding","5.44873157302556165860","0.03963698575577636468","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000149313","ENSG00000149313","AASDHPPT","ENSG00000149313","60496","protein_coding","5.59222448892602219672","0.12357348034987288010","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000008311","ENSG00000008311","AASS","ENSG00000008311","10157","protein_coding","2.22673488800624186368","0.07519219822507954010","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000181409","ENSG00000181409","AATK","ENSG00000181409","9625","protein_coding","1.16944402194128094230","0.13061910260250542137","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000183044","ENSG00000183044","ABAT","ENSG00000183044","18","protein_coding","1.53727865319001733013","0.04095605056848437842","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000154263","ENSG00000154263","ABCA10","ENSG00000154263","10349","protein_coding","0.02168878421737190434","0.00789494004436149151","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000107331","ENSG00000107331","ABCA2","ENSG00000107331","20","protein_coding","6.45229227081696077306","0.20037076158058897413","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000198691","ENSG00000198691","ABCA4","ENSG00000198691","24","protein_coding","0.44080996914551318078","0.03182797956090989422","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000154265","ENSG00000154265","ABCA5","ENSG00000154265","23461","protein_coding","1.62944931667270931364","0.09490184289829835251","-1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
"GSE282081","3D_organoid_J2_hepatocyte","liver_niche_model","3D_organoid_J2_hepatocyte","ATF3","ENSG00000064687","ENSG00000064687","ABCA7","ENSG00000064687","10347","protein_coding","3.84520578666846057914","0.14549326652892755063","1.0000000000000000","1.0000000000000000","0.0000000284591215417198","0.00000007735706673612929","3","spearman"
