"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.666666666666667","1","4","ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=389); Enrichr--Queries(rank=465); ARCHS4--Coexpression(rank=800)","94","rank=1; score=755.36; p=2.1832e-08; adjP=2.8818e-06","rank=1; score=7.6608; p=2.1835e-08","rank=3; score=3.6216; p=1.2003e-07; direction=Activated"
"2","NFKB1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.333333333333332","4","4","ARCHS4--Coexpression(rank=100); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=818); GTEx--Coexpression(rank=1119)","234","rank=13; score=47.492; p=0.00056339; adjP=0.022012","rank=4; score=3.0339; p=0.00092482","rank=35; score=2.3354; p=0.0016158; direction=Activated"
"3","ATF3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.666666666666668","5","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=5); Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=48)","1","rank=7; score=90.501; p=2.1361e-06; adjP=0.00076046","rank=41; score=1.1047; p=0.07858","rank=5; score=3.8837; p=4.7084e-07; direction=Activated"
"4","FOSL1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.000000000000000","19","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=49); ARCHS4--Coexpression(rank=62); GTEx--Coexpression(rank=223)","56","rank=19; score=109.89; p=0.00051499; adjP=0.025018","rank=26; score=1.3469; p=0.044984","rank=30; score=1.7649; p=0.00092159; direction=Activated"
"5","RELA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.000000000000000","9","6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=664); GTEx--Coexpression(rank=1134); ARCHS4--Coexpression(rank=1295)","52","rank=12; score=42.428; p=1.0863e-05; adjP=0.0025782","rank=9; score=2.3514; p=0.0044525","rank=57; score=2.2342; p=0.0052769; direction=Activated"
"6","CEBPD","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.666666666666668","7","5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=96); Literature--ChIP-seq(rank=126); GTEx--Coexpression(rank=468)","223","rank=37; score=151.22; p=0.0033321; adjP=0.039985","rank=7; score=2.4773; p=0.0033322","rank=36; score=1.623; p=0.0018229; direction=Activated"
"7","STAT1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.666666666666668","12","6","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=105); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=218); Enrichr--Queries(rank=759)","305","rank=34; score=12.952; p=0.0062677; adjP=0.087502","rank=34; score=1.1638; p=0.068576","rank=12; score=2.9871; p=7.2003e-05; direction=Activated"
"8","STAT3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.666666666666664","3","6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=44); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=755); GTEx--Coexpression(rank=1117)","109","rank=18; score=52.961; p=0.00080622; adjP=0.022012","rank=3; score=3.0935; p=0.00080625","rank=74; score=2.5317; p=0.0083484; direction=Activated"
"9","ATF2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.333333333333336","10","5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1326); ARCHS4--Coexpression(rank=1379)","1431","rank=54; score=59.073; p=0.011564; adjP=0.10176","rank=10; score=1.9369; p=0.011564","rank=54; score=1.789; p=0.0048264; direction=Activated"
"10","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.333333333333336","13","6","Literature--ChIP-seq(rank=46); ENCODE--ChIP-seq(rank=101); GTEx--Coexpression(rank=136); ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=682); ARCHS4--Coexpression(rank=931)","318","rank=89; score=15.849; p=0.031236; adjP=0.13262","rank=19; score=1.5053; p=0.031236","rank=13; score=3.5176; p=0.00011301; direction=Activated"
