Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,Pathway ID,Name,pvalue,DEG number,DEG Density,Intersecton size,DEGs in Intersection,Result,Reciprocal pvalue,Filtered,Versus,Versus Name,Is Reciprocal,Top Genes
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,1e-10,238,0.6415,0,0,1.0,0.0,keep,itself,,True,"CCNL2,SNRNP70,FRA10AC1,SRSF4,RBM5,PRPF31,IK,ACIN1,SRSF5,DDX17,SETX,RBM4B,RBFOX2,BUD13,DHX16,SNIP1,RBM6,THRAP3,TSSC4,PSIP1"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_RNA_SPLICING,GOBP_RNA_SPLICING,1e-10,326,0.6533,371,238,0.8534,1.0,keep,GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,False,"CCNL2,SNRNP70,CLASRP,FRA10AC1,SRSF4,SUPT7L,RBM5,POLR2A,CLK4,AFF2,PRPF31,LSM10,IK,SUPT6H,TAF12,ACIN1,SRSF5,DDX17,THOC1,ARVCF"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_CILIUM_ORGANIZATION,GOBP_CILIUM_ORGANIZATION,6.17e-09,291,0.6088,0,0,1.0,0.0,keep,itself,,True,"TTC21A,CROCC,RABL2B,CCDC57,CFAP43,CFAP57,DCTN1,TXNDC15,TBC1D17,TMEM80,ARMC9,SDCCAG8,BBS9,CNTROB,MAP4,DISC1,LUZP1,FUZ,ZMYND10,TBC1D13"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_PROTEIN_LOCALIZATION_TO_CILIUM,GOBP_PROTEIN_LOCALIZATION_TO_CILIUM,2.95e-08,56,0.6222,73,43,0.9514,0.6951,keep,GOBP_CILIUM_ORGANIZATION,GOBP_CILIUM_ORGANIZATION,False,"TTC21A,CROCC,EFCAB7,ROM1,BBS9,ZMYND10,CCDC66,B9D1,CSNK1D,CCDC40,CC2D2B,BBS1,WDR19,INPP5E,DZIP1,IFT20,IFT140,NPHP4,IFT80,INVS"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,3.79e-08,179,0.6858,0,0,1.0,0.0,keep,itself,,True,"EML3,CROCC,PLK2,MTMR3,TBC1D17,PIP4K2A,SDCCAG8,CNTROB,MAP4,PHF23,LUZP1,FUZ,NUMA1,ZMYND10,MTOR,TBC1D13,MARK4,ABL1,SMAD4,ARHGAP35"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_FOCAL_ADHESION_ASSEMBLY,GOBP_FOCAL_ADHESION_ASSEMBLY,1.16e-07,43,0.4943,0,0,1.0,0.0,keep,itself,,True,"DLC1,VCL,TAOK2,MACF1,ITGB1BP1,TSC1,THSD1,ABL1,ROCK1,LIMCH1,TLN1,TSPAN11,PPM1F,PTEN,RHOA,PIP5K1A,CLASP2,CTTN,THBS1,MMP14"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,1.49e-07,29,0.4265,0,0,1.0,0.0,keep,itself,,True,"JUN,MAPRE2,MACF1,PFN1,FGF7,HBEGF,MTOR,MCC,TGFB2,PPM1F,PTPN23,DUSP10,HIF1A,PTEN,DOCK1,ARSB,BMPR2,EVL,SASH1,TGFBR2"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,2.55e-07,113,0.4346,0,0,1.0,0.0,keep,itself,,True,"ATF3,FOS,JUN,SKI,TAB1,FLCN,ACVR1,SAP30,SMAD1,FBN1,SMAD4,STAT3,CREB1,TGFB2,ZMIZ1,ARRB2,BCL9L,RGCC,SMAD2,GLG1"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,4.06e-07,36,0.4865,66,34,0.1488,0.3302,keep,GOBP_FOCAL_ADHESION_ASSEMBLY,GOBP_FOCAL_ADHESION_ASSEMBLY,False,"DLC1,MAPRE2,VCL,MACF1,ITGB1BP1,TSC1,ABL1,ROCK1,LIMCH1,TLN1,PPM1F,PTEN,RHOA,IQSEC1,CLASP2,THBS1,MMP14,PTPRA,TEK,MAP4K4"
ngs,GSE50760,ATF3_correlation,Primary_tumor,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/GO_BP/gsea_result.csv,GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,4.38e-07,273,0.6379,0,0,1.0,0.0,keep,itself,,True,"NR4A2,NR4A1,GPS2,GPATCH3,IRF3,NFKBIA,TAB1,MAPK8,UFSP2,BIRC2,AHR,ZDHHC18,ELP6,RFTN1,SP100,FABP5,DDX17,ARNT,MARK4,TRIM65"
